cost_mode,lambda,raw_utility,calibrated_utility,best_always_policy,best_always_utility,cascade_utility,oracle_direct_utility,calibrated_minus_raw,calibrated_minus_always,calibrated_minus_cascade,calibrated_reward,calibrated_cost,calibrated_choice_counts_by_route,raw_reward,raw_cost,raw_choice_counts_by_route
fixed_train_mean,75.0,0.25961900201048954,0.26585587692307694,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.2705723708041958,0.2705723708041958,0.4624269326048951,0.006236874912587398,-0.004716493881118888,-0.004716493881118888,0.33916083916083917,0.0009773994965034964,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 185, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 101}",0.33916083916083917,0.0010605578286713286,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 182, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 104}"
fixed_train_mean,100.0,0.25066579615384615,0.23956208951048952,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.2640265643356643,0.26402656433566435,0.43996342692307694,-0.011103706643356637,-0.024464474825174776,-0.02446447482517483,0.3321678321678322,0.0009260574265734265,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 195, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 91}",0.34265734265734266,0.0009199154650349648,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 198, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 88}"
predicted_expert_fixed_scout,0.0,0.40559440559440557,0.4020979020979021,always::solver:openai/gpt-oss-120b,0.47202797202797203,0.44405594405594406,0.5594405594405595,-0.003496503496503489,-0.06993006993006995,-0.04195804195804198,0.4020979020979021,0.008244505545454545,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 37, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 88, ""solver:openai/gpt-oss-120b"": 149, ""solver:openai/gpt-oss-20b"": 12}",0.40559440559440557,0.009137211993006994,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 174, ""solver:openai/gpt-oss-20b"": 0}"
predicted_expert_fixed_scout,5.0,0.36136540573426573,0.3544362486188811,always::solver:openai/gpt-oss-120b,0.4024962157342658,0.34523427304195803,0.5523312229195805,-0.00692915711538461,-0.04805996711538468,0.009201975576923094,0.38461538461538464,0.0060358271993007,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 120, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 11, ""solver:openai/gpt-oss-120b"": 120, ""solver:openai/gpt-oss-20b"": 35}",0.3916083916083916,0.006048597174825174,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 113, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 24, ""solver:openai/gpt-oss-120b"": 125, ""solver:openai/gpt-oss-20b"": 24}"
predicted_expert_fixed_scout,10.0,0.3221457931818182,0.32148290472027974,always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,0.35880946013986,0.31284616846153845,0.5452218863986014,-0.0006628884615384467,-0.03732655541958024,0.008636736258741284,0.3706293706293706,0.004914646590909091,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 128, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 7, ""solver:openai/gpt-oss-120b"": 93, ""solver:openai/gpt-oss-20b"": 58}",0.3706293706293706,0.004848357744755245,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 123, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 19, ""solver:openai/gpt-oss-120b"": 91, ""solver:openai/gpt-oss-20b"": 53}"
predicted_expert_fixed_scout,15.0,0.30153172716783216,0.2896968099300699,always::solver:openai/gpt-oss-20b,0.3429519941433566,0.32859655265734267,0.5381125498776224,-0.011834917237762255,-0.05325518421328668,-0.03889974272727276,0.3531468531468531,0.004230002881118881,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 136, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 76, ""solver:openai/gpt-oss-20b"": 73}",0.36363636363636365,0.004140309097902099,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 131, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 9, ""solver:openai/gpt-oss-120b"": 73, ""solver:openai/gpt-oss-20b"": 73}"
predicted_expert_fixed_scout,20.0,0.2930324721678322,0.2777763348951049,always::solver:openai/gpt-oss-20b,0.3278986961538462,0.31342011216783217,0.5310032133566432,-0.015256137272727288,-0.05012236125874131,-0.03564377727272727,0.34965034965034963,0.003593700737762238,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 139, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 64, ""solver:openai/gpt-oss-20b"": 83}",0.35664335664335667,0.0031805442237762237,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 138, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 6, ""solver:openai/gpt-oss-120b"": 52, ""solver:openai/gpt-oss-20b"": 90}"
predicted_expert_fixed_scout,25.0,0.28999648312937065,0.2804824861013986,always::solver:openai/gpt-oss-20b,0.3128453981643358,0.29824367167832166,0.5238938768356644,-0.009513997027972065,-0.03236291206293723,-0.017761185576923078,0.3531468531468531,0.0029065746818181817,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 142, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 45, ""solver:openai/gpt-oss-20b"": 99}",0.35664335664335667,0.0026658749405594406,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 141, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 3, ""solver:openai/gpt-oss-120b"": 41, ""solver:openai/gpt-oss-20b"": 101}"
predicted_expert_fixed_scout,30.0,0.29493345531468534,0.2825603218531469,always::solver:openai/gpt-oss-20b,0.29779210017482544,0.28306723118881116,0.5170566298951049,-0.012373133461538455,-0.015231778321678546,-0.000506909335664274,0.35664335664335667,0.002469434493006993,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 145, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 37, ""solver:openai/gpt-oss-20b"": 104}",0.36363636363636365,0.002290096944055944,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 142, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 31, ""solver:openai/gpt-oss-20b"": 113}"
predicted_expert_fixed_scout,35.0,0.2924893482867133,0.28412441491258744,always::solver:openai/gpt-oss-20b,0.2827388021853147,0.26789079069930066,0.5105753922202797,-0.00836493337412586,0.0013856127272727226,0.01623362421328678,0.36013986013986016,0.0021718698636363637,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 148, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 28, ""solver:openai/gpt-oss-20b"": 110}",0.36363636363636365,0.0020327718671328673,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 144, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 23, ""solver:openai/gpt-oss-20b"": 119}"
predicted_expert_fixed_scout,40.0,0.2927448525874126,0.28522891678321677,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.27973649986013965,0.25271435020979016,0.5040941545454545,-0.00751593580419585,0.005492416923077115,0.032514566573426606,0.36363636363636365,0.0019601861713286718,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 151, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 23, ""solver:openai/gpt-oss-20b"": 112}",0.35664335664335667,0.0015974626013986015,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 147, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 13, ""solver:openai/gpt-oss-20b"": 126}"
predicted_expert_fixed_scout,45.0,0.2937967419755245,0.28760278652097904,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.2784273385664334,nan,0.4976129168706294,-0.006193955454545486,0.009175447954545612,nan,0.35664335664335667,0.0015342348916083915,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 157, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 14, ""solver:openai/gpt-oss-20b"": 115}",0.35664335664335667,0.001396591437062937,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 149, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 131}"
predicted_expert_fixed_scout,50.0,0.29308861206293707,0.285222745979021,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.27711817727272736,0.22236146923076922,0.4911316791958042,-0.007865866083916095,0.008104568706293613,0.06286127674825176,0.3531468531468531,0.0013584821433566432,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 159, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 9, ""solver:openai/gpt-oss-20b"": 118}",0.35664335664335667,0.0012710948916083917,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 153, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 4, ""solver:openai/gpt-oss-20b"": 129}"
predicted_expert_fixed_scout,60.0,0.2735839286013986,0.28001709426573423,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.2744998546853147,nan,0.47872681545454543,0.0064331656643356605,0.005517239580419553,nan,0.3531468531468531,0.0012188293146853145,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 161, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 4, ""solver:openai/gpt-oss-20b"": 121}",0.34615384615384615,0.0012094986258741258,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 157, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 2, ""solver:openai/gpt-oss-20b"": 127}"
predicted_expert_fixed_scout,75.0,0.25940014615384616,0.26268630402097903,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.2705723708041958,0.2705723708041958,0.4624269326048951,0.0032861578671328773,-0.007886066783216794,-0.007886066783216794,0.34965034965034963,0.0011595206083916082,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 165, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 120}",0.34615384615384615,0.001156716,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 163, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 123}"
predicted_expert_fixed_scout,100.0,0.23563622027972028,0.23664853636363636,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.2640265643356643,0.26402656433566435,0.43996342692307694,0.0010123160839160816,-0.02737802797202793,-0.027378027972027985,0.34265734265734266,0.001060088062937063,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 178, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 108}",0.34615384615384615,0.0011051762587412587,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 172, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 114}"
