series,cost_mode,lambda,policy,mean_reward,mean_cost,mean_utility,choice_counts_by_route
cascade,predicted_expert_fixed_scout,25.0,cascade_train_tau_weighted,0.3741258741258741,0.003035288097902098,0.29824367167832166,
raw_input_only,predicted_expert_fixed_scout,30.0,raw_input_only,0.36363636363636365,0.002290096944055944,0.29493345531468534,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 142, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 31, ""solver:openai/gpt-oss-20b"": 113}"
platt_input_only,predicted_expert_fixed_scout,30.0,platt_input_only,0.35664335664335667,0.002469434493006993,0.2825603218531469,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 145, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 37, ""solver:openai/gpt-oss-20b"": 104}"
best_always,predicted_expert_fixed_scout,30.0,always::solver:openai/gpt-oss-20b,0.3881118881118881,0.0030106595979020982,0.29779210017482544,
oracle_direct,predicted_expert_fixed_scout,30.0,,0.5559440559440559,0.0012962475349650347,0.5170566298951049,
cascade,predicted_expert_fixed_scout,30.0,cascade_train_tau_weighted,0.3741258741258741,0.003035288097902098,0.28306723118881116,
raw_input_only,predicted_expert_fixed_scout,35.0,raw_input_only,0.36363636363636365,0.0020327718671328673,0.2924893482867133,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 144, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 23, ""solver:openai/gpt-oss-20b"": 119}"
platt_input_only,predicted_expert_fixed_scout,35.0,platt_input_only,0.36013986013986016,0.0021718698636363637,0.28412441491258744,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 148, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 28, ""solver:openai/gpt-oss-20b"": 110}"
best_always,predicted_expert_fixed_scout,35.0,always::solver:openai/gpt-oss-20b,0.3881118881118881,0.0030106595979020982,0.2827388021853147,
oracle_direct,predicted_expert_fixed_scout,35.0,,0.5559440559440559,0.0012962475349650347,0.5105753922202797,
cascade,predicted_expert_fixed_scout,35.0,cascade_train_tau_weighted,0.3741258741258741,0.003035288097902098,0.26789079069930066,
raw_input_only,predicted_expert_fixed_scout,40.0,raw_input_only,0.35664335664335667,0.0015974626013986015,0.2927448525874126,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 147, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 13, ""solver:openai/gpt-oss-20b"": 126}"
platt_input_only,predicted_expert_fixed_scout,40.0,platt_input_only,0.36363636363636365,0.0019601861713286718,0.28522891678321677,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 151, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 23, ""solver:openai/gpt-oss-20b"": 112}"
best_always,predicted_expert_fixed_scout,40.0,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.2902097902097902,0.0002618322587412587,0.27973649986013965,
oracle_direct,predicted_expert_fixed_scout,40.0,,0.5559440559440559,0.0012962475349650347,0.5040941545454545,
cascade,predicted_expert_fixed_scout,40.0,cascade_train_tau_weighted,0.3741258741258741,0.003035288097902098,0.25271435020979016,
raw_input_only,predicted_expert_fixed_scout,45.0,raw_input_only,0.35664335664335667,0.001396591437062937,0.2937967419755245,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 149, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 131}"
platt_input_only,predicted_expert_fixed_scout,45.0,platt_input_only,0.35664335664335667,0.0015342348916083915,0.28760278652097904,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 157, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 14, ""solver:openai/gpt-oss-20b"": 115}"
best_always,predicted_expert_fixed_scout,45.0,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.2902097902097902,0.0002618322587412587,0.2784273385664334,
oracle_direct,predicted_expert_fixed_scout,45.0,,0.5559440559440559,0.0012962475349650347,0.4976129168706294,
raw_input_only,predicted_expert_fixed_scout,50.0,raw_input_only,0.35664335664335667,0.0012710948916083917,0.29308861206293707,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 153, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 4, ""solver:openai/gpt-oss-20b"": 129}"
platt_input_only,predicted_expert_fixed_scout,50.0,platt_input_only,0.3531468531468531,0.0013584821433566432,0.285222745979021,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 159, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 9, ""solver:openai/gpt-oss-20b"": 118}"
best_always,predicted_expert_fixed_scout,50.0,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.2902097902097902,0.0002618322587412587,0.27711817727272736,
oracle_direct,predicted_expert_fixed_scout,50.0,,0.5559440559440559,0.0012962475349650347,0.4911316791958042,
cascade,predicted_expert_fixed_scout,50.0,cascade_train_tau_weighted,0.3741258741258741,0.003035288097902098,0.22236146923076922,
raw_input_only,predicted_expert_fixed_scout,60.0,raw_input_only,0.34615384615384615,0.0012094986258741258,0.2735839286013986,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 157, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 2, ""solver:openai/gpt-oss-20b"": 127}"
platt_input_only,predicted_expert_fixed_scout,60.0,platt_input_only,0.3531468531468531,0.0012188293146853145,0.28001709426573423,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 161, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 4, ""solver:openai/gpt-oss-20b"": 121}"
best_always,predicted_expert_fixed_scout,60.0,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.2902097902097902,0.0002618322587412587,0.2744998546853147,
oracle_direct,predicted_expert_fixed_scout,60.0,,0.548951048951049,0.0011704038916083915,0.47872681545454543,
raw_input_only,predicted_expert_fixed_scout,75.0,raw_input_only,0.34615384615384615,0.001156716,0.25940014615384616,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 163, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 123}"
platt_input_only,predicted_expert_fixed_scout,75.0,platt_input_only,0.34965034965034963,0.0011595206083916082,0.26268630402097903,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 165, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 120}"
best_always,predicted_expert_fixed_scout,75.0,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.2902097902097902,0.0002618322587412587,0.2705723708041958,
oracle_direct,predicted_expert_fixed_scout,75.0,,0.5384615384615384,0.0010137947447552448,0.4624269326048951,
