policy,subset,decision_cost,lambda,reward,cost,utility,counts
input_no_scout_choice,all,none,5,0.47202797202797203,0.013906351258741255,0.40249621573426575,"{""120B"": 286}"
input_no_scout_choice,all,none,10,0.47202797202797203,0.013906351258741255,0.33296445944055947,"{""120B"": 286}"
input_no_scout_choice,all,none,15,0.47202797202797203,0.013906351258741255,0.2634327031468532,"{""120B"": 286}"
input_no_scout_choice,all,none,20,0.47202797202797203,0.013906351258741255,0.1939009468531469,"{""120B"": 286}"
input_no_scout_choice,all,none,25,0.47202797202797203,0.013906351258741255,0.12436919055944068,"{""120B"": 286}"
input_no_scout_choice,all,none,30,0.47202797202797203,0.013906351258741255,0.0548374342657344,"{""120B"": 286}"
input_no_scout_choice,all,none,35,0.47202797202797203,0.013906351258741255,-0.014694322027971884,"{""120B"": 286}"
input_no_scout_choice,all,none,40,0.47202797202797203,0.013906351258741255,-0.08422607832167822,"{""120B"": 286}"
input_no_scout_choice,all,none,50,0.47202797202797203,0.013906351258741255,-0.22328959090909067,"{""120B"": 286}"
input_no_scout_choice,all,none,75,0.47202797202797203,0.013906351258741255,-0.5709483723776221,"{""120B"": 286}"
input_no_scout_choice,all,none,100,0.47202797202797203,0.013906351258741255,-0.9186071538461533,"{""120B"": 286}"
input_no_scout_choice,all,none,150,0.47202797202797203,0.013906351258741255,-1.6139247167832163,"{""120B"": 286}"
input_no_scout_choice,all,none,200,0.47202797202797203,0.013906351258741255,-2.3092422797202787,"{""120B"": 286}"
post_no_scout_choice,all,mean,0,0.4405594405594406,0.012284033265734266,0.4405594405594406,"{""120B"": 208, ""20B"": 78}"
post_no_scout_choice,all,mean,5,0.3951048951048951,0.008732144643356643,0.3514441718881119,"{""120B"": 111, ""20B"": 175}"
post_no_scout_choice,all,mean,10,0.3881118881118881,0.003272491856643357,0.35538696954545457,"{""20B"": 286}"
post_no_scout_choice,all,mean,15,0.3881118881118881,0.003272491856643357,0.3390245102622378,"{""20B"": 286}"
post_no_scout_choice,all,mean,20,0.3881118881118881,0.003272491856643357,0.322662050979021,"{""20B"": 286}"
post_no_scout_choice,all,mean,25,0.3881118881118881,0.003272491856643357,0.30629959169580423,"{""20B"": 286}"
post_no_scout_choice,all,mean,30,0.3881118881118881,0.003272491856643357,0.2899371324125874,"{""20B"": 286}"
post_no_scout_choice,all,mean,35,0.3881118881118881,0.003272491856643357,0.2735746731293706,"{""20B"": 286}"
post_no_scout_choice,all,mean,40,0.3881118881118881,0.003272491856643357,0.25721221384615384,"{""20B"": 286}"
post_no_scout_choice,all,mean,50,0.3881118881118881,0.003272491856643357,0.22448729527972028,"{""20B"": 286}"
post_no_scout_choice,all,mean,75,0.3881118881118881,0.003272491856643357,0.14267499886363633,"{""20B"": 286}"
post_no_scout_choice,all,mean,100,0.3881118881118881,0.003272491856643357,0.06086270244755243,"{""20B"": 286}"
post_no_scout_choice,all,mean,150,0.3881118881118881,0.003272491856643357,-0.10276189038461547,"{""20B"": 286}"
post_no_scout_choice,all,mean,200,0.3881118881118881,0.003272491856643357,-0.26638648321678327,"{""20B"": 286}"
input_no_scout_choice,all,mean,0,0.47202797202797203,0.013906351258741255,0.47202797202797203,"{""120B"": 286}"
input_no_scout_choice,all,mean,5,0.38461538461538464,0.0038610139615384616,0.3653103148076923,"{""120B"": 23, ""20B"": 263}"
input_no_scout_choice,all,mean,10,0.3881118881118881,0.0030106595979021,0.35800529213286714,"{""20B"": 286}"
input_no_scout_choice,all,mean,15,0.3881118881118881,0.0030106595979021,0.34295199414335664,"{""20B"": 286}"
input_no_scout_choice,all,mean,20,0.3881118881118881,0.0030106595979021,0.32789869615384615,"{""20B"": 286}"
input_no_scout_choice,all,mean,25,0.3881118881118881,0.0030106595979021,0.31284539816433565,"{""20B"": 286}"
input_no_scout_choice,all,mean,30,0.3881118881118881,0.0030106595979021,0.29779210017482516,"{""20B"": 286}"
input_no_scout_choice,all,mean,35,0.3881118881118881,0.0030106595979021,0.2827388021853146,"{""20B"": 286}"
input_no_scout_choice,all,mean,40,0.3881118881118881,0.0030106595979021,0.2676855041958041,"{""20B"": 286}"
input_no_scout_choice,all,mean,50,0.3881118881118881,0.0030106595979021,0.23757890821678312,"{""20B"": 286}"
input_no_scout_choice,all,mean,75,0.3881118881118881,0.0030106595979021,0.16231241826923062,"{""20B"": 286}"
input_no_scout_choice,all,mean,100,0.3881118881118881,0.0030106595979021,0.08704592832167812,"{""20B"": 286}"
input_no_scout_choice,all,mean,150,0.3881118881118881,0.0030106595979021,-0.06348705157342688,"{""20B"": 286}"
input_no_scout_choice,all,mean,200,0.3881118881118881,0.0030106595979021,-0.21402003146853188,"{""20B"": 286}"
post_no_scout_choice,mixed,none,0,0.6822429906542056,0.010593142345794393,0.6822429906542056,"{""120B"": 78, ""20B"": 29}"
post_no_scout_choice,mixed,none,5,0.6822429906542056,0.010593142345794393,0.6292772789252337,"{""120B"": 78, ""20B"": 29}"
post_no_scout_choice,mixed,none,10,0.6822429906542056,0.010593142345794393,0.5763115671962616,"{""120B"": 78, ""20B"": 29}"
post_no_scout_choice,mixed,none,15,0.6822429906542056,0.010593142345794393,0.5233458554672896,"{""120B"": 78, ""20B"": 29}"
post_no_scout_choice,mixed,none,20,0.6822429906542056,0.010593142345794393,0.4703801437383177,"{""120B"": 78, ""20B"": 29}"
post_no_scout_choice,mixed,none,25,0.6822429906542056,0.010593142345794393,0.41741443200934575,"{""120B"": 78, ""20B"": 29}"
post_no_scout_choice,mixed,none,30,0.6822429906542056,0.010593142345794393,0.3644487202803738,"{""120B"": 78, ""20B"": 29}"
post_no_scout_choice,mixed,none,35,0.6822429906542056,0.010593142345794393,0.3114830085514018,"{""120B"": 78, ""20B"": 29}"
post_no_scout_choice,mixed,none,40,0.6822429906542056,0.010593142345794393,0.25851729682242985,"{""120B"": 78, ""20B"": 29}"
post_no_scout_choice,mixed,none,50,0.6822429906542056,0.010593142345794393,0.15258587336448592,"{""120B"": 78, ""20B"": 29}"
post_no_scout_choice,mixed,none,75,0.6822429906542056,0.010593142345794393,-0.11224268528037395,"{""120B"": 78, ""20B"": 29}"
post_no_scout_choice,mixed,none,100,0.6822429906542056,0.010593142345794393,-0.3770712439252337,"{""120B"": 78, ""20B"": 29}"
post_no_scout_choice,mixed,none,150,0.6822429906542056,0.010593142345794393,-0.9067283612149535,"{""120B"": 78, ""20B"": 29}"
post_no_scout_choice,mixed,none,200,0.6822429906542056,0.010593142345794393,-1.436385478504673,"{""120B"": 78, ""20B"": 29}"
input_no_scout_choice,mixed,none,0,0.7663551401869159,0.012236446822429909,0.7663551401869159,"{""120B"": 107}"
input_no_scout_choice,mixed,none,5,0.7663551401869159,0.012236446822429909,0.7051729060747663,"{""120B"": 107}"
input_no_scout_choice,mixed,none,10,0.7663551401869159,0.012236446822429909,0.6439906719626167,"{""120B"": 107}"
input_no_scout_choice,mixed,none,15,0.7663551401869159,0.012236446822429909,0.5828084378504672,"{""120B"": 107}"
input_no_scout_choice,mixed,none,20,0.7663551401869159,0.012236446822429909,0.5216262037383177,"{""120B"": 107}"
input_no_scout_choice,mixed,none,25,0.7663551401869159,0.012236446822429909,0.4604439696261681,"{""120B"": 107}"
input_no_scout_choice,mixed,none,30,0.7663551401869159,0.012236446822429909,0.3992617355140186,"{""120B"": 107}"
input_no_scout_choice,mixed,none,35,0.7663551401869159,0.012236446822429909,0.33807950140186904,"{""120B"": 107}"
input_no_scout_choice,mixed,none,40,0.7663551401869159,0.012236446822429909,0.27689726728971953,"{""120B"": 107}"
input_no_scout_choice,mixed,none,50,0.7663551401869159,0.012236446822429909,0.1545327990654204,"{""120B"": 107}"
input_no_scout_choice,mixed,none,75,0.7663551401869159,0.012236446822429909,-0.1513783714953273,"{""120B"": 107}"
input_no_scout_choice,mixed,none,100,0.7663551401869159,0.012236446822429909,-0.4572895420560751,"{""120B"": 107}"
input_no_scout_choice,mixed,none,150,0.7663551401869159,0.012236446822429909,-1.0691118831775706,"{""120B"": 107}"
input_no_scout_choice,mixed,none,200,0.7663551401869159,0.012236446822429909,-1.6809342242990661,"{""120B"": 107}"
post_no_scout_choice,mixed,mean,0,0.6822429906542056,0.010593142345794393,0.6822429906542056,"{""120B"": 78, ""20B"": 29}"
post_no_scout_choice,mixed,mean,5,0.5700934579439252,0.008217378616822434,0.529006564859813,"{""120B"": 51, ""20B"": 56}"
post_no_scout_choice,mixed,mean,10,0.5420560747663551,0.002971979523364486,0.5123362795327102,"{""20B"": 107}"
post_no_scout_choice,mixed,mean,15,0.5420560747663551,0.002971979523364486,0.4974763819158878,"{""20B"": 107}"
post_no_scout_choice,mixed,mean,20,0.5420560747663551,0.002971979523364486,0.48261648429906534,"{""20B"": 107}"
post_no_scout_choice,mixed,mean,25,0.5420560747663551,0.002971979523364486,0.46775658668224296,"{""20B"": 107}"
post_no_scout_choice,mixed,mean,30,0.5420560747663551,0.002971979523364486,0.4528966890654205,"{""20B"": 107}"
post_no_scout_choice,mixed,mean,35,0.5420560747663551,0.002971979523364486,0.4380367914485981,"{""20B"": 107}"
post_no_scout_choice,mixed,mean,40,0.5420560747663551,0.002971979523364486,0.42317689383177565,"{""20B"": 107}"
post_no_scout_choice,mixed,mean,50,0.5420560747663551,0.002971979523364486,0.39345709859813083,"{""20B"": 107}"
post_no_scout_choice,mixed,mean,75,0.5420560747663551,0.002971979523364486,0.31915761051401864,"{""20B"": 107}"
post_no_scout_choice,mixed,mean,100,0.5420560747663551,0.002971979523364486,0.2448581224299065,"{""20B"": 107}"
post_no_scout_choice,mixed,mean,150,0.5420560747663551,0.002971979523364486,0.0962591462616822,"{""20B"": 107}"
post_no_scout_choice,mixed,mean,200,0.5420560747663551,0.002971979523364486,-0.05233982990654207,"{""20B"": 107}"
input_no_scout_choice,mixed,mean,0,0.7663551401869159,0.012236446822429909,0.7663551401869159,"{""120B"": 107}"
input_no_scout_choice,mixed,mean,5,0.5981308411214953,0.008272133467289718,0.5567701737850467,"{""120B"": 61, ""20B"": 46}"
input_no_scout_choice,mixed,mean,10,0.5420560747663551,0.0026967361401869154,0.5150887133644859,"{""20B"": 107}"
input_no_scout_choice,mixed,mean,15,0.5420560747663551,0.0026967361401869154,0.5016050326635514,"{""20B"": 107}"
input_no_scout_choice,mixed,mean,20,0.5420560747663551,0.0026967361401869154,0.4881213519626168,"{""20B"": 107}"
input_no_scout_choice,mixed,mean,25,0.5420560747663551,0.0026967361401869154,0.4746376712616822,"{""20B"": 107}"
input_no_scout_choice,mixed,mean,30,0.5420560747663551,0.0026967361401869154,0.46115399056074763,"{""20B"": 107}"
input_no_scout_choice,mixed,mean,35,0.5420560747663551,0.0026967361401869154,0.44767030985981304,"{""20B"": 107}"
input_no_scout_choice,mixed,mean,40,0.5420560747663551,0.0026967361401869154,0.43418662915887846,"{""20B"": 107}"
input_no_scout_choice,mixed,mean,50,0.5420560747663551,0.0026967361401869154,0.40721926775700934,"{""20B"": 107}"
input_no_scout_choice,mixed,mean,75,0.5420560747663551,0.0026967361401869154,0.33980086425233647,"{""20B"": 107}"
input_no_scout_choice,mixed,mean,100,0.5420560747663551,0.0026967361401869154,0.27238246074766354,"{""20B"": 107}"
input_no_scout_choice,mixed,mean,150,0.5420560747663551,0.0026967361401869154,0.13754565373831779,"{""20B"": 107}"
input_no_scout_choice,mixed,mean,200,0.5420560747663551,0.0026967361401869154,0.002708846728971981,"{""20B"": 107}"
