fold,pred_key,calibrator_model,route,params_json,train_n,valid_n,train_positive_rate
0,post_pred_rewards,route_vector,gemini,"[0.012379620890954792, 0.02116105638206951, 0.025749058626333494, 0.030200093036957535]",220,56,0.5136363636363637
1,post_pred_rewards,route_vector,scout,"[0.012102721908722037, 0.010868408404770942, 0.010134619097289719, -2.377089888811855]",221,55,0.08597285067873303
1,post_pred_rewards,route_vector,oss,"[0.01730451193957348, 0.02594762883649408, 0.028501785381178733, 0.42136987137031423]",221,55,0.6108597285067874
1,post_pred_rewards,route_vector,gemini,"[0.014647538469598457, 0.0227264617496403, 0.025976580684285138, 0.23776958739885723]",221,55,0.5656108597285068
2,post_pred_rewards,route_vector,scout,"[0.010140291670837256, 0.009157171126215667, 0.007925168239739943, -2.4958400894544606]",221,55,0.07692307692307693
2,post_pred_rewards,route_vector,oss,"[0.015993087966935847, 0.023043131803263738, 0.02538512050439069, 0.38635169748197884]",221,55,0.6018099547511312
2,post_pred_rewards,route_vector,gemini,"[0.012091338424609374, 0.0186772466669372, 0.022396349643273535, 0.16844522892325609]",221,55,0.5475113122171946
3,post_pred_rewards,route_vector,scout,"[0.011794992490992926, 0.011071249738148693, 0.010222214913133156, -2.267104185554132]",221,55,0.09502262443438914
3,post_pred_rewards,route_vector,oss,"[0.013565241184075361, 0.0219313280496116, 0.023937214127595495, 0.2393659921998325]",221,55,0.5656108597285068
3,post_pred_rewards,route_vector,gemini,"[0.008543549807069187, 0.016908474709121383, 0.019880364847998794, 0.026286704332218427]",221,55,0.5113122171945701
4,post_pred_rewards,route_vector,scout,"[0.008765196263337474, 0.008693245994927452, 0.008109836008537171, -2.560760693322551]",221,55,0.07239819004524888
4,post_pred_rewards,route_vector,oss,"[0.014794264506275356, 0.022394110492065508, 0.024955125910861766, 0.2566583607513524]",221,55,0.5701357466063348
4,post_pred_rewards,route_vector,gemini,"[0.010841095343693373, 0.021549348707288037, 0.025046378391885105, 0.22150128727231724]",221,55,0.5610859728506787
0,input_pred_rewards,route_vector,scout,"[0.0015694837624716164, 0.0016680374486737466, 0.0016165720157798806, -2.616699566722029]",220,56,0.06818181818181818
0,input_pred_rewards,route_vector,oss,"[0.004672710856405678, 0.010013852525908454, 0.013385876483539401, 0.26384925780158464]",220,56,0.5681818181818182
0,input_pred_rewards,route_vector,gemini,"[0.0025729268703290967, 0.00919312980970477, 0.013376301477647762, 0.044889219518577016]",220,56,0.5136363636363637
1,input_pred_rewards,route_vector,scout,"[0.0006538940294110752, 0.0006976062328071093, 0.000615677021802633, -2.3645438890527792]",221,55,0.08597285067873303
1,input_pred_rewards,route_vector,oss,"[0.004142882482469537, 0.008537614741865991, 0.011383543345625946, 0.44179741099093206]",221,55,0.6108597285067874
1,input_pred_rewards,route_vector,gemini,"[0.0028428543216816884, 0.008175407161115393, 0.011475958875783721, 0.2553128501457468]",221,55,0.5656108597285068
2,input_pred_rewards,route_vector,scout,"[0.0015914718122165673, 0.0015421032361280038, 0.0014318295433609607, -2.4865535830428174]",221,55,0.07692307692307693
2,input_pred_rewards,route_vector,oss,"[0.003977974999320017, 0.00731469670906252, 0.009546754423380634, 0.40509760623377566]",221,55,0.6018099547511312
2,input_pred_rewards,route_vector,gemini,"[0.0029466346592532684, 0.008142206762909538, 0.011485105361750216, 0.1818852120283152]",221,55,0.5475113122171946
3,input_pred_rewards,route_vector,scout,"[0.0005688309666689966, 0.000709983606803457, 0.0006989343382588623, -2.254523503496361]",221,55,0.09502262443438914
3,input_pred_rewards,route_vector,oss,"[0.0018714792958567346, 0.005899655921700992, 0.008483401846955205, 0.2576579709961652]",221,55,0.5656108597285068
3,input_pred_rewards,route_vector,gemini,"[0.0006955192882695032, 0.004905153873724564, 0.007650132558645987, 0.04001513158570007]",221,55,0.5113122171945701
4,input_pred_rewards,route_vector,scout,"[-0.00019462822600830628, 2.6139304017146718e-05, 0.00014129622741159754, -2.550403386236661]",221,55,0.07239819004524888
4,input_pred_rewards,route_vector,oss,"[0.005299261545507474, 0.00883755025060853, 0.011222911148811772, 0.2729564863185881]",221,55,0.5701357466063348
4,input_pred_rewards,route_vector,gemini,"[0.004124486601571813, 0.009624939777055905, 0.013084266156697503, 0.23539497805260717]",221,55,0.5610859728506787
