policy,policy_type,lambda,n,real_pass_rate,mean_proxy_reward_of_chosen,mean_true_weighted_cost,real_utility,cost_accounting,choice_counts,called_counts
input_calibrated_route_vector_hidden_scout_accounting,input_only_router_hidden_scout,0.0,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.5833333333333334,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
oracle_after_scout_real_utility,oracle_after_scout,0.0,276,0.6666666666666666,0.5155697020879342,4283.702898550725,0.6666666666666666,after_scout,"{""gemini"": 20, ""oss"": 142, ""scout"": 114}","{""gemini"": 20, ""oss"": 142, ""scout"": 276}"
oracle_direct_real_utility,oracle_direct,0.0,276,0.6666666666666666,0.5155697020879342,3120.123188405797,0.6666666666666666,direct,"{""gemini"": 20, ""oss"": 142, ""scout"": 114}","{""gemini"": 20, ""oss"": 142, ""scout"": 114}"
always_scout,always_direct,1e-05,276,0.07971014492753623,0.4489173603515872,1971.159420289855,0.059998550724637674,direct,"{""scout"": 276}","{""scout"": 276}"
always_oss,always_direct,1e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.5431855072463768,direct,"{""oss"": 276}","{""oss"": 276}"
always_gemini,always_direct,1e-05,276,0.5398550724637681,0.5793432107317519,7102.753623188406,0.468827536231884,direct,"{""gemini"": 276}","{""gemini"": 276}"
post_uncalibrated_pred_reward,post_scout_router,1e-05,276,0.5144927536231884,0.5871016055318371,7544.326086956522,0.43904949275362315,after_scout,"{""gemini"": 227, ""oss"": 1, ""scout"": 48}","{""gemini"": 227, ""oss"": 1, ""scout"": 276}"
input_uncalibrated_pred_reward_direct_accounting,input_only_router_direct,1e-05,276,0.532608695652174,0.5898955789551811,6304.304347826087,0.4695656521739131,direct,"{""gemini"": 247, ""scout"": 29}","{""gemini"": 247, ""scout"": 29}"
input_uncalibrated_pred_reward_hidden_scout_accounting,input_only_router_hidden_scout,1e-05,276,0.5217391304347826,0.5884689501146362,8003.768115942029,0.4417014492753623,after_scout,"{""gemini"": 242, ""scout"": 34}","{""gemini"": 242, ""scout"": 276}"
post_calibrated_route_prior,post_scout_router,1e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.5234739130434783,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
input_calibrated_route_prior_direct_accounting,input_only_router_direct,1e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.5431855072463768,direct,"{""oss"": 276}","{""oss"": 276}"
input_calibrated_route_prior_hidden_scout_accounting,input_only_router_hidden_scout,1e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.5234739130434783,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
post_calibrated_route_scalar,post_scout_router,1e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.5234739130434783,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
input_calibrated_route_scalar_direct_accounting,input_only_router_direct,1e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.5431855072463768,direct,"{""oss"": 276}","{""oss"": 276}"
input_calibrated_route_scalar_hidden_scout_accounting,input_only_router_hidden_scout,1e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.5234739130434783,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
post_calibrated_route_vector,post_scout_router,1e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.5234739130434783,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
input_calibrated_route_vector_direct_accounting,input_only_router_direct,1e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.5431855072463768,direct,"{""oss"": 276}","{""oss"": 276}"
input_calibrated_route_vector_hidden_scout_accounting,input_only_router_hidden_scout,1e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.5234739130434783,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
oracle_after_scout_real_utility,oracle_after_scout,1e-05,276,0.6666666666666666,0.5356146136698283,4098.282608695652,0.62568384057971,after_scout,"{""gemini"": 47, ""oss"": 115, ""scout"": 114}","{""gemini"": 47, ""oss"": 115, ""scout"": 276}"
oracle_direct_real_utility,oracle_direct,1e-05,276,0.6666666666666666,0.5344880456847404,2886.8333333333335,0.6377983333333332,direct,"{""gemini"": 49, ""oss"": 133, ""scout"": 94}","{""gemini"": 49, ""oss"": 133, ""scout"": 94}"
always_scout,always_direct,2e-05,276,0.07971014492753623,0.4489173603515872,1971.159420289855,0.04028695652173912,direct,"{""scout"": 276}","{""scout"": 276}"
always_oss,always_direct,2e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.5030376811594204,direct,"{""oss"": 276}","{""oss"": 276}"
always_gemini,always_direct,2e-05,276,0.5398550724637681,0.5793432107317519,7102.753623188406,0.39779999999999993,direct,"{""gemini"": 276}","{""gemini"": 276}"
post_uncalibrated_pred_reward,post_scout_router,2e-05,276,0.2608695652173913,0.5124932683346279,3590.1739130434785,0.18906608695652172,after_scout,"{""gemini"": 73, ""oss"": 7, ""scout"": 196}","{""gemini"": 73, ""oss"": 7, ""scout"": 276}"
input_uncalibrated_pred_reward_direct_accounting,input_only_router_direct,2e-05,276,0.5036231884057971,0.5640157092106787,5817.076086956522,0.38728166666666664,direct,"{""gemini"": 199, ""oss"": 25, ""scout"": 52}","{""gemini"": 199, ""oss"": 25, ""scout"": 52}"
input_uncalibrated_pred_reward_hidden_scout_accounting,input_only_router_hidden_scout,2e-05,276,0.32971014492753625,0.516878928182515,5397.536231884058,0.22175942028985507,after_scout,"{""gemini"": 124, ""scout"": 152}","{""gemini"": 124, ""scout"": 276}"
post_calibrated_route_prior,post_scout_router,2e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.4636144927536232,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
input_calibrated_route_prior_direct_accounting,input_only_router_direct,2e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.5030376811594204,direct,"{""oss"": 276}","{""oss"": 276}"
input_calibrated_route_prior_hidden_scout_accounting,input_only_router_hidden_scout,2e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.4636144927536232,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
post_calibrated_route_scalar,post_scout_router,2e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.4636144927536232,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
input_calibrated_route_scalar_direct_accounting,input_only_router_direct,2e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.5030376811594204,direct,"{""oss"": 276}","{""oss"": 276}"
input_calibrated_route_scalar_hidden_scout_accounting,input_only_router_hidden_scout,2e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.4636144927536232,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
post_calibrated_route_vector,post_scout_router,2e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.4636144927536232,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
input_calibrated_route_vector_direct_accounting,input_only_router_direct,2e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.5030376811594204,direct,"{""oss"": 276}","{""oss"": 276}"
input_calibrated_route_vector_hidden_scout_accounting,input_only_router_hidden_scout,2e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.4636144927536232,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
oracle_after_scout_real_utility,oracle_after_scout,2e-05,276,0.6666666666666666,0.5356146136698283,4098.282608695652,0.5847010144927536,after_scout,"{""gemini"": 47, ""oss"": 115, ""scout"": 114}","{""gemini"": 47, ""oss"": 115, ""scout"": 276}"
oracle_direct_real_utility,oracle_direct,2e-05,276,0.6666666666666666,0.5344880456847404,2886.8333333333335,0.60893,direct,"{""gemini"": 49, ""oss"": 133, ""scout"": 94}","{""gemini"": 49, ""oss"": 133, ""scout"": 94}"
always_scout,always_direct,5e-05,276,0.07971014492753623,0.4489173603515872,1971.159420289855,-0.018847826086956523,direct,"{""scout"": 276}","{""scout"": 276}"
always_oss,always_direct,5e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.38259420289855073,direct,"{""oss"": 276}","{""oss"": 276}"
always_gemini,always_direct,5e-05,276,0.5398550724637681,0.5793432107317519,7102.753623188406,0.18471739130434778,direct,"{""gemini"": 276}","{""gemini"": 276}"
post_uncalibrated_pred_reward,post_scout_router,5e-05,276,0.11231884057971014,0.45781115394947003,2084.0833333333335,0.008114673913043463,after_scout,"{""oss"": 11, ""scout"": 265}","{""oss"": 11, ""scout"": 276}"
input_uncalibrated_pred_reward_direct_accounting,input_only_router_direct,5e-05,276,0.10507246376811594,0.4475636435487977,2041.5688405797102,0.002994021739130423,direct,"{""oss"": 11, ""scout"": 265}","{""oss"": 11, ""scout"": 265}"
input_uncalibrated_pred_reward_hidden_scout_accounting,input_only_router_hidden_scout,5e-05,276,0.07971014492753623,0.4489173603515872,1971.159420289855,-0.018847826086956523,after_scout,"{""scout"": 276}","{""scout"": 276}"
post_calibrated_route_prior,post_scout_router,5e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.284036231884058,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
input_calibrated_route_prior_direct_accounting,input_only_router_direct,5e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.38259420289855073,direct,"{""oss"": 276}","{""oss"": 276}"
input_calibrated_route_prior_hidden_scout_accounting,input_only_router_hidden_scout,5e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.284036231884058,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
post_calibrated_route_scalar,post_scout_router,5e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.284036231884058,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
input_calibrated_route_scalar_direct_accounting,input_only_router_direct,5e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.38259420289855073,direct,"{""oss"": 276}","{""oss"": 276}"
input_calibrated_route_scalar_hidden_scout_accounting,input_only_router_hidden_scout,5e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.284036231884058,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
post_calibrated_route_vector,post_scout_router,5e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.284036231884058,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
input_calibrated_route_vector_direct_accounting,input_only_router_direct,5e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.38259420289855073,direct,"{""oss"": 276}","{""oss"": 276}"
input_calibrated_route_vector_hidden_scout_accounting,input_only_router_hidden_scout,5e-05,276,0.5833333333333334,0.4826003043730569,5985.942028985507,0.284036231884058,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
oracle_after_scout_real_utility,oracle_after_scout,5e-05,276,0.6630434782608695,0.5357606477372608,3999.731884057971,0.46305688405797096,after_scout,"{""gemini"": 46, ""oss"": 115, ""scout"": 115}","{""gemini"": 46, ""oss"": 115, ""scout"": 276}"
oracle_direct_real_utility,oracle_direct,5e-05,276,0.6630434782608695,0.534634079752173,2795.5289855072465,0.5232670289855071,direct,"{""gemini"": 48, ""oss"": 133, ""scout"": 95}","{""gemini"": 48, ""oss"": 133, ""scout"": 95}"
always_scout,always_direct,0.0001,276,0.07971014492753623,0.4489173603515872,1971.159420289855,-0.11740579710144927,direct,"{""scout"": 276}","{""scout"": 276}"
always_oss,always_direct,0.0001,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.18185507246376814,direct,"{""oss"": 276}","{""oss"": 276}"
always_gemini,always_direct,0.0001,276,0.5398550724637681,0.5793432107317519,7102.753623188406,-0.17042028985507252,direct,"{""gemini"": 276}","{""gemini"": 276}"
post_uncalibrated_pred_reward,post_scout_router,0.0001,276,0.08333333333333333,0.44969867132236047,1976.7246376811595,-0.11433913043478262,after_scout,"{""oss"": 1, ""scout"": 275}","{""oss"": 1, ""scout"": 276}"
input_uncalibrated_pred_reward_direct_accounting,input_only_router_direct,0.0001,276,0.07971014492753623,0.4489173603515872,1971.159420289855,-0.11740579710144927,direct,"{""scout"": 276}","{""scout"": 276}"
input_uncalibrated_pred_reward_hidden_scout_accounting,input_only_router_hidden_scout,0.0001,276,0.07971014492753623,0.4489173603515872,1971.159420289855,-0.11740579710144927,after_scout,"{""scout"": 276}","{""scout"": 276}"
post_calibrated_route_prior,post_scout_router,0.0001,276,0.5833333333333334,0.4826003043730569,5985.942028985507,-0.015260869565217328,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
input_calibrated_route_prior_direct_accounting,input_only_router_direct,0.0001,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.18185507246376814,direct,"{""oss"": 276}","{""oss"": 276}"
input_calibrated_route_prior_hidden_scout_accounting,input_only_router_hidden_scout,0.0001,276,0.5833333333333334,0.4826003043730569,5985.942028985507,-0.015260869565217328,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
post_calibrated_route_scalar,post_scout_router,0.0001,276,0.5833333333333334,0.4826003043730569,5985.942028985507,-0.015260869565217328,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
input_calibrated_route_scalar_direct_accounting,input_only_router_direct,0.0001,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.18185507246376814,direct,"{""oss"": 276}","{""oss"": 276}"
input_calibrated_route_scalar_hidden_scout_accounting,input_only_router_hidden_scout,0.0001,276,0.5833333333333334,0.4826003043730569,5985.942028985507,-0.015260869565217328,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
post_calibrated_route_vector,post_scout_router,0.0001,276,0.5833333333333334,0.4826003043730569,5985.942028985507,-0.015260869565217328,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
input_calibrated_route_vector_direct_accounting,input_only_router_direct,0.0001,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.18185507246376814,direct,"{""oss"": 276}","{""oss"": 276}"
input_calibrated_route_vector_hidden_scout_accounting,input_only_router_hidden_scout,0.0001,276,0.5833333333333334,0.4826003043730569,5985.942028985507,-0.015260869565217328,after_scout,"{""oss"": 276}","{""oss"": 276, ""scout"": 276}"
oracle_after_scout_real_utility,oracle_after_scout,0.0001,276,0.6521739130434783,0.532964708883702,3880.677536231884,0.26410615942028987,after_scout,"{""gemini"": 44, ""oss"": 114, ""scout"": 118}","{""gemini"": 44, ""oss"": 114, ""scout"": 276}"
oracle_direct_real_utility,oracle_direct,0.0001,276,0.6630434782608695,0.534634079752173,2795.5289855072465,0.38349057971014483,direct,"{""gemini"": 48, ""oss"": 133, ""scout"": 95}","{""gemini"": 48, ""oss"": 133, ""scout"": 95}"
always_scout,always_direct,0.0002,276,0.07971014492753623,0.4489173603515872,1971.159420289855,-0.3145217391304348,direct,"{""scout"": 276}","{""scout"": 276}"
always_oss,always_direct,0.0002,276,0.5833333333333334,0.4826003043730569,4014.782608695652,-0.2196231884057971,direct,"{""oss"": 276}","{""oss"": 276}"
always_gemini,always_direct,0.0002,276,0.5398550724637681,0.5793432107317519,7102.753623188406,-0.8806956521739131,direct,"{""gemini"": 276}","{""gemini"": 276}"
post_uncalibrated_pred_reward,post_scout_router,0.0002,276,0.07971014492753623,0.4489173603515872,1971.159420289855,-0.3145217391304348,after_scout,"{""scout"": 276}","{""scout"": 276}"
input_uncalibrated_pred_reward_direct_accounting,input_only_router_direct,0.0002,276,0.07971014492753623,0.4489173603515872,1971.159420289855,-0.3145217391304348,direct,"{""scout"": 276}","{""scout"": 276}"
input_uncalibrated_pred_reward_hidden_scout_accounting,input_only_router_hidden_scout,0.0002,276,0.07971014492753623,0.4489173603515872,1971.159420289855,-0.3145217391304348,after_scout,"{""scout"": 276}","{""scout"": 276}"
post_calibrated_route_prior,post_scout_router,0.0002,276,0.12318840579710146,0.45378669188040266,2158.5289855072465,-0.30851739130434785,after_scout,"{""oss"": 21, ""scout"": 255}","{""oss"": 21, ""scout"": 276}"
input_calibrated_route_prior_direct_accounting,input_only_router_direct,0.0002,276,0.5797101449275363,0.4792210806607124,3985.5615942028985,-0.2174021739130435,direct,"{""oss"": 274, ""scout"": 2}","{""oss"": 274, ""scout"": 2}"
input_calibrated_route_prior_hidden_scout_accounting,input_only_router_hidden_scout,0.0002,276,0.09057971014492754,0.4515839260329609,2067.626811594203,-0.3229456521739131,after_scout,"{""oss"": 7, ""scout"": 269}","{""oss"": 7, ""scout"": 276}"
post_calibrated_route_scalar,post_scout_router,0.0002,276,0.12681159420289856,0.453227370092444,2184.985507246377,-0.31018550724637683,after_scout,"{""oss"": 23, ""scout"": 253}","{""oss"": 23, ""scout"": 276}"
input_calibrated_route_scalar_direct_accounting,input_only_router_direct,0.0002,276,0.5797101449275363,0.4792210806607124,3985.5615942028985,-0.2174021739130435,direct,"{""oss"": 274, ""scout"": 2}","{""oss"": 274, ""scout"": 2}"
input_calibrated_route_scalar_hidden_scout_accounting,input_only_router_hidden_scout,0.0002,276,0.09057971014492754,0.4504434171284768,2072.8442028985505,-0.32398913043478256,after_scout,"{""oss"": 8, ""scout"": 268}","{""oss"": 8, ""scout"": 276}"
post_calibrated_route_vector,post_scout_router,0.0002,276,0.12681159420289856,0.453227370092444,2184.985507246377,-0.31018550724637683,after_scout,"{""oss"": 23, ""scout"": 253}","{""oss"": 23, ""scout"": 276}"
input_calibrated_route_vector_direct_accounting,input_only_router_direct,0.0002,276,0.5797101449275363,0.4792210806607124,3985.5615942028985,-0.2174021739130435,direct,"{""oss"": 274, ""scout"": 2}","{""oss"": 274, ""scout"": 2}"
input_calibrated_route_vector_hidden_scout_accounting,input_only_router_hidden_scout,0.0002,276,0.09057971014492754,0.4504434171284768,2072.8442028985505,-0.32398913043478256,after_scout,"{""oss"": 8, ""scout"": 268}","{""oss"": 8, ""scout"": 276}"
oracle_after_scout_real_utility,oracle_after_scout,0.0002,276,0.5652173913043478,0.5229608703499473,3245.463768115942,-0.08387536231884063,after_scout,"{""gemini"": 34, ""oss"": 100, ""scout"": 142}","{""gemini"": 34, ""oss"": 100, ""scout"": 276}"
oracle_direct_real_utility,oracle_direct,0.0002,276,0.605072463768116,0.5248543054694218,2401.800724637681,0.12471231884057976,direct,"{""gemini"": 39, ""oss"": 126, ""scout"": 111}","{""gemini"": 39, ""oss"": 126, ""scout"": 111}"
