split_idx,score_model,lambda,train_utility,eval_utility_minus_best_baseline,best_baseline,best_baseline_utility,oracle_dynamic_utility,oracle_dynamic_reward,oracle_dynamic_cost,eval_mean_reward,eval_mean_cost,eval_mean_20b_rollouts,eval_submit_20b_after_3,eval_escalate_120b_after_3,eval_submit_20b_after_2,eval_escalate_120b,eval_mean_utility,chosen_escalate_tau_1,chosen_submit_tau_1,chosen_escalate_tau_2,chosen_submit_tau_2,chosen_final_escalate_tau,eval_escalate_120b_after_2,eval_submit_20b_after_1,eval_escalate_120b_after_1
0,state_score_n,5.0,0.4682162710135135,0.0012437235135135394,20B_x3_pred_best,0.5229689479054054,0.6267954241216217,0.6486486486486487,0.004370644905405405,0.581081081081081,0.011373681932432432,2.4054054054054053,52,,,18,0.5242126714189189,0.37027950637526547,0.6782897131416432,0.1838289645341908,0.6782897131416432,0.1838289645341908,,4,18
0,state_score_n,10.0,0.4245667912162162,0.0039041248648649662,20B_r0,0.484095552027027,0.6049421995945946,0.6486486486486487,0.004370644905405405,0.5405405405405406,0.005254086364864865,1.527027027027027,,,39,0,0.48799967689189194,0.1838289645341908,0.4993132642479592,0.1838289645341908,0.1838289645341908,0.1838289645341908,,35,
0,state_score_n,20.0,0.3841293445945946,0.0,20B_r0,0.4546775905405405,0.5612357505405405,0.6486486486486487,0.004370644905405405,0.5135135135135135,0.002941796148648649,1.0,,,,0,0.4546775905405405,0.1838289645341908,0.1838289645341908,0.1838289645341908,0.1838289645341908,0.1838289645341908,,74,
0,state_full,0.0,0.527027027027027,0.0,20B_x3_pred_best,0.5675675675675675,0.6486486486486487,0.6486486486486487,0.004864391716216216,0.5675675675675675,0.01418138095945946,2.7027027027027026,39,16,16,16,0.5675675675675675,0.1164049271500683,0.7862729484628284,0.1164049271500683,0.663522923817211,0.29103480934601705,,3,
0,state_full,1.0,0.5152673811486486,-0.004307680824324311,20B_x3_pred_best,0.5586478436351351,0.6442780037432433,0.6486486486486487,0.004370644905405405,0.5675675675675675,0.013227404756756756,2.2972972972972974,34,6,16,21,0.5543401628108108,0.29103480934601705,0.7862729484628284,0.1164049271500683,0.663522923817211,0.29103480934601705,,3,15
0,state_full,2.0,0.5035077352702703,-0.008615361648648623,20B_x3_pred_best,0.5497281197027026,0.6399073588378379,0.6486486486486487,0.004370644905405405,0.5675675675675675,0.013227404756756756,2.2972972972972974,34,6,16,21,0.541112758054054,0.29103480934601705,0.7862729484628284,0.1164049271500683,0.663522923817211,0.29103480934601705,,3,15
0,state_full,5.0,0.4682287976351351,-0.021538404121621557,20B_x3_pred_best,0.5229689479054054,0.6267954241216217,0.6486486486486487,0.004370644905405405,0.5675675675675675,0.013227404756756756,2.2972972972972974,34,6,16,21,0.5014305437837838,0.29103480934601705,0.7862729484628284,0.1164049271500683,0.663522923817211,0.29103480934601705,,3,15
0,state_full,10.0,0.4255434987837838,0.004267142702702786,20B_r0,0.484095552027027,0.6049421995945946,0.6486486486486487,0.004370644905405405,0.5405405405405406,0.005217784581081081,1.5,,,37,0,0.48836269472972976,0.1164049271500683,0.4739761583568402,0.1164049271500683,0.1164049271500683,0.1164049271500683,,37,
0,state_full,20.0,0.3841293445945946,0.0,20B_r0,0.4546775905405405,0.5612357505405405,0.6486486486486487,0.004370644905405405,0.5135135135135135,0.002941796148648649,1.0,,,,0,0.4546775905405405,0.1164049271500683,0.1164049271500683,0.1164049271500683,0.1164049271500683,0.1164049271500683,,74,
1,raw_state_score,0.0,0.5405405405405406,-0.027027027027027084,20B_x3_pred_best,0.5540540540540541,0.581081081081081,0.581081081081081,0.003958571189189189,0.527027027027027,0.0231509462027027,3.0,,74,,74,0.527027027027027,0.026959402727127074,0.9668338298797607,0.026959402727127074,0.9668338298797607,0.9668338298797607,,,
1,raw_state_score,1.0,0.5225163955675676,-0.0360057427972974,20B_x3_pred_best,0.5454516723108108,0.5775867059729729,0.581081081081081,0.003494375108108108,0.527027027027027,0.017581097513513513,1.0945945945945945,,,,74,0.5094459295135134,0.9405908584594727,0.9668338298797607,0.9668338298797607,0.9668338298797607,0.026959402727127074,7,,67
1,raw_state_score,2.0,0.5048582616486486,0.012625291351351264,20B_x3_pred_best,0.5368492905675676,0.5740923308648648,0.581081081081081,0.003494375108108108,0.5675675675675675,0.009046492824324324,1.662162162162162,,,49,18,0.5494745819189188,0.38771335035562515,0.9405908584594727,0.026959402727127074,0.026959402727127074,0.026959402727127074,,7,18
1,raw_state_score,5.0,0.4723625462162162,0.000570455135135095,20B_x3_pred_best,0.5110421453378379,0.5636092055405405,0.581081081081081,0.003494375108108108,0.5405405405405406,0.005785588013513513,1.9054054054054055,,,67,0,0.511612600472973,0.026959402727127074,0.9405908584594727,0.026959402727127074,0.026959402727127074,0.026959402727127074,,7,
1,raw_state_score,10.0,0.4447250924324324,0.014654423783783843,20B_x3_pred_best,0.46803023662162163,0.54613733,0.581081081081081,0.003494375108108108,0.5405405405405406,0.005785588013513513,1.9054054054054055,,,67,0,0.4826846604054055,0.026959402727127074,0.9405908584594727,0.026959402727127074,0.026959402727127074,0.026959402727127074,,7,
1,raw_state_score,20.0,0.4111532118918919,0.0,20B_r0,0.42765372324324324,0.5111935789189188,0.581081081081081,0.003494375108108108,0.4864864864864865,0.002941638162162162,1.0,,,,0,0.42765372324324324,0.026959402727127074,0.026959402727127074,0.026959402727127074,0.026959402727127074,0.026959402727127074,,74,
1,state_score,0.0,0.5405405405405406,-0.027027027027027084,20B_x3_pred_best,0.5540540540540541,0.581081081081081,0.581081081081081,0.003958571189189189,0.527027027027027,0.0231509462027027,3.0,,74,,74,0.527027027027027,0.2174626354274582,0.6851847210095973,0.2174626354274582,0.6851847210095973,0.6851847210095973,,,
1,state_score,1.0,0.5225163955675676,-0.0360057427972974,20B_x3_pred_best,0.5454516723108108,0.5775867059729729,0.581081081081081,0.003494375108108108,0.527027027027027,0.017581097513513513,1.0945945945945945,,,,74,0.5094459295135134,0.6726584170890139,0.6851847210095973,0.6851847210095973,0.6851847210095973,0.2174626354274582,7,,67
1,state_score,2.0,0.5048582616486486,0.012625291351351264,20B_x3_pred_best,0.5368492905675676,0.5740923308648648,0.581081081081081,0.003494375108108108,0.5675675675675675,0.009046492824324324,1.662162162162162,,,49,18,0.5494745819189188,0.3797803365586757,0.6726584170890139,0.2174626354274582,0.2174626354274582,0.2174626354274582,,7,18
1,state_score,5.0,0.4723625462162162,0.000570455135135095,20B_x3_pred_best,0.5110421453378379,0.5636092055405405,0.581081081081081,0.003494375108108108,0.5405405405405406,0.005785588013513513,1.9054054054054055,,,67,0,0.511612600472973,0.2174626354274582,0.6726584170890139,0.2174626354274582,0.2174626354274582,0.2174626354274582,,7,
1,state_score,10.0,0.4447250924324324,0.014654423783783843,20B_x3_pred_best,0.46803023662162163,0.54613733,0.581081081081081,0.003494375108108108,0.5405405405405406,0.005785588013513513,1.9054054054054055,,,67,0,0.4826846604054055,0.2174626354274582,0.6726584170890139,0.2174626354274582,0.2174626354274582,0.2174626354274582,,7,
1,state_score,20.0,0.4111532118918919,0.0,20B_r0,0.42765372324324324,0.5111935789189188,0.581081081081081,0.003494375108108108,0.4864864864864865,0.002941638162162162,1.0,,,,0,0.42765372324324324,0.2174626354274582,0.2174626354274582,0.2174626354274582,0.2174626354274582,0.2174626354274582,,74,
1,state_score_n,0.0,0.5405405405405406,-0.013513513513513487,20B_x3_pred_best,0.5540540540540541,0.581081081081081,0.581081081081081,0.003958571189189189,0.5405405405405406,0.01071270595945946,2.2432432432432434,21,12,26,12,0.5405405405405406,0.18509957148872763,0.655858299408144,0.18509957148872763,0.5165272207406044,0.3785210860300946,,15,
1,state_score_n,1.0,0.5291840003648649,-0.01548067967567568,20B_x3_pred_best,0.5454516723108108,0.5775867059729729,0.581081081081081,0.003494375108108108,0.5405405405405406,0.010569547905405402,2.1216216216216215,19,5,26,14,0.5299709926351351,0.18509957148872763,0.655858299408144,0.3785210860300946,0.5165272207406044,0.3785210860300946,9,15,
1,state_score_n,2.0,0.5178274601891892,-0.017447845837837872,20B_x3_pred_best,0.5368492905675676,0.5740923308648648,0.581081081081081,0.003494375108108108,0.5405405405405406,0.010569547905405402,2.1216216216216215,19,5,26,14,0.5194014447297297,0.18509957148872763,0.655858299408144,0.3785210860300946,0.5165272207406044,0.3785210860300946,9,15,
1,state_score_n,5.0,0.4837578396621622,-0.02334934432432434,20B_x3_pred_best,0.5110421453378379,0.5636092055405405,0.581081081081081,0.003494375108108108,0.5405405405405406,0.010569547905405402,2.1216216216216215,19,5,26,14,0.48769280101351353,0.18509957148872763,0.655858299408144,0.3785210860300946,0.5165272207406044,0.3785210860300946,9,15,
1,state_score_n,10.0,0.4451098772972973,0.003023933648648558,20B_x3_pred_best,0.46803023662162163,0.54613733,0.581081081081081,0.003494375108108108,0.527027027027027,0.005597285675675676,1.7972972972972974,,,59,0,0.4710541702702702,0.18509957148872763,0.655858299408144,0.18509957148872763,0.18509957148872763,0.18509957148872763,,15,
1,state_score_n,20.0,0.4111532118918919,0.0,20B_r0,0.42765372324324324,0.5111935789189188,0.581081081081081,0.003494375108108108,0.4864864864864865,0.002941638162162162,1.0,,,,0,0.42765372324324324,0.18509957148872763,0.18509957148872763,0.18509957148872763,0.18509957148872763,0.18509957148872763,,74,
1,state_full,0.0,0.5405405405405406,0.0,20B_x3_pred_best,0.5540540540540541,0.581081081081081,0.581081081081081,0.003958571189189189,0.5540540540540541,0.01607512731081081,2.3513513513513513,4,33,26,33,0.5540540540540541,0.1261849118568062,0.7548816770219094,0.1261849118568062,0.46961274541448,0.46961274541448,,11,
1,state_full,1.0,0.527844750418919,-0.016428325391891874,20B_x3_pred_best,0.5454516723108108,0.5775867059729729,0.581081081081081,0.003494375108108108,0.5405405405405406,0.01151719362162162,1.4594594594594594,,,34,29,0.529023346918919,0.46961274541448,0.7548816770219094,0.1261849118568062,0.1261849118568062,0.1261849118568062,,11,29
1,state_full,2.0,0.5151489602972973,-0.01934313727027026,20B_x3_pred_best,0.5368492905675676,0.5740923308648648,0.581081081081081,0.003494375108108108,0.5405405405405406,0.01151719362162162,1.4594594594594594,,,34,29,0.5175061532972973,0.46961274541448,0.7548816770219094,0.1261849118568062,0.1261849118568062,0.1261849118568062,,11,29
1,state_full,5.0,0.47727523499999996,0.0024290732432432627,20B_x3_pred_best,0.5110421453378379,0.5636092055405405,0.581081081081081,0.003494375108108108,0.5540540540540541,0.008116567094594592,1.6756756756756757,,,50,13,0.5134712185810811,0.2950579762875295,0.7548816770219094,0.1261849118568062,0.1261849118568062,0.1261849118568062,,11,13
1,state_full,10.0,0.4451098772972973,0.015396082567567582,20B_x3_pred_best,0.46803023662162163,0.54613733,0.581081081081081,0.003494375108108108,0.5405405405405406,0.005711422135135135,1.8513513513513513,,,63,0,0.4834263191891892,0.1261849118568062,0.7548816770219094,0.1261849118568062,0.1261849118568062,0.1261849118568062,,11,
1,state_full,20.0,0.4111532118918919,0.0,20B_r0,0.42765372324324324,0.5111935789189188,0.581081081081081,0.003494375108108108,0.4864864864864865,0.002941638162162162,1.0,,,,0,0.42765372324324324,0.1261849118568062,0.1261849118568062,0.1261849118568062,0.1261849118568062,0.1261849118568062,,74,
2,raw_state_score,0.0,0.5540540540540541,0.0,120B_r0,0.5405405405405406,0.5945945945945946,0.5945945945945946,0.004301269702702702,0.5405405405405406,0.017644162824324326,2.77027027027027,27,37,3,44,0.5405405405405406,0.02728527249598503,0.9662351608276367,0.02728527249598503,0.9662351608276367,0.7181586027145386,,,7
2,raw_state_score,1.0,0.5386088718918919,-0.0012505307837837876,120B_r0,0.5260734958108109,0.5904151437837838,0.5945945945945946,0.00417945081081081,0.5405405405405406,0.015717575513513514,1.8783783783783783,23,,3,48,0.5248229650270271,0.48536019027233124,0.9662351608276367,0.7181586027145386,0.9662351608276367,0.02728527249598503,16,,32
2,raw_state_score,2.0,0.5231636897297297,-0.002501061567567575,120B_r0,0.5116064510810812,0.586235692972973,0.5945945945945946,0.00417945081081081,0.5405405405405406,0.015717575513513514,1.8783783783783783,23,,3,48,0.5091053895135136,0.48536019027233124,0.9662351608276367,0.7181586027145386,0.9662351608276367,0.02728527249598503,16,,32
2,raw_state_score,5.0,0.4973640987162162,0.02330416290540538,20B_x3_pred_best,0.4716847480405405,0.5736973405405406,0.5945945945945946,0.00417945081081081,0.527027027027027,0.006407623216216216,1.6216216216216217,,,46,7,0.4949889109459459,0.02728527249598503,0.852830708026886,0.02728527249598503,0.02728527249598503,0.02728527249598503,,21,7
2,raw_state_score,10.0,0.4677011704054054,0.019715969324324234,20B_r0,0.44323482554054056,0.5528000864864865,0.5945945945945946,0.00417945081081081,0.527027027027027,0.006407623216216216,1.6216216216216217,,,46,7,0.4629507948648648,0.02728527249598503,0.852830708026886,0.02728527249598503,0.02728527249598503,0.02728527249598503,,21,7
2,raw_state_score,20.0,0.42531025702702707,-0.006459232432432405,20B_r0,0.4134966781081081,0.5110055783783785,0.5945945945945946,0.00417945081081081,0.5,0.004648127716216216,1.0,,,,7,0.4070374456756757,0.02728527249598503,0.02728527249598503,0.02728527249598503,0.02728527249598503,0.02728527249598503,,67,7
2,state_score,0.0,0.5540540540540541,0.0,120B_r0,0.5405405405405406,0.5945945945945946,0.5945945945945946,0.004301269702702702,0.5405405405405406,0.017644162824324326,2.77027027027027,27,37,3,44,0.5405405405405406,0.25895782471352796,0.6734350325243211,0.25895782471352796,0.6734350325243211,0.5633467513674182,,,7
2,state_score,1.0,0.5386088718918919,-0.0012505307837837876,120B_r0,0.5260734958108109,0.5904151437837838,0.5945945945945946,0.00417945081081081,0.5405405405405406,0.015717575513513514,1.8783783783783783,23,,3,48,0.5248229650270271,0.4537908326425945,0.6734350325243211,0.5633467513674182,0.6734350325243211,0.25895782471352796,16,,32
2,state_score,2.0,0.5231636897297297,-0.002501061567567575,120B_r0,0.5116064510810812,0.586235692972973,0.5945945945945946,0.00417945081081081,0.5405405405405406,0.015717575513513514,1.8783783783783783,23,,3,48,0.5091053895135136,0.4537908326425945,0.6734350325243211,0.5633467513674182,0.6734350325243211,0.25895782471352796,16,,32
2,state_score,5.0,0.4973640987162162,0.02330416290540538,20B_x3_pred_best,0.4716847480405405,0.5736973405405406,0.5945945945945946,0.00417945081081081,0.527027027027027,0.006407623216216216,1.6216216216216217,,,46,7,0.4949889109459459,0.25895782471352796,0.6246395121392627,0.25895782471352796,0.25895782471352796,0.25895782471352796,,21,7
2,state_score,10.0,0.4677011704054054,0.019715969324324234,20B_r0,0.44323482554054056,0.5528000864864865,0.5945945945945946,0.00417945081081081,0.527027027027027,0.006407623216216216,1.6216216216216217,,,46,7,0.4629507948648648,0.25895782471352796,0.6246395121392627,0.25895782471352796,0.25895782471352796,0.25895782471352796,,21,7
2,state_score,20.0,0.42531025702702707,-0.006459232432432405,20B_r0,0.4134966781081081,0.5110055783783785,0.5945945945945946,0.00417945081081081,0.5,0.004648127716216216,1.0,,,,7,0.4070374456756757,0.25895782471352796,0.25895782471352796,0.25895782471352796,0.25895782471352796,0.25895782471352796,,67,7
2,state_score_n,0.0,0.5540540540540541,0.0,120B_r0,0.5405405405405406,0.5945945945945946,0.5945945945945946,0.004301269702702702,0.5405405405405406,0.016205915108108107,2.391891891891892,29,,,45,0.5405405405405406,0.24817704057587345,0.6978008776067531,0.5610968967589559,0.6978008776067531,0.24817704057587345,45,,
2,state_score_n,1.0,0.5388473264054054,-0.001150593243243292,120B_r0,0.5260734958108109,0.5904151437837838,0.5945945945945946,0.00417945081081081,0.5405405405405406,0.015617637972972973,1.9864864864864864,27,,,47,0.5249229025675676,0.4407247051177837,0.6978008776067531,0.5610968967589559,0.6978008776067531,0.24817704057587345,19,,28
2,state_score_n,2.0,0.5236405987567567,-0.002301186486486584,120B_r0,0.5116064510810812,0.586235692972973,0.5945945945945946,0.00417945081081081,0.5405405405405406,0.015617637972972973,1.9864864864864864,27,,,47,0.5093052645945946,0.4407247051177837,0.6978008776067531,0.5610968967589559,0.6978008776067531,0.24817704057587345,19,,28
2,state_score_n,5.0,0.49760766121621614,0.002546690540540575,20B_x3_pred_best,0.4716847480405405,0.5736973405405406,0.5945945945945946,0.00417945081081081,0.5,0.005153712283783783,1.7162162162162162,,,53,0,0.4742314385810811,0.24817704057587345,0.6235947167164188,0.24817704057587345,0.24817704057587345,0.24817704057587345,,21,
2,state_score_n,10.0,0.46818829540540535,0.005228051621621599,20B_r0,0.44323482554054056,0.5528000864864865,0.5945945945945946,0.00417945081081081,0.5,0.005153712283783783,1.7162162162162162,,,53,0,0.44846287716216215,0.24817704057587345,0.6235947167164188,0.24817704057587345,0.24817704057587345,0.24817704057587345,,21,
2,state_score_n,20.0,0.42531025702702707,0.0,20B_r0,0.4134966781081081,0.5110055783783785,0.5945945945945946,0.00417945081081081,0.47297297297297297,0.002973814743243243,1.0,,,,0,0.4134966781081081,0.24817704057587345,0.24817704057587345,0.24817704057587345,0.24817704057587345,0.24817704057587345,,74,
2,state_full,0.0,0.5540540540540541,0.0,120B_r0,0.5405405405405406,0.5945945945945946,0.5945945945945946,0.004301269702702702,0.5405405405405406,0.016102931675675676,2.0945945945945947,11,,20,43,0.5405405405405406,0.1591192581733769,0.8001741373565187,0.5461484091474907,0.6811668811671225,0.1591192581733769,39,,4
2,state_full,1.0,0.5397958381891892,5.954472972968805e-05,120B_r0,0.5260734958108109,0.5904151437837838,0.5945945945945946,0.00417945081081081,0.5405405405405406,0.0144075,1.5810810810810811,12,,19,43,0.5261330405405406,0.5461484091474907,0.8001741373565187,0.1591192581733769,0.6811668811671225,0.1591192581733769,,,43
2,state_full,2.0,0.5255376223243243,0.0001190894594593761,120B_r0,0.5116064510810812,0.586235692972973,0.5945945945945946,0.00417945081081081,0.5405405405405406,0.0144075,1.5810810810810811,12,,19,43,0.5117255405405405,0.5461484091474907,0.8001741373565187,0.1591192581733769,0.6811668811671225,0.1591192581733769,,,43
2,state_full,5.0,0.4974504285135135,-0.0037082614864865082,20B_x3_pred_best,0.4716847480405405,0.5736973405405406,0.5945945945945946,0.00417945081081081,0.5135135135135135,0.009107405391891893,2.608108108108108,49,,20,5,0.467976486554054,0.1591192581733769,0.8001741373565187,0.1591192581733769,0.6811668811671225,0.1591192581733769,1,,4
2,state_full,10.0,0.4678645986486486,-0.01136871500000003,20B_r0,0.44323482554054056,0.5528000864864865,0.5945945945945946,0.00417945081081081,0.5,0.006813388945945946,1.662162162162162,,,48,5,0.4318661105405405,0.1591192581733769,0.6811668811671225,0.1591192581733769,0.1591192581733769,0.1591192581733769,1,21,4
2,state_full,20.0,0.42531025702702707,-0.03037286756756752,20B_r0,0.4134966781081081,0.5110055783783785,0.5945945945945946,0.00417945081081081,0.47297297297297297,0.004492458121621621,1.0,,,,4,0.38312381054054057,0.1591192581733769,0.1591192581733769,0.1591192581733769,0.1591192581733769,0.1591192581733769,,70,4
3,raw_state_score,0.0,0.5405405405405406,-0.013513513513513487,20B_x3_pred_best,0.581081081081081,0.5945945945945946,0.5945945945945946,0.004105811513513513,0.5675675675675675,0.012316833,2.972972972972973,60,13,,14,0.5675675675675675,0.02698649117553234,0.9668338298797607,0.02698649117553234,0.9668338298797607,0.44453802704811096,,,1
3,raw_state_score,1.0,0.5289704310135135,-0.01681765760810816,20B_x3_pred_best,0.5720806611621622,0.590860711,0.5945945945945946,0.0037338835945945944,0.5675675675675675,0.012304564013513514,2.7432432432432434,56,,,18,0.555263003554054,0.02698649117553234,0.9668338298797607,0.44453802704811096,0.9668338298797607,0.02698649117553234,17,,1
3,raw_state_score,2.0,0.5174003214864865,-0.020121801702702724,20B_x3_pred_best,0.5630802412432432,0.5871268274054054,0.5945945945945946,0.0037338835945945944,0.5675675675675675,0.012304564013513514,2.7432432432432434,56,,,18,0.5429584395405405,0.02698649117553234,0.9668338298797607,0.44453802704811096,0.9668338298797607,0.02698649117553234,17,,1
3,raw_state_score,5.0,0.48268999290540543,-0.030034233986486525,20B_x3_pred_best,0.5360789814864865,0.5759251766216217,0.5945945945945946,0.0037338835945945944,0.5675675675675675,0.012304564013513514,2.7432432432432434,56,,,18,0.5060447475,0.02698649117553234,0.9668338298797607,0.44453802704811096,0.9668338298797607,0.02698649117553234,17,,1
3,raw_state_score,10.0,0.4318508339189189,-0.026865098648648666,20B_x3_pred_best,0.49107688189189186,0.5572557586486486,0.5945945945945946,0.0037338835945945944,0.5675675675675675,0.010335578432432432,1.864864864864865,,,47,18,0.4642117832432432,0.02698649117553234,0.936302661895752,0.44453802704811096,0.44453802704811096,0.02698649117553234,17,9,1
3,raw_state_score,20.0,0.3862144151351351,-0.006789300000000054,20B_r0,0.45259252,0.5199169227027027,0.5945945945945946,0.0037338835945945944,0.5135135135135135,0.0033855146756756756,1.0,,,,1,0.44580321999999994,0.02698649117553234,0.02698649117553234,0.02698649117553234,0.02698649117553234,0.02698649117553234,,73,1
3,state_score,0.0,0.5405405405405406,-0.013513513513513487,20B_x3_pred_best,0.581081081081081,0.5945945945945946,0.5945945945945946,0.004105811513513513,0.5675675675675675,0.012316833,2.972972972972973,60,13,,14,0.5675675675675675,0.19319693799267298,0.64068976236344,0.19319693799267298,0.64068976236344,0.36880017086937383,,,1
3,state_score,1.0,0.5289704310135135,-0.01681765760810816,20B_x3_pred_best,0.5720806611621622,0.590860711,0.5945945945945946,0.0037338835945945944,0.5675675675675675,0.012304564013513514,2.7432432432432434,56,,,18,0.555263003554054,0.19319693799267298,0.64068976236344,0.36880017086937383,0.64068976236344,0.19319693799267298,17,,1
3,state_score,2.0,0.5174003214864865,-0.020121801702702724,20B_x3_pred_best,0.5630802412432432,0.5871268274054054,0.5945945945945946,0.0037338835945945944,0.5675675675675675,0.012304564013513514,2.7432432432432434,56,,,18,0.5429584395405405,0.19319693799267298,0.64068976236344,0.36880017086937383,0.64068976236344,0.19319693799267298,17,,1
3,state_score,5.0,0.48268999290540543,-0.030034233986486525,20B_x3_pred_best,0.5360789814864865,0.5759251766216217,0.5945945945945946,0.0037338835945945944,0.5675675675675675,0.012304564013513514,2.7432432432432434,56,,,18,0.5060447475,0.19319693799267298,0.64068976236344,0.36880017086937383,0.64068976236344,0.19319693799267298,17,,1
