split_idx,level,model,route_idx,route,n,positive_rate,auc,pearson,brier,nll,ece,mean_pred
2,attempt_by_route,raw_score,3,OSS-120B,74,0.5405405405405406,0.7507352941176471,0.44212128661169214,0.20532621522981287,0.6238790113067059,0.10080588470540339,0.5790790710346522
2,attempt,global,,,296,0.48986486486486486,0.7957524548983786,0.5161002939469546,0.19451153934329204,0.5767376125742221,0.10536372204015026,0.49304576010281864
2,attempt_by_route,global,1,OSS-20B,222,0.47297297297297297,0.8075702075702076,0.5365869344692197,0.19014459307118006,0.5673869837716651,0.11165505355326427,0.4881090911683897
2,attempt_by_route,global,3,OSS-120B,74,0.5405405405405406,0.7507352941176471,0.4423293478346181,0.2076123781596278,0.6047894989818933,0.1169123046831096,0.5078557669061058
2,attempt,global_len,,,296,0.48986486486486486,0.8081753825074218,0.5374929273307202,0.1875477603114807,0.5602929813145257,0.08971056626857277,0.48468902174102785
2,attempt_by_route,global_len,1,OSS-20B,222,0.47297297297297297,0.8221408221408222,0.5573886124061046,0.18275663069013912,0.5496727562018334,0.09565195505383614,0.47777387546211036
2,attempt_by_route,global_len,3,OSS-120B,74,0.5405405405405406,0.7610294117647058,0.4647320063308583,0.2019211491755054,0.5921536566526024,0.08734831647380031,0.5054344605777801
2,attempt,route_intercept,,,296,0.48986486486486486,0.7950216944507879,0.5164592279465895,0.1944594841827454,0.5766193789312274,0.10210854165618498,0.49316018756091895
2,attempt_by_route,route_intercept,1,OSS-20B,222,0.47297297297297297,0.8075702075702076,0.5365670581411535,0.19015010519666073,0.5673814340336445,0.1117505328781043,0.48701765097366473
2,attempt_by_route,route_intercept,3,OSS-120B,74,0.5405405405405406,0.7507352941176471,0.4424078015896753,0.20738762114099937,0.6043332136239764,0.10247165899698303,0.5115877973226813
2,attempt,route_intercept_len,,,296,0.48986486486486486,0.8079926923955241,0.5379431123821382,0.18745022084158158,0.5600527968713248,0.08644447565405056,0.48474443580090815
2,attempt_by_route,route_intercept_len,1,OSS-20B,222,0.47297297297297297,0.8220594220594221,0.5573681123827787,0.18281540235177632,0.5497221311866985,0.09425154451621343,0.47501665361734186
2,attempt_by_route,route_intercept_len,3,OSS-120B,74,0.5405405405405406,0.7617647058823529,0.46517581884463005,0.20135467631099724,0.5910447939252034,0.10892700283891603,0.5139277823516072
2,best_seen_state,raw_state_score,,,222,0.5,0.7953899845791738,0.5098190428345943,0.19755258881690013,0.6111811682022968,0.14876693018149953,0.6071529542893037
2,best_seen_state,state_score,,,222,0.5,0.7953899845791738,0.5121873983521806,0.20059950838009508,0.5909289879617882,0.1513191691816887,0.5115952514466761
2,best_seen_state,state_score_n,,,222,0.5,0.7966885804723642,0.5155667118820288,0.19946185627637963,0.5886029262535138,0.15332599910579328,0.5097978162373691
2,best_seen_state,state_full,,,222,0.5,0.8279360441522604,0.565390615422856,0.1769443908965966,0.5362501056545652,0.10653181814513865,0.49770522241650095
3,attempt,raw_score,,,296,0.5135135135135135,0.7984740497076024,0.523204023488464,0.18327951872324888,0.5502865814647941,0.08152203328555098,0.5441247327127368
3,attempt_by_route,raw_score,1,OSS-20B,222,0.509009009009009,0.8174880246813347,0.5544486345100111,0.17431649126084833,0.5271039045111016,0.06879305352062526,0.5338518029280208
3,attempt_by_route,raw_score,3,OSS-120B,74,0.527027027027027,0.734065934065934,0.4184399482057417,0.2101686011104504,0.619834612325872,0.19198692783814023,0.5749435220668847
3,attempt,global,,,296,0.5135135135135135,0.7984740497076024,0.5245786674102,0.19774669355047683,0.5836365293545474,0.12619204095691067,0.46530285290550844
3,attempt_by_route,global,1,OSS-20B,222,0.509009009009009,0.8174880246813347,0.5557629924103915,0.19215579637596425,0.5716746359572542,0.1220995142600253,0.4606173009797191
3,attempt_by_route,global,3,OSS-120B,74,0.527027027027027,0.734065934065934,0.42021202188491585,0.21451938507401458,0.6195222095464263,0.1438636655587728,0.47935950868287647
3,attempt,global_len,,,296,0.5135135135135135,0.8103983918128655,0.5408472864511306,0.1925759152524227,0.5708002435151276,0.10423493350933305,0.4527531485203748
3,attempt_by_route,global_len,1,OSS-20B,222,0.509009009009009,0.8307217666639604,0.5739738965047919,0.18627147703372815,0.556894851983532,0.1141043794722078,0.44614250481721973
3,attempt_by_route,global_len,3,OSS-120B,74,0.527027027027027,0.7391941391941392,0.4308093725842592,0.21148922990850644,0.6125164181099139,0.10968805428630324,0.4725850796298401
3,attempt,route_intercept,,,296,0.5135135135135135,0.7985654239766082,0.516963336502026,0.19849676118253276,0.5850139162514317,0.11777764873171824,0.46588704335644826
3,attempt_by_route,route_intercept,1,OSS-20B,222,0.509009009009009,0.8174880246813347,0.5558475337685955,0.19379224395691172,0.5749189876408415,0.12157688863555881,0.4494931806997565
3,attempt_by_route,route_intercept,3,OSS-120B,74,0.527027027027027,0.734065934065934,0.4189279239079019,0.21261031285939572,0.6152987020832029,0.13528212289773492,0.5150686313265236
3,attempt,route_intercept_len,,,296,0.5135135135135135,0.8062865497076024,0.5315905017301527,0.19360671692429046,0.5726520400361479,0.10887666377216719,0.45332212176333236
3,attempt_by_route,route_intercept_len,1,OSS-20B,222,0.509009009009009,0.8309653324673216,0.5739687482968875,0.18852160396152773,0.5613087162114763,0.11971038641414247,0.4332994542329038
3,attempt_by_route,route_intercept_len,3,OSS-120B,74,0.527027027027027,0.7391941391941392,0.42988298960042653,0.20886205581257877,0.6066820115101628,0.11987932190847302,0.5133901243546181
3,best_seen_state,raw_state_score,,,222,0.5585585585585585,0.7792132982225148,0.4803024938127562,0.19378911687805683,0.576783623693625,0.09416602690376948,0.6212681432984568
3,best_seen_state,state_score,,,222,0.5585585585585585,0.7792132982225148,0.48373079425327403,0.2108377404716428,0.6123992360755065,0.13023263246822991,0.46357968390874976
3,best_seen_state,state_score_n,,,222,0.5585585585585585,0.7792955892034233,0.47874672418148595,0.21101080324490457,0.6128475637925419,0.11860172164499624,0.4613389216596206
3,best_seen_state,state_full,,,222,0.5585585585585585,0.8026662277814351,0.5180724343275688,0.19812121376174455,0.5826396016851305,0.11907627369785606,0.43948228486070245
4,attempt,raw_score,,,296,0.47635135135135137,0.8455730954015099,0.5937776242547055,0.1658270704769112,0.5090777245397714,0.09559338805391579,0.5414630353475947
4,attempt_by_route,raw_score,1,OSS-20B,222,0.4594594594594595,0.8491013071895425,0.5985039720531651,0.16443934096268106,0.5040017198801271,0.10587219634672274,0.5279689275886159
4,attempt_by_route,raw_score,3,OSS-120B,74,0.527027027027027,0.8293040293040294,0.5760734310957888,0.16999025901960166,0.5243057385187041,0.11783807797709833,0.5819453586245308
4,attempt,global,,,296,0.47635135135135137,0.8455730954015099,0.5955102348426126,0.19087684086958376,0.5709958362165468,0.18508815652310137,0.5017697215810288
4,attempt_by_route,global,1,OSS-20B,222,0.4594594594594595,0.8491013071895425,0.6001406144010792,0.1886055831712721,0.5661349112692724,0.1925393750977617,0.49632395351630354
4,attempt_by_route,global,3,OSS-120B,74,0.527027027027027,0.8293040293040294,0.5779419863605395,0.1976906139645188,0.5855786110583697,0.1627345007991203,0.5181070257752044
4,attempt,global_len,,,296,0.47635135135135137,0.8612674445207047,0.6221608630630682,0.18183316540123723,0.5508968076730416,0.1784656811443431,0.4943506148993764
4,attempt_by_route,global_len,1,OSS-20B,222,0.4594594594594595,0.8645424836601308,0.62771994914205,0.1790177358483585,0.5447232104476792,0.18776853734825946,0.48710573626979836
4,attempt_by_route,global_len,3,OSS-120B,74,0.527027027027027,0.8417582417582418,0.6016079089393404,0.19027945405987326,0.5694175993491288,0.1548884789646538,0.5160852507881104
4,attempt,route_intercept,,,296,0.47635135135135137,0.845710363761153,0.5956379333204453,0.1908092264909279,0.5708344068155624,0.16816277484853445,0.5019901569289464
4,attempt_by_route,route_intercept,1,OSS-20B,222,0.4594594594594595,0.8491013071895425,0.6002726369413341,0.1884938330735159,0.5659094640333993,0.18368227858677877,0.49337726559238726
4,attempt_by_route,route_intercept,3,OSS-120B,74,0.527027027027027,0.8293040293040294,0.5778601735034369,0.19775540674316394,0.5856092351620525,0.14224114840130186,0.5278288309386244
4,attempt,route_intercept_len,,,296,0.47635135135135137,0.8609013955616563,0.6216660006609426,0.18174565651143354,0.5506574004495558,0.1716587063572037,0.4945241213022975
4,attempt_by_route,route_intercept_len,1,OSS-20B,222,0.4594594594594595,0.864624183006536,0.6281155024321506,0.17888206712661658,0.5444241970039156,0.18332335246078418,0.48273271011688573
4,attempt_by_route,route_intercept_len,3,OSS-120B,74,0.527027027027027,0.8417582417582418,0.6014994262304795,0.19033642466588452,0.5693570107864762,0.14405983769471709,0.529898354858533
4,best_seen_state,raw_state_score,,,222,0.49099099099099097,0.8516684257530243,0.604025131322547,0.17455956907550543,0.5319969255945507,0.15707020357519655,0.6129489921301872
4,best_seen_state,state_score,,,222,0.49099099099099097,0.8516684257530243,0.6060819479589445,0.1991616452364183,0.5889747947999493,0.2205746958052789,0.5250697810815834
4,best_seen_state,state_score_n,,,222,0.49099099099099097,0.8522367459608671,0.6083923716328047,0.1979653978628486,0.5865677615430641,0.2049150056676013,0.5234577941168227
4,best_seen_state,state_full,,,222,0.49099099099099097,0.8650645449378908,0.6357229844011123,0.17075379624262596,0.5254207498503753,0.1756717900411722,0.504023074192882
5,attempt,raw_score,,,296,0.46959459459459457,0.8601933739632498,0.6128822338931387,0.16118924891794278,0.4883960914784943,0.0938567193854298,0.5446384281448617
5,attempt_by_route,raw_score,1,OSS-20B,222,0.4594594594594595,0.8629901960784314,0.6182846468711256,0.15859891558964773,0.48051252221516233,0.10266372456576106,0.5300205771198815
5,attempt_by_route,raw_score,3,OSS-120B,74,0.5,0.843681519357195,0.5981554934245273,0.168960248902828,0.5120467992684903,0.10871693746161623,0.5884919812198024
5,attempt,global,,,296,0.46959459459459457,0.8601933739632498,0.613585866662092,0.19117958835674553,0.5717636544786739,0.1720973687726477,0.5116658558717081
5,attempt_by_route,global,1,OSS-20B,222,0.4594594594594595,0.8629901960784314,0.6188292412732217,0.1888881934495956,0.5669511796886192,0.18308889020332575,0.5060400599651217
5,attempt_by_route,global,3,OSS-120B,74,0.5,0.843681519357195,0.59926307630724,0.19805377307819544,0.586201078848838,0.2004273397348524,0.5285432435914675
5,attempt,global_len,,,296,0.46959459459459457,0.873436282820877,0.6413145194974953,0.18148060351374207,0.5506645746278774,0.1826766665916448,0.503536209775139
5,attempt_by_route,global_len,1,OSS-20B,222,0.4594594594594595,0.8762254901960784,0.6483971341597445,0.17860814590815907,0.5444990259209278,0.19660860113202774,0.49611173558893495
5,attempt_by_route,global_len,3,OSS-120B,74,0.5,0.8597516435354273,0.6223845278692745,0.19009797633049105,0.5691612207487263,0.1883912874535527,0.5258096323337513
5,attempt,route_intercept,,,296,0.46959459459459457,0.8558859918434679,0.6060573256704875,0.19162034012084303,0.5725246147616027,0.1738930159592541,0.5120817369834753
5,attempt_by_route,route_intercept,1,OSS-20B,222,0.4594594594594595,0.8629901960784314,0.6191673156206378,0.18842329062440513,0.5659994674184612,0.1885070864815534,0.4969091832031775
5,attempt_by_route,route_intercept,3,OSS-120B,74,0.5,0.843681519357195,0.5982351385924644,0.20121148861015686,0.5921000567910271,0.18924150658400507,0.5575993983243686
5,attempt,route_intercept_len,,,296,0.46959459459459457,0.8672959721394858,0.6325244078175328,0.181982578816149,0.5514713566689763,0.16423837551150422,0.503864859842616
5,attempt_by_route,route_intercept_len,1,OSS-20B,222,0.4594594594594595,0.8764705882352941,0.6492943355931712,0.17815493073269512,0.5434789056440217,0.17459456538392248,0.48565716079475696
5,attempt_by_route,route_intercept_len,3,OSS-120B,74,0.5,0.8597516435354273,0.6218455405443537,0.19346552306651058,0.57544870974384,0.17872616205674843,0.5584879569861928
5,best_seen_state,raw_state_score,,,222,0.47297297297297297,0.8604802604802605,0.6093217705340175,0.17321283127972223,0.5170526715317454,0.15815593694076616,0.6003563130475782
5,best_seen_state,state_score,,,222,0.47297297297297297,0.8604802604802605,0.6094555421011444,0.2021765950168337,0.5951114967726332,0.19089017824041032,0.5352332443044268
5,best_seen_state,state_score_n,,,222,0.47297297297297297,0.8547008547008547,0.6081030020180012,0.20073125509502618,0.5921217807837065,0.17596804812410907,0.5331862341544746
5,best_seen_state,state_full,,,222,0.47297297297297297,0.8798534798534798,0.6606150627133996,0.16997906164689922,0.5244232067023707,0.1789570452282748,0.5184584326336089
6,attempt,raw_score,,,296,0.5135135135135135,0.7963267543859649,0.5190300826978725,0.18555166369494872,0.5631635516520557,0.1038370848872472,0.549391149222297
6,attempt_by_route,raw_score,1,OSS-20B,222,0.4864864864864865,0.8085607537361923,0.5405157853902378,0.18097384703706143,0.5488120401128999,0.1292557326472692,0.5367440823717294
6,attempt_by_route,raw_score,3,OSS-120B,74,0.5945945945945946,0.7431818181818182,0.4319781969038537,0.1992851136686105,0.6062180862695228,0.11504086046605495,0.5873323497739998
6,attempt,global,,,296,0.5135135135135135,0.7963267543859649,0.5200240467619524,0.1968161601373702,0.5816734788483885,0.12723874373237654,0.4709856949376228
6,attempt_by_route,global,1,OSS-20B,222,0.4864864864864865,0.8085607537361923,0.5421218966475438,0.19121521789394713,0.569637518090759,0.1444237972653042,0.46516488189223343
6,attempt_by_route,global,3,OSS-120B,74,0.5945945945945946,0.7431818181818182,0.43245820370881377,0.2136189868676393,0.6177813611212768,0.11911802879625127,0.488448134073791
6,attempt,global_len,,,296,0.5135135135135135,0.8068804824561403,0.5416094139929376,0.19030804101543453,0.5663856850779757,0.10799437274306063,0.4653896210795927
6,attempt_by_route,global_len,1,OSS-20B,222,0.4864864864864865,0.818632228719948,0.5628305160840952,0.18431994471953478,0.5531794557079084,0.11871468244848517,0.45782152275560123
6,attempt_by_route,global_len,3,OSS-120B,74,0.5945945945945946,0.7598484848484849,0.4550625606000415,0.2082723299031337,0.6060043731881783,0.14262442762662805,0.4880939160515668
6,attempt,route_intercept,,,296,0.5135135135135135,0.7927174707602339,0.5137692533285118,0.19766578892106076,0.5835030821457518,0.11630812793725803,0.4709093756305146
6,attempt_by_route,route_intercept,1,OSS-20B,222,0.4864864864864865,0.8085607537361923,0.5420773803005741,0.190763302190729,0.5687855563161369,0.13542024700602773,0.4717551830030526
6,attempt_by_route,route_intercept,3,OSS-120B,74,0.5945945945945946,0.7431818181818182,0.4319364888830519,0.218373249112056,0.6276556596345959,0.1262226410816939,0.4683719535129006
6,attempt,route_intercept_len,,,296,0.5135135135135135,0.8048245614035088,0.537955538400863,0.19092388161641535,0.567761305406891,0.10423996822664273,0.4652115229424734
6,attempt_by_route,route_intercept_len,1,OSS-20B,222,0.4864864864864865,0.8183073424301495,0.5628007517307695,0.18391871574611784,0.5524564991983102,0.12789359442170148,0.4627263201562666
6,attempt_by_route,route_intercept_len,3,OSS-120B,74,0.5945945945945946,0.7606060606060606,0.454285084795313,0.21193937922730796,0.613675724032633,0.14712387473310823,0.47266713130109406
6,best_seen_state,raw_state_score,,,222,0.5180180180180181,0.8113774888256806,0.5343324767454346,0.1888669406164227,0.5814232655420953,0.19245881776887555,0.6203737420843797
6,best_seen_state,state_score,,,222,0.5180180180180181,0.8113774888256806,0.538810448960212,0.19981510980649306,0.5899744775180619,0.21761734341731725,0.5043100347411639
6,best_seen_state,state_score_n,,,222,0.5180180180180181,0.8146281999187323,0.5391608217916033,0.19890203402152642,0.5881638957520875,0.19199995982460816,0.5027065605232309
6,best_seen_state,state_full,,,222,0.5180180180180181,0.8173913043478261,0.553830577261311,0.18052399107311076,0.5451066072481112,0.1115638553651896,0.49458132029751534
7,attempt,raw_score,,,296,0.5202702702702703,0.8454362538869581,0.599564532483941,0.16210937526963443,0.492959147693226,0.08832068574564479,0.5672938462686599
7,attempt_by_route,raw_score,1,OSS-20B,222,0.5,0.8591835078321565,0.6246765445881562,0.15672744571271677,0.4821358661640545,0.09592719871114505,0.5654150592414914
7,attempt_by_route,raw_score,3,OSS-120B,74,0.581081081081081,0.7899474868717179,0.5192102401800338,0.17825516394038723,0.5254289922807404,0.13417656742338394,0.5729302073501654
7,attempt,global,,,296,0.5202702702702703,0.8454362538869581,0.6008163304286829,0.19160054386184422,0.572032421118663,0.17446520744045693,0.4790124334364732
7,attempt_by_route,global,1,OSS-20B,222,0.5,0.8591835078321565,0.6266700032011133,0.18609285426777286,0.5605805546179129,0.17451947896014952,0.4784406006318381
7,attempt_by_route,global,3,OSS-120B,74,0.581081081081081,0.7899474868717179,0.5188280790603248,0.20812361264405838,0.6063880206209131,0.19346068576667638,0.48072793185037876
7,attempt,global_len,,,296,0.5202702702702703,0.8544448509237241,0.6194420512035699,0.18364570060478824,0.554087793574738,0.15866881450165546,0.47333595988322247
7,attempt_by_route,global_len,1,OSS-20B,222,0.5,0.8677055433812191,0.644160781061603,0.17745635778557042,0.540949064192913,0.1670099534061192,0.47129624733963305
7,attempt_by_route,global_len,3,OSS-120B,74,0.581081081081081,0.7996999249812453,0.5367941503527806,0.20221372906244167,0.5935039817202135,0.16145589360581533,0.479455097513991
7,attempt,route_intercept,,,296,0.5202702702702703,0.8428754344247302,0.5978706850312829,0.19182162766673683,0.5724953693918328,0.16377230104547788,0.4789757631152901
7,attempt_by_route,route_intercept,1,OSS-20B,222,0.5,0.8591835078321565,0.6266214202306234,0.18581110743942278,0.5600338551602092,0.17422062606077293,0.4811802725695332
7,attempt_by_route,route_intercept,3,OSS-120B,74,0.581081081081081,0.7899474868717179,0.518848961731989,0.209853188348679,0.6098799120867039,0.1354002211337137,0.47236223475256106
7,attempt,route_intercept_len,,,296,0.5202702702702703,0.8535302725443571,0.6182330569068935,0.18379461857603668,0.5544120000005895,0.15167768381711794,0.47322725709216135
7,attempt_by_route,route_intercept_len,1,OSS-20B,222,0.5,0.8677055433812191,0.6441063980172089,0.1773131398228837,0.540682888198286,0.16243209552320054,0.4727584587917715
7,attempt_by_route,route_intercept_len,3,OSS-120B,74,0.581081081081081,0.7996999249812453,0.5367094122379364,0.20323905483549565,0.5955993354075002,0.15305161872118675,0.474633651993331
7,best_seen_state,raw_state_score,,,222,0.545045045045045,0.8376564929220195,0.5759697785479257,0.17666155862571664,0.5405599338295032,0.142139942578233,0.6473677370965749
7,best_seen_state,state_score,,,222,0.545045045045045,0.8376564929220195,0.5793100591242337,0.1989026857826948,0.5882350021084478,0.18111388524371436,0.4987901595016924
7,best_seen_state,state_score_n,,,222,0.545045045045045,0.8342197856149252,0.5805402743580864,0.1979523124809362,0.58629000227664,0.1839346916555734,0.49825128985969963
7,best_seen_state,state_full,,,222,0.545045045045045,0.8520579330660338,0.61616540699224,0.17273501524420415,0.5291679152650574,0.13557255092764248,0.4989057227380443
8,attempt,raw_score,,,296,0.4797297297297297,0.8134260106091092,0.5369206363064414,0.18168258849843477,0.5429369312734412,0.1032868334897668,0.5339542087796774
8,attempt_by_route,raw_score,1,OSS-20B,222,0.46396396396396394,0.8241005139920046,0.5513174955221305,0.17698823087563703,0.5275708489345142,0.11324214450343771,0.5188358655484678
8,attempt_by_route,raw_score,3,OSS-120B,74,0.527027027027027,0.7692307692307693,0.4839128975785685,0.195765661366828,0.5890351782902221,0.11887709081575674,0.5793092384733058
8,attempt,global,,,296,0.4797297297297297,0.8134260106091092,0.5380908187813213,0.19387090474241606,0.5760593694018765,0.13639713657911925,0.4904926822372378
8,attempt_by_route,global,1,OSS-20B,222,0.46396396396396394,0.8241005139920046,0.5527699737187439,0.1910140584824258,0.5699507166115022,0.15274976859520678,0.48369432470489926
8,attempt_by_route,global,3,OSS-120B,74,0.527027027027027,0.7692307692307693,0.4845355124960851,0.20244144352238685,0.5943853277729994,0.11448961334787237,0.510887754834253
8,attempt,global_len,,,296,0.4797297297297297,0.8268245838668374,0.5662951699630306,0.1856060905689994,0.5573374020326793,0.13505225113440136,0.4795219271262707
8,attempt_by_route,global_len,1,OSS-20B,222,0.46396396396396394,0.8384596557069429,0.5840069140764511,0.18181238089122345,0.549117545877688,0.1510888767924928,0.4710482891253478
8,attempt_by_route,global_len,3,OSS-120B,74,0.527027027027027,0.7787545787545788,0.5034630577282201,0.19698721960232712,0.5819969704976533,0.1109938843275837,0.5049428411290394
8,attempt,route_intercept,,,296,0.4797297297297297,0.8126486189866472,0.5379784426139588,0.19382329780749336,0.5759086041418042,0.1400631600083545,0.4907168504028191
8,attempt_by_route,route_intercept,1,OSS-20B,222,0.46396396396396394,0.8241005139920046,0.5529202719101657,0.19097999192931236,0.5698718927315344,0.15289386181382397,0.48017953955946724
8,attempt_by_route,route_intercept,3,OSS-120B,74,0.527027027027027,0.7692307692307693,0.48411536559746854,0.20235321544203627,0.5940187383726141,0.1232078250653531,0.5223287829328745
8,attempt,route_intercept_len,,,296,0.4797297297297297,0.8260471922443754,0.5656997984442008,0.1855577240549077,0.557131956796423,0.12503030529224227,0.47962262888672075
8,attempt_by_route,route_intercept_len,1,OSS-20B,222,0.46396396396396394,0.8384596557069429,0.5843337135576586,0.18185415196169724,0.5491337796589522,0.1372925603804026,0.46610481325041103
