score_model,lambda,n,eval_mean_reward_mean,eval_mean_reward_std,eval_mean_cost_mean,eval_mean_cost_std,eval_mean_utility_mean,eval_mean_utility_std,eval_utility_minus_best_baseline_mean,eval_utility_minus_best_baseline_std,oracle_dynamic_utility_mean,oracle_dynamic_utility_std,oracle_dynamic_reward_mean,oracle_dynamic_reward_std,oracle_dynamic_cost_mean,oracle_dynamic_cost_std,eval_escalate_120b_mean,eval_escalate_120b_std,eval_mean_20b_rollouts_mean,eval_mean_20b_rollouts_std
state_full,10.0,20,0.508108108108108,0.033756745937288626,0.005662391533783783,0.0012321403443969117,0.4514841927702703,0.0324671739880997,-0.006073732013513522,0.013073029915250833,0.5540088229864865,0.030377727058462593,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,1.7,4.172529209005013,1.6202702702702703,0.29083580220155253
state_full,20.0,20,0.4878378378378378,0.03279638135003134,0.003977696142567567,0.001179007610034405,0.4082839149864864,0.03518607812116935,-0.01576593308108109,0.018062420518475727,0.5140987270540542,0.03072432245839136,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,0.7,1.1445523142259597,1.204054054054054,0.360658941618625
state_score,0.0,20,0.5324324324324323,0.034821888450608435,0.01445811917635135,0.0045556710028110915,0.5324324324324323,0.034821888450608435,-0.014189189189189188,0.02070480195411429,0.5939189189189189,0.03065959812037414,0.5939189189189189,0.03065959812037414,0.00430379117027027,0.00036118814489450484,28.6,19.05885620912231,2.5290540540540545,0.48875736876519726
state_score,1.0,20,0.5344594594594595,0.03687852445674374,0.012225124218243243,0.003032007947799181,0.5222343352412163,0.03839986580958634,-0.012377192136486484,0.018908686209195596,0.5899279093256756,0.03060332148335402,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,27.5,16.64181480488231,1.9209459459459457,0.48982106048322854
state_score,2.0,20,0.5364864864864864,0.037522819937607615,0.011798393983783784,0.0028428569929656164,0.5128896985189189,0.040750185385465765,-0.009762113313513506,0.020201062635209543,0.5859368997324325,0.030553223040682906,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,24.7,12.865068985434938,1.9493243243243246,0.4564262957773035
state_score,5.0,20,0.5277027027027028,0.03809636583516336,0.00944081931081081,0.0032493373602290924,0.4804986061486486,0.04395337587433776,-0.011926419929054067,0.024789626669033997,0.5739638709527027,0.03044028311221014,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,15.2,12.963795740445775,1.8675675675675674,0.40940816733415614
state_score,10.0,20,0.5155405405405405,0.04104973021374062,0.006200025855405405,0.0018993033796796456,0.45354028198648655,0.035992594404440616,-0.004017642797297305,0.021988015524648095,0.5540088229864865,0.030377727058462593,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,4.15,6.835751604615253,1.656756756756757,0.27490618626921975
state_score,20.0,20,0.49459459459459454,0.03661139779498396,0.004010378770945946,0.0012280006607425223,0.41438701917567566,0.037574706232467246,-0.009662828891891902,0.019455432632413217,0.5140987270540542,0.03072432245839136,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,1.3,1.8734993995195197,1.2141891891891894,0.37469917322615265
state_score_n,0.0,20,0.5412162162162162,0.03833529176352509,0.012440452370270272,0.0027698587411734924,0.5412162162162162,0.03833529176352509,-0.005405405405405389,0.020225175063642947,0.5939189189189189,0.03065959812037414,0.5939189189189189,0.03065959812037414,0.00430379117027027,0.00036118814489450484,19.9,9.502105029939418,2.4364864864864866,0.4682018038681201
state_score_n,1.0,20,0.5391891891891893,0.034952749071290715,0.011626941993243243,0.0020639546867599634,0.527562247195946,0.03586356398841574,-0.007049280181756745,0.017173850688671055,0.5899279093256756,0.03060332148335402,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,23.8,9.069729874698584,1.978378378378378,0.41586506773877535
state_score_n,2.0,20,0.5391891891891893,0.034952749071290715,0.011626941993243243,0.0020639546867599634,0.5159353052027027,0.036867541200353494,-0.006716506629729726,0.018738435488342135,0.5859368997324325,0.030553223040682906,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,23.8,9.069729874698584,1.978378378378378,0.41586506773877535
state_score_n,5.0,20,0.5283783783783784,0.03843638554953484,0.00993099544662162,0.0031520266679724977,0.4787234011452702,0.03847388583433901,-0.013701624932432429,0.020837937507968,0.5739638709527027,0.03044028311221014,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,16.45,12.54382318115175,1.9750000000000003,0.40680557756759217
state_score_n,10.0,20,0.508108108108108,0.03508312158310045,0.0063781446304054055,0.0023165620480386827,0.444326661804054,0.03167550142580016,-0.01323126297972973,0.0235435454920805,0.5540088229864865,0.030377727058462593,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,4.5,7.9088557958784405,1.6898648648648649,0.39485078225622966
state_score_n,20.0,20,0.48918918918918913,0.03157654444742681,0.0038522653337837837,0.0013721464347527512,0.4121438825135136,0.037857520435843825,-0.011905965554054054,0.018793243222118474,0.5140987270540542,0.03072432245839136,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,0.3,1.1,1.2405405405405405,0.3831885372459598
