instance_id,repo,real_scout,proxy_scout,post_pred_scout,input_pred_scout,output_tokens_scout,real_oss,proxy_oss,post_pred_oss,input_pred_oss,output_tokens_oss,real_gemini,proxy_gemini,post_pred_gemini,input_pred_gemini,output_tokens_gemini
django__django-13741,django/django,0,0.5591259640102828,0.44921875,0.330078125,2000.0,1,0.3604294478527607,0.458984375,0.37109375,517.0,1,0.3604294478527607,0.55078125,0.4609375,194.0
django__django-13786,django/django,1,0.603145235892692,0.4296875,0.28125,2000.0,1,0.792022792022792,0.490234375,0.359375,1108.0,1,0.972183588317107,0.609375,0.462890625,234.0
django__django-13794,django/django,0,0.4878048780487805,0.263671875,0.322265625,2000.0,1,0.6214532871972318,0.283203125,0.384765625,549.0,1,0.8299445471349353,0.365234375,0.482421875,179.0
django__django-13807,django/django,0,0.44391971664698937,0.486328125,0.29296875,2000.0,0,0.7433380084151473,0.5,0.37109375,823.0,1,0.8426363923052664,0.609375,0.474609375,541.0
django__django-13809,django/django,0,0.2601626016260163,0.2119140625,0.392578125,2000.0,1,0.8031634446397188,0.36328125,0.41015625,832.0,0,0.5072254335260116,0.404296875,0.474609375,318.0
django__django-13810,django/django,0,0.3404255319148936,0.345703125,0.328125,2000.0,1,0.5293150684931507,0.361328125,0.384765625,861.0,1,0.7721594289113622,0.462890625,0.482421875,521.0
django__django-13820,django/django,0,0.7727493917274939,0.455078125,0.306640625,2000.0,1,0.4022887323943662,0.431640625,0.359375,745.0,1,0.5599128540305011,0.54296875,0.453125,178.0
django__django-13821,django/django,1,0.9333333333333333,0.482421875,0.291015625,2000.0,1,0.7759456838021338,0.5390625,0.3671875,575.0,1,0.9333333333333333,0.63671875,0.470703125,149.0
django__django-13837,django/django,0,0.4804607157548334,0.380859375,0.26953125,2000.0,1,0.32284471731900743,0.400390625,0.302734375,1793.0,1,0.859329017068864,0.5078125,0.3828125,365.0
django__django-13933,django/django,0,0.1962338949454906,0.462890625,0.251953125,2000.0,1,0.4696525742988698,0.58984375,0.32421875,1230.0,0,0.1962338949454906,0.6796875,0.427734375,228.0
django__django-14007,django/django,0,0.7128255852291461,0.205078125,0.275390625,2000.0,0,0.461133069828722,0.1962890625,0.359375,1704.0,0,0.7997512437810945,0.287109375,0.466796875,639.0
django__django-14011,django/django,0,0.4350100146313053,0.318359375,0.28125,2000.0,0,0.17552657973921765,0.177734375,0.16796875,365.0,0,0.2186694172253739,0.203125,0.1650390625,166.0
django__django-14053,django/django,0,0.6160361377752682,0.328125,0.30078125,2000.0,0,0.5575271894676589,0.33984375,0.365234375,1685.0,1,0.5757307351638619,0.443359375,0.462890625,1360.0
django__django-14089,django/django,0,0.8127853881278538,0.34765625,0.35546875,2000.0,1,0.3582474226804124,0.39453125,0.404296875,335.0,1,0.926829268292683,0.470703125,0.490234375,180.0
django__django-14122,django/django,0,0.7543296985246953,0.30078125,0.275390625,2000.0,1,0.5535617183251768,0.322265625,0.359375,907.0,1,0.6803482587064676,0.43359375,0.466796875,430.0
django__django-14140,django/django,0,0.7744408945686901,0.4921875,0.337890625,2000.0,0,0.40632054176072235,0.55859375,0.390625,600.0,0,0.4898236092265943,0.65625,0.482421875,260.0
django__django-14155,django/django,0,0.29411764705882354,0.26171875,0.28125,2000.0,0,0.21959979476654695,0.431640625,0.3359375,971.0,0,0.41336971350613916,0.52734375,0.4296875,384.0
django__django-14170,django/django,0,0.17840105815752696,0.34375,0.2177734375,2000.0,0,0.08928571428571429,0.2138671875,0.1220703125,2281.0,0,0.045590433482810166,0.255859375,0.1259765625,463.0
django__django-14311,django/django,0,0.5033316248077909,0.26953125,0.279296875,2000.0,0,0.6925714285714286,0.322265625,0.30859375,972.0,1,0.9830721003134796,0.42578125,0.384765625,297.0
django__django-14349,django/django,0,0.1677762982689747,0.298828125,0.28515625,2000.0,1,0.24846751123825092,0.3125,0.345703125,4168.0,1,0.6228430566967954,0.421875,0.443359375,321.0
django__django-14351,django/django,1,0.5196850393700787,0.2578125,0.2734375,2000.0,0,0.204364023416711,0.294921875,0.341796875,1585.0,0,0.27137546468401486,0.384765625,0.443359375,508.0
django__django-14373,django/django,1,0.7589928057553957,0.474609375,0.34375,2000.0,1,0.7711598746081505,0.60546875,0.396484375,282.0,1,0.9611940298507463,0.6875,0.486328125,120.0
django__django-14376,django/django,0,0.7788184109219352,0.51171875,0.283203125,2000.0,1,0.681654666295507,0.3828125,0.1845703125,933.0,0,0.48546255506607927,0.365234375,0.181640625,359.0
django__django-14434,django/django,0,0.6968287526427062,0.2001953125,0.265625,2000.0,0,0.7086553323029366,0.30859375,0.357421875,1112.0,1,0.37961335676625657,0.408203125,0.466796875,162.0
django__django-14493,django/django,0,0.28281117696867064,0.486328125,0.306640625,2000.0,1,0.4180327868852459,0.5078125,0.376953125,788.0,1,0.6103703703703703,0.62109375,0.478515625,323.0
django__django-14500,django/django,0,0.8309764309764309,0.341796875,0.333984375,2000.0,1,0.55125284738041,0.478515625,0.392578125,2317.0,1,0.3641826923076923,0.5859375,0.486328125,425.0
django__django-14534,django/django,0,0.9299363057324841,0.56640625,0.3359375,2000.0,0,0.2965931863727455,0.6015625,0.39453125,548.0,1,0.9473684210526315,0.671875,0.490234375,94.0
django__django-14580,django/django,0,0.40629095674967236,0.24609375,0.3359375,2000.0,1,0.9678321678321679,0.29296875,0.392578125,406.0,1,0.9678321678321679,0.357421875,0.490234375,203.0
django__django-14608,django/django,0,0.2972699696663296,0.443359375,0.3046875,2000.0,0,0.2613333333333333,0.5,0.37109375,1273.0,0,0.5805843543826579,0.59765625,0.470703125,309.0
django__django-14631,django/django,0,0.46297474600157573,0.322265625,0.216796875,2000.0,0,0.2520225919706915,0.205078125,0.1708984375,2062.0,0,0.22031187524990004,0.224609375,0.2041015625,996.0
django__django-14672,django/django,1,0.8608058608058609,0.51171875,0.306640625,2000.0,1,0.8608058608058609,0.578125,0.36328125,324.0,1,0.8608058608058609,0.6640625,0.4609375,135.0
django__django-14725,django/django,0,0.24040920716112532,0.1982421875,0.263671875,2000.0,0,0.35317906088519435,0.2421875,0.34375,2785.0,0,0.41543026706231456,0.31640625,0.451171875,1030.0
django__django-14765,django/django,0,0.8730434782608696,0.4921875,0.28125,2000.0,1,0.5795755968169761,0.5,0.33203125,859.0,1,0.664756446991404,0.59765625,0.427734375,221.0
django__django-14771,django/django,0,0.3319838056680162,0.306640625,0.2734375,2000.0,1,0.5420560747663551,0.294921875,0.298828125,1349.0,1,0.8469891411648569,0.39453125,0.375,168.0
django__django-14792,django/django,0,0.6417112299465241,0.3203125,0.34765625,2000.0,1,0.2679479932165065,0.431640625,0.40234375,1293.0,0,0.6781789638932496,0.52734375,0.490234375,111.0
django__django-14855,django/django,0,0.504704875962361,0.5546875,0.302734375,2000.0,1,0.6503733876442634,0.609375,0.36328125,580.0,1,0.9495548961424333,0.68359375,0.4609375,309.0
django__django-14915,django/django,0,0.5817555938037866,0.376953125,0.255859375,2000.0,1,0.41767068273092367,0.46484375,0.337890625,538.0,1,0.6039215686274509,0.578125,0.443359375,274.0
django__django-14999,django/django,0,0.2933038184836746,0.345703125,0.267578125,2000.0,1,0.24286152901443045,0.44140625,0.30859375,2474.0,1,0.5967523680649527,0.55859375,0.39453125,362.0
django__django-15098,django/django,0,0.24234354194407456,0.232421875,0.267578125,2000.0,0,0.599713055954089,0.2431640625,0.30078125,811.0,0,0.865979381443299,0.3359375,0.376953125,133.0
django__django-15103,django/django,0,0.6584632443816439,0.3984375,0.2041015625,2000.0,0,0.8233853906677125,0.298828125,0.1259765625,1275.0,0,0.36764705882352944,0.310546875,0.138671875,507.0
django__django-15104,django/django,1,0.9343629343629344,0.54296875,0.2578125,2000.0,1,0.7410440122824974,0.53125,0.33203125,359.0,1,0.9343629343629344,0.61328125,0.4375,312.0
django__django-15268,django/django,0,0.19069239500567536,0.29296875,0.28515625,2000.0,0,0.2050587172538392,0.357421875,0.34765625,4252.0,0,0.17937219730941703,0.443359375,0.447265625,359.0
django__django-15278,django/django,0,0.6059405940594059,0.259765625,0.287109375,2000.0,1,0.7674288901282766,0.27734375,0.33203125,605.0,1,0.6579804560260586,0.373046875,0.421875,277.0
django__django-15280,django/django,0,0.30728824688115564,0.197265625,0.25,2000.0,0,0.4208118925100057,0.26171875,0.3203125,5558.0,0,0.362043795620438,0.337890625,0.419921875,685.0
django__django-15375,django/django,0,0.45630609352857815,0.375,0.37109375,2000.0,0,0.13327882256745707,0.384765625,0.419921875,2714.0,0,0.6908315565031983,0.490234375,0.5078125,1479.0
django__django-15380,django/django,0,0.2676089517078916,0.1845703125,0.25,2000.0,1,0.8711048158640227,0.251953125,0.31640625,787.0,1,0.9723756906077348,0.345703125,0.4140625,347.0
django__django-15382,django/django,0,0.6092436974789915,0.34765625,0.25390625,2000.0,1,0.6359447004608295,0.326171875,0.3359375,1512.0,1,0.9670192906036092,0.44140625,0.44140625,274.0
django__django-15499,django/django,0,0.799240025332489,0.2734375,0.291015625,2000.0,1,0.7786476868327402,0.33203125,0.36328125,956.0,1,0.8311884935654807,0.41796875,0.46484375,368.0
django__django-15503,django/django,0,0.12094653812445223,0.2333984375,0.2890625,2000.0,0,0.1611897337491005,0.28125,0.32421875,2463.0,0,0.1273224043715847,0.369140625,0.40625,493.0
django__django-15525,django/django,0,0.6069315300084531,0.30078125,0.3203125,2000.0,1,0.49705535924617195,0.27734375,0.38671875,3458.0,1,0.9602577873254565,0.365234375,0.486328125,475.0
django__django-15569,django/django,0,0.8363047001620746,0.462890625,0.3359375,2000.0,1,0.6650185414091471,0.498046875,0.3828125,517.0,1,0.907563025210084,0.59375,0.474609375,221.0
django__django-15572,django/django,0,0.2411214953271028,0.42578125,0.421875,2000.0,1,0.7014270032930845,0.427734375,0.408203125,562.0,1,0.9510385756676558,0.515625,0.453125,244.0
django__django-15695,django/django,0,0.2979757085020243,0.4375,0.26953125,2000.0,0,0.3253493013972056,0.44921875,0.33984375,2235.0,0,0.29084041548630785,0.5546875,0.443359375,482.0
django__django-15731,django/django,0,0.7480383609415867,0.453125,0.3671875,2000.0,1,0.6394265232974911,0.4609375,0.404296875,923.0,0,0.3655083655083655,0.5625,0.482421875,259.0
django__django-15732,django/django,0,0.2576470588235294,0.306640625,0.259765625,2000.0,0,0.28130360205831906,0.310546875,0.3515625,1038.0,0,0.13902271163110805,0.419921875,0.462890625,502.0
django__django-15741,django/django,0,0.23835319609967498,0.228515625,0.349609375,2000.0,1,0.18772563176895307,0.388671875,0.39453125,1007.0,1,0.8581196581196581,0.482421875,0.482421875,156.0
django__django-15851,django/django,0,0.6185819070904646,0.5234375,0.42578125,2000.0,1,0.8949152542372881,0.50390625,0.431640625,696.0,1,0.8949152542372881,0.578125,0.478515625,72.0
django__django-15863,django/django,0,0.5694249649368864,0.443359375,0.263671875,2000.0,1,0.4366327474560592,0.4765625,0.30859375,707.0,0,0.4346895074946467,0.59765625,0.39453125,302.0
django__django-15916,django/django,0,0.33068633011911513,0.29296875,0.255859375,2000.0,1,0.28184281842818426,0.40625,0.33984375,1880.0,0,0.37071172555043524,0.515625,0.44921875,1623.0
django__django-15930,django/django,0,0.0872210953346856,0.2373046875,0.263671875,2000.0,0,0.24873096446700507,0.326171875,0.353515625,2031.0,0,0.6920315865039484,0.431640625,0.462890625,522.0
django__django-15957,django/django,0,0.35404040404040404,0.310546875,0.2578125,2000.0,0,0.20032310177705978,0.31640625,0.341796875,2653.0,0,0.21435114503816793,0.416015625,0.447265625,239.0
django__django-15973,django/django,0,0.4684931506849315,0.373046875,0.263671875,2000.0,1,0.49301143583227447,0.3359375,0.33984375,2814.0,1,0.9027611044417767,0.443359375,0.4453125,194.0
django__django-15987,django/django,0,0.5334174022698613,0.49609375,0.330078125,2000.0,1,0.5089334055224689,0.4921875,0.396484375,1173.0,1,0.573268921095008,0.59375,0.494140625,324.0
django__django-16082,django/django,0,0.27612655800575264,0.326171875,0.263671875,2000.0,1,0.9473684210526315,0.376953125,0.353515625,826.0,1,0.9473684210526315,0.486328125,0.462890625,113.0
django__django-16116,django/django,0,0.2016693591814755,0.2119140625,0.296875,2000.0,0,0.5478887744593203,0.291015625,0.34765625,902.0,1,0.6619446233097231,0.390625,0.439453125,381.0
django__django-16136,django/django,0,0.11636927851047324,0.34375,0.3515625,2000.0,1,0.8786407766990292,0.40625,0.396484375,1033.0,1,0.926056338028169,0.50390625,0.486328125,407.0
django__django-16145,django/django,0,0.11402946828955797,0.2890625,0.392578125,2000.0,1,0.2725575606720597,0.5234375,0.416015625,1201.0,1,0.3333333333333333,0.61328125,0.482421875,180.0
django__django-16255,django/django,0,0.6171428571428571,0.55078125,0.3515625,2000.0,1,0.517814726840855,0.59765625,0.400390625,501.0,1,0.655688622754491,0.66796875,0.486328125,117.0
django__django-16333,django/django,0,0.6643109540636042,0.359375,0.32421875,2000.0,1,0.38294168842471715,0.3828125,0.38671875,580.0,1,0.8075117370892019,0.455078125,0.486328125,148.0
django__django-16429,django/django,0,0.24534686971235195,0.515625,0.37890625,2000.0,1,0.4156545209176788,0.53515625,0.3828125,793.0,1,0.8115183246073299,0.62890625,0.443359375,159.0
django__django-16485,django/django,0,0.22843373493975905,0.322265625,0.287109375,2000.0,1,0.24538545059717698,0.390625,0.3359375,2355.0,1,0.28903654485049834,0.515625,0.4296875,212.0
django__django-16493,django/django,0,0.7995495495495496,0.5234375,0.306640625,2000.0,1,0.6604152712659076,0.52734375,0.365234375,690.0,1,0.8844036697247707,0.62109375,0.4609375,258.0
django__django-16502,django/django,0,0.39277024678484534,0.4296875,0.353515625,2000.0,0,0.2702242407039455,0.404296875,0.40625,1729.0,0,0.29055690072639223,0.50390625,0.494140625,240.0
django__django-16527,django/django,1,0.9632892804698973,0.59765625,0.396484375,2000.0,1,0.861244019138756,0.61328125,0.41015625,749.0,1,0.7243066884176182,0.64453125,0.474609375,110.0
django__django-16569,django/django,1,0.9376915219611849,0.58203125,0.26953125,2000.0,1,0.9498525073746312,0.6015625,0.296875,418.0,1,0.9651046859421735,0.66796875,0.373046875,90.0
django__django-16595,django/django,0,0.48565965583174,0.349609375,0.3515625,2000.0,1,0.45126353790613716,0.40234375,0.41015625,1028.0,1,0.6595744680851063,0.5078125,0.5,183.0
