run,split,threshold,subset,n,pred_delta_mean,pred_delta_std,pred_delta_p10,pred_delta_median,pred_delta_p90,default_primary_rate,train_tau_primary_rate,default_reward,train_tau_reward,oracle_reward,default_regret,train_tau_regret,primary_win_auc_all,primary_vs_expert_auc_highgap
plain_full_5ep,train,0.2,expert_win_gap,102,0.14825701738842398,0.18337211395819888,-0.008448407053947447,0.05394844710826874,0.4366832252126187,0.1568627450980392,0.3235294117647059,0.5413077912640338,0.48014191903320014,0.5883327738619318,0.047024982597898037,0.10819085482873168,0.6698050110613778,0.8153067678684377
plain_full_5ep,train,0.2,abs_gap,195,0.07078614286356008,0.1607935861234963,-0.07986982464790345,0.029118984937667847,0.38766674194484946,0.3384615384615385,0.5538461538461539,0.42123843196492927,0.4391729989112952,0.5294994626289758,0.1082610306640466,0.09032646371768072,0.6698050110613778,0.8153067678684377
plain_full_5ep,train,0.3,primary_win_gap,49,-0.010159019608886875,0.060130855195758025,-0.09334816932678222,-0.0025738924741744995,0.06674854755401612,0.5102040816326531,0.7959183673469388,0.33854596081132793,0.4807201681696639,0.577466257372681,0.23892029656135305,0.0967460892030171,0.635303472038166,0.8334333733493398
plain_full_5ep,train,0.3,expert_win_gap,68,0.18219764331040686,0.19869475813942464,0.0014357656240463266,0.0637340322136879,0.4792092619929464,0.10294117647058823,0.27941176470588236,0.6116227784796673,0.5374542825362262,0.649750221739797,0.03812744326012976,0.11229593920357087,0.635303472038166,0.8334333733493398
plain_full_5ep,train,0.3,abs_gap,117,0.10163801525018983,0.18293719113966583,-0.06554468870162963,0.03436136245727539,0.4289535972755403,0.27350427350427353,0.49572649572649574,0.4972572736442089,0.5136938414767257,0.6194774503381844,0.12222017669397542,0.10578360886145861,0.635303472038166,0.8334333733493398
plain_full_5ep,eval,0.025,primary_win_gap,72,0.030979292881157663,0.03092416538930671,-0.005073332786560058,0.03244908154010773,0.07137016355991363,0.2222222222222222,0.5138888888888888,0.24528029281646013,0.3034329732052154,0.41853386127493447,0.17325356845847434,0.11510088806971908,0.5883123689727463,0.6024305555555556
plain_full_5ep,eval,0.025,expert_win_gap,88,0.12193242014770724,0.17415147191603975,-0.011616232991218566,0.04105331003665924,0.42298597360495477,0.19318181818181818,0.4318181818181818,0.5120062419975345,0.462213237431239,0.5609771433201703,0.048970901322635735,0.09876390588893132,0.5883123689727463,0.6024305555555556
plain_full_5ep,eval,0.025,abs_gap,160,0.08100351287775993,0.13841451443956831,-0.010351455211639405,0.03611965477466583,0.34034918487886895,0.20625,0.46875,0.39197956486605107,0.39076211852952836,0.4968776663998142,0.10489810153376311,0.1061155478702858,0.5883123689727463,0.6024305555555556
plain_full_5ep,eval,0.05,primary_win_gap,66,0.03139925590067199,0.030980962299071668,-0.00408683717250824,0.03244908154010773,0.07215119898319244,0.21212121212121213,0.5151515151515151,0.24607802340478607,0.3089195684050069,0.4329101334918629,0.1868321100870768,0.12399056508685603,0.5776515151515151,0.6103386809269162
plain_full_5ep,eval,0.05,expert_win_gap,85,0.1258275331254802,0.17590205595849587,-0.011752015352249146,0.0418584942817688,0.42669023546623075,0.18823529411764706,0.4235294117647059,0.5097841240027372,0.45868284938966525,0.5600851164144628,0.05030099241172566,0.10140226702479756,0.5776515151515151,0.6103386809269162
plain_full_5ep,eval,0.05,abs_gap,151,0.08455424639145806,0.1415302955207562,-0.010226011276245117,0.03698301315307617,0.34841548901749775,0.1986754966887417,0.46357615894039733,0.39452185486720887,0.39322340207186757,0.5044987000376973,0.10997684517048842,0.11127529796582973,0.5776515151515151,0.6103386809269162
plain_full_5ep,eval,0.1,primary_win_gap,53,0.02995555693248533,0.03174286101596023,-0.004448729753494263,0.029731273651123047,0.07245631814002991,0.22641509433962265,0.5471698113207547,0.24193414033583874,0.31646892006667154,0.4602909068453987,0.21835676650955993,0.14382198677872712,0.5886792452830188,0.6320754716981132
plain_full_5ep,eval,0.1,expert_win_gap,76,0.13665171902386264,0.18209182578877428,-0.011706754565238953,0.043032243847846985,0.43305706841056235,0.19736842105263158,0.40789473684210525,0.5286608569716152,0.47497112235348476,0.5841016445897127,0.05544078761809751,0.10913052223622799,0.5886792452830188,0.6320754716981132
plain_full_5ep,eval,0.1,abs_gap,129,0.09281531134290917,0.15067891858631124,-0.01047689914703369,0.03698301315307617,0.38098071017302576,0.20930232558139536,0.46511627906976744,0.4108584075011024,0.4098500624992127,0.533233667066855,0.12237525956575261,0.12338360456764236,0.5886792452830188,0.6320754716981132
plain_full_5ep,eval,0.2,primary_win_gap,33,0.03791777428352472,0.034038558723101284,-0.002270072698593139,0.04230937361717224,0.0798016130924225,0.18181818181818182,0.3939393939393939,0.18082304163412613,0.25470993825883576,0.46703575099959516,0.28621270936546905,0.21232581274075943,0.496551724137931,0.660377358490566
plain_full_5ep,eval,0.2,expert_win_gap,53,0.174886987462776,0.19603188916995157,-0.010105454921722412,0.07744209840893745,0.4445301167666912,0.16981132075471697,0.3018867924528302,0.5668181476165663,0.515609083732344,0.6288414203895712,0.06202327277300493,0.1132323366572272,0.496551724137931,0.660377358490566
plain_full_5ep,eval,0.2,abs_gap,86,0.12232903356841213,0.16900814286370916,-0.008320614695549011,0.053566187620162964,0.42545548151247203,0.1744186046511628,0.3372093023255814,0.4187037464837695,0.41549662093436995,0.5667531984143479,0.14804945193057836,0.15125657747997795,0.496551724137931,0.660377358490566
plain_full_5ep,eval,0.3,primary_win_gap,17,0.03279724103562972,0.034199927055412485,-0.006960916519165038,0.03796049952507019,0.07365252971649171,0.17647058823529413,0.4117647058823529,0.17953063635265126,0.2773292345159194,0.5489466611076804,0.3694160247550291,0.27161742659176097,0.5327000365363537,0.6816608996539792
plain_full_5ep,eval,0.3,expert_win_gap,34,0.1920013255431139,0.21364937247746565,-0.03240229338407516,0.0797236654907465,0.49727077734132763,0.17647058823529413,0.3235294117647059,0.622804776272353,0.5566708783016485,0.697198690736995,0.07439391446464202,0.14052781243534648,0.5327000365363537,0.6816608996539792
plain_full_5ep,eval,0.3,abs_gap,51,0.1389332973739525,0.190926720160033,-0.013544291257858276,0.047450870275497437,0.4445628416724503,0.17647058823529413,0.35294117647058826,0.4750467296324524,0.46355699703973885,0.6477813475272235,0.17273461789477104,0.18422435048748464,0.5327000365363537,0.6816608996539792
mse_w20_full_5ep,train,0.025,primary_win_gap,222,-0.055396591741088276,0.07272413534810031,-0.14548948481678964,-0.05317620187997818,0.03154300898313523,0.7702702702702703,0.8198198198198198,0.3378226823668491,0.3520182256192506,0.3843435519584664,0.04652086959161737,0.032325326339215844,0.764627949749057,0.7978048471006217
mse_w20_full_5ep,train,0.025,expert_win_gap,213,0.08520258894966841,0.1641988556071934,-0.07027547061443329,0.03077930212020874,0.3443813348421827,0.3380281690140845,0.38028169014084506,0.38654679240125445,0.37916033524372766,0.4486189158064938,0.06207212340523939,0.06945858056276617,0.764627949749057,0.7978048471006217
mse_w20_full_5ep,train,0.025,abs_gap,435,0.01344852432128224,0.1443632606411472,-0.1287596791982651,-0.011028081178665161,0.20266722686938038,0.5586206896551724,0.6045977011494252,0.3616806948664545,0.36530849998709797,0.4158163163254316,0.054135621458977115,0.05050781633833359,0.764627949749057,0.7978048471006217
mse_w20_full_5ep,train,0.05,primary_win_gap,206,-0.056761030849177864,0.07352439736201752,-0.14938437938690186,-0.054257191717624664,0.031215094029903412,0.7718446601941747,0.8203883495145631,0.3373860895489026,0.35253708574523046,0.38687958561101005,0.049493496062107456,0.0343424998657796,0.7565812509947477,0.8160243208786898
mse_w20_full_5ep,train,0.05,expert_win_gap,198,0.0940243554581721,0.16591987548241882,-0.06188665181398391,0.03561382368206978,0.35347838909947327,0.3181818181818182,0.35858585858585856,0.4011205799990531,0.3933832389349588,0.46626594854575215,0.06514536854669903,0.07288270961079332,0.7565812509947477,0.8160243208786898
mse_w20_full_5ep,train,0.05,abs_gap,404,0.017138737687592668,0.1480891797950982,-0.13050398528575896,-0.009743712842464447,0.2147974038496613,0.5495049504950495,0.594059405940594,0.3686223002150655,0.3725557449817805,0.4257867634849678,0.057164463269902335,0.053231018503187316,0.7565812509947477,0.8160243208786898
mse_w20_full_5ep,train,0.1,primary_win_gap,167,-0.06164434556654114,0.07474755239950512,-0.15151008665561674,-0.06282433867454529,0.030383008718490614,0.7784431137724551,0.8263473053892215,0.3518404778160021,0.3694321244598149,0.407796699888335,0.05595622207233292,0.038364575428520134,0.7510096086895975,0.8403075505793147
mse_w20_full_5ep,train,0.1,expert_win_gap,169,0.10683207990503153,0.17123022749355973,-0.052941191196441646,0.041729748249053955,0.4008795395027847,0.28994082840236685,0.33136094674556216,0.42582282688490736,0.4170871631809946,0.4964865037410922,0.07066367685618485,0.07939934056009766,0.7510096086895975,0.8403075505793147
mse_w20_full_5ep,train,0.1,abs_gap,336,0.02309528510219631,0.15690746153216822,-0.131465345621109,-0.007097616791725159,0.24398363576619886,0.5327380952380952,0.5773809523809523,0.38905183791315984,0.3934014742927892,0.4524055595642754,0.0633537216511156,0.05900408527148621,0.7510096086895975,0.8403075505793147
mse_w20_full_5ep,train,0.2,primary_win_gap,93,-0.06861678158403725,0.07212531445929796,-0.1528320699930191,-0.06656758487224579,0.013784310221672045,0.8064516129032258,0.8924731182795699,0.3957951944521678,0.42738449541471335,0.4649726051476694,0.06917741069550155,0.03758810973295602,0.73239183001492,0.888045540796964
mse_w20_full_5ep,train,0.2,expert_win_gap,102,0.14602531765772522,0.1895043736946129,-0.026394364237785337,0.06382983922958374,0.46845637508668014,0.21568627450980393,0.24509803921568626,0.5128137279374927,0.5041424687586579,0.5883327738619318,0.07551904592443914,0.08419030510327395,0.73239183001492,0.888045540796964
mse_w20_full_5ep,train,0.2,abs_gap,195,0.04365754725011543,0.1809943253351927,-0.13578864485025405,0.0001983046531677246,0.3480581168667413,0.49743589743589745,0.5538461538461539,0.45700488889064544,0.4675348199330843,0.5294994626289758,0.07249457373833045,0.06196464269589155,0.73239183001492,0.888045540796964
mse_w20_full_5ep,train,0.3,primary_win_gap,49,-0.07138073140261125,0.07800597183583084,-0.18277624696493147,-0.0674864649772644,0.010265356302261372,0.8163265306122449,0.8979591836734694,0.4895995654621903,0.5297458615838265,0.577466257372681,0.0878666919104907,0.04772039578885448,0.7120770386076508,0.9210684273709484
mse_w20_full_5ep,train,0.3,expert_win_gap,68,0.186159534877173,0.20064806789941014,-0.016325727105140686,0.09510207176208496,0.48588924468494954,0.17647058823529413,0.19117647058823528,0.572721227126963,0.5659478074487518,0.649750221739797,0.07702899461283404,0.08380241429104525,0.7120770386076508,0.9210684273709484
mse_w20_full_5ep,train,0.3,abs_gap,117,0.07830079087965652,0.20516242456323622,-0.12364596724510192,0.012372463941574097,0.4557433201465756,0.4444444444444444,0.48717948717948717,0.5379095910451351,0.5507863087531848,0.6194774503381844,0.08156785929304922,0.06869114158499955,0.7120770386076508,0.9210684273709484
mse_w20_full_5ep,eval,0.025,primary_win_gap,72,0.0016296917779578103,0.04513750768470912,-0.054434624314308164,0.0011080503463745117,0.05812259912490845,0.4722222222222222,0.5972222222222222,0.30125424622868496,0.33682917389604783,0.41853386127493447,0.1172796150462495,0.08170468737888667,0.6225104821802935,0.6410984848484849
mse_w20_full_5ep,eval,0.025,expert_win_gap,88,0.10760038805892691,0.1859886534831477,-0.053973315656185135,0.022450514137744904,0.41298098745755846,0.3068181818181818,0.38636363636363635,0.48894631320779974,0.4684238242493434,0.5609771433201703,0.07203083011237058,0.09255331907082688,0.6225104821802935,0.6410984848484849
mse_w20_full_5ep,eval,0.025,abs_gap,160,0.059913574732490815,0.15073711815557508,-0.05536012053489685,0.01425236463546753,0.36912888418301004,0.38125,0.48125,0.4044848830671981,0.4092062315903604,0.4968776663998142,0.0923927833326161,0.08767143480945379,0.6225104821802935,0.6410984848484849
mse_w20_full_5ep,eval,0.05,primary_win_gap,66,0.0016401854879928358,0.04526120827008529,-0.05877766013145447,0.003939881920814514,0.05800515413284302,0.45454545454545453,0.5909090909090909,0.30607170538243017,0.34488071738318965,0.4329101334918629,0.12683842810943272,0.08802941610867326,0.6139069264069265,0.6584670231729055
mse_w20_full_5ep,eval,0.05,expert_win_gap,85,0.11375332600163186,0.18619001870843754,-0.04638228416442871,0.024531036615371704,0.41610085021238785,0.2823529411764706,0.36470588235294116,0.48675908551496616,0.4655122734167997,0.5600851164144628,0.07332603089949664,0.09457284299766316,0.6139069264069265,0.6584670231729055
mse_w20_full_5ep,eval,0.05,abs_gap,151,0.06475023147249162,0.15330483550281307,-0.05379462242126465,0.018042415380477905,0.37641679093940184,0.3576158940397351,0.46357615894039733,0.40778314452988423,0.4127858979319105,0.5044987000376973,0.09671555550781306,0.09171280210578678,0.6139069264069265,0.6584670231729055
mse_w20_full_5ep,eval,0.1,primary_win_gap,53,-0.0035032885816862,0.043936492419558944,-0.06389749646186829,0.00019049644470214844,0.05688186287879946,0.49056603773584906,0.6415094339622641,0.31429979085641085,0.3612064553319283,0.4602909068453987,0.14599111598898779,0.09908445151347034,0.6378867924528302,0.6894240317775571
mse_w20_full_5ep,eval,0.1,expert_win_gap,76,0.12474777983918198,0.1929339813146418,-0.046052128076553345,0.02789214253425598,0.4251060875249095,0.2631578947368421,0.35526315789473684,0.5052841695907869,0.4815212876388901,0.5841016445897127,0.07881747499892586,0.10258035695082263,0.6378867924528302,0.6894240317775571
mse_w20_full_5ep,eval,0.1,abs_gap,129,0.07205548041045319,0.16341547711280427,-0.05621450543403625,0.015995115041732788,0.38345894817030063,0.35658914728682173,0.4728682170542636,0.42681771941309754,0.43208961234998333,0.533233667066855,0.1064159476537575,0.10114405471687168,0.6378867924528302,0.6894240317775571
mse_w20_full_5ep,eval,0.2,primary_win_gap,33,-0.0010579120029102671,0.046219569064917615,-0.06798728108406067,0.007492423057556152,0.05688186287879944,0.42424242424242425,0.5757575757575758,0.2667055350135673,0.3286331779125965,0.46703575099959516,0.20033021598602785,0.1384025730869987,0.593521421107628,0.7152658662092625
mse_w20_full_5ep,eval,0.2,expert_win_gap,53,0.16344193248561462,0.20557942411531563,-0.046873369812965394,0.050214290618896484,0.48119722967967404,0.2641509433962264,0.32075471698113206,0.5345459439844455,0.5118641889882538,0.6288414203895712,0.09429547640512574,0.11697723140131752,0.593521421107628,0.7152658662092625
mse_w20_full_5ep,eval,0.2,abs_gap,86,0.1003198991353667,0.18238595703966295,-0.059307605028152466,0.028209641575813293,0.4143756599514745,0.32558139534883723,0.4186046511627907,0.4317699731002713,0.4415546149708504,0.5667531984143479,0.13498322531407655,0.1251985834434975,0.593521421107628,0.7152658662092625
mse_w20_full_5ep,eval,0.3,primary_win_gap,17,-0.0004006063236909754,0.044123086838476884,-0.06899454593658447,0.007492423057556152,0.052330225706100464,0.35294117647058826,0.5882352941176471,0.2670333552009919,0.3753073662519455,0.5489466611076804,0.28191330590668845,0.17363929485573487,0.5758129338691999,0.740484429065744
mse_w20_full_5ep,eval,0.3,expert_win_gap,34,0.1877127082176123,0.21314596377768685,-0.046458600461483,0.10354696214199066,0.5009506543749012,0.23529411764705882,0.29411764705882354,0.5946644062505049,0.5657963906140888,0.697198690736995,0.10253428448649014,0.13140230012290618,0.5758129338691999,0.740484429065744
mse_w20_full_5ep,eval,0.3,abs_gap,51,0.12500827003717788,0.19697743521085295,-0.048956990242004395,0.037267714738845825,0.4527329015545547,0.27450980392156865,0.39215686274509803,0.4854540559006672,0.502300049160041,0.6477813475272235,0.16232729162655624,0.1454812983671824,0.5758129338691999,0.740484429065744
