run,split,bucket,n,abs_true_delta_min,abs_true_delta_max,mean_abs_true_delta,primary_win_rate,expert_win_rate,always_primary_reward,always_expert_reward,default_reward,train_tau_reward,oracle_reward,default_regret_vs_oracle,train_tau_regret_vs_oracle,default_choice_acc,train_tau_choice_acc,default_choose_primary,default_choose_expert,train_tau_choose_primary,train_tau_choose_expert,pred_delta_mean,pred_delta_std,bucket_type
mse_w20_full_5ep,train,>=.20,195,0.20028726756572723,0.9925000071525574,0.3980897409602618,0.47692307692307695,0.5230769230769231,0.30627690410384767,0.35463228019384235,0.45700488889064544,0.4675348199330843,0.5294994626289758,0.07249457373833045,0.06196464269589155,0.7948717948717948,0.8205128205128205,97,98,108,87,0.04365754725011543,0.1809943253351927,fixed
mse_w20_full_5ep,train,"q1: [0.000,0.046]",102,0.0,0.04547153413295746,0.013589780229855986,0.7058823529411765,0.29411764705882354,0.29689110968919363,0.2955680202838837,0.29727898176540346,0.29729262684636254,0.30302445510146664,0.005745473336063179,0.005731828255104083,0.5588235294117647,0.5686274509803921,63,39,68,34,0.0026834785981633353,0.10844312618389881,quantile
mse_w20_full_5ep,train,"q2: [0.046,0.118]",102,0.04588519036769867,0.1180180162191391,0.0840167676043861,0.5490196078431373,0.45098039215686275,0.2597998944932924,0.2501196653819552,0.2713093842726712,0.27156961676390734,0.2969681637398168,0.025658779467145603,0.025398546975909497,0.6862745098039216,0.6862745098039216,62,40,66,36,-0.006073066992137362,0.09064781772647545,quantile
mse_w20_full_5ep,train,"q3: [0.118,0.194]",102,0.11825962364673615,0.19436900317668915,0.15758178859729977,0.5490196078431373,0.45098039215686275,0.28372325792032127,0.26591168948467453,0.2986961976424152,0.2938847409597799,0.3536083680011478,0.05491217035873264,0.059723627041367924,0.6568627450980392,0.6274509803921569,59,43,62,40,-0.00973717231382205,0.11071222178660972,quantile
mse_w20_full_5ep,train,"q4: [0.194,0.319]",102,0.19442305900156498,0.3190191984176636,0.24746060486444654,0.5294117647058824,0.47058823529411764,0.29209268564248786,0.27455576960289596,0.34508034959435463,0.35044074745154846,0.4070545300549152,0.06197418046056056,0.056613782603366705,0.7450980392156863,0.7647058823529411,62,40,68,34,-0.008142795206011072,0.12879223437174836,quantile
mse_w20_full_5ep,train,"q5: [0.319,0.993]",103,0.31934380531311035,0.9925000071525574,0.5276912220762772,0.4174757281553398,0.5825242718446602,0.31553782869889896,0.42825450364825796,0.5522084826404609,0.5668354338233911,0.635741777211717,0.08353329457125618,0.06890634338832596,0.8252427184466019,0.8543689320388349,43,60,48,55,0.08876368460229607,0.20656663850532117,quantile
mse_w20_full_5ep,eval,"[0,.025)",18,0.0,0.011847138404846191,0.003624307612578074,0.7222222222222222,0.2777777777777778,0.4285322849949201,0.42901744941870373,0.429755509727531,0.429755509727531,0.4305870210131009,0.0008315112855699328,0.0008315112855699328,0.5,0.5,8,10,8,10,0.05389614148427629,0.16725274889091532,fixed
mse_w20_full_5ep,eval,"[.025,.05)",9,0.031090617179870605,0.04900968074798584,0.037875674251053065,0.6666666666666666,0.3333333333333333,0.3572358327607314,0.34291580816109973,0.34914738519324195,0.34914738519324195,0.3690136575864421,0.019866272393200133,0.019866272393200133,0.4444444444444444,0.4444444444444444,7,2,7,2,-0.021234777238633897,0.05143763186319494,fixed
mse_w20_full_5ep,eval,"[.05,.10)",22,0.0503486692905426,0.09970729798078537,0.06969687918370421,0.5909090909090909,0.4090909090909091,0.3069066669453274,0.29541105878624047,0.2961713190783154,0.29959593611684715,0.33600730245763605,0.039835983379320664,0.036411366340788925,0.4090909090909091,0.45454545454545453,8,14,9,13,0.02191490815444426,0.05077185624433075,fixed
mse_w20_full_5ep,eval,"[.10,.20)",43,0.10576903820037842,0.1989494264125824,0.1532527558332266,0.46511627906976744,0.5348837209302325,0.38427293092705483,0.39486352198345714,0.41691321203874987,0.4131596071082492,0.46619460437186927,0.049281392333119414,0.053034997263620064,0.6744186046511628,0.6511627906976745,18,25,25,18,0.015526642960626199,0.09376201594635951,fixed
mse_w20_full_5ep,eval,>=.20,86,0.2004590630531311,0.9733924865722656,0.4114802924612927,0.38372093023255816,0.6162790697674418,0.2945342769976272,0.42749182736977587,0.4317699731002713,0.4415546149708504,0.5667531984143479,0.13498322531407655,0.1251985834434975,0.6162790697674418,0.6395348837209303,28,58,36,50,0.1003198991353667,0.18238595703966295,fixed
mse_w20_full_5ep,eval,"q1: [0.000,0.063]",36,0.0,0.06296354532241821,0.025069012513591185,0.6666666666666666,0.3333333333333333,0.39531794159362715,0.3909197743568156,0.39103891803986496,0.39103891803986496,0.4056533642320169,0.014614446192151971,0.014614446192151971,0.4444444444444444,0.4444444444444444,20,16,20,16,0.02385778101031772,0.12889079286232655,quantile
mse_w20_full_5ep,eval,"q2: [0.063,0.156]",35,0.06313586980104446,0.15588030219078064,0.11376236315284456,0.5428571428571428,0.45714285714285713,0.3595487505197525,0.3535850846341678,0.36287045563970294,0.36988872055496486,0.41344809915338243,0.05057764351367951,0.043559378598417554,0.5428571428571428,0.6,9,26,15,20,0.025695685180835426,0.07760656770692231,quantile
mse_w20_full_5ep,eval,"q3: [0.156,0.235]",36,0.155891552567482,0.2344454526901245,0.19215078848517603,0.4722222222222222,0.5277777777777778,0.32915989868342876,0.3377627961130606,0.35701446431792444,0.34730976530247265,0.42953674164083266,0.07252227732290824,0.08222697633836004,0.6388888888888888,0.5833333333333334,16,20,20,16,0.02051847539809791,0.09893359484110857,quantile
mse_w20_full_5ep,eval,"q4: [0.235,0.391]",35,0.23734349012374878,0.3897996246814728,0.3022091882569449,0.4,0.6,0.3231047647339957,0.37887821027210783,0.3563444035393851,0.37698020594460624,0.5020960816315242,0.1457516780921391,0.12511587568691798,0.5428571428571428,0.6,16,19,18,17,0.06250361204313647,0.15412460625887053,quantile
mse_w20_full_5ep,eval,"q5: [0.391,0.973]",36,0.392465740442276,0.9733924865722656,0.5982696240146955,0.3055555555555556,0.6944444444444444,0.2655627462599013,0.5328400110205015,0.5652982952694098,0.5691008667151133,0.6983361906475491,0.1330378953781393,0.12923532393243578,0.75,0.75,8,28,12,24,0.16310505195482014,0.21211795127705702,quantile
