policy,policy_type,lambda,n,real_pass_rate,mean_proxy_reward_of_chosen,mean_true_weighted_cost,real_utility,choice_counts,cascade_order,cascade_order_labels,thresholds
always_gemini,always_direct,5e-06,276,0.5398550724637681,0.5793432107317519,3551.376811594203,0.522098188405797,"{""Gemini"": 276}",,,
post_scout_router,router_after_scout,5e-06,276,0.5398550724637681,0.5936267826573102,5076.992753623188,0.5144701086956521,"{""Gemini"": 253, ""Scout"": 23}",,,
post_scout_reward_only,router_after_scout_reward_only,5e-06,276,0.5362318840579711,0.5916132511721329,5099.963768115942,0.5107320652173913,"{""Gemini"": 255, ""Scout"": 21}",,,
oracle_after_scout_real_utility,oracle_after_scout,5e-06,276,0.6666666666666666,0.55703982604119,3506.804347826087,0.6491326449275362,"{""Gemini"": 89, ""OSS"": 73, ""Scout"": 114}",,,
always_scout,always_direct,7.5e-06,276,0.07971014492753623,0.4489173603515872,1971.159420289855,0.06492644927536231,"{""Scout"": 276}",,,
always_oss,always_direct,7.5e-06,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.553222463768116,"{""OSS"": 276}",,,
always_gemini,always_direct,7.5e-06,276,0.5398550724637681,0.5793432107317519,3551.376811594203,0.5132197463768116,"{""Gemini"": 276}",,,
post_scout_router,router_after_scout,7.5e-06,276,0.5398550724637681,0.5936267826573102,5076.992753623188,0.5017776268115941,"{""Gemini"": 253, ""Scout"": 23}",,,
post_scout_reward_only,router_after_scout_reward_only,7.5e-06,276,0.5362318840579711,0.5916132511721329,5099.963768115942,0.4979821557971015,"{""Gemini"": 255, ""Scout"": 21}",,,
oracle_after_scout_real_utility,oracle_after_scout,7.5e-06,276,0.6666666666666666,0.55703982604119,3506.804347826087,0.640365634057971,"{""Gemini"": 89, ""OSS"": 73, ""Scout"": 114}",,,
always_scout,always_direct,1e-05,276,0.07971014492753623,0.4489173603515872,1971.159420289855,0.059998550724637674,"{""Scout"": 276}",,,
always_oss,always_direct,1e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.5431855072463768,"{""OSS"": 276}",,,
always_gemini,always_direct,1e-05,276,0.5398550724637681,0.5793432107317519,3551.376811594203,0.504341304347826,"{""Gemini"": 276}",,,
post_scout_router,router_after_scout,1e-05,276,0.5398550724637681,0.5930716574659934,5065.507246376812,0.48919999999999997,"{""Gemini"": 252, ""Scout"": 24}",,,
post_scout_reward_only,router_after_scout_reward_only,1e-05,276,0.5362318840579711,0.5916132511721329,5099.963768115942,0.4852322463768116,"{""Gemini"": 255, ""Scout"": 21}",,,
oracle_after_scout_real_utility,oracle_after_scout,1e-05,276,0.6666666666666666,0.55703982604119,3506.804347826087,0.6315986231884058,"{""Gemini"": 89, ""OSS"": 73, ""Scout"": 114}",,,
always_scout,always_direct,1.25e-05,276,0.07971014492753623,0.4489173603515872,1971.159420289855,0.055070652173913034,"{""Scout"": 276}",,,
always_oss,always_direct,1.25e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.5331485507246377,"{""OSS"": 276}",,,
always_gemini,always_direct,1.25e-05,276,0.5398550724637681,0.5793432107317519,3551.376811594203,0.4954628623188405,"{""Gemini"": 276}",,,
post_scout_router,router_after_scout,1.25e-05,276,0.5434782608695652,0.5962116780711479,5031.086956521739,0.4805896739130434,"{""Gemini"": 249, ""Scout"": 27}",,,
post_scout_reward_only,router_after_scout_reward_only,1.25e-05,276,0.5362318840579711,0.5916132511721329,5099.963768115942,0.47248233695652175,"{""Gemini"": 255, ""Scout"": 21}",,,
oracle_after_scout_real_utility,oracle_after_scout,1.25e-05,276,0.6666666666666666,0.55703982604119,3506.804347826087,0.6228316123188405,"{""Gemini"": 89, ""OSS"": 73, ""Scout"": 114}",,,
always_scout,always_direct,1.5e-05,276,0.07971014492753623,0.4489173603515872,1971.159420289855,0.0501427536231884,"{""Scout"": 276}",,,
always_oss,always_direct,1.5e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.5231115942028985,"{""OSS"": 276}",,,
always_gemini,always_direct,1.5e-05,276,0.5398550724637681,0.5793432107317519,3551.376811594203,0.48658442028985505,"{""Gemini"": 276}",,,
post_scout_router,router_after_scout,1.5e-05,276,0.5398550724637681,0.5921482794463983,4926.95652173913,0.4659507246376811,"{""Gemini"": 241, ""Scout"": 35}",,,
post_scout_reward_only,router_after_scout_reward_only,1.5e-05,276,0.5362318840579711,0.5916132511721329,5099.963768115942,0.45973242753623195,"{""Gemini"": 255, ""Scout"": 21}",,,
oracle_after_scout_real_utility,oracle_after_scout,1.5e-05,276,0.6666666666666666,0.55703982604119,3506.804347826087,0.6140646014492753,"{""Gemini"": 89, ""OSS"": 73, ""Scout"": 114}",,,
always_scout,always_direct,2e-05,276,0.07971014492753623,0.4489173603515872,1971.159420289855,0.04028695652173912,"{""Scout"": 276}",,,
always_oss,always_direct,2e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.5030376811594204,"{""OSS"": 276}",,,
always_gemini,always_direct,2e-05,276,0.5398550724637681,0.5793432107317519,3551.376811594203,0.468827536231884,"{""Gemini"": 276}",,,
post_scout_router,router_after_scout,2e-05,276,0.5144927536231884,0.587088025023563,4749.384057971014,0.41950507246376806,"{""Gemini"": 227, ""Scout"": 49}",,,
post_scout_reward_only,router_after_scout_reward_only,2e-05,276,0.5362318840579711,0.5916132511721329,5099.963768115942,0.4342326086956522,"{""Gemini"": 255, ""Scout"": 21}",,,
oracle_after_scout_real_utility,oracle_after_scout,2e-05,276,0.6666666666666666,0.55703982604119,3506.804347826087,0.5965305797101449,"{""Gemini"": 89, ""OSS"": 73, ""Scout"": 114}",,,
always_scout,always_direct,3e-05,276,0.07971014492753623,0.4489173603515872,1971.159420289855,0.020575362318840572,"{""Scout"": 276}",,,
always_oss,always_direct,3e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.46288985507246383,"{""OSS"": 276}",,,
always_gemini,always_direct,3e-05,276,0.5398550724637681,0.5793432107317519,3551.376811594203,0.43331376811594197,"{""Gemini"": 276}",,,
post_scout_router,router_after_scout,3e-05,276,0.4166666666666667,0.560875476109692,3822.536231884058,0.3019905797101449,"{""Gemini"": 165, ""Scout"": 111}",,,
post_scout_reward_only,router_after_scout_reward_only,3e-05,276,0.5362318840579711,0.5916132511721329,5099.963768115942,0.38323297101449283,"{""Gemini"": 255, ""Scout"": 21}",,,
oracle_after_scout_real_utility,oracle_after_scout,3e-05,276,0.6666666666666666,0.55703982604119,3506.804347826087,0.561462536231884,"{""Gemini"": 89, ""OSS"": 73, ""Scout"": 114}",,,
always_scout,always_direct,5e-05,276,0.07971014492753623,0.4489173603515872,1971.159420289855,-0.018847826086956523,"{""Scout"": 276}",,,
always_oss,always_direct,5e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.38259420289855073,"{""OSS"": 276}",,,
always_gemini,always_direct,5e-05,276,0.5398550724637681,0.5793432107317519,3551.376811594203,0.36228623188405795,"{""Gemini"": 276}",,,
post_scout_router,router_after_scout,5e-05,276,0.17753623188405798,0.4865924630127214,2409.927536231884,0.05703985507246377,"{""Gemini"": 44, ""Scout"": 232}",,,
post_scout_reward_only,router_after_scout_reward_only,5e-05,276,0.5362318840579711,0.5916132511721329,5099.963768115942,0.28123369565217393,"{""Gemini"": 255, ""Scout"": 21}",,,
oracle_after_scout_real_utility,oracle_after_scout,5e-05,276,0.6666666666666666,0.55703982604119,3506.804347826087,0.4913264492753623,"{""Gemini"": 89, ""OSS"": 73, ""Scout"": 114}",,,
always_scout,always_direct,7.5e-05,276,0.07971014492753623,0.4489173603515872,1971.159420289855,-0.06812681159420289,"{""Scout"": 276}",,,
always_oss,always_direct,7.5e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.2822246376811595,"{""OSS"": 276}",,,
always_gemini,always_direct,7.5e-05,276,0.5398550724637681,0.5793432107317519,3551.376811594203,0.2735018115942029,"{""Gemini"": 276}",,,
post_scout_router,router_after_scout,7.5e-05,276,0.10507246376811594,0.45998036369082956,2055.18115942029,-0.04906612318840581,"{""Gemini"": 9, ""Scout"": 267}",,,
post_scout_reward_only,router_after_scout_reward_only,7.5e-05,276,0.5362318840579711,0.5916132511721329,5099.963768115942,0.15373460144927542,"{""Gemini"": 255, ""Scout"": 21}",,,
oracle_after_scout_real_utility,oracle_after_scout,7.5e-05,276,0.6630434782608695,0.5571858601086226,3457.5289855072465,0.40372880434782604,"{""Gemini"": 88, ""OSS"": 73, ""Scout"": 115}",,,
always_scout,always_direct,0.0001,276,0.07971014492753623,0.4489173603515872,1971.159420289855,-0.11740579710144927,"{""Scout"": 276}",,,
always_oss,always_direct,0.0001,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.18185507246376814,"{""OSS"": 276}",,,
always_gemini,always_direct,0.0001,276,0.5398550724637681,0.5793432107317519,3551.376811594203,0.18471739130434778,"{""Gemini"": 276}",,,
post_scout_router,router_after_scout,0.0001,276,0.09057971014492754,0.4523933255642791,1992.1739130434783,-0.10863768115942031,"{""Gemini"": 3, ""Scout"": 273}",,,
post_scout_reward_only,router_after_scout_reward_only,0.0001,276,0.5362318840579711,0.5916132511721329,5099.963768115942,0.0262355072463768,"{""Gemini"": 255, ""Scout"": 21}",,,
oracle_after_scout_real_utility,oracle_after_scout,0.0001,276,0.6594202898550725,0.5560677221365534,3415.213768115942,0.3178989130434783,"{""Gemini"": 88, ""OSS"": 72, ""Scout"": 116}",,,
always_scout,always_direct,0.00015,276,0.07971014492753623,0.4489173603515872,1971.159420289855,-0.215963768115942,"{""Scout"": 276}",,,
always_oss,always_direct,0.00015,276,0.5833333333333334,0.4826003043730569,4014.782608695652,-0.018884057971014334,"{""OSS"": 276}",,,
always_gemini,always_direct,0.00015,276,0.5398550724637681,0.5793432107317519,3551.376811594203,0.0071485507246377145,"{""Gemini"": 276}",,,
post_scout_router,router_after_scout,0.00015,276,0.07971014492753623,0.4489173603515872,1971.159420289855,-0.215963768115942,"{""Scout"": 276}",,,
post_scout_reward_only,router_after_scout_reward_only,0.00015,276,0.5362318840579711,0.5916132511721329,5099.963768115942,-0.22876268115942022,"{""Gemini"": 255, ""Scout"": 21}",,,
oracle_after_scout_real_utility,oracle_after_scout,0.00015,276,0.644927536231884,0.556448809927119,3302.2572463768115,0.14958894927536237,"{""Gemini"": 88, ""OSS"": 68, ""Scout"": 120}",,,
always_scout,always_direct,0.0002,276,0.07971014492753623,0.4489173603515872,1971.159420289855,-0.3145217391304348,"{""Scout"": 276}",,,
always_oss,always_direct,0.0002,276,0.5833333333333334,0.4826003043730569,4014.782608695652,-0.2196231884057971,"{""OSS"": 276}",,,
always_gemini,always_direct,0.0002,276,0.5398550724637681,0.5793432107317519,3551.376811594203,-0.17042028985507252,"{""Gemini"": 276}",,,
post_scout_router,router_after_scout,0.0002,276,0.07971014492753623,0.4489173603515872,1971.159420289855,-0.3145217391304348,"{""Scout"": 276}",,,
post_scout_reward_only,router_after_scout_reward_only,0.0002,276,0.5362318840579711,0.5916132511721329,5099.963768115942,-0.48376086956521747,"{""Gemini"": 255, ""Scout"": 21}",,,
oracle_after_scout_real_utility,oracle_after_scout,0.0002,276,0.6304347826086957,0.554949538100449,3224.018115942029,-0.014368840579710107,"{""Gemini"": 86, ""OSS"": 66, ""Scout"": 124}",,,
cascade_threshold_order_sweep_real_eval,cascade_real_eval_optimized,0.0,276,0.5942028985507246,0.5067634147382276,6838.608695652174,0.5942028985507246,"{""Gemini"": 55, ""OSS"": 220, ""Scout"": 1}","[0, 1, 2]","[""Scout"", ""OSS"", ""Gemini""]","[0.8203125, 0.25]"
cascade_threshold_order_sweep_real_eval,cascade_real_eval_optimized,1e-06,276,0.5942028985507246,0.5068074762795808,4871.992753623188,0.5893309057971015,"{""Gemini"": 55, ""OSS"": 221}","[1, 2, 0]","[""OSS"", ""Gemini"", ""Scout""]","[0.25, 0.06494040625]"
cascade_threshold_order_sweep_real_eval,cascade_real_eval_optimized,2e-06,276,0.5942028985507246,0.5068074762795808,4871.992753623188,0.5844589130434782,"{""Gemini"": 55, ""OSS"": 221}","[1, 2, 0]","[""OSS"", ""Gemini"", ""Scout""]","[0.25, 0.06494040625]"
cascade_threshold_order_sweep_real_eval,cascade_real_eval_optimized,3e-06,276,0.5942028985507246,0.5068074762795808,4871.992753623188,0.579586920289855,"{""Gemini"": 55, ""OSS"": 221}","[1, 2, 0]","[""OSS"", ""Gemini"", ""Scout""]","[0.25, 0.06494040625]"
cascade_threshold_order_sweep_real_eval,cascade_real_eval_optimized,5e-06,276,0.5942028985507246,0.5068074762795808,4871.992753623188,0.5698429347826087,"{""Gemini"": 55, ""OSS"": 221}","[1, 2, 0]","[""OSS"", ""Gemini"", ""Scout""]","[0.25, 0.06494040625]"
cascade_threshold_order_sweep_real_eval,cascade_real_eval_optimized,7.5e-06,276,0.5942028985507246,0.5068074762795808,4871.992753623188,0.5576629528985507,"{""Gemini"": 55, ""OSS"": 221}","[1, 2, 0]","[""OSS"", ""Gemini"", ""Scout""]","[0.25, 0.06494040625]"
cascade_threshold_order_sweep_real_eval,cascade_real_eval_optimized,1e-05,276,0.5942028985507246,0.5068074762795808,4871.992753623188,0.5454829710144927,"{""Gemini"": 55, ""OSS"": 221}","[1, 2, 0]","[""OSS"", ""Gemini"", ""Scout""]","[0.25, 0.06494040625]"
cascade_threshold_order_sweep_real_eval,cascade_real_eval_optimized,1.25e-05,276,0.5942028985507246,0.5068074762795808,4871.992753623188,0.5333029891304347,"{""Gemini"": 55, ""OSS"": 221}","[1, 2, 0]","[""OSS"", ""Gemini"", ""Scout""]","[0.25, 0.06494040625]"
cascade_threshold_order_sweep_real_eval,cascade_real_eval_optimized,1.5e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.5231115942028985,"{""OSS"": 276}","[1, 0, 2]","[""OSS"", ""Scout"", ""Gemini""]","[0.06982321875, 0.033446265625]"
cascade_threshold_order_sweep_real_eval,cascade_real_eval_optimized,2e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.5030376811594204,"{""OSS"": 276}","[1, 0, 2]","[""OSS"", ""Scout"", ""Gemini""]","[0.06982321875, 0.033446265625]"
cascade_threshold_order_sweep_real_eval,cascade_real_eval_optimized,3e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.46288985507246383,"{""OSS"": 276}","[1, 0, 2]","[""OSS"", ""Scout"", ""Gemini""]","[0.06982321875, 0.033446265625]"
cascade_threshold_order_sweep_real_eval,cascade_real_eval_optimized,5e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.38259420289855073,"{""OSS"": 276}","[1, 0, 2]","[""OSS"", ""Scout"", ""Gemini""]","[0.06982321875, 0.033446265625]"
cascade_threshold_order_sweep_real_eval,cascade_real_eval_optimized,7.5e-05,276,0.5833333333333334,0.4826003043730569,4014.782608695652,0.2822246376811595,"{""OSS"": 276}","[1, 0, 2]","[""OSS"", ""Scout"", ""Gemini""]","[0.06982321875, 0.033446265625]"
cascade_threshold_order_sweep_real_eval,cascade_real_eval_optimized,0.0001,276,0.5398550724637681,0.5793432107317519,3551.376811594203,0.18471739130434778,"{""Gemini"": 276}","[2, 0, 1]","[""Gemini"", ""Scout"", ""OSS""]","[0.06494040625, 0.033446265625]"
cascade_threshold_order_sweep_real_eval,cascade_real_eval_optimized,0.00015,276,0.5398550724637681,0.5793432107317519,3551.376811594203,0.0071485507246377145,"{""Gemini"": 276}","[2, 0, 1]","[""Gemini"", ""Scout"", ""OSS""]","[0.06494040625, 0.033446265625]"
cascade_threshold_order_sweep_real_eval,cascade_real_eval_optimized,0.0002,276,0.5398550724637681,0.5793432107317519,3551.376811594203,-0.17042028985507252,"{""Gemini"": 276}","[2, 0, 1]","[""Gemini"", ""Scout"", ""OSS""]","[0.06494040625, 0.033446265625]"
