policy,lambda_dollar,n,solve_rate,mean_cost_dollars,mean_cost_per_1000,utility,mean_calls,stopped_before_any_call,stopped_after_failed_calls,called_counts_by_route,first_counts_by_route,top_sequences
always_120B,5,286,0.47202797202797203,0.013906351258741257,13.906351258741257,0.40249621573426575,1.0,0,151,"{""120B"": 286}","{""120B"": 286}","{""120B"": 286}"
seq_global_train_stop,7.5,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.4558079414772727,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_input_pred_stop,7.5,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.4558079414772727,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_post_pred_stop_all_routes,7.5,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.4558079414772727,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_scout_first_post_pred_stop_remaining,7.5,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.4558079414772727,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
always_4B,7.5,286,0.2902097902097902,0.0002618322587412584,0.2618322587412584,0.2882460482692308,1.0,0,203,"{""4B"": 286}","{""4B"": 286}","{""4B"": 286}"
always_20B,7.5,286,0.3881118881118881,0.0030106595979020982,3.010659597902098,0.3655319411276224,1.0,0,175,"{""20B"": 286}","{""20B"": 286}","{""20B"": 286}"
always_30B,7.5,286,0.4020979020979021,0.00432884419580419,4.32884419580419,0.3696315706293707,1.0,0,171,"{""30B"": 286}","{""30B"": 286}","{""30B"": 286}"
always_120B,7.5,286,0.47202797202797203,0.013906351258741257,13.906351258741257,0.3677303375874126,1.0,0,151,"{""120B"": 286}","{""120B"": 286}","{""120B"": 286}"
seq_global_train_stop,10,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.42126373548951046,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_input_pred_stop,10,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.42126373548951046,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_post_pred_stop_all_routes,10,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.42126373548951046,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_scout_first_post_pred_stop_remaining,10,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.42126373548951046,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
always_4B,10,286,0.2902097902097902,0.0002618322587412584,0.2618322587412584,0.28759146762237764,1.0,0,203,"{""4B"": 286}","{""4B"": 286}","{""4B"": 286}"
always_20B,10,286,0.3881118881118881,0.0030106595979020982,3.010659597902098,0.35800529213286714,1.0,0,175,"{""20B"": 286}","{""20B"": 286}","{""20B"": 286}"
always_30B,10,286,0.4020979020979021,0.00432884419580419,4.32884419580419,0.3588094601398602,1.0,0,171,"{""30B"": 286}","{""30B"": 286}","{""30B"": 286}"
always_120B,10,286,0.47202797202797203,0.013906351258741257,13.906351258741257,0.33296445944055947,1.0,0,151,"{""120B"": 286}","{""120B"": 286}","{""120B"": 286}"
seq_global_train_stop,12.5,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.3867195295017482,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_input_pred_stop,12.5,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.3867195295017482,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_post_pred_stop_all_routes,12.5,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.3867195295017482,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_scout_first_post_pred_stop_remaining,12.5,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.3867195295017482,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
always_4B,12.5,286,0.2902097902097902,0.0002618322587412584,0.2618322587412584,0.2869368869755245,1.0,0,203,"{""4B"": 286}","{""4B"": 286}","{""4B"": 286}"
always_20B,12.5,286,0.3881118881118881,0.0030106595979020982,3.010659597902098,0.3504786431381119,1.0,0,175,"{""20B"": 286}","{""20B"": 286}","{""20B"": 286}"
always_30B,12.5,286,0.4020979020979021,0.00432884419580419,4.32884419580419,0.3479873496503497,1.0,0,171,"{""30B"": 286}","{""30B"": 286}","{""30B"": 286}"
always_120B,12.5,286,0.47202797202797203,0.013906351258741257,13.906351258741257,0.29819858129370636,1.0,0,151,"{""120B"": 286}","{""120B"": 286}","{""120B"": 286}"
seq_global_train_stop,15,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.35217532351398595,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_input_pred_stop,15,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.35217532351398595,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_post_pred_stop_all_routes,15,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.35217532351398595,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_scout_first_post_pred_stop_remaining,15,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.35217532351398595,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
always_4B,15,286,0.2902097902097902,0.0002618322587412584,0.2618322587412584,0.28628230632867135,1.0,0,203,"{""4B"": 286}","{""4B"": 286}","{""4B"": 286}"
always_20B,15,286,0.3881118881118881,0.0030106595979020982,3.010659597902098,0.34295199414335664,1.0,0,175,"{""20B"": 286}","{""20B"": 286}","{""20B"": 286}"
always_30B,15,286,0.4020979020979021,0.00432884419580419,4.32884419580419,0.33716523916083924,1.0,0,171,"{""30B"": 286}","{""30B"": 286}","{""30B"": 286}"
always_120B,15,286,0.47202797202797203,0.013906351258741257,13.906351258741257,0.2634327031468532,1.0,0,151,"{""120B"": 286}","{""120B"": 286}","{""120B"": 286}"
seq_global_train_stop,17.5,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.3176311175262237,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_input_pred_stop,17.5,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.3176311175262237,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_post_pred_stop_all_routes,17.5,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.3176311175262237,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_scout_first_post_pred_stop_remaining,17.5,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.3176311175262237,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
always_4B,17.5,286,0.2902097902097902,0.0002618322587412584,0.2618322587412584,0.2856277256818182,1.0,0,203,"{""4B"": 286}","{""4B"": 286}","{""4B"": 286}"
always_20B,17.5,286,0.3881118881118881,0.0030106595979020982,3.010659597902098,0.3354253451486014,1.0,0,175,"{""20B"": 286}","{""20B"": 286}","{""20B"": 286}"
always_30B,17.5,286,0.4020979020979021,0.00432884419580419,4.32884419580419,0.32634312867132875,1.0,0,171,"{""30B"": 286}","{""30B"": 286}","{""30B"": 286}"
always_120B,17.5,286,0.47202797202797203,0.013906351258741257,13.906351258741257,0.22866682500000005,1.0,0,151,"{""120B"": 286}","{""120B"": 286}","{""120B"": 286}"
seq_global_train_stop,20,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.28308691153846144,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_input_pred_stop,20,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.28308691153846144,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_post_pred_stop_all_routes,20,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.28308691153846144,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_scout_first_post_pred_stop_remaining,20,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.28308691153846144,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
always_4B,20,286,0.2902097902097902,0.0002618322587412584,0.2618322587412584,0.284973145034965,1.0,0,203,"{""4B"": 286}","{""4B"": 286}","{""4B"": 286}"
always_20B,20,286,0.3881118881118881,0.0030106595979020982,3.010659597902098,0.32789869615384615,1.0,0,175,"{""20B"": 286}","{""20B"": 286}","{""20B"": 286}"
always_30B,20,286,0.4020979020979021,0.00432884419580419,4.32884419580419,0.31552101818181827,1.0,0,171,"{""30B"": 286}","{""30B"": 286}","{""30B"": 286}"
always_120B,20,286,0.47202797202797203,0.013906351258741257,13.906351258741257,0.1939009468531469,1.0,0,151,"{""120B"": 286}","{""120B"": 286}","{""120B"": 286}"
seq_global_train_stop,22.5,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.24854270555069918,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_input_pred_stop,22.5,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.24854270555069918,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_post_pred_stop_all_routes,22.5,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.24854270555069918,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_scout_first_post_pred_stop_remaining,22.5,286,0.5594405594405595,0.013817682395104901,13.817682395104901,0.24854270555069918,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
always_4B,22.5,286,0.2902097902097902,0.0002618322587412584,0.2618322587412584,0.28431856438811187,1.0,0,203,"{""4B"": 286}","{""4B"": 286}","{""4B"": 286}"
always_20B,22.5,286,0.3881118881118881,0.0030106595979020982,3.010659597902098,0.3203720471590909,1.0,0,175,"{""20B"": 286}","{""20B"": 286}","{""20B"": 286}"
always_30B,22.5,286,0.4020979020979021,0.00432884419580419,4.32884419580419,0.3046989076923078,1.0,0,171,"{""30B"": 286}","{""30B"": 286}","{""30B"": 286}"
always_120B,22.5,286,0.47202797202797203,0.013906351258741257,13.906351258741257,0.15913506870629374,1.0,0,151,"{""120B"": 286}","{""120B"": 286}","{""120B"": 286}"
