budget_pct_of_oss120,series,available,lambda,mean_reward,mean_cost,cost_pct_of_always_oss120,mean_utility_at_own_lambda,choice_counts_by_route
25,State policy w03 forced-scout max2,True,10.0,0.3426573426573426,0.0013552277202797,9.745386802507454,0.3291050654545454,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 233, 'solver:openai/gpt-oss-20b': 17, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 6, 'solver:openai/gpt-oss-120b': 30}"
25,State policy w03 flexible max2,True,10.0,0.3461538461538461,0.0014069687062937,10.117454105075241,0.332084159090909,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 231, 'solver:openai/gpt-oss-20b': 17, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 6, 'solver:openai/gpt-oss-120b': 32}"
25,Cascade order/threshold sweep,True,15.0,0.3846153846153846,0.0029151124300699,20.962453600023352,0.3408886981643357,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 67, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 219}"
25,Oracle post-scout,True,0.25,0.5594405594405595,0.0015060818636363634,10.830172743476977,0.5590640389746504,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
30,Best always direct,True,,0.3881118881118881,0.0030106595979020974,21.64952935450739,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
30,Input-only reward + fixed train-mean cost,True,29.5,0.3881118881118881,0.002913185374125874,20.94859621998044,0.30217291957517484,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 9, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 277}"
30,Post-scout reward + fixed train-mean cost,True,19.75,0.3811188811188811,0.0024815098636363636,17.84443537679616,0.3321090613120629,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 126, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 160}"
30,Post-scout reward + predicted expert cost,True,6.5,0.3881118881118881,0.003232372426573426,23.243857187496396,0.3671014673391608,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 95, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 13, ""solver:openai/gpt-oss-20b"": 178}"
30,State policy w03 forced-scout max2,True,5.0,0.3671328671328671,0.0038776870664335,27.884288224030453,0.3477444318006993,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 204, 'solver:openai/gpt-oss-20b': 5, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 4, 'solver:openai/gpt-oss-120b': 73}"
30,State policy w03 flexible max2,True,5.0,0.3741258741258741,0.004160129555944,29.91532055059392,0.3533252263461538,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 193, 'solver:openai/gpt-oss-20b': 5, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 4, 'solver:openai/gpt-oss-120b': 84}"
30,Cascade order/threshold sweep,True,15.0,0.3846153846153846,0.0029151124300699,20.962453600023352,0.3408886981643357,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 67, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 219}"
30,Oracle post-scout,True,0.25,0.5594405594405595,0.0015060818636363634,10.830172743476977,0.5590640389746504,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
40,Best always direct,True,,0.4020979020979021,0.004328844195804196,31.12854058740368,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
40,Input-only reward + fixed train-mean cost,True,4.75,0.3916083916083916,0.004804734104895105,34.55064535260422,0.3687859046101399,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 48, ""solver:openai/gpt-oss-20b"": 238}"
40,Post-scout reward + fixed train-mean cost,True,19.75,0.3811188811188811,0.0024815098636363636,17.84443537679616,0.3321090613120629,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 126, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 160}"
40,Post-scout reward + predicted expert cost,True,5.0,0.3916083916083916,0.004535712849650349,32.61612456969465,0.36892982736013985,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 91, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 48, ""solver:openai/gpt-oss-20b"": 147}"
40,State policy w03 forced-scout max2,True,5.0,0.3671328671328671,0.0038776870664335,27.884288224030453,0.3477444318006993,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 204, 'solver:openai/gpt-oss-20b': 5, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 4, 'solver:openai/gpt-oss-120b': 73}"
40,State policy w03 flexible max2,True,5.0,0.3741258741258741,0.004160129555944,29.91532055059392,0.3533252263461538,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 193, 'solver:openai/gpt-oss-20b': 5, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 4, 'solver:openai/gpt-oss-120b': 84}"
40,Cascade order/threshold sweep,True,15.0,0.3846153846153846,0.0029151124300699,20.962453600023352,0.3408886981643357,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 67, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 219}"
40,Oracle post-scout,True,0.25,0.5594405594405595,0.0015060818636363634,10.830172743476977,0.5590640389746504,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
