series,policy_type,lambda,mean_reward,mean_cost,mean_utility,mean_pred_reward,mean_pred_decision_cost,choice_counts_by_route,cost_pct_of_always_oss120,n_eval
Input-only reward + fixed train-mean cost,learned_direct,43.5,0.3321678321678322,0.001555722944055944,0.26449388410139857,0.3775382914118,0.0012638331112901058,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 173, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 113}",11.18713971127435,286
Input-only reward + fixed train-mean cost,learned_direct,42.5,0.33916083916083917,0.0019026549230769232,0.2582980049300699,0.3899314615067902,0.0015520167729896625,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 140, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 146}",13.681913304763905,286
Input-only reward + fixed train-mean cost,learned_direct,42.0,0.34615384615384615,0.0020275228636363637,0.2609978858811189,0.3932523157421526,0.0016306123170895417,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 131, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 155}",14.579833530106631,286
Input-only reward + fixed train-mean cost,learned_direct,41.5,0.34965034965034963,0.002131344636363636,0.26119954724125877,0.39580926955579876,0.001691742184722781,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 124, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 162}",15.326411628096297,286
Input-only reward + fixed train-mean cost,learned_direct,40.5,0.3531468531468531,0.0021834447727272725,0.2647173398513986,0.39974821510014835,0.0017878034052892994,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 113, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 173}",15.701061566058183,286
Input-only reward + fixed train-mean cost,learned_direct,38.5,0.35664335664335667,0.0022347129195804194,0.2706069092395105,0.40390413478537873,0.0018925974640891382,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 101, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 185}",16.069728701665884,286
Input-only reward + fixed train-mean cost,learned_direct,37.0,0.36013986013986016,0.0023183630909090905,0.27436042577622377,0.4055606548811172,0.0019362616552557378,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 96, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 190}",16.67125364355954,286
Input-only reward + fixed train-mean cost,learned_direct,36.5,0.36363636363636365,0.00233934786013986,0.2782501667412587,0.4062055645289121,0.001953727331722378,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 94, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 192}",16.822154256094972,286
Input-only reward + fixed train-mean cost,learned_direct,35.5,0.3706293706293706,0.0023786342237762234,0.2861878556853147,0.4093361968969132,0.0020410557140555768,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 84, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 202}",17.10466088134413,286
Input-only reward + fixed train-mean cost,learned_direct,34.0,0.3741258741258741,0.002492171125874126,0.2893920558461538,0.41449977488784523,0.0021895139640220147,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 67, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 219}",17.921100075101265,286
Input-only reward + fixed train-mean cost,learned_direct,33.5,0.3776223776223776,0.002530153825174825,0.29286222447902105,0.41597151037279545,0.0022331781551886143,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 62, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 224}",18.19423210372613,286
Input-only reward + fixed train-mean cost,learned_direct,33.0,0.3811188811188811,0.002599052101398601,0.2953501617727272,0.4185844117944891,0.0023117736992884935,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 53, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 233}",18.689676774595263,286
Input-only reward + fixed train-mean cost,learned_direct,32.0,0.38461538461538464,0.0027003955209790207,0.298202727944056,0.42144286601276665,0.0023991020816216927,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 43, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 243}",19.418433137028703,286
Input-only reward + fixed train-mean cost,learned_direct,29.5,0.3881118881118881,0.002913185374125874,0.30217291957517484,0.43055868503097056,0.0026960185815545694,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 9, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 277}",20.94859621998044,286
Input-only reward + fixed train-mean cost,learned_direct,4.75,0.3916083916083916,0.004804734104895105,0.3687859046101399,0.4419586499045779,0.004668952870135101,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 48, ""solver:openai/gpt-oss-20b"": 238}",34.55064535260422,286
Input-only reward + fixed train-mean cost,learned_direct,4.5,0.3951048951048951,0.008435554143356642,0.3571449014597902,0.457662564370182,0.00806297645399627,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 134, ""solver:openai/gpt-oss-20b"": 152}",60.659722930946515,286
Input-only reward + fixed train-mean cost,learned_direct,4.25,0.4090909090909091,0.009963805846153846,0.36674473424475523,0.4638992723051485,0.00948373051235676,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 170, ""solver:openai/gpt-oss-20b"": 116}",71.64931807608983,286
Input-only reward + fixed train-mean cost,learned_direct,4.0,0.4195804195804196,0.010347832961538463,0.37818908773426574,0.4661933725530451,0.01003624597949695,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 184, ""solver:openai/gpt-oss-20b"": 102}",74.41084126962504,286
Input-only reward + fixed train-mean cost,learned_direct,3.75,0.4230769230769231,0.010599450335664335,0.3833289843181818,0.4675777713944028,0.010391434494087075,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 193, ""solver:openai/gpt-oss-20b"": 93}",76.22021145914698,286
Input-only reward + fixed train-mean cost,learned_direct,3.5,0.43006993006993005,0.011276219674825175,0.3906031612080419,0.47087287267188094,0.011299138475817387,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 216, ""solver:openai/gpt-oss-20b"": 70}",81.08683194477175,286
Input-only reward + fixed train-mean cost,learned_direct,3.25,0.4405594405594406,0.012199461209790211,0.40091119162762234,0.47447416009186033,0.012364704019587752,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 243, ""solver:openai/gpt-oss-20b"": 43}",87.72582385420381,286
Input-only reward + fixed train-mean cost,learned_direct,3.0,0.458041958041958,0.013254713297202798,0.41827781815034965,0.47802587384944195,0.013509200344378148,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 272, ""solver:openai/gpt-oss-20b"": 14}",95.31409821732458,286
Input-only reward + fixed train-mean cost,learned_direct,0.0,0.47202797202797203,0.01390635125874126,0.47202797202797203,0.47963227362899513,0.01406171581151834,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}",100.0,286
Oracle post-scout,oracle,230.11764705882354,0.479020979020979,0.0006368812657342658,0.3324633606943645,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 232, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 16, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 37}",4.579786990019648,286
Oracle post-scout,oracle,220.1764705882353,0.4825174825174825,0.0006521802867132867,0.3389227288017277,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 231, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 17, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 37}",4.689801620704345,286
Oracle post-scout,oracle,218.18823529411765,0.48951048951048953,0.0006841329615384615,0.3402407259258742,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 229, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 17, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 39}",4.919571991311733,286
Oracle post-scout,oracle,212.2235294117647,0.493006993006993,0.0007002114930069929,0.34440563862636775,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 228, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 17, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 40}",5.035192049868966,286
Oracle post-scout,oracle,204.27058823529413,0.4965034965034965,0.0007167272972027971,0.3500971898995886,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 227, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 18, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 40}",5.153956518625088,286
Oracle post-scout,oracle,184.38823529411764,0.5,0.0007339731713286712,0.36466398218547924,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 226, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 19, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 40}",5.277970890224061,286
Oracle post-scout,oracle,164.50588235294117,0.5034965034965035,0.0007531129825174825,0.3796049877960099,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 225, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 19, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 41}",5.415604485354061,286
Oracle post-scout,oracle,140.64705882352942,0.506993006993007,0.0007744310244755244,0.39807156113883174,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 224, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 20, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 41}",5.568901648365399,286
Oracle post-scout,oracle,128.71764705882353,0.5104895104895105,0.0007993669685314686,0.4075968751635952,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 223, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 21, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 41}",5.748214996575771,286
Oracle post-scout,oracle,124.74117647058824,0.513986013986014,0.0008265693111888111,0.41087878567383795,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 222, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 21, ""solver:openai/gpt-oss-120b"": 2, ""solver:openai/gpt-oss-20b"": 41}",5.943825923922682,286
Oracle post-scout,oracle,114.8,0.5209790209790209,0.0008832107097902097,0.41958643149510494,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 220, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 3, ""solver:openai/gpt-oss-20b"": 41}",6.351131891875957,286
Oracle post-scout,oracle,96.90588235294118,0.5244755244755245,0.0009137987517482517,0.43592305014434385,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 219, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 4, ""solver:openai/gpt-oss-20b"": 41}",6.571089243656604,286
Oracle post-scout,oracle,78.0,0.527972027972028,0.0009504187867132867,0.45383936260839164,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 218, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 5, ""solver:openai/gpt-oss-20b"": 41}",6.834422409083562,286
Oracle post-scout,oracle,77.0,0.5314685314685315,0.0009955225279720278,0.45481329681468535,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 217, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 41}",7.158761557574363,286
Oracle post-scout,oracle,75.5,0.534965034965035,0.0010410932622377622,0.45636249366608395,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 216, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 7, ""solver:openai/gpt-oss-20b"": 41}",7.486458833573266,286
Oracle post-scout,oracle,74.0,0.5384615384615384,0.0010875201503496503,0.4579850473356643,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 215, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 8, ""solver:openai/gpt-oss-20b"": 41}",7.820312676670355,286
Oracle post-scout,oracle,64.0,0.541958041958042,0.0011348031923076923,0.4693306376503497,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 214, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 9, ""solver:openai/gpt-oss-20b"": 41}",8.160323086865631,286
Oracle post-scout,oracle,62.0,0.5454545454545454,0.0011896748706293706,0.47169470347552456,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 213, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 10, ""solver:openai/gpt-oss-20b"": 41}",8.554903069067555,286
Oracle post-scout,oracle,57.0,0.548951048951049,0.0012460859895104897,0.4779241475489511,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 212, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 22, ""solver:openai/gpt-oss-120b"": 10, ""solver:openai/gpt-oss-20b"": 42}",8.960553105022601,286
Oracle post-scout,oracle,52.5,0.5524475524475524,0.001307687667832168,0.4837939498863636,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 211, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 10, ""solver:openai/gpt-oss-20b"": 42}",9.403528240451864,286
Oracle post-scout,oracle,27.0,0.5559440559440559,0.0013743898356643356,0.5188355303811188,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 210, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}",9.883180786192359,286
Oracle post-scout,oracle,0.25,0.5594405594405595,0.0015060818636363634,0.5590640389746504,,,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}",10.830172743476977,286
Post-scout reward + fixed train-mean cost,learned_direct,41.5,0.2902097902097902,0.0002618322587412587,0.27934375147202795,0.3907502203971356,0.0002770223909249569,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",1.882825004701906,286
Post-scout reward + fixed train-mean cost,learned_direct,40.5,0.3111888111888112,0.00046763746153846155,0.2922494939965035,0.39903756986548017,0.000480752798752731,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 265, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 21}",3.362761754234518,286
Post-scout reward + fixed train-mean cost,learned_direct,40.0,0.33916083916083917,0.0013358372832167832,0.28572734783216786,0.41894471426526986,0.0009755266463344685,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 214, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 72}",9.605950967023807,286
Post-scout reward + fixed train-mean cost,learned_direct,39.5,0.35664335664335667,0.0019066796538461538,0.2813295103164336,0.43169075323568357,0.001295674430063828,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 181, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 105}",13.710854978207545,286
Post-scout reward + fixed train-mean cost,learned_direct,39.0,0.36363636363636365,0.0020659388706293705,0.2830647476818182,0.4366466205020051,0.0014217932539572118,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 168, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 118}",14.856081456527008,286
Post-scout reward + fixed train-mean cost,learned_direct,38.0,0.3741258741258741,0.0022863328426573426,0.2872452261048951,0.44188729803878946,0.0015576135258423948,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 154, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 132}",16.44092544563189,286
Post-scout reward + fixed train-mean cost,learned_direct,33.5,0.3776223776223776,0.002354148818181818,0.29875839221328676,0.4454198738078137,0.0016546280057603824,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 144, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 142}",16.92858733668219,286
Post-scout reward + fixed train-mean cost,learned_direct,19.75,0.3811188811188811,0.0024815098636363636,0.3321090613120629,0.45009368043262643,0.00182925406961276,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 126, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 160}",17.84443537679616,286
Post-scout reward + fixed train-mean cost,learned_direct,4.5,0.3881118881118881,0.009340509073426574,0.3460795972814686,0.4791817754715473,0.007448125228218558,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 96, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 135, ""solver:openai/gpt-oss-20b"": 55}",67.16721661661835,286
Post-scout reward + fixed train-mean cost,learned_direct,3.25,0.3916083916083916,0.009947962027972029,0.3592775150174825,0.4816473752677024,0.008069210429844157,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 93, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 150, ""solver:openai/gpt-oss-20b"": 43}",71.53538583112471,286
Post-scout reward + fixed train-mean cost,learned_direct,2.0,0.3986013986013986,0.010428634342657343,0.3777441299160839,0.48293243275655734,0.008581600907931516,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 89, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 162, ""solver:openai/gpt-oss-20b"": 35}",74.99188067827718,286
Post-scout reward + fixed train-mean cost,learned_direct,1.75,0.4020979020979021,0.01052046920979021,0.3836870809807692,0.48315902179354553,0.008699997079461556,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 89, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 165, ""solver:openai/gpt-oss-20b"": 32}",75.6522614311015,286
Post-scout reward + fixed train-mean cost,learned_direct,1.0,0.40559440559440557,0.010966342940559442,0.39462806265384615,0.4838745478358302,0.009281616890577143,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 86, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 179, ""solver:openai/gpt-oss-20b"": 21}",78.85852109241246,286
Post-scout reward + fixed train-mean cost,learned_direct,0.75,0.4090909090909091,0.0110740788986014,0.4007853499169581,0.4840265257166816,0.009449179900608996,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 85, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 183, ""solver:openai/gpt-oss-20b"": 18}",79.63324593602833,286
Post-scout reward + fixed train-mean cost,learned_direct,0.5,0.4125874125874126,0.01133987956993007,0.40691747280244756,0.484208413041555,0.00973513908217089,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 84, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 190, ""solver:openai/gpt-oss-20b"": 12}",81.54460763244452,286
Post-scout reward + fixed train-mean cost,learned_direct,0.25,0.4195804195804196,0.011438386374125873,0.4167208229868882,0.4842783159517742,0.009893000644210946,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 84, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 194, ""solver:openai/gpt-oss-20b"": 8}",82.25296601030358,286
Post-scout reward + fixed train-mean cost,learned_direct,0.0,0.42657342657342656,0.011694677223776226,0.42657342657342656,0.4843356122712155,0.010307057445294678,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}",84.0959429701244,286
Post-scout reward + predicted expert cost,learned_direct,132.69411764705882,0.2902097902097902,0.0002618322587412587,0.25546618966458245,0.3907502203971356,0.0002618322587412587,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}",1.882825004701906,286
