series,policy_type,lambda,mean_reward,mean_cost,mean_utility,mean_pred_reward,mean_pred_decision_cost,choice_counts_by_route,cost_pct_of_always_oss120,n_eval
Post-scout reward + predicted expert cost,learned_direct,2.5,0.3951048951048951,0.010312823937062936,0.3693228352622377,0.48281778061723374,0.009054705661987118,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 87, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 161, ""solver:openai/gpt-oss-20b"": 38}",74.15909281437499,286
Post-scout reward + predicted expert cost,learned_direct,2.75,0.3951048951048951,0.01018267153846154,0.3671025483741258,0.48240763397066744,0.008897247367915582,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 157, ""solver:openai/gpt-oss-20b"": 41}",73.22317226857702,286
Post-scout reward + predicted expert cost,learned_direct,3.0,0.3951048951048951,0.009963403405594406,0.3652146848881119,0.4820573717564136,0.008773699002880534,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 155, ""solver:openai/gpt-oss-20b"": 43}",71.64642414257735,286
Post-scout reward + predicted expert cost,learned_direct,3.25,0.3916083916083916,0.00919143040909091,0.3617362427788462,0.4798577732139534,0.008068532408421805,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 142, ""solver:openai/gpt-oss-20b"": 56}",66.09519807227188,286
Post-scout reward + predicted expert cost,learned_direct,3.5,0.38461538461538464,0.008319468230769232,0.3554972458076923,0.47659498150948876,0.0071097799007266566,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 124, ""solver:openai/gpt-oss-20b"": 74}",59.82495390758792,286
Post-scout reward + predicted expert cost,learned_direct,3.75,0.3811188811188811,0.00721077063986014,0.3540784912194056,0.4732404341856083,0.006185022015700364,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 89, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 106, ""solver:openai/gpt-oss-20b"": 91}",51.852355126781305,286
Post-scout reward + predicted expert cost,learned_direct,4.0,0.3881118881118881,0.0062442291818181825,0.36313497138461537,0.47036376835166155,0.005444022683468989,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 90, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 91, ""solver:openai/gpt-oss-20b"": 105}",44.90199525122151,286
Post-scout reward + predicted expert cost,learned_direct,4.25,0.38461538461538464,0.005740179346153847,0.3602196223942308,0.4681840864094821,0.004914489030184012,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 90, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 79, ""solver:openai/gpt-oss-20b"": 117}",41.27739361211434,286
Post-scout reward + predicted expert cost,learned_direct,4.5,0.38461538461538464,0.005160481017482518,0.3613932200367133,0.4658992276950316,0.004388569862878062,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 90, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 66, ""solver:openai/gpt-oss-20b"": 130}",37.108806770854,286
Post-scout reward + predicted expert cost,learned_direct,4.75,0.3881118881118881,0.004859322891608391,0.36503010437674827,0.46372365097065904,0.003917070415978225,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 91, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 55, ""solver:openai/gpt-oss-20b"": 140}",34.94319107288417,286
Post-scout reward + predicted expert cost,learned_direct,5.0,0.3916083916083916,0.004535712849650349,0.36892982736013985,0.4623473215770055,0.003635279989195314,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 91, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 48, ""solver:openai/gpt-oss-20b"": 147}",32.61612456969465,286
Post-scout reward + predicted expert cost,learned_direct,5.25,0.3881118881118881,0.003984486797202797,0.3671933324265735,0.45922789477801823,0.0030230884550379814,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 92, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 32, ""solver:openai/gpt-oss-20b"": 162}",28.652280695831166,286
Post-scout reward + predicted expert cost,learned_direct,5.5,0.38461538461538464,0.0038102437237762235,0.3636590441346154,0.4584486885712697,0.0028767139929936677,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 92, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 28, ""solver:openai/gpt-oss-20b"": 166}",27.39930592060357,286
Post-scout reward + predicted expert cost,learned_direct,5.75,0.3881118881118881,0.0036315822902097906,0.3672302899431818,0.4576461009837531,0.0027340916061363014,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 93, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 24, ""solver:openai/gpt-oss-20b"": 169}",26.114558899316233,286
Post-scout reward + predicted expert cost,learned_direct,6.0,0.3881118881118881,0.0035545974125874118,0.36678430363636366,0.4574227045466016,0.0026955630525735035,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 94, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 23, ""solver:openai/gpt-oss-20b"": 169}",25.560963810352924,286
Post-scout reward + predicted expert cost,learned_direct,6.25,0.38461538461538464,0.0033685782272727272,0.36356177069493006,0.4561355108772958,0.0024876566899101065,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 94, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 16, ""solver:openai/gpt-oss-20b"": 176}",24.223307498832988,286
Post-scout reward + predicted expert cost,learned_direct,6.5,0.3881118881118881,0.003232372426573426,0.3671014673391608,0.4555316212085577,0.002392849247248145,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 95, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 13, ""solver:openai/gpt-oss-20b"": 178}",23.243857187496396,286
Post-scout reward + predicted expert cost,learned_direct,6.75,0.38461538461538464,0.0031556694125874124,0.36331461608041954,0.4548869544601107,0.002296489490110865,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 96, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 10, ""solver:openai/gpt-oss-20b"": 180}",22.69228896835049,286
Post-scout reward + predicted expert cost,learned_direct,7.0,0.3776223776223776,0.0031182626748251746,0.3557945388986014,0.45462029119888386,0.0022575862582190865,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 98, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 9, ""solver:openai/gpt-oss-20b"": 179}",22.423298655462162,286
Post-scout reward + predicted expert cost,learned_direct,7.25,0.3776223776223776,0.002971701493006993,0.3560775417980769,0.45424286979478556,0.0022048060095226246,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 98, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 7, ""solver:openai/gpt-oss-20b"": 181}",21.36938322436692,286
Post-scout reward + predicted expert cost,learned_direct,7.5,0.3776223776223776,0.002944140513986014,0.3555413237674825,0.45398379872728895,0.0021698991802162025,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 99, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 181}",21.171193357678096,286
Post-scout reward + predicted expert cost,learned_direct,7.75,0.3741258741258741,0.0029361739195804194,0.3513705262491259,0.45392501854396367,0.002162160181974614,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 100, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 180}",21.11390590493533,286
Post-scout reward + predicted expert cost,learned_direct,8.0,0.3706293706293706,0.0027762116643356644,0.3484196773146853,0.4531197754236368,0.0020605444069713165,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 101, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 2, ""solver:openai/gpt-oss-20b"": 183}",19.96362390595155,286
Post-scout reward + predicted expert cost,learned_direct,8.25,0.3706293706293706,0.0027425555769230764,0.34800328711975526,0.45294514986184925,0.0020391790786526247,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 101, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 184}",19.721604365481273,286
Post-scout reward + predicted expert cost,learned_direct,8.5,0.3741258741258741,0.0027316276258741255,0.350907039305944,0.4528857236141925,0.002032007977832986,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 102, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 183}",19.643021918902544,286
Post-scout reward + predicted expert cost,learned_direct,8.75,0.3741258741258741,0.0027316276258741255,0.35022413239947553,0.4528857236141925,0.002032007977832986,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 102, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 183}",19.643021918902544,286
Post-scout reward + predicted expert cost,learned_direct,9.0,0.3741258741258741,0.0027316276258741255,0.349541225493007,0.4528857236141925,0.002032007977832986,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 102, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 183}",19.643021918902544,286
Post-scout reward + predicted expert cost,learned_direct,9.25,0.3741258741258741,0.0027316276258741255,0.3488583185865385,0.4528857236141925,0.002032007977832986,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 102, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 183}",19.643021918902544,286
Post-scout reward + predicted expert cost,learned_direct,9.5,0.3741258741258741,0.0027316276258741255,0.3481754116800699,0.4528857236141925,0.002032007977832986,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 102, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 183}",19.643021918902544,286
Post-scout reward + predicted expert cost,learned_direct,9.75,0.3741258741258741,0.0026289963251748248,0.3484931599554196,0.452629885994471,0.0020054639522527405,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 103, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 183}",18.905004456307612,286
Post-scout reward + predicted expert cost,learned_direct,10.0,0.3741258741258741,0.0026236322727272725,0.34788955139860145,0.45253035436560224,0.0019953376722013022,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 104, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 182}",18.866431775755043,286
Post-scout reward + predicted expert cost,learned_direct,10.25,0.3741258741258741,0.002609665751748252,0.3473768001704545,0.4524325878470094,0.0019857184617531514,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 105, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 181}",18.765999097771008,286
Post-scout reward + predicted expert cost,learned_direct,10.5,0.3741258741258741,0.002609665751748252,0.34672438373251746,0.4524325878470094,0.0019857184617531514,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 105, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 181}",18.765999097771008,286
Post-scout reward + predicted expert cost,learned_direct,10.75,0.3741258741258741,0.002609665751748252,0.3460719672945804,0.4524325878470094,0.0019857184617531514,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 105, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 181}",18.765999097771008,286
Post-scout reward + predicted expert cost,learned_direct,11.0,0.3741258741258741,0.002606127566433566,0.3454584708951049,0.45235062458298425,0.0019781173872632407,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 106, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 180}",18.740556152681712,286
Post-scout reward + predicted expert cost,learned_direct,11.25,0.3741258741258741,0.002606127566433566,0.3448069390034965,0.45235062458298425,0.0019781173872632407,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 106, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 180}",18.740556152681712,286
Post-scout reward + predicted expert cost,learned_direct,11.5,0.3741258741258741,0.002606127566433566,0.34415540711188813,0.45235062458298425,0.0019781173872632407,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 106, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 180}",18.740556152681712,286
Post-scout reward + predicted expert cost,learned_direct,11.75,0.3741258741258741,0.002606127566433566,0.34350387522027975,0.45235062458298425,0.0019781173872632407,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 106, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 180}",18.740556152681712,286
Post-scout reward + predicted expert cost,learned_direct,12.0,0.3741258741258741,0.002606127566433566,0.34285234332867137,0.45235062458298425,0.0019781173872632407,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 106, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 180}",18.740556152681712,286
Post-scout reward + predicted expert cost,learned_direct,12.25,0.3741258741258741,0.002606127566433566,0.34220081143706294,0.45235062458298425,0.0019781173872632407,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 106, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 180}",18.740556152681712,286
Post-scout reward + predicted expert cost,learned_direct,12.5,0.3741258741258741,0.002606127566433566,0.34154927954545455,0.45235062458298425,0.0019781173872632407,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 106, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 180}",18.740556152681712,286
Post-scout reward + predicted expert cost,learned_direct,12.75,0.3741258741258741,0.0025673664965034965,0.3413919512954546,0.45215991639590764,0.0019629165035537238,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 108, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 178}",18.461826892871702,286
Post-scout reward + predicted expert cost,learned_direct,13.0,0.3741258741258741,0.0025636466328671326,0.3407984678986014,0.4520858784655591,0.001957171976514149,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 109, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 177}",18.43507750644278,286
Post-scout reward + predicted expert cost,learned_direct,13.25,0.3741258741258741,0.0025636466328671326,0.34015755624038463,0.4520858784655591,0.001957171976514149,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 109, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 177}",18.43507750644278,286
Post-scout reward + predicted expert cost,learned_direct,13.5,0.3741258741258741,0.0025636466328671326,0.33951664458216785,0.4520858784655591,0.001957171976514149,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 109, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 177}",18.43507750644278,286
Post-scout reward + predicted expert cost,learned_direct,13.75,0.3741258741258741,0.0025636466328671326,0.33887573292395107,0.4520858784655591,0.001957171976514149,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 109, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 177}",18.43507750644278,286
Post-scout reward + predicted expert cost,learned_direct,14.0,0.3741258741258741,0.0025636466328671326,0.33823482126573423,0.4520858784655591,0.001957171976514149,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 109, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 177}",18.43507750644278,286
Post-scout reward + predicted expert cost,learned_direct,14.25,0.3741258741258741,0.0025636466328671326,0.33759390960751745,0.4520858784655591,0.001957171976514149,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 109, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 177}",18.43507750644278,286
Post-scout reward + predicted expert cost,learned_direct,14.5,0.3741258741258741,0.0025636466328671326,0.3369529979493007,0.4520858784655591,0.001957171976514149,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 109, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 177}",18.43507750644278,286
Post-scout reward + predicted expert cost,learned_direct,14.75,0.3741258741258741,0.0025636466328671326,0.3363120862910839,0.4520858784655591,0.001957171976514149,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 109, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 177}",18.43507750644278,286
Post-scout reward + predicted expert cost,learned_direct,15.0,0.3741258741258741,0.0025636466328671326,0.3356711746328671,0.4520858784655591,0.001957171976514149,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 109, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 177}",18.43507750644278,286
Post-scout reward + predicted expert cost,learned_direct,15.25,0.3741258741258741,0.0025636466328671326,0.33503026297465033,0.4520858784655591,0.001957171976514149,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 109, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 177}",18.43507750644278,286
Post-scout reward + predicted expert cost,learned_direct,15.5,0.3741258741258741,0.0025636466328671326,0.33438935131643355,0.4520858784655591,0.001957171976514149,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 109, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 177}",18.43507750644278,286
Post-scout reward + predicted expert cost,learned_direct,15.75,0.3706293706293706,0.0025598495559440554,0.3303117401232517,0.45204000393827476,0.0019542324381028376,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 110, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 176}",18.407772882444515,286
Post-scout reward + predicted expert cost,learned_direct,16.0,0.3706293706293706,0.0025598495559440554,0.3296717777342657,0.45204000393827476,0.0019542324381028376,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 110, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 176}",18.407772882444515,286
Post-scout reward + predicted expert cost,learned_direct,16.25,0.3706293706293706,0.002557324227272727,0.3290728519361888,0.4519497116545697,0.0019486192293566398,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 111, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 175}",18.389613347823666,286
Post-scout reward + predicted expert cost,learned_direct,16.5,0.3706293706293706,0.002557324227272727,0.32843352087937067,0.4519497116545697,0.0019486192293566398,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 111, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 175}",18.389613347823666,286
Post-scout reward + predicted expert cost,learned_direct,16.75,0.3706293706293706,0.002557324227272727,0.32779418982255243,0.4519497116545697,0.0019486192293566398,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 111, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 175}",18.389613347823666,286
Post-scout reward + predicted expert cost,learned_direct,17.0,0.3741258741258741,0.0025523916608391605,0.3307352158916084,0.45182812599452227,0.0019414204423147895,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 112, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 174}",18.354143465452715,286
Post-scout reward + predicted expert cost,learned_direct,17.25,0.3741258741258741,0.0025523916608391605,0.33009711797639857,0.45182812599452227,0.0019414204423147895,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 112, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 174}",18.354143465452715,286
Post-scout reward + predicted expert cost,learned_direct,17.5,0.3741258741258741,0.0025523916608391605,0.3294590200611888,0.45182812599452227,0.0019414204423147895,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 112, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 174}",18.354143465452715,286
