system,lambda,n,mean_reward,mean_true_cost,mean_pred_cost_for_choice,mean_utility,choice_counts_by_route
always::solver:openai/gpt-oss-20b,40,286,0.5344690677930728,0.0030106595979020974,nan,0.4140426838769888,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always::solver:openai/gpt-oss-20b,50,286,0.5344690677930728,0.0030106595979020974,nan,0.3839360878979678,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always::solver:openai/gpt-oss-20b,60,286,0.5344690677930728,0.0030106595979020974,nan,0.35382949191894686,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always::solver:openai/gpt-oss-20b,75,286,0.5344690677930728,0.0030106595979020974,nan,0.30866959795041543,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always::solver:openai/gpt-oss-20b,100,286,0.5344690677930728,0.0030106595979020974,nan,0.23340310800286299,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always::solver:openai/gpt-oss-20b,150,286,0.5344690677930728,0.0030106595979020974,nan,0.08287012810775807,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always::solver:openai/gpt-oss-20b,200,286,0.5344690677930728,0.0030106595979020974,nan,-0.06766285178734682,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,0,286,0.6111555199733272,0.004328844195804196,nan,0.6111555199733272,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,5,286,0.6111555199733272,0.004328844195804196,nan,0.5895112989943061,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,10,286,0.6111555199733272,0.004328844195804196,nan,0.5678670780152851,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,15,286,0.6111555199733272,0.004328844195804196,nan,0.5462228570362642,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,20,286,0.6111555199733272,0.004328844195804196,nan,0.5245786360572432,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,25,286,0.6111555199733272,0.004328844195804196,nan,0.5029344150782222,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,30,286,0.6111555199733272,0.004328844195804196,nan,0.48129019409920126,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,35,286,0.6111555199733272,0.004328844195804196,nan,0.4596459731201803,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,40,286,0.6111555199733272,0.004328844195804196,nan,0.4380017521411593,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,50,286,0.6111555199733272,0.004328844195804196,nan,0.39471331018311734,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,60,286,0.6111555199733272,0.004328844195804196,nan,0.3514248682250754,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,75,286,0.6111555199733272,0.004328844195804196,nan,0.28649220528801245,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,100,286,0.6111555199733272,0.004328844195804196,nan,0.17827110039290756,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,150,286,0.6111555199733272,0.004328844195804196,nan,-0.03817110939730221,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,200,286,0.6111555199733272,0.004328844195804196,nan,-0.254613319187512,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:openai/gpt-oss-120b,0,286,0.5703332492654823,0.01390635125874126,nan,0.5703332492654823,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:openai/gpt-oss-120b,5,286,0.5703332492654823,0.01390635125874126,nan,0.500801492971776,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:openai/gpt-oss-120b,10,286,0.5703332492654823,0.01390635125874126,nan,0.4312697366780698,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:openai/gpt-oss-120b,15,286,0.5703332492654823,0.01390635125874126,nan,0.3617379803843635,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:openai/gpt-oss-120b,20,286,0.5703332492654823,0.01390635125874126,nan,0.2922062240906572,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:openai/gpt-oss-120b,25,286,0.5703332492654823,0.01390635125874126,nan,0.22267446779695085,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:openai/gpt-oss-120b,30,286,0.5703332492654823,0.01390635125874126,nan,0.15314271150324457,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:openai/gpt-oss-120b,35,286,0.5703332492654823,0.01390635125874126,nan,0.08361095520953826,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:openai/gpt-oss-120b,40,286,0.5703332492654823,0.01390635125874126,nan,0.014079198915831974,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:openai/gpt-oss-120b,50,286,0.5703332492654823,0.01390635125874126,nan,-0.12498431367158064,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:openai/gpt-oss-120b,60,286,0.5703332492654823,0.01390635125874126,nan,-0.2640478262589932,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:openai/gpt-oss-120b,75,286,0.5703332492654823,0.01390635125874126,nan,-0.472643095140112,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:openai/gpt-oss-120b,100,286,0.5703332492654823,0.01390635125874126,nan,-0.8203018766086436,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:openai/gpt-oss-120b,150,286,0.5703332492654823,0.01390635125874126,nan,-1.5156194395457065,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always::solver:openai/gpt-oss-120b,200,286,0.5703332492654823,0.01390635125874126,nan,-2.2109370024827695,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
oracle_direct_true_cost,0,286,0.7473699814268073,0.004208789632867132,nan,0.7473699814268073,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 97, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 84, ""solver:openai/gpt-oss-120b"": 41, ""solver:openai/gpt-oss-20b"": 64}"
oracle_direct_true_cost,5,286,0.7463435002965725,0.0033580291153846153,nan,0.7295533547196494,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 110, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 84, ""solver:openai/gpt-oss-120b"": 26, ""solver:openai/gpt-oss-20b"": 66}"
oracle_direct_true_cost,10,286,0.7408161623634822,0.0026224184895104895,nan,0.7145919774683773,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 119, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 81, ""solver:openai/gpt-oss-120b"": 17, ""solver:openai/gpt-oss-20b"": 69}"
oracle_direct_true_cost,15,286,0.7353012685501503,0.0021615362202797197,nan,0.7028782252459546,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 129, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 75, ""solver:openai/gpt-oss-120b"": 13, ""solver:openai/gpt-oss-20b"": 69}"
oracle_direct_true_cost,20,286,0.7305662909351295,0.0018730670594405594,nan,0.6931049497463184,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 134, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 74, ""solver:openai/gpt-oss-120b"": 9, ""solver:openai/gpt-oss-20b"": 69}"
oracle_direct_true_cost,25,286,0.7277828995451378,0.0017496226083916083,nan,0.6840423343353473,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 142, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 71, ""solver:openai/gpt-oss-120b"": 8, ""solver:openai/gpt-oss-20b"": 65}"
oracle_direct_true_cost,30,286,0.7265353374944714,0.0017039421433566431,nan,0.675417073193772,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 146, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 67, ""solver:openai/gpt-oss-120b"": 8, ""solver:openai/gpt-oss-20b"": 65}"
oracle_direct_true_cost,35,286,0.718095040036601,0.001441314332167832,nan,0.6676490384107268,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 158, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 60, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 62}"
oracle_direct_true_cost,40,286,0.7111503260232878,0.0012584408251748252,nan,0.6608126930162946,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 168, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 54, ""solver:openai/gpt-oss-120b"": 4, ""solver:openai/gpt-oss-20b"": 60}"
oracle_direct_true_cost,50,286,0.7071632925462369,0.0011674461958041957,nan,0.6487909827560271,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 177, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 48, ""solver:openai/gpt-oss-120b"": 4, ""solver:openai/gpt-oss-20b"": 57}"
oracle_direct_true_cost,60,286,0.6968925255206087,0.0009831654055944055,nan,0.6379026011849442,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 186, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 40, ""solver:openai/gpt-oss-120b"": 3, ""solver:openai/gpt-oss-20b"": 57}"
oracle_direct_true_cost,75,286,0.6882741950621727,0.0008567560454545454,nan,0.6240174916530817,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 196, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 34, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 55}"
oracle_direct_true_cost,100,286,0.6811664622085714,0.0007732640174825175,nan,0.6038400604603196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 202, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 28, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 56}"
oracle_direct_true_cost,150,286,0.6652156977252048,0.0006495715349650349,nan,0.5677799674804497,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 216, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 18, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 52}"
oracle_direct_true_cost,200,286,0.6478616054715732,0.0005462121573426573,nan,0.5386191740030418,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 232, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 12, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 42}"
Q old allsubsets final ep4 direct,0,286,0.5624313582172722,0.009137211993006992,0.008718425390771752,0.5624313582172722,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 174, ""solver:openai/gpt-oss-20b"": 0}"
Q old allsubsets final ep4 direct,5,286,0.5506665800427095,0.005847472814685314,0.005711105707912858,0.5214292159692828,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 114, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 25, ""solver:openai/gpt-oss-120b"": 122, ""solver:openai/gpt-oss-20b"": 25}"
Q old allsubsets final ep4 direct,10,286,0.5376572483009254,0.0047290044965034965,0.004416131941131209,0.4903672033358905,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 126, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 15, ""solver:openai/gpt-oss-120b"": 93, ""solver:openai/gpt-oss-20b"": 52}"
Q old allsubsets final ep4 direct,15,286,0.5358211971362689,0.003965157381118881,0.003521258179398035,0.4763438364194857,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 132, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 9, ""solver:openai/gpt-oss-120b"": 71, ""solver:openai/gpt-oss-20b"": 74}"
Q old allsubsets final ep4 direct,20,286,0.5348005961207751,0.003193618762237762,0.0027982947402001523,0.47092822087602,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 138, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 6, ""solver:openai/gpt-oss-120b"": 55, ""solver:openai/gpt-oss-20b"": 87}"
Q old allsubsets final ep4 direct,25,286,0.531051911503007,0.0026900340314685318,0.002286361159447779,0.46380106071629373,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 139, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 6, ""solver:openai/gpt-oss-120b"": 42, ""solver:openai/gpt-oss-20b"": 99}"
