lambda,system,mean_reward,mean_true_cost,mean_pred_cost_for_choice,mean_utility,best_always,best_always_utility,gap_vs_best_always,oracle_utility,oracle_gap,choice_counts_by_route
40,Q bare-only final direct (epoch_0009),0.5249824522310292,0.00027638441258741255,0.0002716108006646707,0.5139270757275327,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5145091618813789,-0.0005820861538461397,0.6608126930162946,0.14688561728876193,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 285, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 0}"
40,Q r32 qkvo latest direct (epoch_0003),0.5272787731801197,0.0024268907657342656,0.00212473743883693,0.43020314255074904,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5145091618813789,-0.08430601933062981,0.6608126930162946,0.2306095504655456,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 158, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 12, ""solver:openai/gpt-oss-120b"": 44, ""solver:openai/gpt-oss-20b"": 72}"
40,Q r16 qkvo+mlp latest direct (epoch_0003),0.5341827881398814,0.002530579667832168,0.0021903062678657317,0.4329596014265946,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5145091618813789,-0.08154956045478423,0.6608126930162946,0.22785309158970002,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 183, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 30, ""solver:openai/gpt-oss-120b"": 49, ""solver:openai/gpt-oss-20b"": 24}"
40,Q r32 qkvo+mlp latest direct (epoch_0003),0.5424922217420483,0.002398189335664336,0.001906221585384629,0.4465646483154747,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5145091618813789,-0.06794451356590414,0.6608126930162946,0.21424804470081993,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 182, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 2, ""solver:openai/gpt-oss-120b"": 35, ""solver:openai/gpt-oss-20b"": 67}"
40,Q bare-out latest direct (epoch_0004),0.5553744800669618,0.0028366726433566433,0.0024573218749226904,0.441907574332696,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5145091618813789,-0.07260158754868284,0.6608126930162946,0.21890511868359863,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 136, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 40, ""solver:openai/gpt-oss-120b"": 47, ""solver:openai/gpt-oss-20b"": 63}"
40,BCE post-scout r32 qkvo+mlp,0.5511428300685924,0.0013119111083916084,0.0008833844503598166,0.498666385732928,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5145091618813789,-0.015842776148450866,0.6608126930162946,0.16214630728336665,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 172, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 114}"
40,BCE input-only r32 qkvo+mlp,0.5299397168339975,0.0013955740769230768,0.0009483400013175096,0.47411675375707446,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5145091618813789,-0.04039240812430439,0.6608126930162946,0.18669593925922018,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 149, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 137}"
50,Q old allsubsets final ep4 direct,0.5351692957445214,0.0014675715804195804,0.0012229670639812738,0.46179071672354227,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5118908392939663,-0.05010012257042401,0.6487909827560271,0.18700026603248482,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 151, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 4, ""solver:openai/gpt-oss-120b"": 10, ""solver:openai/gpt-oss-20b"": 121}"
50,Q old allsubsets bestdiag ep0 direct,0.5092182640467384,0.0016747258321678322,0.001232592434021183,0.4254819724383467,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5118908392939663,-0.0864088668556196,0.6487909827560271,0.2233090103176804,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 116, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 170}"
50,Q bare-only final direct (epoch_0009),0.5269709119711422,0.0002598657342657342,0.0002596790596330364,0.5139776252578555,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5118908392939663,0.002086785963889226,0.6487909827560271,0.13481335749817158,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 285, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 1}"
50,Q r32 qkvo latest direct (epoch_0003),0.528971248872363,0.0021430855279720275,0.0018299128342336517,0.4218169724737616,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5118908392939663,-0.09007386682020468,0.6487909827560271,0.2269740102822655,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 161, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 13, ""solver:openai/gpt-oss-120b"": 36, ""solver:openai/gpt-oss-20b"": 76}"
50,Q r16 qkvo+mlp latest direct (epoch_0003),0.5323067944611087,0.0020708442587412585,0.0017484245256920215,0.4287645815240458,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5118908392939663,-0.0831262577699205,0.6487909827560271,0.2200264012319813,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 192, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 27, ""solver:openai/gpt-oss-120b"": 38, ""solver:openai/gpt-oss-20b"": 29}"
50,Q r32 qkvo+mlp latest direct (epoch_0003),0.5394332996061796,0.001891757395104895,0.0014584999796077253,0.44484542985093495,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5118908392939663,-0.06704540944303133,0.6487909827560271,0.20394555290509214,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 187, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 23, ""solver:openai/gpt-oss-20b"": 75}"
50,Q bare-out latest direct (epoch_0004),0.536624738962335,0.002288331986013986,0.001905973641488006,0.42220813966163573,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5118908392939663,-0.08968269963233055,0.6487909827560271,0.22658284309439136,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 145, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 36, ""solver:openai/gpt-oss-120b"": 31, ""solver:openai/gpt-oss-20b"": 74}"
50,BCE post-scout r32 qkvo+mlp,0.5460550546858858,0.0009831766083916085,0.0006894101464306023,0.4968962242663053,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5118908392939663,-0.014994615027660974,0.6487909827560271,0.15189475848972178,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 196, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 90}"
50,BCE input-only r32 qkvo+mlp,0.5227928595512116,0.0010616170209790212,0.0007424580930440994,0.4697120085022603,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5118908392939663,-0.04217883079170598,0.6487909827560271,0.1790789742537668,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 172, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 114}"
60,Q old allsubsets final ep4 direct,0.539798277945261,0.0012849693776223775,0.0010629861325109897,0.4627001152879184,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5092725167065537,-0.046572401418635334,0.6379026011849442,0.17520248589702586,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 153, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 3, ""solver:openai/gpt-oss-120b"": 4, ""solver:openai/gpt-oss-20b"": 126}"
60,Q old allsubsets bestdiag ep0 direct,0.5111298760550502,0.0015176623986013986,0.0011153855375381895,0.4200701321389663,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5092725167065537,-0.08920238456758739,0.6379026011849442,0.21783246904597792,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 126, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 160}"
60,Q bare-only final direct (epoch_0009),0.5269709119711422,0.0002598657342657342,0.0002596790596330364,0.5113789679151982,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5092725167065537,0.0021064512086444998,0.6379026011849442,0.12652363326974603,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 285, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 1}"
60,Q r32 qkvo latest direct (epoch_0003),0.525652429913352,0.0017941483146853149,0.0015387529016396367,0.4180035310322332,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5092725167065537,-0.09126898567432051,0.6379026011849442,0.21989907015271104,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 165, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 12, ""solver:openai/gpt-oss-120b"": 27, ""solver:openai/gpt-oss-20b"": 82}"
60,Q r16 qkvo+mlp latest direct (epoch_0003),0.5337623392883433,0.0015159026993006991,0.0012630866136698227,0.44280817733030137,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5092725167065537,-0.06646433937625235,0.6379026011849442,0.19509442385464287,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 202, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 21, ""solver:openai/gpt-oss-120b"": 26, ""solver:openai/gpt-oss-20b"": 37}"
60,Q r32 qkvo+mlp latest direct (epoch_0003),0.5397234472219387,0.0016557861713286713,0.0012756259663625168,0.4403762769422184,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5092725167065537,-0.06889623976433529,0.6379026011849442,0.19752632424272581,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 191, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 18, ""solver:openai/gpt-oss-20b"": 76}"
60,Q bare-out latest direct (epoch_0004),0.5361977227087179,0.0019054617692307691,0.001571930999739994,0.4218700165548718,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5092725167065537,-0.08740250015168194,0.6379026011849442,0.21603258463007247,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 152, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 35, ""solver:openai/gpt-oss-120b"": 21, ""solver:openai/gpt-oss-20b"": 78}"
60,BCE post-scout r32 qkvo+mlp,0.5334554549098431,0.0007779912167832167,0.0005499600663495408,0.4867759819028501,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5092725167065537,-0.022496534803703616,0.6379026011849442,0.15112661928209414,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 217, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 69}"
60,BCE input-only r32 qkvo+mlp,0.5234888645973576,0.0008874858846153847,0.00062643591698291,0.4702397115204345,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.5092725167065537,-0.039032805186119235,0.6379026011849442,0.16766288966450976,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 189, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 97}"
