budget_frac_of_120b,budget_pct_of_120b,system,reward,cost_pct,random_reward,random_cost_pct,gain_vs_random,random_mix,lambda
0.08,8.0,Q bare-only final direct (epoch_0009),0.5269709119711422,1.8686838080721404,0.5430068269046687,8.0,-0.01603591493352652,0.7908*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2092*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,50
0.08,8.0,Q r32 qkvo latest direct (epoch_0003),0.5114584214035063,3.938978971237587,0.5430068269046687,8.0,-0.031548405501162446,0.7908*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2092*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,200
0.08,8.0,Q r16 qkvo+mlp latest direct (epoch_0003),0.5348099629377113,7.919553390362864,0.5430068269046687,8.0,-0.008196863966957402,0.7908*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2092*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,75
0.08,8.0,Q r32 qkvo+mlp latest direct (epoch_0003),0.5354975330129998,5.355611899484092,0.5430068269046687,8.0,-0.007509293891668878,0.7908*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2092*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,200
0.08,8.0,Q bare-out latest direct (epoch_0004),0.5226206158575452,6.326462603446029,0.5430068269046687,8.0,-0.02038621104712357,0.7908*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2092*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,150
0.08,8.0,BCE post-scout r32 qkvo+mlp,0.5460550546858858,7.069982557600096,0.5430068269046687,8.0,0.00304822778121705,0.7908*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2092*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,50
0.08,8.0,BCE input-only r32 qkvo+mlp,0.525797137249227,2.4464192225534536,0.5430068269046687,8.0,-0.017209689655441673,0.7908*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2092*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,150
0.08,8.0,best_always_under_cap,0.5249824522310292,1.882825004701906,0.5430068269046687,8.0,-0.018024374673639487,0.7908*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2092*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,0
0.1,10.0,Q old allsubsets final ep4 direct,0.539798277945261,9.240161949847707,0.5488998656643883,10.000000000000002,-0.00910158771912728,0.7224*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2776*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,60
0.1,10.0,Q old allsubsets bestdiag ep0 direct,0.5186046977265886,5.985380488946281,0.5488998656643883,10.000000000000002,-0.03029516793779974,0.7224*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2776*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,150
0.1,10.0,Q bare-only final direct (epoch_0009),0.5269709119711422,1.8686838080721404,0.5488998656643883,10.000000000000002,-0.0219289536932461,0.7224*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2776*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,50
0.1,10.0,Q r32 qkvo latest direct (epoch_0003),0.5114584214035063,3.938978971237587,0.5488998656643883,10.000000000000002,-0.03744144426088203,0.7224*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2776*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,200
0.1,10.0,Q r16 qkvo+mlp latest direct (epoch_0003),0.5348099629377113,7.919553390362864,0.5488998656643883,10.000000000000002,-0.014089902726676984,0.7224*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2776*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,75
0.1,10.0,Q r32 qkvo+mlp latest direct (epoch_0003),0.5441088802679596,8.682189980678094,0.5488998656643883,10.000000000000002,-0.0047909853964287485,0.7224*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2776*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,100
0.1,10.0,Q bare-out latest direct (epoch_0004),0.53042232351895,8.63216949474256,0.5488998656643883,10.000000000000002,-0.018477542145438286,0.7224*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2776*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,100
0.1,10.0,BCE post-scout r32 qkvo+mlp,0.5511428300685924,9.433898827824926,0.5488998656643883,10.000000000000002,0.0022429644042041286,0.7224*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2776*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,40
0.1,10.0,BCE input-only r32 qkvo+mlp,0.525797137249227,2.4464192225534536,0.5488998656643883,10.000000000000002,-0.023102728415161256,0.7224*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2776*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,150
0.1,10.0,best_always_under_cap,0.5249824522310292,1.882825004701906,0.5488998656643883,10.000000000000002,-0.02391741343335907,0.7224*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.2776*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,0
0.12,12.0,Q old allsubsets final ep4 direct,0.539798277945261,9.240161949847707,0.5547929044241078,11.999999999999998,-0.014994626478846751,0.6541*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.3459*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,60
0.12,12.0,Q old allsubsets bestdiag ep0 direct,0.5186046977265886,5.985380488946281,0.5547929044241078,11.999999999999998,-0.03618820669751921,0.6541*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.3459*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,150
0.12,12.0,Q bare-only final direct (epoch_0009),0.5269709119711422,1.8686838080721404,0.5547929044241078,11.999999999999998,-0.02782199245296557,0.6541*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.3459*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,50
0.12,12.0,Q r32 qkvo latest direct (epoch_0003),0.5233772773254561,10.94822324556104,0.5547929044241078,11.999999999999998,-0.031415627098651644,0.6541*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.3459*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,75
0.12,12.0,Q r16 qkvo+mlp latest direct (epoch_0003),0.5348099629377113,7.919553390362864,0.5547929044241078,11.999999999999998,-0.019982941486396455,0.6541*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.3459*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,75
0.12,12.0,Q r32 qkvo+mlp latest direct (epoch_0003),0.5441088802679596,8.682189980678094,0.5547929044241078,11.999999999999998,-0.01068402415614822,0.6541*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.3459*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,100
0.12,12.0,Q bare-out latest direct (epoch_0004),0.531681749497748,11.347890252872984,0.5547929044241078,11.999999999999998,-0.023111154926359734,0.6541*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.3459*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,75
0.12,12.0,BCE post-scout r32 qkvo+mlp,0.554763697911572,11.294319193278204,0.5547929044241078,11.999999999999998,-2.9206512535795426e-05,0.6541*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.3459*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,35
0.12,12.0,BCE input-only r32 qkvo+mlp,0.5299397168339975,10.03551579387761,0.5547929044241078,11.999999999999998,-0.024853187590110237,0.6541*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.3459*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,40
0.12,12.0,best_always_under_cap,0.5249824522310292,1.882825004701906,0.5547929044241078,11.999999999999998,-0.02981045219307854,0.6541*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.3459*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,0
0.15,15.0,Q old allsubsets final ep4 direct,0.539798277945261,9.240161949847707,0.5636324625636873,15.0,-0.023834184618426235,0.5515*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.4485*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,60
0.15,15.0,Q old allsubsets bestdiag ep0 direct,0.5186046977265886,5.985380488946281,0.5636324625636873,15.0,-0.045027764837098694,0.5515*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.4485*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,150
0.15,15.0,Q bare-only final direct (epoch_0009),0.5269709119711422,1.8686838080721404,0.5636324625636873,15.0,-0.036661550592545056,0.5515*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.4485*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,50
0.15,15.0,Q r32 qkvo latest direct (epoch_0003),0.525652429913352,12.901646746176848,0.5636324625636873,15.0,-0.03798003265033523,0.5515*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.4485*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,60
0.15,15.0,Q r16 qkvo+mlp latest direct (epoch_0003),0.5348099629377113,7.919553390362864,0.5636324625636873,15.0,-0.02882249962597594,0.5515*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.4485*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,75
0.15,15.0,Q r32 qkvo+mlp latest direct (epoch_0003),0.5441088802679596,8.682189980678094,0.5636324625636873,15.0,-0.019523582295727704,0.5515*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.4485*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,100
0.15,15.0,Q bare-out latest direct (epoch_0004),0.5361977227087179,13.702097220024074,0.5636324625636873,15.0,-0.02743473985496936,0.5515*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.4485*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,60
0.15,15.0,BCE post-scout r32 qkvo+mlp,0.5572364418267735,14.536717571565113,0.5636324625636873,15.0,-0.00639602073691381,0.5515*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.4485*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,25
0.15,15.0,BCE input-only r32 qkvo+mlp,0.5365725236501078,14.21482365081029,0.5636324625636873,15.0,-0.027059938913579495,0.5515*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.4485*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,25
0.15,15.0,best_always_under_cap,0.5249824522310292,1.882825004701906,0.5636324625636873,15.0,-0.038650010332658025,0.5515*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.4485*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,0
0.18,18.0,Q old allsubsets final ep4 direct,0.539798277945261,9.240161949847707,0.5724720207032665,18.000000000000004,-0.0326737427580055,0.4489*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.5511*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,60
0.18,18.0,Q old allsubsets bestdiag ep0 direct,0.518626517689565,17.796241746419803,0.5724720207032665,18.000000000000004,-0.0538455030137015,0.4489*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.5511*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,20
0.18,18.0,Q bare-only final direct (epoch_0009),0.5269709119711422,1.8686838080721404,0.5724720207032665,18.000000000000004,-0.04550110873212432,0.4489*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.5511*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,50
0.18,18.0,Q r32 qkvo latest direct (epoch_0003),0.528971248872363,15.410839896805612,0.5724720207032665,18.000000000000004,-0.043500771830903506,0.4489*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.5511*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,50
0.18,18.0,Q r16 qkvo+mlp latest direct (epoch_0003),0.5348099629377113,7.919553390362864,0.5724720207032665,18.000000000000004,-0.0376620577655552,0.4489*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.5511*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,75
0.18,18.0,Q r32 qkvo+mlp latest direct (epoch_0003),0.5441088802679596,8.682189980678094,0.5724720207032665,18.000000000000004,-0.028363140435306966,0.4489*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.5511*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,100
0.18,18.0,Q bare-out latest direct (epoch_0004),0.536624738962335,16.455301203294322,0.5724720207032665,18.000000000000004,-0.03584728174093155,0.4489*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.5511*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,50
0.18,18.0,BCE post-scout r32 qkvo+mlp,0.5576304609346932,16.52657665507097,0.5724720207032665,18.000000000000004,-0.014841559768573376,0.4489*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.5511*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,20
0.18,18.0,BCE input-only r32 qkvo+mlp,0.5365725236501078,14.21482365081029,0.5724720207032665,18.000000000000004,-0.03589949705315876,0.4489*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.5511*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,25
0.18,18.0,best_always_under_cap,0.5249824522310292,1.882825004701906,0.5724720207032665,18.000000000000004,-0.04748956847223729,0.4489*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.5511*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,0
0.2,20.0,Q old allsubsets final ep4 direct,0.539798277945261,9.240161949847707,0.5783650594629861,20.000000000000004,-0.03856678151772508,0.3805*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.6195*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,60
0.2,20.0,Q old allsubsets bestdiag ep0 direct,0.518626517689565,17.796241746419803,0.5783650594629861,20.000000000000004,-0.05973854177342108,0.3805*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.6195*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,20
0.2,20.0,Q bare-only final direct (epoch_0009),0.5269709119711422,1.8686838080721404,0.5783650594629861,20.000000000000004,-0.0513941474918439,0.3805*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.6195*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,50
0.2,20.0,Q r32 qkvo latest direct (epoch_0003),0.5338954952573575,19.057411524440887,0.5783650594629861,20.000000000000004,-0.04446956420562864,0.3805*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.6195*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,35
0.2,20.0,Q r16 qkvo+mlp latest direct (epoch_0003),0.5348099629377113,7.919553390362864,0.5783650594629861,20.000000000000004,-0.043555096525274783,0.3805*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.6195*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,75
0.2,20.0,Q r32 qkvo+mlp latest direct (epoch_0003),0.5441088802679596,8.682189980678094,0.5783650594629861,20.000000000000004,-0.03425617919502655,0.3805*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.6195*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,100
0.2,20.0,Q bare-out latest direct (epoch_0004),0.536624738962335,16.455301203294322,0.5783650594629861,20.000000000000004,-0.04174032050065113,0.3805*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.6195*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,50
0.2,20.0,BCE post-scout r32 qkvo+mlp,0.560045244686072,18.87866409966532,0.5783650594629861,20.000000000000004,-0.018319814776914134,0.3805*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.6195*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,10
0.2,20.0,BCE input-only r32 qkvo+mlp,0.5365725236501078,14.21482365081029,0.5783650594629861,20.000000000000004,-0.04179253581287834,0.3805*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.6195*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,25
0.2,20.0,best_always_under_cap,0.5249824522310292,1.882825004701906,0.5783650594629861,20.000000000000004,-0.05338260723195687,0.3805*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.6195*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,0
0.25,25.0,Q old allsubsets final ep4 direct,0.539798277945261,9.240161949847707,0.593097656362285,25.0,-0.053299378417023924,0.2096*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.7904*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,60
0.25,25.0,Q old allsubsets bestdiag ep0 direct,0.5386324028755933,20.7860445946158,0.593097656362285,25.0,-0.05446525348669162,0.2096*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.7904*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,15
0.25,25.0,Q bare-only final direct (epoch_0009),0.5269709119711422,1.8686838080721404,0.593097656362285,25.0,-0.06612674439114274,0.2096*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.7904*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,50
0.25,25.0,Q r32 qkvo latest direct (epoch_0003),0.5398704088549138,23.761133483793337,0.593097656362285,25.0,-0.05322724750737118,0.2096*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.7904*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,25
0.25,25.0,Q r16 qkvo+mlp latest direct (epoch_0003),0.5348099629377113,7.919553390362864,0.593097656362285,25.0,-0.05828769342457363,0.2096*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.7904*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,75
0.25,25.0,Q r32 qkvo+mlp latest direct (epoch_0003),0.5441088802679596,8.682189980678094,0.593097656362285,25.0,-0.04898877609432539,0.2096*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.7904*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,100
0.25,25.0,Q bare-out latest direct (epoch_0004),0.5623396213564279,24.814858203619117,0.593097656362285,25.0,-0.030758035005857054,0.2096*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.7904*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,30
0.25,25.0,BCE post-scout r32 qkvo+mlp,0.560045244686072,18.87866409966532,0.593097656362285,25.0,-0.03305241167621298,0.2096*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.7904*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,10
0.25,25.0,BCE input-only r32 qkvo+mlp,0.5365725236501078,14.21482365081029,0.593097656362285,25.0,-0.056525132712177184,0.2096*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.7904*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,25
0.25,25.0,best_always_under_cap,0.5344690677930728,21.64952935450739,0.593097656362285,25.0,-0.05862858856921216,0.2096*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.7904*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,0
0.3,30.0,Q old allsubsets final ep4 direct,0.539798277945261,9.240161949847707,0.6078302532615839,30.0,-0.06803197531632288,0.0386*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.9614*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,60
0.3,30.0,Q old allsubsets bestdiag ep0 direct,0.5386324028755933,20.7860445946158,0.6078302532615839,30.0,-0.06919785038599058,0.0386*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.9614*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,15
0.3,30.0,Q bare-only final direct (epoch_0009),0.5269709119711422,1.8686838080721404,0.6078302532615839,30.0,-0.0808593412904417,0.0386*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.9614*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,50
0.3,30.0,Q r32 qkvo latest direct (epoch_0003),0.5421357804009024,26.200760569114202,0.6078302532615839,30.0,-0.06569447286068153,0.0386*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.9614*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,20
0.3,30.0,Q r16 qkvo+mlp latest direct (epoch_0003),0.5355275430435482,29.499400568205434,0.6078302532615839,30.0,-0.07230271021803569,0.0386*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.9614*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,20
0.3,30.0,Q r32 qkvo+mlp latest direct (epoch_0003),0.5441088802679596,8.682189980678094,0.6078302532615839,30.0,-0.06372137299362435,0.0386*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.9614*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,100
0.3,30.0,Q bare-out latest direct (epoch_0004),0.5623396213564279,24.814858203619117,0.6078302532615839,30.0,-0.04549063190515601,0.0386*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.9614*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,30
0.3,30.0,BCE post-scout r32 qkvo+mlp,0.560045244686072,18.87866409966532,0.6078302532615839,30.0,-0.047785008575511934,0.0386*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.9614*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,10
0.3,30.0,BCE input-only r32 qkvo+mlp,0.5365725236501078,14.21482365081029,0.6078302532615839,30.0,-0.07125772961147614,0.0386*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.9614*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,25
0.3,30.0,best_always_under_cap,0.5344690677930728,21.64952935450739,0.6078302532615839,30.0,-0.07336118546851111,0.0386*scout:Qwen/Qwen3-4B-Instruct-2507 + 0.9614*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,0
0.4,40.0,Q old allsubsets final ep4 direct,0.539798277945261,9.240161949847707,0.6111555199733272,31.12854058740368,-0.07135724202806615,solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,60
0.4,40.0,Q old allsubsets bestdiag ep0 direct,0.5558095934833337,32.12691006010771,0.6111555199733272,31.12854058740368,-0.05534592648999348,solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,10
0.4,40.0,Q bare-only final direct (epoch_0009),0.5269709119711422,1.8686838080721404,0.6111555199733272,31.12854058740368,-0.08418460800218497,solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,50
0.4,40.0,Q r32 qkvo latest direct (epoch_0003),0.5427674234476204,34.19996031596429,0.6111555199733272,31.12854058740368,-0.06838809652570677,solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,10
0.4,40.0,Q r16 qkvo+mlp latest direct (epoch_0003),0.5355275430435482,29.499400568205434,0.6111555199733272,31.12854058740368,-0.07562797692977896,solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,20
0.4,40.0,Q r32 qkvo+mlp latest direct (epoch_0003),0.5490691609919502,36.10641750185253,0.6111555199733272,31.12854058740368,-0.06208635898137693,solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,15
0.4,40.0,Q bare-out latest direct (epoch_0004),0.5623396213564279,24.814858203619117,0.6111555199733272,31.12854058740368,-0.04881589861689928,solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,30
0.4,40.0,BCE post-scout r32 qkvo+mlp,0.5641241161720869,33.801871950414274,0.6111555199733272,31.12854058740368,-0.04703140380124027,solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,5
0.4,40.0,BCE input-only r32 qkvo+mlp,0.5511898507882874,33.31990464506927,0.6111555199733272,31.12854058740368,-0.05996566918503976,solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,5
0.4,40.0,best_always_under_cap,0.6111555199733272,31.12854058740368,0.6111555199733272,31.12854058740368,0.0,solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,0
0.5,50.0,Q old allsubsets final ep4 direct,0.5506665800427095,42.04893653185775,0.6111555199733272,31.12854058740368,-0.06048893993061766,solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,5
0.5,50.0,Q old allsubsets bestdiag ep0 direct,0.5558095934833337,32.12691006010771,0.6111555199733272,31.12854058740368,-0.05534592648999348,solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,10
0.5,50.0,Q bare-only final direct (epoch_0009),0.5333651163093838,48.47734241751578,0.6111555199733272,31.12854058740368,-0.07779040366394341,solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,10
0.5,50.0,Q r32 qkvo latest direct (epoch_0003),0.5505928608685589,46.8760383235465,0.6111555199733272,31.12854058740368,-0.060562659104768324,solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,0
0.5,50.0,Q r16 qkvo+mlp latest direct (epoch_0003),0.53572295791042,41.95610804145167,0.6111555199733272,31.12854058740368,-0.07543256206290716,solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,5
0.5,50.0,Q r32 qkvo+mlp latest direct (epoch_0003),0.5496631929270981,40.29880485810922,0.6111555199733272,31.12854058740368,-0.06149232704622909,solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,10
0.5,50.0,Q bare-out latest direct (epoch_0004),0.5661751912494201,46.09989743932619,0.6111555199733272,31.12854058740368,-0.044980328723907115,solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,10
