policy,policy_type,lambda,cost_accounting,mean_true_reward,mean_true_cost,mean_fixed_pred_cost,mean_true_utility,choice_counts_by_route
post_scout_router_fixed_mean_cost,post_scout,10,after_scout,0.3741258741258741,0.0025605626433566433,0.002051385166585163,0.34852024769230766,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 116, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 170}"
input_only_router_fixed_mean_cost,input_only,10,after_scout,0.3881118881118881,0.003272491856643357,0.0032724918566433563,0.35538696954545457,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
post_scout_router_reward_only,post_scout,10,after_scout,0.42657342657342656,0.011694677223776222,0.010181047841899394,0.30962665433566433,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_reward_only,input_only,10,after_scout,0.47202797202797203,0.01416818351748252,0.014168183517482615,0.33034613685314684,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
best_always,always,10,after_scout,0.4020979020979021,0.004590676454545456,0.004590676454545441,0.3561911375524475,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_router_fixed_mean_cost,post_scout,15,after_scout,0.3741258741258741,0.0025026617622377623,0.00199875125753093,0.33658594769230765,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 121, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 165}"
input_only_router_fixed_mean_cost,input_only,15,after_scout,0.3881118881118881,0.003272491856643357,0.0032724918566433563,0.3390245102622378,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
post_scout_router_reward_only,post_scout,15,after_scout,0.42657342657342656,0.011694677223776222,0.010181047841899394,0.25115326821678324,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_reward_only,input_only,15,after_scout,0.47202797202797203,0.01416818351748252,0.014168183517482615,0.2595052192657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
best_always,always,15,after_scout,0.3881118881118881,0.003272491856643357,0.0032724918566433563,0.3390245102622378,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
post_scout_router_fixed_mean_cost,post_scout,20,after_scout,0.3741258741258741,0.0024613117762237757,0.0019040102212333127,0.3248996386013986,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 130, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 156}"
input_only_router_fixed_mean_cost,input_only,20,after_scout,0.3881118881118881,0.003272491856643357,0.0032724918566433563,0.322662050979021,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
post_scout_router_reward_only,post_scout,20,after_scout,0.42657342657342656,0.011694677223776222,0.010181047841899394,0.19267988209790213,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_reward_only,input_only,20,after_scout,0.47202797202797203,0.01416818351748252,0.014168183517482615,0.18866430167832166,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
best_always,always,20,after_scout,0.3881118881118881,0.003272491856643357,0.0032724918566433563,0.322662050979021,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
post_scout_router_fixed_mean_cost,post_scout,25,after_scout,0.3776223776223776,0.002436244709790209,0.0018513763121790806,0.31671625987762236,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 135, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 151}"
input_only_router_fixed_mean_cost,input_only,25,after_scout,0.3811188811188811,0.003135206632867134,0.0031040633476698116,0.30273871529720275,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 16, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 270}"
post_scout_router_reward_only,post_scout,25,after_scout,0.42657342657342656,0.011694677223776222,0.010181047841899394,0.134206495979021,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_reward_only,input_only,25,after_scout,0.47202797202797203,0.01416818351748252,0.014168183517482615,0.11782338409090903,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
best_always,always,25,after_scout,0.3881118881118881,0.003272491856643357,0.0032724918566433563,0.30629959169580423,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
post_scout_router_fixed_mean_cost,post_scout,30,after_scout,0.3776223776223776,0.0023678382797202783,0.0017776888395031562,0.30658722923076925,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 142, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 144}"
input_only_router_fixed_mean_cost,input_only,30,after_scout,0.36363636363636365,0.0025415863426573432,0.00229350114823463,0.28738877335664337,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 93, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 193}"
post_scout_router_reward_only,post_scout,30,after_scout,0.42657342657342656,0.011694677223776222,0.010181047841899394,0.07573310986013992,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_reward_only,input_only,30,after_scout,0.47202797202797203,0.01416818351748252,0.014168183517482615,0.04698246650349647,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
best_always,always,30,after_scout,0.3881118881118881,0.003272491856643357,0.0032724918566433563,0.2899371324125874,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
post_scout_router_fixed_mean_cost,post_scout,35,after_scout,0.3741258741258741,0.0022863328426573413,0.0016513674577729996,0.2941042246328672,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 154, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 132}"
input_only_router_fixed_mean_cost,input_only,35,after_scout,0.33916083916083917,0.002100725727272726,0.0018513763121790823,0.26563543870629375,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 135, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 151}"
post_scout_router_reward_only,post_scout,35,after_scout,0.42657342657342656,0.011694677223776222,0.010181047841899394,0.01725972374125878,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_reward_only,input_only,35,after_scout,0.47202797202797203,0.01416818351748252,0.014168183517482615,-0.023858451083916155,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
best_always,always,35,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.28104566115384616,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_router_fixed_mean_cost,post_scout,40,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.2797364998601399,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_fixed_mean_cost,input_only,40,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.2797364998601399,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_router_reward_only,post_scout,40,after_scout,0.42657342657342656,0.011694677223776222,0.010181047841899394,-0.04121366237762231,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_reward_only,input_only,40,after_scout,0.47202797202797203,0.01416818351748252,0.014168183517482615,-0.09469936867132872,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
best_always,always,40,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.2797364998601399,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_router_fixed_mean_cost,post_scout,50,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.27711817727272725,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_fixed_mean_cost,input_only,50,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.27711817727272725,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_router_reward_only,post_scout,50,after_scout,0.42657342657342656,0.011694677223776222,0.010181047841899394,-0.15816043461538454,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_reward_only,input_only,50,after_scout,0.47202797202797203,0.01416818351748252,0.014168183517482615,-0.23638120384615396,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
best_always,always,50,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.27711817727272725,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_router_fixed_mean_cost,post_scout,75,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.2705723708041958,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_fixed_mean_cost,input_only,75,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.2705723708041958,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_router_reward_only,post_scout,75,after_scout,0.42657342657342656,0.011694677223776222,0.010181047841899394,-0.4505273652097901,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_reward_only,input_only,75,after_scout,0.47202797202797203,0.01416818351748252,0.014168183517482615,-0.5905857917832169,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
best_always,always,75,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.2705723708041958,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_router_fixed_mean_cost,post_scout,100,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.26402656433566435,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_fixed_mean_cost,input_only,100,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.26402656433566435,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_router_reward_only,post_scout,100,after_scout,0.42657342657342656,0.011694677223776222,0.010181047841899394,-0.7428942958041956,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_reward_only,input_only,100,after_scout,0.47202797202797203,0.01416818351748252,0.014168183517482615,-0.9447903797202799,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
best_always,always,100,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.26402656433566435,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_router_fixed_mean_cost,post_scout,150,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.2509349513986014,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_fixed_mean_cost,input_only,150,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.2509349513986014,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_router_reward_only,post_scout,150,after_scout,0.42657342657342656,0.011694677223776222,0.010181047841899394,-1.3276281569930068,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_reward_only,input_only,150,after_scout,0.47202797202797203,0.01416818351748252,0.014168183517482615,-1.653199555594406,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
best_always,always,150,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.2509349513986014,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_router_fixed_mean_cost,post_scout,200,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.2378433384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_fixed_mean_cost,input_only,200,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.2378433384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_router_reward_only,post_scout,200,after_scout,0.42657342657342656,0.011694677223776222,0.010181047841899394,-1.9123620181818177,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
input_only_router_reward_only,input_only,200,after_scout,0.47202797202797203,0.01416818351748252,0.014168183517482615,-2.361608731468532,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
best_always,always,200,after_scout,0.2902097902097902,0.00026183225874125865,0.00026183225874125876,0.2378433384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
