policy,family,n,lambda_dollar,real_pass_rate,mean_cost_dollars,mean_cost_per_1000,real_utility,choice_counts_by_route
always::OSS-120B,always,347,25.0,0.4755043227665706,0.015423710290151897,15.423710290151897,0.08991156551277318,"{""4B scout"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B post-scout router,4B post-scout,347,30.0,0.29971181556195964,0.0012317165200473037,1.2317165200473037,0.2627603199605405,"{""4B scout"": 261, ""OSS-120B"": 0, ""OSS-20B"": 86, ""Qwen-30B"": 0}"
4B post-scout oracle,4B post-scout,347,30.0,0.5994236311239193,0.0023778611201989677,2.377861120198968,0.5280877975179502,"{""4B scout"": 222, ""OSS-120B"": 26, ""OSS-20B"": 70, ""Qwen-30B"": 29}"
always::4B scout,always,347,30.0,0.23919308357348704,0.0003149182493224933,0.3149182493224933,0.22974553609381224,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,30.0,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.31131196579050396,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,30.0,0.42363112391930835,0.005934172291316101,5.934172291316101,0.2456059551798253,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,30.0,0.4755043227665706,0.015423710290151897,15.423710290151897,0.012793014062013719,"{""4B scout"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B post-scout router,4B post-scout,347,40.0,0.29971181556195964,0.0012118421971799324,1.2118421971799325,0.25123812767476233,"{""4B scout"": 265, ""OSS-120B"": 0, ""OSS-20B"": 82, ""Qwen-30B"": 0}"
4B post-scout oracle,4B post-scout,347,40.0,0.5936599423631124,0.0022190902143611486,2.2190902143611484,0.5048963337886664,"{""4B scout"": 224, ""OSS-120B"": 24, ""OSS-20B"": 70, ""Qwen-30B"": 29}"
always::4B scout,always,347,40.0,0.23919308357348704,0.0003149182493224933,0.3149182493224933,0.2265963536005873,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,40.0,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.2786753203815749,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,40.0,0.42363112391930835,0.005934172291316101,5.934172291316101,0.1862642322666643,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,40.0,0.4755043227665706,0.015423710290151897,15.423710290151897,-0.14144408883950532,"{""4B scout"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B post-scout router,4B post-scout,347,50.0,0.2968299711815562,0.0011680617846358318,1.1680617846358317,0.23842688194976458,"{""4B scout"": 269, ""OSS-120B"": 0, ""OSS-20B"": 78, ""Qwen-30B"": 0}"
4B post-scout oracle,4B post-scout,347,50.0,0.579250720461095,0.0018956145493678061,1.895614549367806,0.48446999299270477,"{""4B scout"": 229, ""OSS-120B"": 19, ""OSS-20B"": 70, ""Qwen-30B"": 29}"
always::4B scout,always,347,50.0,0.23919308357348704,0.0003149182493224933,0.3149182493224933,0.22344717110736237,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,50.0,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.24603867497264587,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,50.0,0.42363112391930835,0.005934172291316101,5.934172291316101,0.1269225093535033,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,50.0,0.4755043227665706,0.015423710290151897,15.423710290151897,-0.29568119174102425,"{""4B scout"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B post-scout router,4B post-scout,347,75.0,0.2824207492795389,0.0007169194450859912,0.7169194450859911,0.22865179089808957,"{""4B scout"": 297, ""OSS-120B"": 0, ""OSS-20B"": 50, ""Qwen-30B"": 0}"
4B post-scout oracle,4B post-scout,347,75.0,0.5590778097982709,0.0015686169748114962,1.5686169748114962,0.4414315366874087,"{""4B scout"": 236, ""OSS-120B"": 13, ""OSS-20B"": 69, ""Qwen-30B"": 29}"
always::4B scout,always,347,75.0,0.23919308357348704,0.0003149182493224933,0.3149182493224933,0.21557421487430004,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,75.0,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.16444706145032323,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,75.0,0.42363112391930835,0.005934172291316101,5.934172291316101,-0.021431797929399254,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,75.0,0.4755043227665706,0.015423710290151897,15.423710290151897,-0.6812739489948217,"{""4B scout"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B post-scout router,4B post-scout,347,100.0,0.2507204610951009,0.00040658948097943017,0.40658948097943015,0.21006151299715786,"{""4B scout"": 334, ""OSS-120B"": 0, ""OSS-20B"": 13, ""Qwen-30B"": 0}"
4B post-scout oracle,4B post-scout,347,100.0,0.5360230547550432,0.0012894497323795216,1.2894497323795215,0.407078081517091,"{""4B scout"": 244, ""OSS-120B"": 7, ""OSS-20B"": 68, ""Qwen-30B"": 28}"
always::4B scout,always,347,100.0,0.23919308357348704,0.0003149182493224933,0.3149182493224933,0.2077012586412377,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,100.0,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.08285544792800065,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,100.0,0.42363112391930835,0.005934172291316101,5.934172291316101,-0.16978610521230175,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,100.0,0.4755043227665706,0.015423710290151897,15.423710290151897,-1.0668667062486192,"{""4B scout"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,0.0,0.42363112391930835,0.005934172291316101,5.934172291316101,0.42363112391930835,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
4B input-only oracle,4B input-only,347,0.0,0.6023054755043228,0.002433738232698352,2.4337382326983517,0.6023054755043228,"{""4B scout"": 221, ""OSS-120B"": 22, ""OSS-20B"": 75, ""Qwen-30B"": 29}"
always::4B scout,always,347,0.0,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.23919308357348704,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,0.0,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.4092219020172911,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,0.0,0.42363112391930835,0.005934172291316101,5.934172291316101,0.42363112391930835,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,0.0,0.4755043227665706,0.015423710290151897,15.423710290151897,0.4755043227665706,"{""4B scout"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,10.0,0.41210374639769454,0.004844727054598248,4.8447270545982475,0.36365647585171207,"{""4B scout"": 49, ""OSS-120B"": 0, ""OSS-20B"": 4, ""Qwen-30B"": 294}"
4B input-only oracle,4B input-only,347,10.0,0.6023054755043228,0.0023479172702836233,2.3479172702836233,0.5788263028014865,"{""4B scout"": 221, ""OSS-120B"": 27, ""OSS-20B"": 70, ""Qwen-30B"": 29}"
always::4B scout,always,347,10.0,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.2361002013142909,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,10.0,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.37658525660836206,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,10.0,0.42363112391930835,0.005934172291316101,5.934172291316101,0.3642894010061473,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,10.0,0.4755043227665706,0.015423710290151897,15.423710290151897,0.32126721986505163,"{""4B scout"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,15.0,0.276657060518732,0.0009537850727452021,0.9537850727452021,0.262350284427554,"{""4B scout"": 251, ""OSS-120B"": 0, ""OSS-20B"": 94, ""Qwen-30B"": 2}"
4B input-only oracle,4B input-only,347,15.0,0.6023054755043228,0.0023479172702836233,2.3479172702836233,0.5670867164500685,"{""4B scout"": 221, ""OSS-120B"": 27, ""OSS-20B"": 70, ""Qwen-30B"": 29}"
always::4B scout,always,347,15.0,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.23455376018469284,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,15.0,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.3602669339038975,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,15.0,0.42363112391930835,0.005934172291316101,5.934172291316101,0.33461853954956683,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,15.0,0.4755043227665706,0.015423710290151897,15.423710290151897,0.24414866841429217,"{""4B scout"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,20.0,0.2622478386167147,0.0007142456065266795,0.7142456065266796,0.2479629264861811,"{""4B scout"": 283, ""OSS-120B"": 0, ""OSS-20B"": 64, ""Qwen-30B"": 0}"
4B input-only oracle,4B input-only,347,20.0,0.6023054755043228,0.0023479172702836233,2.3479172702836233,0.5553471300986503,"{""4B scout"": 221, ""OSS-120B"": 27, ""OSS-20B"": 70, ""Qwen-30B"": 29}"
always::4B scout,always,347,20.0,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.23300731905509475,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,20.0,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.343948611199433,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,20.0,0.42363112391930835,0.005934172291316101,5.934172291316101,0.30494767809298634,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,20.0,0.4755043227665706,0.015423710290151897,15.423710290151897,0.16703011696353265,"{""4B scout"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,25.0,0.2478386167146974,0.0005065448994133173,0.5065448994133173,0.23517499422936447,"{""4B scout"": 315, ""OSS-120B"": 0, ""OSS-20B"": 32, ""Qwen-30B"": 0}"
4B input-only oracle,4B input-only,347,25.0,0.6023054755043228,0.0023479172702836233,2.3479172702836233,0.5436075437472322,"{""4B scout"": 221, ""OSS-120B"": 27, ""OSS-20B"": 70, ""Qwen-30B"": 29}"
always::4B scout,always,347,25.0,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.2314608779254967,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,25.0,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.32763028849496845,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,25.0,0.42363112391930835,0.005934172291316101,5.934172291316101,0.2752768166364058,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,25.0,0.4755043227665706,0.015423710290151897,15.423710290151897,0.08991156551277318,"{""4B scout"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,30.0,0.23919308357348704,0.0003714632458028356,0.3714632458028356,0.22804918619940195,"{""4B scout"": 337, ""OSS-120B"": 0, ""OSS-20B"": 10, ""Qwen-30B"": 0}"
4B input-only oracle,4B input-only,347,30.0,0.6023054755043228,0.0023479172702836233,2.3479172702836233,0.531867957395814,"{""4B scout"": 221, ""OSS-120B"": 27, ""OSS-20B"": 70, ""Qwen-30B"": 29}"
always::4B scout,always,347,30.0,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.22991443679589862,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,30.0,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.31131196579050396,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,30.0,0.42363112391930835,0.005934172291316101,5.934172291316101,0.2456059551798253,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,30.0,0.4755043227665706,0.015423710290151897,15.423710290151897,0.012793014062013719,"{""4B scout"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,40.0,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.2268215545367025,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only oracle,4B input-only,347,40.0,0.5936599423631124,0.0020973803694457694,2.0973803694457693,0.5097647275852816,"{""4B scout"": 224, ""OSS-120B"": 24, ""OSS-20B"": 70, ""Qwen-30B"": 29}"
always::4B scout,always,347,40.0,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.2268215545367025,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,40.0,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.2786753203815749,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,40.0,0.42363112391930835,0.005934172291316101,5.934172291316101,0.1862642322666643,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,40.0,0.4755043227665706,0.015423710290151897,15.423710290151897,-0.14144408883950532,"{""4B scout"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,50.0,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.22372867227750637,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only oracle,4B input-only,347,50.0,0.579250720461095,0.001777680537164532,1.7776805371645321,0.49036669360286844,"{""4B scout"": 229, ""OSS-120B"": 19, ""OSS-20B"": 70, ""Qwen-30B"": 29}"
always::4B scout,always,347,50.0,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.22372867227750637,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,50.0,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.24603867497264587,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,50.0,0.42363112391930835,0.005934172291316101,5.934172291316101,0.1269225093535033,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,50.0,0.4755043227665706,0.015423710290151897,15.423710290151897,-0.29568119174102425,"{""4B scout"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,75.0,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.21599646662951602,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only oracle,4B input-only,347,75.0,0.5590778097982709,0.0014569223400709484,1.4569223400709483,0.4498086342929498,"{""4B scout"": 236, ""OSS-120B"": 13, ""OSS-20B"": 69, ""Qwen-30B"": 29}"
always::4B scout,always,347,75.0,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.21599646662951602,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,75.0,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.16444706145032323,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,75.0,0.42363112391930835,0.005934172291316101,5.934172291316101,-0.021431797929399254,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,75.0,0.4755043227665706,0.015423710290151897,15.423710290151897,-0.6812739489948217,"{""4B scout"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,100.0,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.20826426098152567,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only oracle,4B input-only,347,100.0,0.5389048991354467,0.0012160237847573421,1.216023784757342,0.4173025206597125,"{""4B scout"": 243, ""OSS-120B"": 8, ""OSS-20B"": 68, ""Qwen-30B"": 28}"
always::4B scout,always,347,100.0,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.20826426098152567,"{""4B scout"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,100.0,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.08285544792800065,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,100.0,0.42363112391930835,0.005934172291316101,5.934172291316101,-0.16978610521230175,"{""4B scout"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,100.0,0.4755043227665706,0.015423710290151897,15.423710290151897,-1.0668667062486192,"{""4B scout"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
