policy,policy_type,lambda,cost_metric,cost_accounting,mean_true_reward,mean_pred_reward,mean_true_cost,mean_pred_cost,mean_true_utility,mean_pred_utility,utility_oracle_match_rate,reward_oracle_match_rate,choice_counts_by_route
always_after_primary::solver:openai/gpt-oss-120b,always_after_primary,0.0,output_tokens,after_primary,0.47202797202797203,0.47963227362899513,0.01416818351748252,5.546455551107291e-05,0.47202797202797203,0.47963227362899513,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
direct_router_direct_pred_reward_pred_cost_weighted,router_direct,5.0,output_tokens,direct,0.47202797202797203,0.47963227362899513,0.013906351258741255,5.443759959259016e-05,0.40249621573426575,0.47936008563103216,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
reward_only_router_direct_weighted,router_direct,5.0,output_tokens,direct,0.47202797202797203,0.47963227362899513,0.013906351258741255,5.443759959259016e-05,0.40249621573426575,0.47936008563103216,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
oracle_after_primary_utility_weighted,oracle_after_primary,5.0,output_tokens,after_primary,0.5594405594405595,0.36021520780933486,0.0015060818636363632,5.748204461496265e-06,0.5519101501223777,0.36018646678702737,1.0,0.993006993006993,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
oracle_direct_utility_weighted,oracle_direct,5.0,output_tokens,direct,0.5594405594405595,0.36021520780933486,0.0014218673041958034,5.471693099646516e-06,0.5523312229195805,0.36018784934383663,1.0,0.993006993006993,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
oracle_reward_after_primary_weighted,oracle_after_primary,5.0,output_tokens,after_primary,0.5594405594405595,0.36034618797418955,0.0015183894545454542,5.671520484370601e-06,0.5518486121678322,0.3603178303717677,0.993006993006993,1.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 21, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 44}"
always_direct::scout:Qwen/Qwen3-4B-Instruct-2507,always_direct,5.0,output_tokens,direct,0.2902097902097902,0.3335349694206998,0.00026183225874125865,1.0269559184828258e-06,0.2889006289160839,0.3335298346411074,0.7307692307692307,0.7307692307692307,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-20b,always_direct,5.0,output_tokens,direct,0.3881118881118881,0.43282001137316645,0.0030106595979021,6.884125716499717e-06,0.37305859012237763,0.43278559074458395,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_after_primary::solver:openai/gpt-oss-20b,always_after_primary,5.0,output_tokens,after_primary,0.3881118881118881,0.43282001137316645,0.003272491856643357,7.911081634982563e-06,0.37174942882867135,0.43278045596499154,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_direct::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_direct,5.0,output_tokens,direct,0.4020979020979021,0.4135678412614169,0.004328844195804197,1.7744459344702877e-05,0.3804536811188811,0.41347911896469336,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_after_primary::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_after_primary,5.0,output_tokens,after_primary,0.4020979020979021,0.4135678412614169,0.004590676454545456,1.8771415263185784e-05,0.37914451982517483,0.41347398418510095,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-120b,always_direct,5.0,output_tokens,direct,0.47202797202797203,0.47963227362899513,0.013906351258741255,5.443759959259016e-05,0.40249621573426575,0.47936008563103216,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always_after_primary::solver:openai/gpt-oss-120b,always_after_primary,5.0,output_tokens,after_primary,0.47202797202797203,0.47963227362899513,0.01416818351748252,5.546455551107291e-05,0.40118705444055947,0.47935495085143975,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
direct_router_direct_pred_reward_pred_cost_weighted,router_direct,10.0,output_tokens,direct,0.47202797202797203,0.47963227362899513,0.013906351258741255,5.443759959259016e-05,0.33296445944055947,0.47908789763306925,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
reward_only_router_direct_weighted,router_direct,10.0,output_tokens,direct,0.47202797202797203,0.47963227362899513,0.013906351258741255,5.443759959259016e-05,0.33296445944055947,0.47908789763306925,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
oracle_after_primary_utility_weighted,oracle_after_primary,10.0,output_tokens,after_primary,0.5594405594405595,0.36021520780933486,0.0015060818636363632,5.748204461496265e-06,0.5443797408041958,0.3601577257647199,1.0,0.993006993006993,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
oracle_direct_utility_weighted,oracle_direct,10.0,output_tokens,direct,0.5594405594405595,0.36021520780933486,0.0014218673041958034,5.471693099646516e-06,0.5452218863986015,0.3601604908783384,1.0,0.993006993006993,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
oracle_reward_after_primary_weighted,oracle_after_primary,10.0,output_tokens,after_primary,0.5594405594405595,0.36034618797418955,0.0015183894545454542,5.671520484370601e-06,0.5442566648951049,0.36028947276934586,0.993006993006993,1.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 21, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 44}"
always_direct::scout:Qwen/Qwen3-4B-Instruct-2507,always_direct,10.0,output_tokens,direct,0.2902097902097902,0.3335349694206998,0.00026183225874125865,1.0269559184828258e-06,0.28759146762237764,0.333524699861515,0.7307692307692307,0.7307692307692307,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-20b,always_direct,10.0,output_tokens,direct,0.3881118881118881,0.43282001137316645,0.0030106595979021,6.884125716499717e-06,0.35800529213286714,0.43275117011600145,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_after_primary::solver:openai/gpt-oss-20b,always_after_primary,10.0,output_tokens,after_primary,0.3881118881118881,0.43282001137316645,0.003272491856643357,7.911081634982563e-06,0.35538696954545457,0.43274090055681663,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_direct::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_direct,10.0,output_tokens,direct,0.4020979020979021,0.4135678412614169,0.004328844195804197,1.7744459344702877e-05,0.3588094601398601,0.41339039666796984,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_after_primary::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_after_primary,10.0,output_tokens,after_primary,0.4020979020979021,0.4135678412614169,0.004590676454545456,1.8771415263185784e-05,0.3561911375524475,0.413380127108785,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-120b,always_direct,10.0,output_tokens,direct,0.47202797202797203,0.47963227362899513,0.013906351258741255,5.443759959259016e-05,0.33296445944055947,0.47908789763306925,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always_after_primary::solver:openai/gpt-oss-120b,always_after_primary,10.0,output_tokens,after_primary,0.47202797202797203,0.47963227362899513,0.01416818351748252,5.546455551107291e-05,0.33034613685314684,0.4790776280738844,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
direct_router_direct_pred_reward_pred_cost_weighted,router_direct,15.0,output_tokens,direct,0.47202797202797203,0.47963227362899513,0.013906351258741255,5.443759959259016e-05,0.2634327031468532,0.4788157096351063,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
reward_only_router_direct_weighted,router_direct,15.0,output_tokens,direct,0.47202797202797203,0.47963227362899513,0.013906351258741255,5.443759959259016e-05,0.2634327031468532,0.4788157096351063,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
oracle_after_primary_utility_weighted,oracle_after_primary,15.0,output_tokens,after_primary,0.5594405594405595,0.36021520780933486,0.0015060818636363632,5.748204461496265e-06,0.536849331486014,0.3601289847424124,1.0,0.993006993006993,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
oracle_direct_utility_weighted,oracle_direct,15.0,output_tokens,direct,0.5594405594405595,0.36021520780933486,0.0014218673041958034,5.471693099646516e-06,0.5381125498776225,0.3601331324128402,1.0,0.993006993006993,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
oracle_reward_after_primary_weighted,oracle_after_primary,15.0,output_tokens,after_primary,0.5594405594405595,0.36034618797418955,0.0015183894545454542,5.671520484370601e-06,0.5366647176223777,0.360261115166924,0.993006993006993,1.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 21, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 44}"
always_direct::scout:Qwen/Qwen3-4B-Instruct-2507,always_direct,15.0,output_tokens,direct,0.2902097902097902,0.3335349694206998,0.00026183225874125865,1.0269559184828258e-06,0.28628230632867135,0.3335195650819226,0.7307692307692307,0.7307692307692307,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-20b,always_direct,15.0,output_tokens,direct,0.3881118881118881,0.43282001137316645,0.0030106595979021,6.884125716499717e-06,0.34295199414335664,0.43271674948741895,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_after_primary::solver:openai/gpt-oss-20b,always_after_primary,15.0,output_tokens,after_primary,0.3881118881118881,0.43282001137316645,0.003272491856643357,7.911081634982563e-06,0.3390245102622378,0.4327013451486417,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_direct::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_direct,15.0,output_tokens,direct,0.4020979020979021,0.4135678412614169,0.004328844195804197,1.7744459344702877e-05,0.3371652391608391,0.4133016743712463,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_after_primary::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_after_primary,15.0,output_tokens,after_primary,0.4020979020979021,0.4135678412614169,0.004590676454545456,1.8771415263185784e-05,0.3332377552797202,0.4132862700324691,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-120b,always_direct,15.0,output_tokens,direct,0.47202797202797203,0.47963227362899513,0.013906351258741255,5.443759959259016e-05,0.2634327031468532,0.4788157096351063,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
always_after_primary::solver:openai/gpt-oss-120b,always_after_primary,15.0,output_tokens,after_primary,0.47202797202797203,0.47963227362899513,0.01416818351748252,5.546455551107291e-05,0.2595052192657342,0.47880030529632905,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
direct_router_direct_pred_reward_pred_cost_weighted,router_direct,20.0,output_tokens,direct,0.47202797202797203,0.47963227362899513,0.013906351258741255,5.443759959259016e-05,0.1939009468531469,0.4785435216371433,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
reward_only_router_direct_weighted,router_direct,20.0,output_tokens,direct,0.47202797202797203,0.47963227362899513,0.013906351258741255,5.443759959259016e-05,0.1939009468531469,0.4785435216371433,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
oracle_after_primary_utility_weighted,oracle_after_primary,20.0,output_tokens,after_primary,0.5594405594405595,0.36021520780933486,0.0015060818636363632,5.748204461496265e-06,0.5293189221678323,0.3601002437201049,1.0,0.993006993006993,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
oracle_direct_utility_weighted,oracle_direct,20.0,output_tokens,direct,0.5594405594405595,0.36021520780933486,0.0014218673041958034,5.471693099646516e-06,0.5310032133566435,0.36010577394734195,1.0,0.993006993006993,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
oracle_reward_after_primary_weighted,oracle_after_primary,20.0,output_tokens,after_primary,0.5594405594405595,0.36034618797418955,0.0015183894545454542,5.671520484370601e-06,0.5290727703496504,0.3602327575645021,0.993006993006993,1.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 209, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 21, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 44}"
always_direct::scout:Qwen/Qwen3-4B-Instruct-2507,always_direct,20.0,output_tokens,direct,0.2902097902097902,0.3335349694206998,0.00026183225874125865,1.0269559184828258e-06,0.284973145034965,0.3335144303023302,0.7307692307692307,0.7307692307692307,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-20b,always_direct,20.0,output_tokens,direct,0.3881118881118881,0.43282001137316645,0.0030106595979021,6.884125716499717e-06,0.32789869615384615,0.43268232885883645,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_after_primary::solver:openai/gpt-oss-20b,always_after_primary,20.0,output_tokens,after_primary,0.3881118881118881,0.43282001137316645,0.003272491856643357,7.911081634982563e-06,0.322662050979021,0.4326617897404668,0.14685314685314685,0.15384615384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
always_direct::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_direct,20.0,output_tokens,direct,0.4020979020979021,0.4135678412614169,0.004328844195804197,1.7744459344702877e-05,0.31552101818181816,0.4132129520745228,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_after_primary::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_after_primary,20.0,output_tokens,after_primary,0.4020979020979021,0.4135678412614169,0.004590676454545456,1.8771415263185784e-05,0.31028437300699296,0.41319241295615317,0.08041958041958042,0.07342657342657342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
always_direct::solver:openai/gpt-oss-120b,always_direct,20.0,output_tokens,direct,0.47202797202797203,0.47963227362899513,0.013906351258741255,5.443759959259016e-05,0.1939009468531469,0.4785435216371433,0.04195804195804196,0.04195804195804196,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
