policy,lambda_dollar,solve_rate,mean_cost_dollars,mean_cost_per_1000,utility,called_counts_by_route,first_counts_by_route
seq_global_train_p_over_cost,200,0.5594405594405595,0.01381768239510489,13.817682395104889,-2.204095919580418,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_input_pred_p_over_cost,0,0.5594405594405595,0.01381768239510489,13.817682395104889,0.5594405594405595,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_input_pred_p_over_cost,5,0.5594405594405595,0.01381768239510489,13.817682395104889,0.490352147465035,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_input_pred_p_over_cost,10,0.5594405594405595,0.01381768239510489,13.817682395104889,0.42126373548951057,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_input_pred_p_over_cost,15,0.5594405594405595,0.01381768239510489,13.817682395104889,0.35217532351398617,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_input_pred_p_over_cost,20,0.5594405594405595,0.01381768239510489,13.817682395104889,0.2830869115384617,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_input_pred_p_over_cost,25,0.5594405594405595,0.01381768239510489,13.817682395104889,0.21399849956293726,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_input_pred_p_over_cost,30,0.5594405594405595,0.01381768239510489,13.817682395104889,0.1449100875874128,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_input_pred_p_over_cost,35,0.5594405594405595,0.01381768239510489,13.817682395104889,0.07582167561188835,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_input_pred_p_over_cost,40,0.5594405594405595,0.01381768239510489,13.817682395104889,0.006733263636363951,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_input_pred_p_over_cost,50,0.5594405594405595,0.01381768239510489,13.817682395104889,-0.13144356031468496,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_input_pred_p_over_cost,75,0.5594405594405595,0.01381768239510489,13.817682395104889,-0.4768856201923072,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_input_pred_p_over_cost,100,0.5594405594405595,0.01381768239510489,13.817682395104889,-0.8223276800699294,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_input_pred_p_over_cost,150,0.5594405594405595,0.01381768239510489,13.817682395104889,-1.5132117998251737,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_input_pred_p_over_cost,200,0.5594405594405595,0.01381768239510489,13.817682395104889,-2.204095919580418,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_post_pred_p_over_cost_all_routes,0,0.5594405594405595,0.01381768239510489,13.817682395104889,0.5594405594405595,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_post_pred_p_over_cost_all_routes,5,0.5594405594405595,0.01381768239510489,13.817682395104889,0.490352147465035,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_post_pred_p_over_cost_all_routes,10,0.5594405594405595,0.01381768239510489,13.817682395104889,0.42126373548951057,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_post_pred_p_over_cost_all_routes,15,0.5594405594405595,0.01381768239510489,13.817682395104889,0.35217532351398617,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_post_pred_p_over_cost_all_routes,20,0.5594405594405595,0.01381768239510489,13.817682395104889,0.2830869115384617,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_post_pred_p_over_cost_all_routes,25,0.5594405594405595,0.01381768239510489,13.817682395104889,0.21399849956293726,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_post_pred_p_over_cost_all_routes,30,0.5594405594405595,0.01381768239510489,13.817682395104889,0.1449100875874128,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_post_pred_p_over_cost_all_routes,35,0.5594405594405595,0.01381768239510489,13.817682395104889,0.07582167561188835,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_post_pred_p_over_cost_all_routes,40,0.5594405594405595,0.01381768239510489,13.817682395104889,0.006733263636363951,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_post_pred_p_over_cost_all_routes,50,0.5594405594405595,0.01381768239510489,13.817682395104889,-0.13144356031468496,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_post_pred_p_over_cost_all_routes,75,0.5594405594405595,0.01381768239510489,13.817682395104889,-0.4768856201923072,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_post_pred_p_over_cost_all_routes,100,0.5594405594405595,0.01381768239510489,13.817682395104889,-0.8223276800699294,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_post_pred_p_over_cost_all_routes,150,0.5594405594405595,0.01381768239510489,13.817682395104889,-1.5132117998251737,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_post_pred_p_over_cost_all_routes,200,0.5594405594405595,0.01381768239510489,13.817682395104889,-2.204095919580418,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_post_pred_remaining,0,0.5594405594405595,0.01381768239510489,13.817682395104889,0.5594405594405595,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_post_pred_remaining,5,0.5594405594405595,0.01381768239510489,13.817682395104889,0.490352147465035,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_post_pred_remaining,10,0.5594405594405595,0.01381768239510489,13.817682395104889,0.42126373548951057,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_post_pred_remaining,15,0.5594405594405595,0.01381768239510489,13.817682395104889,0.35217532351398617,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_post_pred_remaining,20,0.5594405594405595,0.01381768239510489,13.817682395104889,0.2830869115384617,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_post_pred_remaining,25,0.5594405594405595,0.01381768239510489,13.817682395104889,0.21399849956293726,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_post_pred_remaining,30,0.5594405594405595,0.01381768239510489,13.817682395104889,0.1449100875874128,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_post_pred_remaining,35,0.5594405594405595,0.01381768239510489,13.817682395104889,0.07582167561188835,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_post_pred_remaining,40,0.5594405594405595,0.01381768239510489,13.817682395104889,0.006733263636363951,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_post_pred_remaining,50,0.5594405594405595,0.01381768239510489,13.817682395104889,-0.13144356031468496,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_post_pred_remaining,75,0.5594405594405595,0.01381768239510489,13.817682395104889,-0.4768856201923072,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_post_pred_remaining,100,0.5594405594405595,0.01381768239510489,13.817682395104889,-0.8223276800699294,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_post_pred_remaining,150,0.5594405594405595,0.01381768239510489,13.817682395104889,-1.5132117998251737,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_post_pred_remaining,200,0.5594405594405595,0.01381768239510489,13.817682395104889,-2.204095919580418,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_input_pred_remaining,0,0.5594405594405595,0.01381768239510489,13.817682395104889,0.5594405594405595,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_input_pred_remaining,5,0.5594405594405595,0.01381768239510489,13.817682395104889,0.490352147465035,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_input_pred_remaining,10,0.5594405594405595,0.01381768239510489,13.817682395104889,0.42126373548951057,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_input_pred_remaining,15,0.5594405594405595,0.01381768239510489,13.817682395104889,0.35217532351398617,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_input_pred_remaining,20,0.5594405594405595,0.01381768239510489,13.817682395104889,0.2830869115384617,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_input_pred_remaining,25,0.5594405594405595,0.01381768239510489,13.817682395104889,0.21399849956293726,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_input_pred_remaining,30,0.5594405594405595,0.01381768239510489,13.817682395104889,0.1449100875874128,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_input_pred_remaining,35,0.5594405594405595,0.01381768239510489,13.817682395104889,0.07582167561188835,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_input_pred_remaining,40,0.5594405594405595,0.01381768239510489,13.817682395104889,0.006733263636363951,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_input_pred_remaining,50,0.5594405594405595,0.01381768239510489,13.817682395104889,-0.13144356031468496,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_input_pred_remaining,75,0.5594405594405595,0.01381768239510489,13.817682395104889,-0.4768856201923072,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_input_pred_remaining,100,0.5594405594405595,0.01381768239510489,13.817682395104889,-0.8223276800699294,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_input_pred_remaining,150,0.5594405594405595,0.01381768239510489,13.817682395104889,-1.5132117998251737,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_scout_first_input_pred_remaining,200,0.5594405594405595,0.01381768239510489,13.817682395104889,-2.204095919580418,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_strongest_first_train,0,0.5594405594405595,0.0184346313846154,18.434631384615397,0.5594405594405595,"{""120B"": 286, ""20B"": 151, ""30B"": 139, ""4B"": 127}","{""120B"": 286}"
seq_strongest_first_train,5,0.5594405594405595,0.0184346313846154,18.434631384615397,0.4672674025174825,"{""120B"": 286, ""20B"": 151, ""30B"": 139, ""4B"": 127}","{""120B"": 286}"
seq_strongest_first_train,10,0.5594405594405595,0.0184346313846154,18.434631384615397,0.3750942455944055,"{""120B"": 286, ""20B"": 151, ""30B"": 139, ""4B"": 127}","{""120B"": 286}"
seq_strongest_first_train,15,0.5594405594405595,0.0184346313846154,18.434631384615397,0.2829210886713285,"{""120B"": 286, ""20B"": 151, ""30B"": 139, ""4B"": 127}","{""120B"": 286}"
seq_strongest_first_train,20,0.5594405594405595,0.0184346313846154,18.434631384615397,0.1907479317482515,"{""120B"": 286, ""20B"": 151, ""30B"": 139, ""4B"": 127}","{""120B"": 286}"
seq_strongest_first_train,25,0.5594405594405595,0.0184346313846154,18.434631384615397,0.09857477482517452,"{""120B"": 286, ""20B"": 151, ""30B"": 139, ""4B"": 127}","{""120B"": 286}"
seq_strongest_first_train,30,0.5594405594405595,0.0184346313846154,18.434631384615397,0.006401617902097478,"{""120B"": 286, ""20B"": 151, ""30B"": 139, ""4B"": 127}","{""120B"": 286}"
seq_strongest_first_train,35,0.5594405594405595,0.0184346313846154,18.434631384615397,-0.08577153902097945,"{""120B"": 286, ""20B"": 151, ""30B"": 139, ""4B"": 127}","{""120B"": 286}"
seq_strongest_first_train,40,0.5594405594405595,0.0184346313846154,18.434631384615397,-0.17794469594405649,"{""120B"": 286, ""20B"": 151, ""30B"": 139, ""4B"": 127}","{""120B"": 286}"
seq_strongest_first_train,50,0.5594405594405595,0.0184346313846154,18.434631384615397,-0.36229100979021045,"{""120B"": 286, ""20B"": 151, ""30B"": 139, ""4B"": 127}","{""120B"": 286}"
seq_strongest_first_train,75,0.5594405594405595,0.0184346313846154,18.434631384615397,-0.8231567944055954,"{""120B"": 286, ""20B"": 151, ""30B"": 139, ""4B"": 127}","{""120B"": 286}"
seq_strongest_first_train,100,0.5594405594405595,0.0184346313846154,18.434631384615397,-1.2840225790209803,"{""120B"": 286, ""20B"": 151, ""30B"": 139, ""4B"": 127}","{""120B"": 286}"
seq_strongest_first_train,150,0.5594405594405595,0.0184346313846154,18.434631384615397,-2.20575414825175,"{""120B"": 286, ""20B"": 151, ""30B"": 139, ""4B"": 127}","{""120B"": 286}"
seq_strongest_first_train,200,0.5594405594405595,0.0184346313846154,18.434631384615397,-3.12748571748252,"{""120B"": 286, ""20B"": 151, ""30B"": 139, ""4B"": 127}","{""120B"": 286}"
seq_cheapest_first_train,0,0.5594405594405595,0.01381768239510489,13.817682395104889,0.5594405594405595,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_cheapest_first_train,5,0.5594405594405595,0.01381768239510489,13.817682395104889,0.490352147465035,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_cheapest_first_train,10,0.5594405594405595,0.01381768239510489,13.817682395104889,0.42126373548951057,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_cheapest_first_train,15,0.5594405594405595,0.01381768239510489,13.817682395104889,0.35217532351398617,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_cheapest_first_train,20,0.5594405594405595,0.01381768239510489,13.817682395104889,0.2830869115384617,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_cheapest_first_train,25,0.5594405594405595,0.01381768239510489,13.817682395104889,0.21399849956293726,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_cheapest_first_train,30,0.5594405594405595,0.01381768239510489,13.817682395104889,0.1449100875874128,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_cheapest_first_train,35,0.5594405594405595,0.01381768239510489,13.817682395104889,0.07582167561188835,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_cheapest_first_train,40,0.5594405594405595,0.01381768239510489,13.817682395104889,0.006733263636363951,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_cheapest_first_train,50,0.5594405594405595,0.01381768239510489,13.817682395104889,-0.13144356031468496,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_cheapest_first_train,75,0.5594405594405595,0.01381768239510489,13.817682395104889,-0.4768856201923072,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_cheapest_first_train,100,0.5594405594405595,0.01381768239510489,13.817682395104889,-0.8223276800699294,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_cheapest_first_train,150,0.5594405594405595,0.01381768239510489,13.817682395104889,-1.5132117998251737,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
seq_cheapest_first_train,200,0.5594405594405595,0.01381768239510489,13.817682395104889,-2.204095919580418,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}"
clairvoyant_cheapest_passing,0,0.5594405594405595,0.012938520409090904,12.938520409090904,0.5594405594405595,"{""120B"": 138, ""20B"": 168, ""30B"": 149, ""4B"": 209}","{""120B"": 12, ""20B"": 42, ""30B"": 23, ""4B"": 209}"
clairvoyant_cheapest_passing,5,0.5594405594405595,0.012938520409090904,12.938520409090904,0.49474795739510496,"{""120B"": 138, ""20B"": 168, ""30B"": 149, ""4B"": 209}","{""120B"": 12, ""20B"": 42, ""30B"": 23, ""4B"": 209}"
clairvoyant_cheapest_passing,10,0.5594405594405595,0.012938520409090904,12.938520409090904,0.43005535534965045,"{""120B"": 138, ""20B"": 168, ""30B"": 149, ""4B"": 209}","{""120B"": 12, ""20B"": 42, ""30B"": 23, ""4B"": 209}"
clairvoyant_cheapest_passing,15,0.5594405594405595,0.012938520409090904,12.938520409090904,0.36536275330419593,"{""120B"": 138, ""20B"": 168, ""30B"": 149, ""4B"": 209}","{""120B"": 12, ""20B"": 42, ""30B"": 23, ""4B"": 209}"
clairvoyant_cheapest_passing,20,0.5594405594405595,0.012938520409090904,12.938520409090904,0.3006701512587414,"{""120B"": 138, ""20B"": 168, ""30B"": 149, ""4B"": 209}","{""120B"": 12, ""20B"": 42, ""30B"": 23, ""4B"": 209}"
clairvoyant_cheapest_passing,25,0.5594405594405595,0.012938520409090904,12.938520409090904,0.2359775492132869,"{""120B"": 138, ""20B"": 168, ""30B"": 149, ""4B"": 209}","{""120B"": 12, ""20B"": 42, ""30B"": 23, ""4B"": 209}"
clairvoyant_cheapest_passing,30,0.5594405594405595,0.012938520409090904,12.938520409090904,0.17128494716783238,"{""120B"": 138, ""20B"": 168, ""30B"": 149, ""4B"": 209}","{""120B"": 12, ""20B"": 42, ""30B"": 23, ""4B"": 209}"
clairvoyant_cheapest_passing,35,0.5594405594405595,0.012938520409090904,12.938520409090904,0.10659234512237786,"{""120B"": 138, ""20B"": 168, ""30B"": 149, ""4B"": 209}","{""120B"": 12, ""20B"": 42, ""30B"": 23, ""4B"": 209}"
clairvoyant_cheapest_passing,40,0.5594405594405595,0.012938520409090904,12.938520409090904,0.041899743076923346,"{""120B"": 138, ""20B"": 168, ""30B"": 149, ""4B"": 209}","{""120B"": 12, ""20B"": 42, ""30B"": 23, ""4B"": 209}"
clairvoyant_cheapest_passing,50,0.5594405594405595,0.012938520409090904,12.938520409090904,-0.08748546101398569,"{""120B"": 138, ""20B"": 168, ""30B"": 149, ""4B"": 209}","{""120B"": 12, ""20B"": 42, ""30B"": 23, ""4B"": 209}"
clairvoyant_cheapest_passing,75,0.5594405594405595,0.012938520409090904,12.938520409090904,-0.41094847124125833,"{""120B"": 138, ""20B"": 168, ""30B"": 149, ""4B"": 209}","{""120B"": 12, ""20B"": 42, ""30B"": 23, ""4B"": 209}"
clairvoyant_cheapest_passing,100,0.5594405594405595,0.012938520409090904,12.938520409090904,-0.7344114814685309,"{""120B"": 138, ""20B"": 168, ""30B"": 149, ""4B"": 209}","{""120B"": 12, ""20B"": 42, ""30B"": 23, ""4B"": 209}"
clairvoyant_cheapest_passing,150,0.5594405594405595,0.012938520409090904,12.938520409090904,-1.3813375019230762,"{""120B"": 138, ""20B"": 168, ""30B"": 149, ""4B"": 209}","{""120B"": 12, ""20B"": 42, ""30B"": 23, ""4B"": 209}"
clairvoyant_cheapest_passing,200,0.5594405594405595,0.012938520409090904,12.938520409090904,-2.028263522377621,"{""120B"": 138, ""20B"": 168, ""30B"": 149, ""4B"": 209}","{""120B"": 12, ""20B"": 42, ""30B"": 23, ""4B"": 209}"
