policy,family,n,lambda_dollar,real_pass_rate,mean_cost_dollars,mean_cost_per_1000,real_utility,choice_counts_by_route
4B post-scout router,4B post-scout,347,75,0.3285302593659942,0.0008255070582249591,0.8255070582249591,0.2666172299991223,"{""4B scout"": 285, ""Gemini"": 60, ""OSS-120B"": 0, ""OSS-20B"": 2, ""Qwen-30B"": 0}"
4B post-scout router,4B post-scout,347,100,0.2507204610951009,0.0004059566354556546,0.4059566354556546,0.21012479754953542,"{""4B scout"": 334, ""Gemini"": 4, ""OSS-120B"": 0, ""OSS-20B"": 9, ""Qwen-30B"": 0}"
4B post-scout router,4B post-scout,347,150,0.23919308357348704,0.0003149182493224933,0.3149182493224933,0.19195534617511303,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B post-scout router,4B post-scout,347,200,0.23919308357348704,0.0003149182493224933,0.3149182493224933,0.1762094337089884,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,0,0.5244956772334294,0.0033611513866365576,3.3611513866365574,0.5244956772334294,"{""4B scout"": 0, ""Gemini"": 346, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 1}"
4B input-only router,4B input-only,347,5,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.5076799254858614,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,10,0.5244956772334294,0.003342274420494933,3.342274420494933,0.49107293302848004,"{""4B scout"": 2, ""Gemini"": 345, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,15,0.5244956772334294,0.0029458957263325267,2.9458957263325267,0.4803072413384415,"{""4B scout"": 24, ""Gemini"": 323, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,20,0.5244956772334294,0.0028290392931125175,2.8290392931125177,0.46791489137117903,"{""4B scout"": 32, ""Gemini"": 315, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,25,0.5244956772334294,0.0028290392931125175,2.8290392931125177,0.45376969490561647,"{""4B scout"": 32, ""Gemini"": 315, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,30,0.5244956772334294,0.0028290392931125175,2.8290392931125177,0.43962449844005386,"{""4B scout"": 32, ""Gemini"": 315, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,35,0.521613832853026,0.0027620208523958176,2.7620208523958176,0.4249431030191724,"{""4B scout"": 36, ""Gemini"": 311, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,40,0.5072046109510087,0.0026284826194187855,2.6284826194187856,0.40206530617425723,"{""4B scout"": 56, ""Gemini"": 291, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,50,0.2478386167146974,0.0004498564241524856,0.4498564241524856,0.22534579550707312,"{""4B scout"": 328, ""Gemini"": 19, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,75,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.21599646662951602,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,100,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.20826426098152567,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,150,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.192799849685545,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,200,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.1773354383895643,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
