policy,family,n,lambda_dollar,real_pass_rate,mean_cost_dollars,mean_cost_per_1000,real_utility,choice_counts_by_route
always::Qwen-30B,always,347,15,0.42363112391930835,0.005934172291316101,5.934172291316101,0.33461853954956683,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,15,0.4755043227665706,0.015423710290151897,15.423710290151897,0.24414866841429217,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::Gemini,always,347,15,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.4740484219907253,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B post-scout router,4B post-scout,347,20,0.5072046109510087,0.0026462069007781213,2.6462069007781213,0.45428047293544627,"{""4B scout"": 97, ""Gemini"": 249, ""OSS-120B"": 0, ""OSS-20B"": 1, ""Qwen-30B"": 0}"
4B post-scout oracle,4B post-scout,347,20,0.6455331412103746,0.001671199696610773,1.671199696610773,0.6121091472781592,"{""4B scout"": 206, ""Gemini"": 73, ""OSS-120B"": 8, ""OSS-20B"": 51, ""Qwen-30B"": 9}"
always::4B scout,always,347,20,0.23919308357348704,0.0003149182493224933,0.3149182493224933,0.23289471858703717,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,20,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.343948611199433,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,20,0.42363112391930835,0.005934172291316101,5.934172291316101,0.30494767809298634,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,20,0.4755043227665706,0.015423710290151897,15.423710290151897,0.16703011696353265,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::Gemini,always,347,20,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.4572326702431572,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B post-scout router,4B post-scout,347,25,0.46397694524495675,0.002222868340736649,2.222868340736649,0.4084052367265405,"{""4B scout"": 148, ""Gemini"": 198, ""OSS-120B"": 0, ""OSS-20B"": 1, ""Qwen-30B"": 0}"
4B post-scout oracle,4B post-scout,347,25,0.6455331412103746,0.001671199696610773,1.671199696610773,0.6037531487951053,"{""4B scout"": 206, ""Gemini"": 73, ""OSS-120B"": 8, ""OSS-20B"": 51, ""Qwen-30B"": 9}"
always::4B scout,always,347,25,0.23919308357348704,0.0003149182493224933,0.3149182493224933,0.2313201273404247,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,25,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.32763028849496845,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,25,0.42363112391930835,0.005934172291316101,5.934172291316101,0.2752768166364058,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,25,0.4755043227665706,0.015423710290151897,15.423710290151897,0.08991156551277318,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::Gemini,always,347,25,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.44041691849558917,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B post-scout router,4B post-scout,347,30,0.38904899135446686,0.0016550900342629474,1.6550900342629473,0.3393962903265784,"{""4B scout"": 205, ""Gemini"": 141, ""OSS-120B"": 0, ""OSS-20B"": 1, ""Qwen-30B"": 0}"
4B post-scout oracle,4B post-scout,347,30,0.6455331412103746,0.001671199696610773,1.671199696610773,0.5953971503120514,"{""4B scout"": 206, ""Gemini"": 73, ""OSS-120B"": 8, ""OSS-20B"": 51, ""Qwen-30B"": 9}"
always::4B scout,always,347,30,0.23919308357348704,0.0003149182493224933,0.3149182493224933,0.22974553609381224,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,30,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.31131196579050396,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,30,0.42363112391930835,0.005934172291316101,5.934172291316101,0.2456059551798253,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,30,0.4755043227665706,0.015423710290151897,15.423710290151897,0.012793014062013719,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::Gemini,always,347,30,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.4236011667480212,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B post-scout router,4B post-scout,347,40,0.36023054755043227,0.0011396211240970382,1.1396211240970382,0.3146457025865507,"{""4B scout"": 250, ""Gemini"": 96, ""OSS-120B"": 0, ""OSS-20B"": 1, ""Qwen-30B"": 0}"
4B post-scout oracle,4B post-scout,347,40,0.6455331412103746,0.001671199696610773,1.671199696610773,0.5786851533459437,"{""4B scout"": 206, ""Gemini"": 73, ""OSS-120B"": 8, ""OSS-20B"": 51, ""Qwen-30B"": 9}"
always::4B scout,always,347,40,0.23919308357348704,0.0003149182493224933,0.3149182493224933,0.2265963536005873,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,40,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.2786753203815749,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,40,0.42363112391930835,0.005934172291316101,5.934172291316101,0.1862642322666643,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,40,0.4755043227665706,0.015423710290151897,15.423710290151897,-0.14144408883950532,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::Gemini,always,347,40,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.38996966325288507,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B post-scout router,4B post-scout,347,50,0.34870317002881845,0.0010802696262636388,1.0802696262636389,0.2946896887156365,"{""4B scout"": 259, ""Gemini"": 87, ""OSS-120B"": 0, ""OSS-20B"": 1, ""Qwen-30B"": 0}"
4B post-scout oracle,4B post-scout,347,50,0.6340057636887608,0.001413862533714003,1.413862533714003,0.5633126370030607,"{""4B scout"": 210, ""Gemini"": 73, ""OSS-120B"": 4, ""OSS-20B"": 51, ""Qwen-30B"": 9}"
always::4B scout,always,347,50,0.23919308357348704,0.0003149182493224933,0.3149182493224933,0.22344717110736237,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,50,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.24603867497264587,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,50,0.42363112391930835,0.005934172291316101,5.934172291316101,0.1269225093535033,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,50,0.4755043227665706,0.015423710290151897,15.423710290151897,-0.29568119174102425,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::Gemini,always,347,50,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.356338159757749,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B post-scout router,4B post-scout,347,75,0.3285302593659942,0.0008255070582249591,0.8255070582249591,0.2666172299991223,"{""4B scout"": 285, ""Gemini"": 60, ""OSS-120B"": 0, ""OSS-20B"": 2, ""Qwen-30B"": 0}"
4B post-scout oracle,4B post-scout,347,75,0.622478386167147,0.0012246588610214451,1.224658861021445,0.5306289715905386,"{""4B scout"": 214, ""Gemini"": 73, ""OSS-120B"": 1, ""OSS-20B"": 50, ""Qwen-30B"": 9}"
always::4B scout,always,347,75,0.23919308357348704,0.0003149182493224933,0.3149182493224933,0.21557421487430004,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,75,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.16444706145032323,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,75,0.42363112391930835,0.005934172291316101,5.934172291316101,-0.021431797929399254,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,75,0.4755043227665706,0.015423710290151897,15.423710290151897,-0.6812739489948217,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::Gemini,always,347,75,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.2722594010199088,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B post-scout router,4B post-scout,347,100,0.2507204610951009,0.0004059566354556546,0.4059566354556546,0.21012479754953542,"{""4B scout"": 334, ""Gemini"": 4, ""OSS-120B"": 0, ""OSS-20B"": 9, ""Qwen-30B"": 0}"
4B post-scout oracle,4B post-scout,347,100,0.6195965417867435,0.001187928311149664,1.187928311149664,0.5008037106717771,"{""4B scout"": 215, ""Gemini"": 72, ""OSS-120B"": 1, ""OSS-20B"": 50, ""Qwen-30B"": 9}"
always::4B scout,always,347,100,0.23919308357348704,0.0003149182493224933,0.3149182493224933,0.2077012586412377,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,100,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.08285544792800065,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,100,0.42363112391930835,0.005934172291316101,5.934172291316101,-0.16978610521230175,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,100,0.4755043227665706,0.015423710290151897,15.423710290151897,-1.0668667062486192,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::Gemini,always,347,100,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.18818064228206866,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,0,0.5244956772334294,0.0033611513866365576,3.3611513866365574,0.5244956772334294,"{""4B scout"": 0, ""Gemini"": 346, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 1}"
4B input-only oracle,4B input-only,347,0,0.6455331412103746,0.0025631728891298607,2.5631728891298606,0.6455331412103746,"{""4B scout"": 206, ""Gemini"": 15, ""OSS-120B"": 22, ""OSS-20B"": 75, ""Qwen-30B"": 29}"
always::4B scout,always,347,0,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.23919308357348704,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,0,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.4092219020172911,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,0,0.42363112391930835,0.005934172291316101,5.934172291316101,0.42363112391930835,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,0,0.4755043227665706,0.015423710290151897,15.423710290151897,0.4755043227665706,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::Gemini,always,347,0,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.5244956772334294,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,10,0.5244956772334294,0.003342274420494933,3.342274420494933,0.49107293302848004,"{""4B scout"": 2, ""Gemini"": 345, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only oracle,4B input-only,347,10,0.6455331412103746,0.0015273112046167944,1.5273112046167945,0.6302600291642066,"{""4B scout"": 205, ""Gemini"": 74, ""OSS-120B"": 8, ""OSS-20B"": 51, ""Qwen-30B"": 9}"
always::4B scout,always,347,10,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.2361002013142909,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,10,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.37658525660836206,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,10,0.42363112391930835,0.005934172291316101,5.934172291316101,0.3642894010061473,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,10,0.4755043227665706,0.015423710290151897,15.423710290151897,0.32126721986505163,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::Gemini,always,347,10,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.49086417373829333,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,15,0.5244956772334294,0.0029458957263325267,2.9458957263325267,0.4803072413384415,"{""4B scout"": 24, ""Gemini"": 323, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only oracle,4B input-only,347,15,0.6455331412103746,0.0015273112046167944,1.5273112046167945,0.6226234731411228,"{""4B scout"": 205, ""Gemini"": 74, ""OSS-120B"": 8, ""OSS-20B"": 51, ""Qwen-30B"": 9}"
always::4B scout,always,347,15,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.23455376018469284,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,15,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.3602669339038975,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,15,0.42363112391930835,0.005934172291316101,5.934172291316101,0.33461853954956683,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,15,0.4755043227665706,0.015423710290151897,15.423710290151897,0.24414866841429217,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::Gemini,always,347,15,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.4740484219907253,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,20,0.5244956772334294,0.0028290392931125175,2.8290392931125177,0.46791489137117903,"{""4B scout"": 32, ""Gemini"": 315, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only oracle,4B input-only,347,20,0.6455331412103746,0.0015273112046167944,1.5273112046167945,0.6149869171180388,"{""4B scout"": 205, ""Gemini"": 74, ""OSS-120B"": 8, ""OSS-20B"": 51, ""Qwen-30B"": 9}"
always::4B scout,always,347,20,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.23300731905509475,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,20,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.343948611199433,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,20,0.42363112391930835,0.005934172291316101,5.934172291316101,0.30494767809298634,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,20,0.4755043227665706,0.015423710290151897,15.423710290151897,0.16703011696353265,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::Gemini,always,347,20,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.4572326702431572,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,25,0.5244956772334294,0.0028290392931125175,2.8290392931125177,0.45376969490561647,"{""4B scout"": 32, ""Gemini"": 315, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only oracle,4B input-only,347,25,0.6455331412103746,0.0015273112046167944,1.5273112046167945,0.6073503610949548,"{""4B scout"": 205, ""Gemini"": 74, ""OSS-120B"": 8, ""OSS-20B"": 51, ""Qwen-30B"": 9}"
always::4B scout,always,347,25,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.2314608779254967,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,25,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.32763028849496845,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,25,0.42363112391930835,0.005934172291316101,5.934172291316101,0.2752768166364058,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,25,0.4755043227665706,0.015423710290151897,15.423710290151897,0.08991156551277318,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::Gemini,always,347,25,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.44041691849558917,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,30,0.5244956772334294,0.0028290392931125175,2.8290392931125177,0.43962449844005386,"{""4B scout"": 32, ""Gemini"": 315, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only oracle,4B input-only,347,30,0.6455331412103746,0.0015273112046167944,1.5273112046167945,0.5997138050718708,"{""4B scout"": 205, ""Gemini"": 74, ""OSS-120B"": 8, ""OSS-20B"": 51, ""Qwen-30B"": 9}"
always::4B scout,always,347,30,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.22991443679589862,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,30,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.31131196579050396,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,30,0.42363112391930835,0.005934172291316101,5.934172291316101,0.2456059551798253,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,30,0.4755043227665706,0.015423710290151897,15.423710290151897,0.012793014062013719,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::Gemini,always,347,30,0.5244956772334294,0.0033631503495136074,3.3631503495136075,0.4236011667480212,"{""4B scout"": 0, ""Gemini"": 347, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only router,4B input-only,347,40,0.5072046109510087,0.0026284826194187855,2.6284826194187856,0.40206530617425723,"{""4B scout"": 56, ""Gemini"": 291, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
4B input-only oracle,4B input-only,347,40,0.6455331412103746,0.0015273112046167944,1.5273112046167945,0.5844406930257029,"{""4B scout"": 205, ""Gemini"": 74, ""OSS-120B"": 8, ""OSS-20B"": 51, ""Qwen-30B"": 9}"
always::4B scout,always,347,40,0.23919308357348704,0.0003092882259196136,0.3092882259196136,0.2268215545367025,"{""4B scout"": 347, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
always::OSS-20B,always,347,40,0.4092219020172911,0.0032636645408929046,3.2636645408929046,0.2786753203815749,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 347, ""Qwen-30B"": 0}"
always::Qwen-30B,always,347,40,0.42363112391930835,0.005934172291316101,5.934172291316101,0.1862642322666643,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 0, ""OSS-20B"": 0, ""Qwen-30B"": 347}"
always::OSS-120B,always,347,40,0.4755043227665706,0.015423710290151897,15.423710290151897,-0.14144408883950532,"{""4B scout"": 0, ""Gemini"": 0, ""OSS-120B"": 347, ""OSS-20B"": 0, ""Qwen-30B"": 0}"
