run,kind,cost_mode,lambda,mean_reward,mean_cost,mean_utility,random_reward_same_cost,gain_vs_direct_random_same_cost,best_always_utility,utility_gain_vs_best_always,choice_counts
BCE post-scout old r16,non_q,fixed_train_mean,3.25,0.3916083916083916,0.009732724902097903,0.3599770356765734,0.44155428184281964,-0.049945890234428025,0.4268323304370629,-0.06685529476048951,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 93, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 150, ""solver:openai/gpt-oss-20b"": 43}"
BCE post-scout old r16,non_q,fixed_train_mean,3.5,0.3881118881118881,0.009710772842657343,0.3541241831625874,0.4413939991051824,-0.053282110993294274,0.42335574262237763,-0.0692315594597902,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 93, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 149, ""solver:openai/gpt-oss-20b"": 44}"
BCE post-scout old r16,non_q,fixed_train_mean,3.75,0.38461538461538464,0.009508046804195803,0.34896020909965036,0.4399137970073816,-0.055298412391996954,0.41987915480769233,-0.07091894570804197,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 93, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 144, ""solver:openai/gpt-oss-20b"": 49}"
BCE post-scout old r16,non_q,fixed_train_mean,4,0.38461538461538464,0.009388489912587412,0.347061424965035,0.43904085358527223,-0.05442546896988759,0.41640256699300704,-0.06934114202797204,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 93, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 142, ""solver:openai/gpt-oss-20b"": 51}"
BCE post-scout old r16,non_q,fixed_train_mean,4.25,0.38461538461538464,0.009303138643356641,0.34507704538111894,0.4384176621653436,-0.05380227754995898,0.4129259791783217,-0.06784893379720275,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 93, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 140, ""solver:openai/gpt-oss-20b"": 53}"
BCE post-scout old r16,non_q,fixed_train_mean,4.5,0.3881118881118881,0.009141779713286714,0.3469738794020979,0.4372395015866585,-0.04912761347477035,0.4094493913636364,-0.0624755119615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 94, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 135, ""solver:openai/gpt-oss-20b"": 57}"
BCE post-scout old r16,non_q,fixed_train_mean,4.75,0.38461538461538464,0.008611939741258741,0.3437086708444056,0.4333708804462946,-0.04875549583090999,0.40597280354895104,-0.06226413270454545,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 96, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 122, ""solver:openai/gpt-oss-20b"": 68}"
BCE post-scout old r16,non_q,fixed_train_mean,5,0.3776223776223776,0.0035654168706293703,0.35979529326923076,0.39399789450853007,-0.016375516886152464,0.40249621573426575,-0.042700922465034985,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 96, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 21, ""solver:openai/gpt-oss-20b"": 169}"
BCE post-scout old r16,non_q,fixed_train_mean,6,0.3706293706293706,0.0025313276013986014,0.35544140502097904,0.3710400235459531,-0.0004106529165824879,0.3885898644755245,-0.033148459454545476,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 98, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 188}"
BCE post-scout old r16,non_q,fixed_train_mean,7,0.3741258741258741,0.002486860423076923,0.35671785116433563,0.36945628273274944,0.004669591393124672,0.3746835132167833,-0.01796566205244765,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 102, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 184}"
BCE post-scout old r16,non_q,fixed_train_mean,8,0.3741258741258741,0.002412496562937063,0.3548259016223776,0.36680774318569553,0.00731813094017858,0.3674671485314685,-0.012641246909090909,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 104, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 182}"
BCE post-scout old r16,non_q,fixed_train_mean,9,0.3741258741258741,0.0024094648951048948,0.35244069006993006,0.3666997674548509,0.007426106671023225,0.3631383043356643,-0.010697614265734234,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 105, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 181}"
BCE post-scout old r16,non_q,fixed_train_mean,10,0.3741258741258741,0.0023980319755244756,0.35014555437062933,0.36629257315926056,0.007833300966613554,0.3588094601398601,-0.008663905769230762,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 108, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 178}"
BCE post-scout old r16,non_q,fixed_train_mean,12,0.3741258741258741,0.0023598660839160832,0.3458074811188811,0.36493325866048004,0.009192615465394072,0.3519839729370629,-0.006176491818181806,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 116, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 170}"
BCE post-scout old r16,non_q,fixed_train_mean,15,0.3741258741258741,0.0023107482587412585,0.33946465024475525,0.36318388064007956,0.010941993485794554,0.34295199414335664,-0.0034873438986013916,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 120, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 166}"
BCE post-scout old r16,non_q,fixed_train_mean,18,0.3741258741258741,0.0023051204055944056,0.3326337068251748,0.36298343930209065,0.011142434823783465,0.3339200153496503,-0.0012863085244755323,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 121, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 165}"
BCE post-scout old r16,non_q,fixed_train_mean,20,0.3776223776223776,0.0022920316608391607,0.3317817444055944,0.3625172712193639,0.015105106403013713,0.32789869615384615,0.0038830482517482334,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 125, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 161}"
BCE post-scout old r16,non_q,fixed_train_mean,25,0.3741258741258741,0.00226488201048951,0.31750382386363635,0.3615503106217766,0.012575563504097498,0.31284539816433565,0.0046584256993006945,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 131, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 155}"
BCE post-scout old r16,non_q,fixed_train_mean,30,0.3776223776223776,0.002247182353146853,0.31020690702797205,0.3609199205054867,0.01670245711689089,0.29779210017482516,0.012414806853146887,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 135, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 151}"
BCE post-scout old r16,non_q,fixed_train_mean,35,0.3776223776223776,0.002226444475524475,0.29969682097902095,0.3601813212867059,0.017441056335671723,0.2827388021853146,0.016958018793706342,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 139, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 147}"
BCE post-scout old r16,non_q,fixed_train_mean,40,0.3741258741258741,0.0021520106713286712,0.2880454472727273,0.35753029061563146,0.01659558351024265,0.2797364998601399,0.00830894741258742,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 148, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 138}"
BCE post-scout old r16,non_q,fixed_train_mean,45,0.3111888111888112,0.0004473162447552447,0.2910595801748252,0.29681597863760045,0.014372832551210746,0.2784273385664336,0.012632241608391603,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 265, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 21}"
BCE post-scout old r16,non_q,fixed_train_mean,50,0.2902097902097902,0.0002618322587412587,0.27711817727272725,0.2902097902097902,0.0,0.27711817727272725,0.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
BCE post-scout old r16,non_q,fixed_train_mean,60,0.2902097902097902,0.0002618322587412587,0.2744998546853147,0.2902097902097902,0.0,0.2744998546853147,0.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
BCE post-scout old r16,non_q,fixed_train_mean,75,0.2902097902097902,0.0002618322587412587,0.2705723708041958,0.2902097902097902,0.0,0.2705723708041958,0.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
BCE post-scout old r16,non_q,fixed_train_mean,100,0.2902097902097902,0.0002618322587412587,0.26402656433566435,0.2902097902097902,0.0,0.26402656433566435,0.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
BCE post-scout old r16,non_q,fixed_train_mean,150,0.2902097902097902,0.0002618322587412587,0.2509349513986014,0.2902097902097902,0.0,0.2509349513986014,0.0,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
BCE post-scout old r16,non_q,fixed_train_mean,200,0.2902097902097902,0.0002618322587412587,0.23784333846153846,0.2902097902097902,0.0,0.2378433384615385,-2.7755575615628914e-17,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
BCE post-scout old r16,non_q,predicted_cost,0,0.42657342657342656,0.011474155181818182,0.42657342657342656,0.4542693172313538,-0.027695890657927213,0.47202797202797203,-0.04545454545454547,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
BCE post-scout old r16,non_q,predicted_cost,0.25,0.4195804195804196,0.011239418664335664,0.4167705649143357,0.45255539094815456,-0.03297497136773497,0.46855138421328674,-0.051780819298951064,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 84, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 195, ""solver:openai/gpt-oss-20b"": 7}"
BCE post-scout old r16,non_q,predicted_cost,0.5,0.4195804195804196,0.011068592423076923,0.41404612336888114,0.45130810489358797,-0.031727685313168386,0.4650747963986014,-0.05102867302972025,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 84, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 192, ""solver:openai/gpt-oss-20b"": 10}"
BCE post-scout old r16,non_q,predicted_cost,0.75,0.4160839160839161,0.010882703213286713,0.40792188867395107,0.44995083672824465,-0.03386692064432856,0.4615982085839161,-0.05367631990996502,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 84, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 184, ""solver:openai/gpt-oss-20b"": 18}"
BCE post-scout old r16,non_q,predicted_cost,1,0.4125874125874126,0.010796126496503498,0.4017912860909091,0.449318697715537,-0.0367312851281244,0.4581216207692308,-0.056330334678321714,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 84, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 181, ""solver:openai/gpt-oss-20b"": 21}"
BCE post-scout old r16,non_q,predicted_cost,1.25,0.4020979020979021,0.01063938920979021,0.38879866558566434,0.44817428201858334,-0.046076379920681254,0.45464503295454545,-0.06584636736888111,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 84, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 176, ""solver:openai/gpt-oss-20b"": 26}"
BCE post-scout old r16,non_q,predicted_cost,1.5,0.4020979020979021,0.01060166291958042,0.38619540771853145,0.44789882389621016,-0.04580092179830808,0.45116844513986015,-0.0649730374213287,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 84, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 175, ""solver:openai/gpt-oss-20b"": 27}"
BCE post-scout old r16,non_q,predicted_cost,1.75,0.4020979020979021,0.01048954906993007,0.38374119122552447,0.44708022576888345,-0.04498232367098137,0.44769185732517486,-0.06395066609965039,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 87, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 173, ""solver:openai/gpt-oss-20b"": 26}"
BCE post-scout old r16,non_q,predicted_cost,2,0.4020979020979021,0.010319187304195803,0.38145952748951045,0.44583633107761145,-0.043738428979709365,0.4442152695104895,-0.06275574202097906,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 87, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 169, ""solver:openai/gpt-oss-20b"": 30}"
BCE post-scout old r16,non_q,predicted_cost,2.25,0.4020979020979021,0.010177000636363636,0.3791996506660839,0.44479815657569904,-0.04270025447779696,0.4407386816958042,-0.061539031029720304,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 87, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 166, ""solver:openai/gpt-oss-20b"": 33}"
BCE post-scout old r16,non_q,predicted_cost,2.5,0.3986013986013986,0.00992833016083916,0.3737805731993007,0.442982491640273,-0.044381093038874386,0.4372620938811189,-0.06348152068181823,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 160, ""solver:openai/gpt-oss-20b"": 38}"
BCE post-scout old r16,non_q,predicted_cost,2.75,0.3916083916083916,0.009156316653846154,0.3664285208103147,0.4373456429095738,-0.04573725130118217,0.43378550606643357,-0.06735698525611888,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 147, ""solver:openai/gpt-oss-20b"": 51}"
BCE post-scout old r16,non_q,predicted_cost,3,0.3916083916083916,0.008353914153846153,0.36654664914685314,0.4314869092570344,-0.03987851764864281,0.4303089182517483,-0.06376226910489513,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 134, ""solver:openai/gpt-oss-20b"": 64}"
BCE post-scout old r16,non_q,predicted_cost,3.25,0.3881118881118881,0.00793877839160839,0.3623108583391609,0.4284557997320828,-0.04034391162019468,0.4268323304370629,-0.06452147209790204,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 126, ""solver:openai/gpt-oss-20b"": 72}"
BCE post-scout old r16,non_q,predicted_cost,3.5,0.3881118881118881,0.007469543702797202,0.3619684851520979,0.42502968744769065,-0.036917799335802526,0.42335574262237763,-0.06138725747027973,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 116, ""solver:openai/gpt-oss-20b"": 82}"
BCE post-scout old r16,non_q,predicted_cost,3.75,0.38461538461538464,0.006679554311188812,0.3595670559484266,0.41926158797920055,-0.03464620336381591,0.41987915480769233,-0.06031209885926575,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 88, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 100, ""solver:openai/gpt-oss-20b"": 98}"
BCE post-scout old r16,non_q,predicted_cost,4,0.3881118881118881,0.006056421391608391,0.36388620254545456,0.41471178933581276,-0.026599901223924638,0.41640256699300704,-0.05251636444755248,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 89, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 89, ""solver:openai/gpt-oss-20b"": 108}"
BCE post-scout old r16,non_q,predicted_cost,4.25,0.3916083916083916,0.005509296160839161,0.3681938829248252,0.4107169600554192,-0.019108568447027574,0.4129259791783217,-0.0447320962534965,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 89, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 77, ""solver:openai/gpt-oss-20b"": 120}"
BCE post-scout old r16,non_q,predicted_cost,4.5,0.3881118881118881,0.005057914066433566,0.36535127481293705,0.40742119830661133,-0.019309310194723206,0.4094493913636364,-0.04409811655069934,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 90, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 69, ""solver:openai/gpt-oss-20b"": 127}"
BCE post-scout old r16,non_q,predicted_cost,4.75,0.38461538461538464,0.004781796402097902,0.3619018517054196,0.4054051280026131,-0.020789743387228443,0.40597280354895104,-0.044070951843531436,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 91, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 62, ""solver:openai/gpt-oss-20b"": 133}"
BCE post-scout old r16,non_q,predicted_cost,5,0.3811188811188811,0.004599812216783216,0.358119820034965,0.4040763723335653,-0.02295749121468421,0.40249621573426575,-0.04437639569930074,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 91, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 58, ""solver:openai/gpt-oss-20b"": 137}"
BCE post-scout old r16,non_q,predicted_cost,6,0.3706293706293706,0.003838995090909091,0.3475954000839161,0.39690057507481075,-0.02627120444544012,0.3885898644755245,-0.04099446439160842,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 92, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 36, ""solver:openai/gpt-oss-20b"": 157}"
BCE post-scout old r16,non_q,predicted_cost,7,0.3776223776223776,0.003210607202797203,0.3551481272027972,0.3902333436371488,-0.012610966014771186,0.3746835132167833,-0.019535386013986078,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 94, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 21, ""solver:openai/gpt-oss-20b"": 170}"
BCE post-scout old r16,non_q,predicted_cost,8,0.3811188811188811,0.0028858491153846153,0.3580320881958042,0.38366664416929663,-0.0025477630504155413,0.3674671485314685,-0.009435060335664325,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 94, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 180}"
BCE post-scout old r16,non_q,predicted_cost,9,0.3776223776223776,0.0027030399755244754,0.3532950178426573,0.377155722929169,0.0004666546932086124,0.3631383043356643,-0.009843286493006975,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 97, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 182}"
BCE post-scout old r16,non_q,predicted_cost,10,0.3741258741258741,0.002595189129370629,0.3481739828321678,0.3733145125524556,0.0008113615734184898,0.3588094601398601,-0.010635477307692265,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 102, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 3, ""solver:openai/gpt-oss-20b"": 180}"
