policy,policy_type,lambda,n,real_pass_rate,mean_proxy_reward_of_chosen,mean_true_weighted_cost,real_utility,cost_accounting,choice_counts,called_counts
post_calibrated_route_scalar,post_scout_router,1e-05,369,0.4878048780487805,0.42032667132483703,6220.208672086721,0.42560279132791323,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
input_calibrated_route_scalar_direct_accounting,input_only_router_direct,1e-05,369,0.4878048780487805,0.42032667132483703,4246.504065040651,0.44533983739837396,direct,"{""oss"": 369}","{""oss"": 369}"
input_calibrated_route_scalar_hidden_scout_accounting,input_only_router_hidden_scout,1e-05,369,0.4878048780487805,0.42032667132483703,6220.208672086721,0.42560279132791323,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
post_calibrated_route_vector,post_scout_router,1e-05,369,0.4878048780487805,0.42032667132483703,6220.208672086721,0.42560279132791323,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
input_calibrated_route_vector_direct_accounting,input_only_router_direct,1e-05,369,0.4878048780487805,0.42032667132483703,4246.504065040651,0.44533983739837396,direct,"{""oss"": 369}","{""oss"": 369}"
input_calibrated_route_vector_hidden_scout_accounting,input_only_router_hidden_scout,1e-05,369,0.4878048780487805,0.42032667132483703,6220.208672086721,0.42560279132791323,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
oracle_after_scout_real_utility,oracle_after_scout,1e-05,369,0.6043360433604336,0.49623932078725513,4133.09485094851,0.5630050948509484,after_scout,"{""gemini"": 68, ""oss"": 130, ""scout"": 171}","{""gemini"": 68, ""oss"": 130, ""scout"": 369}"
oracle_direct_real_utility,oracle_direct,1e-05,369,0.6043360433604336,0.496967599595655,3033.457994579946,0.5740014634146341,direct,"{""gemini"": 71, ""oss"": 150, ""scout"": 148}","{""gemini"": 71, ""oss"": 150, ""scout"": 148}"
always_scout,always_direct,2e-05,369,0.06775067750677506,0.38750221891891207,1973.7046070460704,0.028276585365853653,direct,"{""scout"": 369}","{""scout"": 369}"
always_oss,always_direct,2e-05,369,0.4878048780487805,0.42032667132483703,4246.504065040651,0.40287479674796745,direct,"{""oss"": 369}","{""oss"": 369}"
always_gemini,always_direct,2e-05,369,0.4932249322493225,0.5471075881462932,9045.09485094851,0.3123230352303523,direct,"{""gemini"": 369}","{""gemini"": 369}"
post_uncalibrated_pred_reward,post_scout_router,2e-05,369,0.24661246612466126,0.4725527827979065,4005.6666666666665,0.16649913279132791,after_scout,"{""gemini"": 83, ""oss"": 52, ""scout"": 234}","{""gemini"": 83, ""oss"": 52, ""scout"": 369}"
input_uncalibrated_pred_reward_direct_accounting,input_only_router_direct,2e-05,369,0.4444444444444444,0.5214867313096883,5970.907859078591,0.3250262872628726,direct,"{""gemini"": 260, ""oss"": 34, ""scout"": 75}","{""gemini"": 260, ""oss"": 34, ""scout"": 75}"
input_uncalibrated_pred_reward_hidden_scout_accounting,input_only_router_hidden_scout,2e-05,369,0.2872628726287263,0.46618742108319466,5361.292682926829,0.1800370189701897,after_scout,"{""gemini"": 162, ""scout"": 207}","{""gemini"": 162, ""scout"": 369}"
post_calibrated_route_prior,post_scout_router,2e-05,369,0.4878048780487805,0.42032667132483703,6220.208672086721,0.36340070460704604,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
input_calibrated_route_prior_direct_accounting,input_only_router_direct,2e-05,369,0.4878048780487805,0.42032667132483703,4246.504065040651,0.40287479674796745,direct,"{""oss"": 369}","{""oss"": 369}"
input_calibrated_route_prior_hidden_scout_accounting,input_only_router_hidden_scout,2e-05,369,0.4878048780487805,0.42032667132483703,6220.208672086721,0.36340070460704604,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
post_calibrated_route_scalar,post_scout_router,2e-05,369,0.4878048780487805,0.42032667132483703,6220.208672086721,0.36340070460704604,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
input_calibrated_route_scalar_direct_accounting,input_only_router_direct,2e-05,369,0.4878048780487805,0.42032667132483703,4246.504065040651,0.40287479674796745,direct,"{""oss"": 369}","{""oss"": 369}"
input_calibrated_route_scalar_hidden_scout_accounting,input_only_router_hidden_scout,2e-05,369,0.4878048780487805,0.42032667132483703,6220.208672086721,0.36340070460704604,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
post_calibrated_route_vector,post_scout_router,2e-05,369,0.4878048780487805,0.42032667132483703,6220.208672086721,0.36340070460704604,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
input_calibrated_route_vector_direct_accounting,input_only_router_direct,2e-05,369,0.4878048780487805,0.42032667132483703,4246.504065040651,0.40287479674796745,direct,"{""oss"": 369}","{""oss"": 369}"
input_calibrated_route_vector_hidden_scout_accounting,input_only_router_hidden_scout,2e-05,369,0.4878048780487805,0.42032667132483703,6220.208672086721,0.36340070460704604,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
oracle_after_scout_real_utility,oracle_after_scout,2e-05,369,0.6043360433604336,0.49623932078725513,4133.09485094851,0.5216741463414634,after_scout,"{""gemini"": 68, ""oss"": 130, ""scout"": 171}","{""gemini"": 68, ""oss"": 130, ""scout"": 369}"
oracle_direct_real_utility,oracle_direct,2e-05,369,0.6043360433604336,0.496967599595655,3033.457994579946,0.5436668834688346,direct,"{""gemini"": 71, ""oss"": 150, ""scout"": 148}","{""gemini"": 71, ""oss"": 150, ""scout"": 148}"
always_scout,always_direct,5e-05,369,0.06775067750677506,0.38750221891891207,1973.7046070460704,-0.030934552845528457,direct,"{""scout"": 369}","{""scout"": 369}"
always_oss,always_direct,5e-05,369,0.4878048780487805,0.42032667132483703,4246.504065040651,0.27547967479674795,direct,"{""oss"": 369}","{""oss"": 369}"
always_gemini,always_direct,5e-05,369,0.4932249322493225,0.5471075881462932,9045.09485094851,0.04097018970189703,direct,"{""gemini"": 369}","{""gemini"": 369}"
post_uncalibrated_pred_reward,post_scout_router,5e-05,369,0.13008130081300814,0.4291935660898282,2470.5176151761516,0.006555420054200553,after_scout,"{""oss"": 45, ""scout"": 324}","{""oss"": 45, ""scout"": 369}"
input_uncalibrated_pred_reward_direct_accounting,input_only_router_direct,5e-05,369,0.08943089430894309,0.38331744012164837,2069.108401084011,-0.014024525745257463,direct,"{""oss"": 17, ""scout"": 352}","{""oss"": 17, ""scout"": 352}"
input_uncalibrated_pred_reward_hidden_scout_accounting,input_only_router_hidden_scout,5e-05,369,0.06775067750677506,0.38750221891891207,1973.7046070460704,-0.030934552845528457,after_scout,"{""scout"": 369}","{""scout"": 369}"
post_calibrated_route_prior,post_scout_router,5e-05,369,0.4878048780487805,0.42032667132483703,6220.208672086721,0.17679444444444442,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
input_calibrated_route_prior_direct_accounting,input_only_router_direct,5e-05,369,0.4878048780487805,0.42032667132483703,4246.504065040651,0.27547967479674795,direct,"{""oss"": 369}","{""oss"": 369}"
input_calibrated_route_prior_hidden_scout_accounting,input_only_router_hidden_scout,5e-05,369,0.4878048780487805,0.42032667132483703,6220.208672086721,0.17679444444444442,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
post_calibrated_route_scalar,post_scout_router,5e-05,369,0.4878048780487805,0.42032667132483703,6220.208672086721,0.17679444444444442,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
input_calibrated_route_scalar_direct_accounting,input_only_router_direct,5e-05,369,0.4878048780487805,0.42032667132483703,4246.504065040651,0.27547967479674795,direct,"{""oss"": 369}","{""oss"": 369}"
input_calibrated_route_scalar_hidden_scout_accounting,input_only_router_hidden_scout,5e-05,369,0.4878048780487805,0.42032667132483703,6220.208672086721,0.17679444444444442,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
post_calibrated_route_vector,post_scout_router,5e-05,369,0.4878048780487805,0.42032667132483703,6220.208672086721,0.17679444444444442,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
input_calibrated_route_vector_direct_accounting,input_only_router_direct,5e-05,369,0.4878048780487805,0.42032667132483703,4246.504065040651,0.27547967479674795,direct,"{""oss"": 369}","{""oss"": 369}"
input_calibrated_route_vector_hidden_scout_accounting,input_only_router_hidden_scout,5e-05,369,0.4878048780487805,0.42032667132483703,6220.208672086721,0.17679444444444442,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
oracle_after_scout_real_utility,oracle_after_scout,5e-05,369,0.5989159891598916,0.4961250205781749,3980.791327913279,0.3998764227642277,after_scout,"{""gemini"": 66, ""oss"": 130, ""scout"": 173}","{""gemini"": 66, ""oss"": 130, ""scout"": 369}"
oracle_direct_real_utility,oracle_direct,5e-05,369,0.5989159891598916,0.49685329938657474,2891.9945799457996,0.4543162601626016,direct,"{""gemini"": 69, ""oss"": 150, ""scout"": 150}","{""gemini"": 69, ""oss"": 150, ""scout"": 150}"
always_scout,always_direct,0.0001,369,0.06775067750677506,0.38750221891891207,1973.7046070460704,-0.12961978319783196,direct,"{""scout"": 369}","{""scout"": 369}"
always_oss,always_direct,0.0001,369,0.4878048780487805,0.42032667132483703,4246.504065040651,0.06315447154471537,direct,"{""oss"": 369}","{""oss"": 369}"
always_gemini,always_direct,0.0001,369,0.4932249322493225,0.5471075881462932,9045.09485094851,-0.41128455284552845,direct,"{""gemini"": 369}","{""gemini"": 369}"
post_uncalibrated_pred_reward,post_scout_router,0.0001,369,0.08672086720867209,0.4097860646559172,2170.688346883469,-0.1303479674796748,after_scout,"{""oss"": 20, ""scout"": 349}","{""oss"": 20, ""scout"": 369}"
input_uncalibrated_pred_reward_direct_accounting,input_only_router_direct,0.0001,369,0.06775067750677506,0.38750221891891207,1973.7046070460704,-0.12961978319783196,direct,"{""scout"": 369}","{""scout"": 369}"
input_uncalibrated_pred_reward_hidden_scout_accounting,input_only_router_hidden_scout,0.0001,369,0.06775067750677506,0.38750221891891207,1973.7046070460704,-0.12961978319783196,after_scout,"{""scout"": 369}","{""scout"": 369}"
post_calibrated_route_prior,post_scout_router,0.0001,369,0.46612466124661245,0.41650620167359315,6006.964769647697,-0.13457181571815724,after_scout,"{""oss"": 354, ""scout"": 15}","{""oss"": 354, ""scout"": 369}"
input_calibrated_route_prior_direct_accounting,input_only_router_direct,0.0001,369,0.4878048780487805,0.42032667132483703,4246.504065040651,0.06315447154471537,direct,"{""oss"": 369}","{""oss"": 369}"
input_calibrated_route_prior_hidden_scout_accounting,input_only_router_hidden_scout,0.0001,369,0.4878048780487805,0.42032667132483703,6220.208672086721,-0.13421598915989164,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
post_calibrated_route_scalar,post_scout_router,0.0001,369,0.46612466124661245,0.41650620167359315,6006.964769647697,-0.13457181571815724,after_scout,"{""oss"": 354, ""scout"": 15}","{""oss"": 354, ""scout"": 369}"
input_calibrated_route_scalar_direct_accounting,input_only_router_direct,0.0001,369,0.4878048780487805,0.42032667132483703,4246.504065040651,0.06315447154471537,direct,"{""oss"": 369}","{""oss"": 369}"
input_calibrated_route_scalar_hidden_scout_accounting,input_only_router_hidden_scout,0.0001,369,0.4878048780487805,0.42032667132483703,6220.208672086721,-0.13421598915989164,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
post_calibrated_route_vector,post_scout_router,0.0001,369,0.46883468834688347,0.4173753218414375,5994.322493224932,-0.13059756097560982,after_scout,"{""oss"": 354, ""scout"": 15}","{""oss"": 354, ""scout"": 369}"
input_calibrated_route_vector_direct_accounting,input_only_router_direct,0.0001,369,0.4878048780487805,0.42032667132483703,4246.504065040651,0.06315447154471537,direct,"{""oss"": 369}","{""oss"": 369}"
input_calibrated_route_vector_hidden_scout_accounting,input_only_router_hidden_scout,0.0001,369,0.4878048780487805,0.42032667132483703,6220.208672086721,-0.13421598915989164,after_scout,"{""oss"": 369}","{""oss"": 369, ""scout"": 369}"
oracle_after_scout_real_utility,oracle_after_scout,0.0001,369,0.5826558265582655,0.49268601532580986,3769.4688346883468,0.20570894308943083,after_scout,"{""gemini"": 62, ""oss"": 128, ""scout"": 179}","{""gemini"": 62, ""oss"": 128, ""scout"": 369}"
oracle_direct_real_utility,oracle_direct,0.0001,369,0.5907859078590786,0.49550556547183094,2785.981029810298,0.31218780487804876,direct,"{""gemini"": 67, ""oss"": 149, ""scout"": 153}","{""gemini"": 67, ""oss"": 149, ""scout"": 153}"
always_scout,always_direct,0.0002,369,0.06775067750677506,0.38750221891891207,1973.7046070460704,-0.326990243902439,direct,"{""scout"": 369}","{""scout"": 369}"
always_oss,always_direct,0.0002,369,0.4878048780487805,0.42032667132483703,4246.504065040651,-0.36149593495934973,direct,"{""oss"": 369}","{""oss"": 369}"
always_gemini,always_direct,0.0002,369,0.4932249322493225,0.5471075881462932,9045.09485094851,-1.3157940379403794,direct,"{""gemini"": 369}","{""gemini"": 369}"
post_uncalibrated_pred_reward,post_scout_router,0.0002,369,0.06775067750677506,0.38750221891891207,1973.7046070460704,-0.326990243902439,after_scout,"{""scout"": 369}","{""scout"": 369}"
input_uncalibrated_pred_reward_direct_accounting,input_only_router_direct,0.0002,369,0.06775067750677506,0.38750221891891207,1973.7046070460704,-0.326990243902439,direct,"{""scout"": 369}","{""scout"": 369}"
input_uncalibrated_pred_reward_hidden_scout_accounting,input_only_router_hidden_scout,0.0002,369,0.06775067750677506,0.38750221891891207,1973.7046070460704,-0.326990243902439,after_scout,"{""scout"": 369}","{""scout"": 369}"
post_calibrated_route_prior,post_scout_router,0.0002,369,0.06775067750677506,0.3865140322414652,1992.6883468834687,-0.3307869918699187,after_scout,"{""oss"": 1, ""scout"": 368}","{""oss"": 1, ""scout"": 369}"
input_calibrated_route_prior_direct_accounting,input_only_router_direct,0.0002,369,0.48509485094850946,0.4187489347604746,4196.373983739837,-0.354179945799458,direct,"{""oss"": 365, ""scout"": 4}","{""oss"": 365, ""scout"": 4}"
input_calibrated_route_prior_hidden_scout_accounting,input_only_router_hidden_scout,0.0002,369,0.06775067750677506,0.38750221891891207,1973.7046070460704,-0.326990243902439,after_scout,"{""scout"": 369}","{""scout"": 369}"
post_calibrated_route_scalar,post_scout_router,0.0002,369,0.06775067750677506,0.3865140322414652,1992.6883468834687,-0.3307869918699187,after_scout,"{""oss"": 1, ""scout"": 368}","{""oss"": 1, ""scout"": 369}"
input_calibrated_route_scalar_direct_accounting,input_only_router_direct,0.0002,369,0.48509485094850946,0.4187489347604746,4196.373983739837,-0.354179945799458,direct,"{""oss"": 365, ""scout"": 4}","{""oss"": 365, ""scout"": 4}"
input_calibrated_route_scalar_hidden_scout_accounting,input_only_router_hidden_scout,0.0002,369,0.06775067750677506,0.38750221891891207,1973.7046070460704,-0.326990243902439,after_scout,"{""scout"": 369}","{""scout"": 369}"
post_calibrated_route_vector,post_scout_router,0.0002,369,0.06775067750677506,0.3865140322414652,1992.6883468834687,-0.3307869918699187,after_scout,"{""oss"": 1, ""scout"": 368}","{""oss"": 1, ""scout"": 369}"
input_calibrated_route_vector_direct_accounting,input_only_router_direct,0.0002,369,0.48509485094850946,0.4187489347604746,4196.373983739837,-0.354179945799458,direct,"{""oss"": 365, ""scout"": 4}","{""oss"": 365, ""scout"": 4}"
input_calibrated_route_vector_hidden_scout_accounting,input_only_router_hidden_scout,0.0002,369,0.06775067750677506,0.38750221891891207,1973.7046070460704,-0.326990243902439,after_scout,"{""scout"": 369}","{""scout"": 369}"
oracle_after_scout_real_utility,oracle_after_scout,0.0002,369,0.4823848238482385,0.4696662262468852,3068.216802168022,-0.13125853658536585,after_scout,"{""gemini"": 43, ""oss"": 110, ""scout"": 216}","{""gemini"": 43, ""oss"": 110, ""scout"": 369}"
oracle_direct_real_utility,oracle_direct,0.0002,369,0.5420054200542005,0.487342701681192,2457.4471544715448,0.05051598915989153,direct,"{""gemini"": 56, ""oss"": 142, ""scout"": 171}","{""gemini"": 56, ""oss"": 142, ""scout"": 171}"
