run_name,route_idx,route_label,bucket_idx,bucket_low,bucket_high,n,mean_pred,mean_true,bias,mae,rmse
scalar20,1,expert_0:openai/gpt-oss-120b,6,0.30000000000000004,0.35000000000000003,0,,,,,
scalar20,1,expert_0:openai/gpt-oss-120b,7,0.35000000000000003,0.4,0,,,,,
scalar20,1,expert_0:openai/gpt-oss-120b,8,0.4,0.45,87,0.3999999999999999,0.3468527724516803,0.05314722754831975,0.21833409065830292,0.26551532239031317
scalar20,1,expert_0:openai/gpt-oss-120b,9,0.45,0.5,7,0.45000000000000007,0.4944405385426113,-0.04444053854261124,0.20924548080989291,0.23611232836275228
scalar20,1,expert_0:openai/gpt-oss-120b,10,0.5,0.55,1,0.5,0.46202531456947327,0.03797468543052673,0.03797468543052673,0.03797468543052673
scalar20,1,expert_0:openai/gpt-oss-120b,11,0.55,0.6000000000000001,5,0.6,0.39738157391548157,0.20261842608451844,0.22578444838523862,0.25829982921932854
scalar20,1,expert_0:openai/gpt-oss-120b,12,0.6000000000000001,0.65,0,,,,,
scalar20,1,expert_0:openai/gpt-oss-120b,13,0.65,0.7000000000000001,0,,,,,
scalar20,1,expert_0:openai/gpt-oss-120b,14,0.7000000000000001,0.75,0,,,,,
scalar20,1,expert_0:openai/gpt-oss-120b,15,0.75,0.8,0,,,,,
scalar20,1,expert_0:openai/gpt-oss-120b,16,0.8,0.8500000000000001,0,,,,,
scalar20,1,expert_0:openai/gpt-oss-120b,17,0.8500000000000001,0.9,0,,,,,
scalar20,1,expert_0:openai/gpt-oss-120b,18,0.9,0.9500000000000001,0,,,,,
scalar20,1,expert_0:openai/gpt-oss-120b,19,0.9500000000000001,1.0,0,,,,,
bin20,0,primary_model,0,0.0,0.05,0,,,,,
bin20,0,primary_model,1,0.05,0.1,0,,,,,
bin20,0,primary_model,2,0.1,0.15000000000000002,2,0.1330346092581749,0.0,0.1330346092581749,0.1330346092581749,0.13313257051930152
bin20,0,primary_model,3,0.15000000000000002,0.2,9,0.16922941307226816,0.0,0.16922941307226816,0.16922941307226816,0.16969067034707624
bin20,0,primary_model,4,0.2,0.25,10,0.21899084746837616,0.0,0.21899084746837616,0.21899084746837616,0.21947838402163572
bin20,0,primary_model,5,0.25,0.30000000000000004,6,0.2813853571812312,0.0,0.2813853571812312,0.2813853571812312,0.28190993760641336
bin20,0,primary_model,6,0.30000000000000004,0.35000000000000003,4,0.3206584081053734,0.19169387593865395,0.12896453216671944,0.25716507807374,0.26538769787021654
bin20,0,primary_model,7,0.35000000000000003,0.4,10,0.37861542999744413,0.15083692073822022,0.22777850925922394,0.27466998994350433,0.2960355052529348
bin20,0,primary_model,8,0.4,0.45,20,0.43043137341737747,0.37510142996907236,0.05532994344830513,0.2296659953892231,0.25903292065205075
bin20,0,primary_model,9,0.45,0.5,20,0.4776434674859047,0.4519378263503313,0.025705641135573387,0.18468071781098844,0.22029707711764906
bin20,0,primary_model,10,0.5,0.55,30,0.5305596232414246,0.515766487767299,0.014793135474125545,0.21178943887352944,0.24921025064159513
bin20,0,primary_model,11,0.55,0.6000000000000001,56,0.5782875684755189,0.5181151052404728,0.06017246323504618,0.19633706672383205,0.2353875443289261
bin20,0,primary_model,12,0.6000000000000001,0.65,77,0.6259272261099382,0.6344191387489244,-0.008491912638986266,0.19838830228749807,0.24178767593022715
bin20,0,primary_model,13,0.65,0.7000000000000001,111,0.6752336470930426,0.7006881857240522,-0.025454538631009625,0.1738458385875633,0.21858342944537568
bin20,0,primary_model,14,0.7000000000000001,0.75,124,0.7215859572733602,0.7796777437531179,-0.05809178647975768,0.17032234238520746,0.19668787785476524
bin20,0,primary_model,15,0.75,0.8,21,0.7609074200902667,0.8264039925166539,-0.06549657242638725,0.20984765745344616,0.23108423286410296
bin20,0,primary_model,16,0.8,0.8500000000000001,0,,,,,
bin20,0,primary_model,17,0.8500000000000001,0.9,0,,,,,
bin20,0,primary_model,18,0.9,0.9500000000000001,0,,,,,
bin20,0,primary_model,19,0.9500000000000001,1.0,0,,,,,
bin20,1,expert_0:openai/gpt-oss-120b,0,0.0,0.05,0,,,,,
bin20,1,expert_0:openai/gpt-oss-120b,1,0.05,0.1,7,0.08508686934198652,0.3220174184867314,-0.23693054914474487,0.23693054914474487,0.25646082211269833
bin20,1,expert_0:openai/gpt-oss-120b,2,0.1,0.15000000000000002,25,0.12025347173213959,0.33878756165504453,-0.21853408992290496,0.23159923791885376,0.29832799071867905
bin20,1,expert_0:openai/gpt-oss-120b,3,0.15000000000000002,0.2,26,0.18413168019973314,0.28502613291717493,-0.10089445271744178,0.15846382955519053,0.22742182605977354
bin20,1,expert_0:openai/gpt-oss-120b,4,0.2,0.25,59,0.22968627285149137,0.23628170674635193,-0.006595433894860543,0.17668794108144306,0.22027960335086746
bin20,1,expert_0:openai/gpt-oss-120b,5,0.25,0.30000000000000004,124,0.27730555015225566,0.265009347064,0.01229620308825566,0.17789241904392838,0.20917045788532954
bin20,1,expert_0:openai/gpt-oss-120b,6,0.30000000000000004,0.35000000000000003,117,0.32398525287962365,0.33503021369887215,-0.01104496081924846,0.17310004604932588,0.22216846436052057
bin20,1,expert_0:openai/gpt-oss-120b,7,0.35000000000000003,0.4,81,0.371227154393255,0.3452055052290728,0.02602164916418217,0.21029114290887926,0.25003272248446623
bin20,1,expert_0:openai/gpt-oss-120b,8,0.4,0.45,47,0.4148448813468852,0.4078589153892182,0.006985965957666965,0.18806799398140706,0.22986945014794608
bin20,1,expert_0:openai/gpt-oss-120b,9,0.45,0.5,13,0.47159735973064715,0.3632318056546725,0.10836555407597469,0.24489461458646333,0.3156579665393258
bin20,1,expert_0:openai/gpt-oss-120b,10,0.5,0.55,0,,,,,
bin20,1,expert_0:openai/gpt-oss-120b,11,0.55,0.6000000000000001,1,0.5729507207870483,0.20927152037620544,0.3636792004108429,0.3636792004108429,0.3636792004108429
bin20,1,expert_0:openai/gpt-oss-120b,12,0.6000000000000001,0.65,0,,,,,
bin20,1,expert_0:openai/gpt-oss-120b,13,0.65,0.7000000000000001,0,,,,,
bin20,1,expert_0:openai/gpt-oss-120b,14,0.7000000000000001,0.75,0,,,,,
bin20,1,expert_0:openai/gpt-oss-120b,15,0.75,0.8,0,,,,,
bin20,1,expert_0:openai/gpt-oss-120b,16,0.8,0.8500000000000001,0,,,,,
bin20,1,expert_0:openai/gpt-oss-120b,17,0.8500000000000001,0.9,0,,,,,
bin20,1,expert_0:openai/gpt-oss-120b,18,0.9,0.9500000000000001,0,,,,,
bin20,1,expert_0:openai/gpt-oss-120b,19,0.9500000000000001,1.0,0,,,,,
bin20_reverse,0,primary_model,0,0.0,0.05,0,,,,,
bin20_reverse,0,primary_model,1,0.05,0.1,0,,,,,
bin20_reverse,0,primary_model,2,0.1,0.15000000000000002,0,,,,,
bin20_reverse,0,primary_model,3,0.15000000000000002,0.2,0,,,,,
bin20_reverse,0,primary_model,4,0.2,0.25,9,0.2262760814693239,0.06314912107255724,0.16312696039676666,0.24181587662961748,0.24547375948025818
bin20_reverse,0,primary_model,5,0.25,0.30000000000000004,6,0.27200451493263245,0.043929323554039,0.22807519137859344,0.22992579638957977,0.25099390534631644
bin20_reverse,0,primary_model,6,0.30000000000000004,0.35000000000000003,21,0.3274705438386826,0.265921036757174,0.061549507081508636,0.29542068321080434,0.31617662984376405
bin20_reverse,0,primary_model,7,0.35000000000000003,0.4,20,0.3781186997890472,0.3399584300816059,0.03816026970744133,0.1989961378276348,0.2398664816254539
bin20_reverse,0,primary_model,8,0.4,0.45,37,0.42799814085702637,0.44603818171733134,-0.018040040860304963,0.217616468667984,0.26555082746102393
bin20_reverse,0,primary_model,9,0.45,0.5,29,0.47685034110628327,0.4114442321247068,0.06540610898157646,0.19136055199236707,0.2453916506341356
bin20_reverse,0,primary_model,10,0.5,0.55,38,0.5251388643917284,0.5308942686962453,-0.0057554043045169425,0.18674147266306376,0.22660049798406687
bin20_reverse,0,primary_model,11,0.55,0.6000000000000001,57,0.5764602872363308,0.591984102861923,-0.015523815625592283,0.2066527466502106,0.24387331743765275
bin20_reverse,0,primary_model,12,0.6000000000000001,0.65,54,0.6237209858717742,0.5830625665408594,0.04065841933091482,0.18176719932644456,0.24191685914595937
bin20_reverse,0,primary_model,13,0.65,0.7000000000000001,77,0.673404781075267,0.7171779555546773,-0.043773174479410246,0.16891257464885712,0.21162066493075832
bin20_reverse,0,primary_model,14,0.7000000000000001,0.75,81,0.7267393322638523,0.7324919595762536,-0.005752627312401195,0.1925170342495412,0.23167378626742202
bin20_reverse,0,primary_model,15,0.75,0.8,52,0.7742105905826275,0.8818428206902283,-0.10763223010760087,0.14797780490838564,0.1643061729599535
bin20_reverse,0,primary_model,16,0.8,0.8500000000000001,18,0.8162594967418246,0.8611666791968875,-0.044907182455062866,0.1393033829000261,0.16675717856172073
bin20_reverse,0,primary_model,17,0.8500000000000001,0.9,1,0.8566411733627319,1.0,-0.14335882663726807,0.14335882663726807,0.14335882663726807
bin20_reverse,0,primary_model,18,0.9,0.9500000000000001,0,,,,,
bin20_reverse,0,primary_model,19,0.9500000000000001,1.0,0,,,,,
bin20_reverse,1,expert_0:openai/gpt-oss-120b,0,0.0,0.05,0,,,,,
bin20_reverse,1,expert_0:openai/gpt-oss-120b,1,0.05,0.1,0,,,,,
bin20_reverse,1,expert_0:openai/gpt-oss-120b,2,0.1,0.15000000000000002,8,0.1383378142490983,0.2372805941849947,-0.0989427799358964,0.17039647605270147,0.23676401004540004
bin20_reverse,1,expert_0:openai/gpt-oss-120b,3,0.15000000000000002,0.2,42,0.18108327864181428,0.2645140505351481,-0.08343077189333382,0.1469415704320584,0.1942078863374493
bin20_reverse,1,expert_0:openai/gpt-oss-120b,4,0.2,0.25,193,0.2282505648432618,0.27356964936528183,-0.04531908452202001,0.17462128941259236,0.22158419660530387
bin20_reverse,1,expert_0:openai/gpt-oss-120b,5,0.25,0.30000000000000004,173,0.27170157174154513,0.33641442393808696,-0.06471285219654183,0.19228035749899858,0.2370208369087404
bin20_reverse,1,expert_0:openai/gpt-oss-120b,6,0.30000000000000004,0.35000000000000003,69,0.31916469681090204,0.40210023036469583,-0.08293553355379381,0.2274391626318296,0.26621661547307923
bin20_reverse,1,expert_0:openai/gpt-oss-120b,7,0.35000000000000003,0.4,14,0.37133599392005373,0.2672667066965784,0.10406928722347532,0.16590255392449244,0.20590266152048872
bin20_reverse,1,expert_0:openai/gpt-oss-120b,8,0.4,0.45,0,,,,,
bin20_reverse,1,expert_0:openai/gpt-oss-120b,9,0.45,0.5,1,0.4970366954803467,0.7039827704429626,-0.20694607496261597,0.20694607496261597,0.20694607496261597
bin20_reverse,1,expert_0:openai/gpt-oss-120b,10,0.5,0.55,0,,,,,
bin20_reverse,1,expert_0:openai/gpt-oss-120b,11,0.55,0.6000000000000001,0,,,,,
bin20_reverse,1,expert_0:openai/gpt-oss-120b,12,0.6000000000000001,0.65,0,,,,,
bin20_reverse,1,expert_0:openai/gpt-oss-120b,13,0.65,0.7000000000000001,0,,,,,
bin20_reverse,1,expert_0:openai/gpt-oss-120b,14,0.7000000000000001,0.75,0,,,,,
bin20_reverse,1,expert_0:openai/gpt-oss-120b,15,0.75,0.8,0,,,,,
bin20_reverse,1,expert_0:openai/gpt-oss-120b,16,0.8,0.8500000000000001,0,,,,,
bin20_reverse,1,expert_0:openai/gpt-oss-120b,17,0.8500000000000001,0.9,0,,,,,
bin20_reverse,1,expert_0:openai/gpt-oss-120b,18,0.9,0.9500000000000001,0,,,,,
bin20_reverse,1,expert_0:openai/gpt-oss-120b,19,0.9500000000000001,1.0,0,,,,,
