instance_id,repo,label_gemini_beats_oss,real_scout,real_oss,real_gemini,proxy_delta_gemini_minus_oss,post_pred_delta_gemini_minus_oss,input_pred_delta_gemini_minus_oss,proxy_oss,proxy_gemini,post_pred_oss,post_pred_gemini,input_pred_oss,input_pred_gemini,post_calibrated_route_prior_delta_gemini_minus_oss,post_calibrated_route_prior_oss,post_calibrated_route_prior_gemini,post_calibrated_route_scalar_delta_gemini_minus_oss,post_calibrated_route_scalar_oss,post_calibrated_route_scalar_gemini,post_calibrated_route_vector_delta_gemini_minus_oss,post_calibrated_route_vector_oss,post_calibrated_route_vector_gemini,input_calibrated_route_prior_delta_gemini_minus_oss,input_calibrated_route_prior_oss,input_calibrated_route_prior_gemini,input_calibrated_route_scalar_delta_gemini_minus_oss,input_calibrated_route_scalar_oss,input_calibrated_route_scalar_gemini,input_calibrated_route_vector_delta_gemini_minus_oss,input_calibrated_route_vector_oss,input_calibrated_route_vector_gemini
django__django-12965,django/django,0,0,1,0,0.03674387256076328,0.099609375,0.099609375,0.325635103926097,0.3623789764868603,0.236328125,0.3359375,0.328125,0.427734375,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.009076967053613383,0.5693129500136012,0.5602359829599878,-0.008927621294412269,0.5680684652442506,0.5591408439498383,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.009019710676201553,0.5701011400917738,0.5610814294155723,-0.009045280213142992,0.5700471802187901,0.5610019000056471
django__django-13343,django/django,0,0,1,0,-0.04865220541718135,0.10546875,0.1015625,0.42873519296904855,0.3800829875518672,0.43359375,0.5390625,0.376953125,0.478515625,-0.05405405405405406,0.6013513513513513,0.5472972972972973,-0.054196608882409736,0.6020704251564705,0.5478738162740607,-0.054434217929493434,0.6027185920979565,0.5482843741684631,-0.05405405405405406,0.6013513513513513,0.5472972972972973,-0.054220596545014876,0.601859103414276,0.5476385068692611,-0.05426850042301834,0.6019629371185405,0.5476944366955222
django__django-13363,django/django,0,0,1,0,-0.1897425687723976,0.048828125,0.095703125,0.8276595744680851,0.6379170056956875,0.404296875,0.453125,0.375,0.470703125,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.009278465946584546,0.5702404239003309,0.5609619579537464,-0.008927963444841036,0.5696161336879388,0.5606881702430978,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.008982859794904208,0.5702028899155547,0.5612200301206505,-0.00903146062959359,0.5703404461484826,0.561308985518889
django__django-13568,django/django,1,0,0,1,0.577949922594605,0.08203125,0.076171875,0.3032761310452418,0.8812260536398467,0.48046875,0.5625,0.4140625,0.490234375,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.054366295331936376,0.5661294618143701,0.5117631664824337,-0.05464515034918749,0.5670713407392322,0.5124261903900447,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.054286224247751313,0.5657066249979684,0.5114204007502171,-0.05434379051635596,0.5658564323367967,0.5115126418204408
django__django-13807,django/django,1,0,0,1,0.09929838389011914,0.109375,0.103515625,0.7433380084151473,0.8426363923052664,0.5,0.609375,0.37109375,0.474609375,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.054238294115341756,0.5662352729914033,0.5119969788760615,-0.05471507111746299,0.5674649334594636,0.5127498623420006,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.054253720144917805,0.5656442321888482,0.5113905120439304,-0.05430746202799375,0.5657229763344481,0.5114155143064544
django__django-13809,django/django,0,0,1,0,-0.2959380111137072,0.041015625,0.064453125,0.8031634446397188,0.5072254335260116,0.36328125,0.404296875,0.41015625,0.474609375,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.009354493061790037,0.5700139929587934,0.5606594998970034,-0.008914590429270786,0.569060271193794,0.5601456807645232,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.009046568680102451,0.5702791983915674,0.5612326297114649,-0.009043432207920366,0.5705236961554385,0.5614802639475182
django__django-13933,django/django,0,0,1,0,-0.2734186793533792,0.08984375,0.103515625,0.4696525742988698,0.1962338949454906,0.58984375,0.6796875,0.32421875,0.427734375,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.008899618467092196,0.5712643858513448,0.5623647673842526,-0.009180916126103833,0.5728961331755948,0.563715217049491,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.009011231256755958,0.5700926606723282,0.5610814294155723,-0.009043314519693202,0.5700260353248183,0.5609827208051251
django__django-14053,django/django,1,0,0,1,0.018203545696202972,0.103515625,0.09765625,0.5575271894676589,0.5757307351638619,0.33984375,0.443359375,0.365234375,0.462890625,-0.05429864253393668,0.5678733031674208,0.5135746606334841,-0.05444450206698548,0.5679465708257424,0.5135020687587569,-0.054486224939554795,0.567700570875139,0.5132143459355842,-0.05429864253393668,0.5678733031674208,0.5135746606334841,-0.054479632075251305,0.5682345075740548,0.5137548754988035,-0.054546933655946095,0.5683465580564109,0.5137996244004648
django__django-14311,django/django,1,0,0,1,0.29050067174205096,0.103515625,0.076171875,0.6925714285714286,0.9830721003134796,0.322265625,0.42578125,0.30859375,0.384765625,-0.05405405405405406,0.6013513513513513,0.5472972972972973,-0.05420954419625934,0.6014518009336062,0.5472422567373468,-0.054144857175031924,0.6008233351989412,0.5466784780239092,-0.05405405405405406,0.6013513513513513,0.5472972972972973,-0.05436753293754948,0.6017390432866804,0.5473715103491309,-0.054332301097711255,0.6016007017548964,0.5472684006571852
django__django-14376,django/django,0,0,1,0,-0.1961921112294277,-0.017578125,-0.0029296875,0.681654666295507,0.48546255506607927,0.3828125,0.365234375,0.1845703125,0.181640625,-0.04504504504504514,0.6103603603603603,0.5653153153153152,-0.04591953017892736,0.6108466841461686,0.5649271539672412,-0.04528942265506197,0.6107742304761071,0.5654848078210452,-0.04504504504504514,0.6103603603603603,0.5653153153153152,-0.04562446437081036,0.6105306310234642,0.5649061666526538,-0.045268582427006265,0.6098339269558433,0.564565344528837
django__django-14434,django/django,1,0,0,1,-0.3290419755366801,0.099609375,0.109375,0.7086553323029366,0.37961335676625657,0.30859375,0.408203125,0.357421875,0.466796875,-0.04504504504504514,0.6103603603603603,0.5653153153153152,-0.045182944089920074,0.6103858747006438,0.5652029306107237,-0.045102040468918636,0.6093250411081234,0.5642230006392047,-0.04504504504504514,0.6103603603603603,0.5653153153153152,-0.0451710985315843,0.6108821470119912,0.5657110484804069,-0.0452349508419706,0.6109395283166593,0.5657045774746887
django__django-14534,django/django,1,0,0,1,0.6507752346798861,0.0703125,0.095703125,0.2965931863727455,0.9473684210526315,0.6015625,0.671875,0.39453125,0.490234375,-0.05429864253393668,0.5678733031674208,0.5135746606334841,-0.05457756638005129,0.5695561037323242,0.514978537352273,-0.05501202125375093,0.5718161487322897,0.5168041274785388,-0.05429864253393668,0.5678733031674208,0.5135746606334841,-0.05446030590920348,0.568306639466652,0.5138463335574486,-0.05456774642819473,0.5685486165108883,0.5139808700826936
django__django-14792,django/django,0,0,1,0,0.41023097067674313,0.095703125,0.087890625,0.2679479932165065,0.6781789638932496,0.431640625,0.52734375,0.40234375,0.490234375,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.008969754136107122,0.570391361541101,0.5614216074049939,-0.009024317424236483,0.5705813132413394,0.5615569958171029,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.008979213955871646,0.5702622412409483,0.5612830272850766,-0.009024949051918862,0.5704914165324622,0.5614664674805433
django__django-15731,django/django,0,0,1,0,-0.27391815778912554,0.1015625,0.078125,0.6394265232974911,0.3655083655083655,0.4609375,0.5625,0.404296875,0.482421875,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.05426047812601964,0.5660236446084533,0.5117631664824337,-0.05458745967458367,0.5668686029247456,0.5122811432501619,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.05428698858957737,0.5656924449968453,0.511405456407268,-0.054337465183958655,0.5658215069538588,0.5114840417699001
django__django-15863,django/django,0,0,1,0,-0.0019432399614124907,0.12109375,0.0859375,0.4366327474560592,0.4346895074946467,0.4765625,0.59765625,0.30859375,0.39453125,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.008782334514286894,0.5706393020976743,0.5618569675833874,-0.009146268111306033,0.5717033847378393,0.5625571166265333,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.00908442024090228,0.5700587425833332,0.5609743223424309,-0.00906548826867093,0.569916076323436,0.5608505880547651
django__django-15916,django/django,0,0,1,0,0.08886890712225098,0.109375,0.109375,0.28184281842818426,0.37071172555043524,0.40625,0.515625,0.33984375,0.44921875,-0.05429864253393668,0.5678733031674208,0.5135746606334841,-0.0543860841386935,0.5683550970175852,0.5139690128788917,-0.0545380097558521,0.5684595287508243,0.5139215189949722,-0.05429864253393668,0.5678733031674208,0.5135746606334841,-0.05446284480226116,0.5681719909259338,0.5137091461236727,-0.0545210254909847,0.5681877804217558,0.5136667549307711
django__django-16116,django/django,1,0,0,1,0.11405584885040287,0.099609375,0.091796875,0.5478887744593203,0.6619446233097231,0.291015625,0.390625,0.34765625,0.439453125,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.054196970819378465,0.5651027819291373,0.5109058111097589,-0.053943578778019585,0.5641380659080657,0.5101944871300461,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.054286936713256795,0.5656101988705772,0.5113232621573204,-0.054297261340211844,0.5656175254975944,0.5113202641573825
django__django-16642,django/django,1,0,0,1,0.4674273020591574,0.1015625,0.09765625,0.499001996007984,0.9664292980671414,0.380859375,0.482421875,0.345703125,0.443359375,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.05422600610571293,0.5655897312300501,0.5113637251243371,-0.05436065401628343,0.5657973144279164,0.5114366604116329,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.05427662834556357,0.5656073627327933,0.5113307343872298,-0.05429302993415075,0.5656156517478342,0.5113226218136835
django__django-16662,django/django,0,0,1,0,0.23933813532551307,0.099609375,0.08203125,0.5496946141032759,0.789032749428789,0.431640625,0.53125,0.375,0.45703125,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.05425761882847724,0.5658649075157752,0.511607288687298,-0.054417467586237445,0.5662278314145761,0.5118103638283387,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.05429301719638102,0.565649904348395,0.511356887152014,-0.0543192656414454,0.5657144521989286,0.5113951865574832
django__django-16877,django/django,0,0,1,0,0.17393771277266423,0.0771484375,0.095703125,0.5728155339805825,0.7467532467532467,0.2373046875,0.314453125,0.3359375,0.431640625,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.009215484225364001,0.5693183437159838,0.5601028594906198,-0.008925150190767783,0.5679280938125848,0.559002943621817,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.00902406893348362,0.570118098807268,0.5610940298737844,-0.009047368726723626,0.570100213718124,0.5610528449914004
django__django-16899,django/django,1,0,0,1,0.33754936253553114,0.119140625,0.103515625,0.5823655913978495,0.9199149539333806,0.447265625,0.56640625,0.33984375,0.443359375,-0.05429864253393668,0.5678733031674208,0.5135746606334841,-0.054310254367222255,0.5686073756020362,0.514297121234814,-0.054684051099216924,0.5694570256524145,0.5147729745531976,-0.05429864253393668,0.5678733031674208,0.5135746606334841,-0.05448244317619422,0.5681719909259338,0.5136895477497396,-0.05452628044670227,0.5681797326820633,0.5136534522353611
matplotlib__matplotlib-20859,matplotlib/matplotlib,0,0,1,0,-0.2796419885701319,0.099609375,0.10546875,0.7374076561450638,0.45776566757493187,0.3203125,0.419921875,0.34765625,0.453125,-0.04504504504504514,0.6103603603603603,0.5653153153153152,-0.04518051179037974,0.6104586472167758,0.565278135426396,-0.045164599881486356,0.6098830899091975,0.5647184900277111,-0.04504504504504514,0.6103603603603603,0.5653153153153152,-0.045189824290957525,0.6108622904199794,0.5656724661290219,-0.04523686065667187,0.6108846394621922,0.5656477788055203
psf__requests-1724,psf/requests,0,1,1,0,-0.006468138353588837,0.11328125,0.099609375,0.16508254127063532,0.15861440291704648,0.44921875,0.5625,0.361328125,0.4609375,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.008849086614716839,0.5704883859722211,0.5616392993575042,-0.009139466562465226,0.5713244344018795,0.5621849678394143,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.008984682697607882,0.5701732134959244,0.5611885307983165,-0.009033334332423038,0.5702586149616092,0.5612252806291862
psf__requests-5414,psf/requests,0,0,1,0,0.054428846856757196,0.109375,0.095703125,0.521557719054242,0.5759865659109992,0.5,0.609375,0.32421875,0.419921875,-0.05429864253393668,0.5678733031674208,0.5135746606334841,-0.05435693968996291,0.5689316814584354,0.5145747417684725,-0.05484329755723505,0.5705034899016397,0.5156601923444046,-0.05429864253393668,0.5678733031674208,0.5135746606334841,-0.054522364229154685,0.5681335180627987,0.513611153833644,-0.054526099817610696,0.5680666045234007,0.51354050470579
pydata__xarray-4356,pydata/xarray,0,0,1,0,0.38374991506998235,0.07421875,0.080078125,0.5097159940209267,0.8934659090909091,0.6015625,0.67578125,0.41796875,0.498046875,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.008988447351744422,0.5713290367475462,0.5623405893958018,-0.009132935410229748,0.5727455915260341,0.5636126561158044,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.008987929779387893,0.5702961553772622,0.5613082255978743,-0.009024149060235853,0.5705746312284844,0.5615504821682485
pydata__xarray-6744,pydata/xarray,1,0,0,1,0.11588751033912326,0.09765625,0.095703125,0.4572307692307692,0.5731182795698925,0.33203125,0.4296875,0.314453125,0.41015625,-0.05405405405405406,0.6013513513513513,0.5472972972972973,-0.054242042014275405,0.6015060792108278,0.5472640371965524,-0.054147531514373015,0.6008636288276318,0.5467160973132588,-0.05405405405405406,0.6013513513513513,0.5472972972972973,-0.05430551002956452,0.6017493346345577,0.5474438246049932,-0.05431092732027876,0.601644862510574,0.5473339351902953
pytest-dev__pytest-7205,pytest-dev/pytest,0,0,1,0,-0.004583613485736215,0.09765625,0.080078125,0.7604456824512534,0.7558620689655172,0.5390625,0.63671875,0.41015625,0.490234375,-0.04504504504504514,0.6103603603603603,0.5653153153153152,-0.04514728233353549,0.6118161613677986,0.5666688790342631,-0.04547560799250949,0.613493729294967,0.5680181213024575,-0.04504504504504514,0.6103603603603603,0.5653153153153152,-0.04521217844974901,0.6109893662511494,0.5657771878014004,-0.04526244010858049,0.6112099379951049,0.5659474978865244
pytest-dev__pytest-7521,pytest-dev/pytest,0,0,1,0,-0.49682247207911856,0.09375,0.07421875,0.9293924466338259,0.43256997455470736,0.296875,0.390625,0.2734375,0.34765625,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.05422873222265989,0.5651345433324187,0.5109058111097589,-0.053963313128125856,0.5642054927076965,0.5102421795795706,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.05435475931149358,0.5655024226163817,0.5111476633048881,-0.05425303256860403,0.565299723712234,0.51104669114363
scikit-learn__scikit-learn-11310,scikit-learn/scikit-learn,0,0,1,0,-0.37075785335015843,0.09765625,0.10546875,0.5032154340836013,0.1324575807334428,0.26953125,0.3671875,0.333984375,0.439453125,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.009066725035521861,0.5694963266593714,0.5604296016238496,-0.008879733526853228,0.5682437321466159,0.5593639986197627,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.008994628589954146,0.5701138591438206,0.5611192305538665,-0.009036896358993074,0.5700844954491864,0.5610475990901933
scikit-learn__scikit-learn-13328,scikit-learn/scikit-learn,1,0,0,1,0.7986526658995013,0.095703125,0.09765625,0.15416666666666667,0.952819332566168,0.37890625,0.474609375,0.388671875,0.486328125,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.05425439226769957,0.5655791467182151,0.5113247544505155,-0.054113664105439496,0.5650800527687085,0.510966388663269,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.05425682819010591,0.5656697567713986,0.5114129285812927,-0.054320679886923906,0.5657845521334011,0.5114638722464772
scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,0,0,1,0,-0.013252185114224546,0.052734375,0.1015625,0.5334833989870569,0.5202312138728323,0.255859375,0.30859375,0.3671875,0.46875,-0.05405405405405406,0.6013513513513513,0.5472972972972973,-0.05449388336449312,0.6010826425726616,0.5465887592081685,-0.053965141611164835,0.5994836630457467,0.5455185214345819,-0.05405405405405406,0.6013513513513513,0.5472972972972973,-0.05423125670912077,0.6018419527173682,0.5476106960082474,-0.05427391301785345,0.6019123127071279,0.5476383996892744
sphinx-doc__sphinx-10449,sphinx-doc/sphinx,1,0,0,1,-0.013977018139770203,0.09765625,0.083984375,0.22189781021897811,0.2079207920792079,0.244140625,0.341796875,0.37109375,0.455078125,-0.04504504504504514,0.6103603603603603,0.5653153153153152,-0.04520882466012044,0.6099855380550043,0.5647767133948839,-0.04504764409180262,0.6085565601937248,0.5635089161019222,-0.04504504504504514,0.6103603603603603,0.5653153153153152,-0.04523196768058968,0.6109099456228296,0.56567797794224,-0.045255576996644065,0.6110009552122796,0.5657453782156355
sphinx-doc__sphinx-9673,sphinx-doc/sphinx,0,0,1,0,-0.2703679210284369,0.099609375,0.07421875,0.46558704453441296,0.1952191235059761,0.244140625,0.34375,0.419921875,0.494140625,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.054176695914354256,0.5648486714831695,0.5106719755688153,-0.05383521739591157,0.5635799917597629,0.5097447743638513,-0.054054054054053946,0.5653153153153152,0.5112612612612613,-0.054287260032981344,0.5657151329470191,0.5114278729140378,-0.05434912620841803,0.5658784529363312,0.5115293267279132
sphinx-doc__sphinx-9711,sphinx-doc/sphinx,0,0,1,0,-0.019459818029914533,0.06640625,0.06640625,0.3107359535742548,0.2912761355443403,0.58984375,0.65625,0.431640625,0.498046875,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.009044690837813119,0.5712643858513448,0.5622196950135316,-0.009292057897618555,0.5731701401990604,0.5638780823014419,-0.009009009009008917,0.5698198198198198,0.5608108108108109,-0.009017604107390276,0.5703258297052646,0.5613082255978743,-0.009031300609120052,0.570649881871521,0.5616185812624009
sympy__sympy-13372,sympy/sympy,1,0,0,1,0.4165457050818583,0.09375,0.09765625,0.5598194130925508,0.9763651181744091,0.26171875,0.35546875,0.3125,0.41015625,-0.05405405405405406,0.6013513513513513,0.5472972972972973,-0.054265042381936746,0.6011152199980457,0.546850177616109,-0.053977742395192485,0.5997192637548621,0.5457415213596696,-0.05405405405405406,0.6013513513513513,0.5472972972972973,-0.05430207959026445,0.6017459041952576,0.5474438246049932,-0.054310352817636076,0.6016367832102985,0.5473264303926624
sympy__sympy-13615,sympy/sympy,1,0,0,1,0.2195237254187225,0.08984375,0.111328125,0.47940865892291445,0.698932384341637,0.22265625,0.3125,0.357421875,0.46875,-0.05429864253393668,0.5678733031674208,0.5135746606334841,-0.05456895519217986,0.5672254170663125,0.5126564618741326,-0.054203120881989864,0.5655150191647881,0.5113118982827982,-0.05429864253393668,0.5678733031674208,0.5135746606334841,-0.054440798181792815,0.5682152719137733,0.5137744737319805,-0.05452665594940431,0.5683040661893786,0.5137774102399743
sympy__sympy-14976,sympy/sympy,1,0,0,1,0.053579590762576235,0.07421875,0.09375,0.6966731898238747,0.750252780586451,0.251953125,0.326171875,0.318359375,0.412109375,-0.04504504504504514,0.6103603603603603,0.5653153153153152,-0.04535765856332752,0.6100340716141217,0.5646764130507942,-0.04506984433171468,0.6086879580546841,0.5636181137229694,-0.04504504504504514,0.6103603603603603,0.5653153153153152,-0.045246004135792495,0.6108027184375177,0.5655567143017252,-0.045241464792622255,0.610716108635035,0.5654746438424127
sympy__sympy-15875,sympy/sympy,1,1,0,1,0.027295575646223758,0.1015625,0.103515625,0.13967489464178207,0.16697047028800582,0.3203125,0.421875,0.330078125,0.43359375,-0.04504504504504514,0.6103603603603603,0.5653153153153152,-0.045167977946465654,0.6104586472167758,0.5652906692703101,-0.04519462116320194,0.6101295066962499,0.5649348855330479,-0.04504504504504514,0.6103603603603603,0.5653153153153152,-0.045209200523813275,0.6108265476275996,0.5656173471037863,-0.04523703439334548,0.6107903415170683,0.5655533071237229
sympy__sympy-16766,sympy/sympy,1,0,0,1,0.04921350448956341,0.06640625,0.099609375,0.6543438077634011,0.7035573122529645,0.32421875,0.390625,0.3359375,0.435546875,-0.05405405405405406,0.6013513513513513,0.5472972972972973,-0.054416432315042784,0.601462656788602,0.5470462244735592,-0.05404893114524967,0.6002603603156527,0.546211429170403,-0.05405405405405406,0.6013513513513513,0.5472972972972973,-0.054270931949190415,0.601787068807265,0.5475161368580745,-0.05429632790519101,0.6017629611962988,0.5474666332911078
sympy__sympy-20916,sympy/sympy,0,0,1,0,0.14723379004143228,0.076171875,0.04296875,0.4045734388742304,0.5518072289156627,0.25,0.326171875,0.404296875,0.447265625,-0.04504504504504514,0.6103603603603603,0.5653153153153152,-0.04534552537778813,0.6100219384285823,0.5646764130507942,-0.045065648549722837,0.6086517357537072,0.5635860872039844,-0.04504504504504514,0.6103603603603603,0.5653153153153152,-0.045321522940401926,0.6109774535323271,0.5656559305919252,-0.045282865275020234,0.6111356520566803,0.5658527867816601
sympy__sympy-21612,sympy/sympy,0,0,1,0,0.0445608431810923,0.103515625,0.107421875,0.19801980198019803,0.24258064516129033,0.275390625,0.37890625,0.34375,0.451171875,-0.05405405405405406,0.6013513513513513,0.5472972972972973,-0.05421035336963287,0.6011912305092774,0.5469808771396445,-0.05405941113236801,0.6001963202849512,0.5461369091525832,-0.05405405405405406,0.6013513513513513,0.5472972972972973,-0.05424015431538787,0.6018007900247487,0.5475606357093609,-0.05428380656167309,0.6018049547980762,0.5475211482364031
