policy,policy_type,selection_cost_mode,lambda,mean_reward,mean_cost,mean_utility,mean_called_routes,choice_counts_by_route,call_counts_by_route,first_call_counts_by_route
always::solver:openai/gpt-oss-20b,always_direct,fixed_train_mean,5.0,0.3881118881118881,0.0030106595979021,0.37305859012237763,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_direct,fixed_train_mean,5.0,0.4020979020979021,0.004328844195804197,0.3804536811188811,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}"
always::solver:openai/gpt-oss-120b,always_direct,fixed_train_mean,5.0,0.47202797202797203,0.013906351258741255,0.40249621573426575,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}"
state_policy::input_only_direct,input_only_direct,fixed_train_mean,5.0,0.38461538461538464,0.005664206860139861,0.3562943503146853,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 120, 'solver:openai/gpt-oss-20b': 22, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 29, 'solver:openai/gpt-oss-120b': 115}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 120, 'solver:openai/gpt-oss-20b': 22, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 29, 'solver:openai/gpt-oss-120b': 115}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 120, 'solver:openai/gpt-oss-20b': 22, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 29, 'solver:openai/gpt-oss-120b': 115}"
state_policy::flexible_latest_max4,flexible_latest_chain,fixed_train_mean,5.0,0.4090909090909091,0.008768873625874123,0.3652465409615385,1.3531468531468531,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 98, 'solver:openai/gpt-oss-20b': 13, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 26, 'solver:openai/gpt-oss-120b': 149}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 143, 'solver:openai/gpt-oss-20b': 34, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 44, 'solver:openai/gpt-oss-120b': 166}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 120, 'solver:openai/gpt-oss-20b': 22, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 29, 'solver:openai/gpt-oss-120b': 115}"
state_policy::forced_scout_latest_max4,forced_scout_latest_chain,fixed_train_mean,5.0,0.4090909090909091,0.007943534482517476,0.3693732366783217,1.7202797202797202,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 116, 'solver:openai/gpt-oss-20b': 13, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 22, 'solver:openai/gpt-oss-120b': 135}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 32, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 33, 'solver:openai/gpt-oss-120b': 141}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
state_policy::flexible_best_attempt_max4,flexible_best_attempt_chain,fixed_train_mean,5.0,0.3916083916083916,0.00856626402097902,0.3487770715034965,1.3146853146853146,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 105, 'solver:openai/gpt-oss-20b': 12, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 26, 'solver:openai/gpt-oss-120b': 143}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 142, 'solver:openai/gpt-oss-20b': 32, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 40, 'solver:openai/gpt-oss-120b': 162}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 120, 'solver:openai/gpt-oss-20b': 22, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 29, 'solver:openai/gpt-oss-120b': 115}"
state_policy::forced_scout_best_attempt_max4,forced_scout_best_attempt_chain,fixed_train_mean,5.0,0.3881118881118881,0.007705655986013983,0.3495836081818182,1.667832167832168,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 141, 'solver:openai/gpt-oss-20b': 9, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 16, 'solver:openai/gpt-oss-120b': 120}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 30, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 25, 'solver:openai/gpt-oss-120b': 136}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::scout:Qwen/Qwen3-4B-Instruct-2507,always_direct,fixed_train_mean,10.0,0.2902097902097902,0.00026183225874125865,0.28759146762237764,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::solver:openai/gpt-oss-20b,always_direct,fixed_train_mean,10.0,0.3881118881118881,0.0030106595979021,0.35800529213286714,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_direct,fixed_train_mean,10.0,0.4020979020979021,0.004328844195804197,0.3588094601398601,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}"
always::solver:openai/gpt-oss-120b,always_direct,fixed_train_mean,10.0,0.47202797202797203,0.013906351258741255,0.33296445944055947,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}"
state_policy::input_only_direct,input_only_direct,fixed_train_mean,10.0,0.3741258741258741,0.004575637944055944,0.3283694946853147,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 123, 'solver:openai/gpt-oss-20b': 67, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 18, 'solver:openai/gpt-oss-120b': 78}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 123, 'solver:openai/gpt-oss-20b': 67, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 18, 'solver:openai/gpt-oss-120b': 78}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 123, 'solver:openai/gpt-oss-20b': 67, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 18, 'solver:openai/gpt-oss-120b': 78}"
state_policy::flexible_latest_max4,flexible_latest_chain,fixed_train_mean,10.0,0.4125874125874126,0.007433401332167832,0.3382533992657343,1.3286713286713288,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 100, 'solver:openai/gpt-oss-20b': 50, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 19, 'solver:openai/gpt-oss-120b': 117}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 144, 'solver:openai/gpt-oss-20b': 80, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 31, 'solver:openai/gpt-oss-120b': 125}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 123, 'solver:openai/gpt-oss-20b': 67, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 18, 'solver:openai/gpt-oss-120b': 78}"
state_policy::forced_scout_latest_max4,forced_scout_latest_chain,fixed_train_mean,10.0,0.3741258741258741,0.006835389062937058,0.30577198349650353,1.6818181818181819,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 123, 'solver:openai/gpt-oss-20b': 44, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 18, 'solver:openai/gpt-oss-120b': 101}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 68, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 24, 'solver:openai/gpt-oss-120b': 103}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
state_policy::flexible_best_attempt_max4,flexible_best_attempt_chain,fixed_train_mean,10.0,0.3881118881118881,0.007226680349650348,0.31584508461538463,1.2937062937062938,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 105, 'solver:openai/gpt-oss-20b': 51, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 17, 'solver:openai/gpt-oss-120b': 113}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 143, 'solver:openai/gpt-oss-20b': 79, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 26, 'solver:openai/gpt-oss-120b': 122}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 123, 'solver:openai/gpt-oss-20b': 67, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 18, 'solver:openai/gpt-oss-120b': 78}"
state_policy::forced_scout_best_attempt_max4,forced_scout_best_attempt_chain,fixed_train_mean,10.0,0.35664335664335667,0.006790165895104889,0.2887416976923078,1.6643356643356644,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 149, 'solver:openai/gpt-oss-20b': 29, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 13, 'solver:openai/gpt-oss-120b': 95}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 67, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 20, 'solver:openai/gpt-oss-120b': 103}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::scout:Qwen/Qwen3-4B-Instruct-2507,always_direct,fixed_train_mean,15.0,0.2902097902097902,0.00026183225874125865,0.28628230632867135,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::solver:openai/gpt-oss-20b,always_direct,fixed_train_mean,15.0,0.3881118881118881,0.0030106595979021,0.34295199414335664,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 286, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,always_direct,fixed_train_mean,15.0,0.4020979020979021,0.004328844195804197,0.3371652391608391,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 286, 'solver:openai/gpt-oss-120b': 0}"
always::solver:openai/gpt-oss-120b,always_direct,fixed_train_mean,15.0,0.47202797202797203,0.013906351258741255,0.2634327031468532,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 0, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 286}"
state_policy::input_only_direct,input_only_direct,fixed_train_mean,15.0,0.36363636363636365,0.0040401072412587415,0.3030347550174825,1.0,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 130, 'solver:openai/gpt-oss-20b': 85, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 10, 'solver:openai/gpt-oss-120b': 61}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 130, 'solver:openai/gpt-oss-20b': 85, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 10, 'solver:openai/gpt-oss-120b': 61}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 130, 'solver:openai/gpt-oss-20b': 85, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 10, 'solver:openai/gpt-oss-120b': 61}"
state_policy::flexible_latest_max4,flexible_latest_chain,fixed_train_mean,15.0,0.3951048951048951,0.006656541307692306,0.2952567754895105,1.3076923076923077,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 103, 'solver:openai/gpt-oss-20b': 71, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 13, 'solver:openai/gpt-oss-120b': 99}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 147, 'solver:openai/gpt-oss-20b': 106, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 20, 'solver:openai/gpt-oss-120b': 101}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 130, 'solver:openai/gpt-oss-20b': 85, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 10, 'solver:openai/gpt-oss-120b': 61}"
state_policy::forced_scout_latest_max4,forced_scout_latest_chain,fixed_train_mean,15.0,0.3741258741258741,0.006195271293706291,0.28119680472027975,1.6538461538461537,"{'scout:Qwen/Qwen3-4B-Instruct-2507': 130, 'solver:openai/gpt-oss-20b': 60, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 7, 'solver:openai/gpt-oss-120b': 89}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 84, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 12, 'solver:openai/gpt-oss-120b': 91}","{'scout:Qwen/Qwen3-4B-Instruct-2507': 286, 'solver:openai/gpt-oss-20b': 0, 'solver:Qwen/Qwen3-Coder-30B-A3B-Instruct': 0, 'solver:openai/gpt-oss-120b': 0}"
