policy,cost_mode,lambda,mean_reward,mean_cost,mean_utility,out_rate,all_fail_out_recall,out_precision_all_fail,choice_counts_by_route
raw_no_out,fixed_train_mean,10.0,0.3741258741258741,0.004575637944055943,0.3283694946853147,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 123, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 18, ""solver:openai/gpt-oss-120b"": 78, ""solver:openai/gpt-oss-20b"": 67}"
utility_out,fixed_train_mean,10.0,0.3356643356643357,0.00451566479020979,0.2905076877622378,0.24825174825174826,0.373015873015873,0.6619718309859155,"{""OUT"": 71, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 52, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 18, ""solver:openai/gpt-oss-120b"": 78, ""solver:openai/gpt-oss-20b"": 67}"
all_fail_tau_out,fixed_train_mean,10.0,0.3006993006993007,0.003953661667832168,0.261162684020979,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 45, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 6, ""solver:openai/gpt-oss-120b"": 76, ""solver:openai/gpt-oss-20b"": 51}"
oracle_all_fail_out,fixed_train_mean,10.0,0.3741258741258741,0.0023855560629370627,0.3502703134965035,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 57, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 12, ""solver:openai/gpt-oss-120b"": 50, ""solver:openai/gpt-oss-20b"": 41}"
oracle_utility_out,fixed_train_mean,10.0,0.5594405594405595,0.0012938998216783216,0.5465015612237762,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
best_always,fixed_train_mean,10.0,0.4020979020979021,0.004328844195804196,0.35880946013986015,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 286, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
cascade,fixed_train_mean,10.0,nan,nan,0.31284616846153845,nan,nan,nan,{}
raw_no_out,fixed_train_mean,15.0,0.36363636363636365,0.0040401072412587415,0.3030347550174825,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 130, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 10, ""solver:openai/gpt-oss-120b"": 61, ""solver:openai/gpt-oss-20b"": 85}"
utility_out,fixed_train_mean,15.0,0.3181818181818182,0.003967233520979021,0.2586733153671329,0.2762237762237762,0.4126984126984127,0.6582278481012658,"{""OUT"": 79, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 52, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 10, ""solver:openai/gpt-oss-120b"": 61, ""solver:openai/gpt-oss-20b"": 84}"
all_fail_tau_out,fixed_train_mean,15.0,0.3006993006993007,0.0034512599230769234,0.24893040185314683,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 46, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 4, ""solver:openai/gpt-oss-120b"": 61, ""solver:openai/gpt-oss-20b"": 67}"
oracle_all_fail_out,fixed_train_mean,15.0,0.36363636363636365,0.002083721258741258,0.33238054475524476,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 59, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 6, ""solver:openai/gpt-oss-120b"": 39, ""solver:openai/gpt-oss-20b"": 56}"
oracle_utility_out,fixed_train_mean,15.0,0.5594405594405595,0.0012938998216783216,0.5400320621153847,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
best_always,fixed_train_mean,15.0,0.3881118881118881,0.0030106595979020982,0.34295199414335664,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
cascade,fixed_train_mean,15.0,nan,nan,0.32859655265734267,nan,nan,nan,{}
raw_no_out,fixed_train_mean,20.0,0.35664335664335667,0.003638724881118881,0.283868859020979,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 134, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 5, ""solver:openai/gpt-oss-120b"": 50, ""solver:openai/gpt-oss-20b"": 97}"
utility_out,fixed_train_mean,20.0,0.3111888111888112,0.0035237340944055937,0.24071412930069933,0.28321678321678323,0.42063492063492064,0.654320987654321,"{""OUT"": 81, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 54, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 5, ""solver:openai/gpt-oss-120b"": 50, ""solver:openai/gpt-oss-20b"": 96}"
all_fail_tau_out,fixed_train_mean,20.0,0.2972027972027972,0.0030873920209790206,0.23545495678321676,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 46, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 3, ""solver:openai/gpt-oss-120b"": 50, ""solver:openai/gpt-oss-20b"": 79}"
oracle_all_fail_out,fixed_train_mean,20.0,0.35664335664335667,0.0019082821258741254,0.31847771412587417,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 62, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 2, ""solver:openai/gpt-oss-120b"": 33, ""solver:openai/gpt-oss-20b"": 63}"
oracle_utility_out,fixed_train_mean,20.0,0.5594405594405595,0.0012938998216783216,0.533562563006993,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
best_always,fixed_train_mean,20.0,0.3881118881118881,0.0030106595979020982,0.32789869615384615,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
cascade,fixed_train_mean,20.0,nan,nan,0.31342011216783217,nan,nan,nan,{}
raw_no_out,fixed_train_mean,25.0,0.36013986013986016,0.0029269143951048946,0.28696700026223776,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 139, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 4, ""solver:openai/gpt-oss-120b"": 37, ""solver:openai/gpt-oss-20b"": 106}"
utility_out,fixed_train_mean,25.0,0.3146853146853147,0.0028525552272727272,0.2433714340034965,0.28321678321678323,0.42063492063492064,0.654320987654321,"{""OUT"": 81, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 58, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 4, ""solver:openai/gpt-oss-120b"": 37, ""solver:openai/gpt-oss-20b"": 106}"
all_fail_tau_out,fixed_train_mean,25.0,0.3006993006993007,0.0025203664895104894,0.23769013846153844,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 47, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 2, ""solver:openai/gpt-oss-120b"": 37, ""solver:openai/gpt-oss-20b"": 92}"
oracle_all_fail_out,fixed_train_mean,25.0,0.36013986013986016,0.0014677921713286712,0.3234450558566434,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 62, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 22, ""solver:openai/gpt-oss-20b"": 75}"
oracle_utility_out,fixed_train_mean,25.0,0.5594405594405595,0.0012938998216783216,0.5270930638986014,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 12, ""solver:openai/gpt-oss-20b"": 42}"
best_always,fixed_train_mean,25.0,0.3881118881118881,0.0030106595979020982,0.31284539816433565,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
cascade,fixed_train_mean,25.0,nan,nan,0.29824367167832166,nan,nan,nan,{}
raw_no_out,fixed_train_mean,30.0,0.3531468531468531,0.0021297763916083914,0.28925356139860137,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 144, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 21, ""solver:openai/gpt-oss-20b"": 121}"
utility_out,fixed_train_mean,30.0,0.3041958041958042,0.002050527923076923,0.24267996650349655,0.3006993006993007,0.4523809523809524,0.6627906976744186,"{""OUT"": 86, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 58, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 21, ""solver:openai/gpt-oss-20b"": 121}"
all_fail_tau_out,fixed_train_mean,30.0,0.2937062937062937,0.0017872368146853142,0.24008918926573428,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 21, ""solver:openai/gpt-oss-20b"": 109}"
oracle_all_fail_out,fixed_train_mean,30.0,0.3531468531468531,0.0012317394860139857,0.3161946685664335,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 64, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 15, ""solver:openai/gpt-oss-20b"": 81}"
oracle_utility_out,fixed_train_mean,30.0,0.5559440559440559,0.0011622077937062936,0.5210778221328671,0.44405594405594406,1.0,0.9921259842519685,"{""OUT"": 127, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
best_always,fixed_train_mean,30.0,0.3881118881118881,0.0030106595979020982,0.29779210017482516,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
cascade,fixed_train_mean,30.0,nan,nan,0.28306723118881116,nan,nan,nan,{}
raw_no_out,fixed_train_mean,35.0,0.35664335664335667,0.001527906576923077,0.30316662645104897,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 148, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 132}"
utility_out,fixed_train_mean,35.0,0.3076923076923077,0.0014463699545454545,0.2570693592832168,0.3111888111888112,0.47619047619047616,0.6741573033707865,"{""OUT"": 89, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 59, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 132}"
all_fail_tau_out,fixed_train_mean,35.0,0.2972027972027972,0.0012613699265734265,0.25305484977272724,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 50, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 122}"
oracle_all_fail_out,fixed_train_mean,35.0,0.35664335664335667,0.0008631279965034965,0.3264338767657343,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 67, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 5, ""solver:openai/gpt-oss-20b"": 88}"
oracle_utility_out,fixed_train_mean,35.0,0.5559440559440559,0.0011622077937062936,0.5152667831643356,0.44405594405594406,1.0,0.9921259842519685,"{""OUT"": 127, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
best_always,fixed_train_mean,35.0,0.3881118881118881,0.0030106595979020982,0.28273880218531466,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
cascade,fixed_train_mean,35.0,nan,nan,0.26789079069930066,nan,nan,nan,{}
raw_no_out,fixed_train_mean,40.0,0.34965034965034963,0.001351192958041958,0.2956026313286713,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 150, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 136}"
utility_out,fixed_train_mean,40.0,0.3006993006993007,0.0012688903776223775,0.24994368559440558,0.3146853146853147,0.48412698412698413,0.6777777777777778,"{""OUT"": 90, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 60, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 136}"
all_fail_tau_out,fixed_train_mean,40.0,0.2902097902097902,0.0011033890034965034,0.24607423006993007,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 50, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 128}"
oracle_all_fail_out,fixed_train_mean,40.0,0.34965034965034963,0.0007422766888111887,0.3199592820979021,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 67, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 93}"
oracle_utility_out,fixed_train_mean,40.0,0.5559440559440559,0.0011622077937062936,0.5094557441958042,0.44405594405594406,1.0,0.9921259842519685,"{""OUT"": 127, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
best_always,fixed_train_mean,40.0,0.2902097902097902,0.0002618322587412587,0.2797364998601399,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
cascade,fixed_train_mean,40.0,nan,nan,0.25271435020979016,nan,nan,nan,{}
raw_no_out,fixed_train_mean,45.0,0.3531468531468531,0.0013188516538461537,0.2937985287237762,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 153, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 133}"
utility_out,fixed_train_mean,45.0,0.3006993006993007,0.0012318050664335664,0.24526807270979017,0.32517482517482516,0.5,0.6774193548387096,"{""OUT"": 93, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 61, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 132}"
all_fail_tau_out,fixed_train_mean,45.0,0.2937062937062937,0.0010952467237762237,0.24442019113636362,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 52, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 126}"
oracle_all_fail_out,fixed_train_mean,45.0,0.3531468531468531,0.000734134409090909,0.3201108047377622,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 69, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 91}"
oracle_utility_out,fixed_train_mean,45.0,0.5559440559440559,0.0011622077937062936,0.5036447052272728,0.44405594405594406,1.0,0.9921259842519685,"{""OUT"": 127, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
best_always,fixed_train_mean,45.0,0.2902097902097902,0.0002618322587412587,0.2784273385664336,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
raw_no_out,fixed_train_mean,50.0,0.3531468531468531,0.0012955603461538463,0.28836883583916084,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 157, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 129}"
utility_out,fixed_train_mean,50.0,0.3006993006993007,0.0011873686223776224,0.24133086958041955,0.3321678321678322,0.5079365079365079,0.6736842105263158,"{""OUT"": 95, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 64, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 127}"
all_fail_tau_out,fixed_train_mean,50.0,0.2937062937062937,0.001082659283216783,0.23957332954545454,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 55, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 123}"
oracle_all_fail_out,fixed_train_mean,50.0,0.3531468531468531,0.0007200420594405594,0.31714475017482513,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 72, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 88}"
oracle_utility_out,fixed_train_mean,50.0,0.5559440559440559,0.0011622077937062936,0.49783366625874126,0.44405594405594406,1.0,0.9921259842519685,"{""OUT"": 127, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 83, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 23, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 42}"
best_always,fixed_train_mean,50.0,0.2902097902097902,0.0002618322587412587,0.27711817727272725,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
cascade,fixed_train_mean,50.0,nan,nan,0.22236146923076922,nan,nan,nan,{}
raw_no_out,fixed_train_mean,55.0,0.3531468531468531,0.0011952218041958041,0.28740965391608386,0.0,0.0,nan,"{""OUT"": 0, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 164, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 122}"
utility_out,fixed_train_mean,55.0,0.2937062937062937,0.0010905381818181819,0.2337266937062937,0.34265734265734266,0.5158730158730159,0.6632653061224489,"{""OUT"": 98, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 69, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 119}"
all_fail_tau_out,fixed_train_mean,55.0,0.2937062937062937,0.0010496187937062938,0.23597726005244754,0.3776223776223776,0.5476190476190477,0.6388888888888888,"{""OUT"": 108, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 60, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 118}"
oracle_all_fail_out,fixed_train_mean,55.0,0.3531468531468531,0.0007039302797202797,0.31443068776223776,0.4405594405594406,1.0,1.0,"{""OUT"": 126, ""scout:Qwen/Qwen3-4B-Instruct-2507"": 76, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 84}"
