portfolio,split_idx,n_train_ids,n_eval_ids,calibration,budget,strategy,n_selected_labels,selected_positive_rate,best_of_n_lift_vs_raw,best_of_n_oracle_gap_recovered,patch_auc_raw,patch_auc_calibrated,patch_pearson_raw,patch_pearson_calibrated,brier_raw,brier_calibrated,nll_raw,nll_calibrated,best_of_n_pass_rate_raw,best_of_n_pass_rate_calibrated,oracle_best_of_n_pass_rate,mean_portfolio_cost
20b_x3,1,74,74,global,16,random,16,0.4375,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5545931487277826,0.18038736824883825,0.22966997271123066,0.5463072189804513,0.6517753016411267,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,16,uncertainty,16,0.3125,-0.1351351351351351,-9.999999999999934,0.8211375488917861,0.17886245110821383,0.5547192688903999,-0.5547731054734262,0.18038736824883825,0.2760607066349432,0.5463072189804513,0.7504279504515917,0.527027027027027,0.3918918918918919,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,16,top2_margin,16,1.0,-0.08108108108108103,-5.999999999999959,0.8211375488917861,0.5,0.5547192688903999,1.0322616220336586e-16,0.18038736824883825,0.5011300227563203,0.5463072189804513,1.8883569823075406,0.527027027027027,0.44594594594594594,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,16,route_balanced_random,16,0.5,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5547076413205555,0.18038736824883825,0.21221448180021152,0.5463072189804513,0.6162608813101444,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,16,high_score,16,0.875,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5547324309002011,0.18038736824883825,0.4135417371753263,0.5463072189804513,1.1645090182877256,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,32,random,32,0.5625,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5554569698064572,0.18038736824883825,0.1995389724822559,0.5463072189804513,0.5884107148073375,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,32,uncertainty,32,0.21875,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5547040637088485,0.18038736824883825,0.31093067114697065,0.5463072189804513,0.8419347867161551,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,32,top2_margin,32,0.84375,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5549131165589818,0.18038736824883825,0.3672162592126495,0.5463072189804513,0.9877179338921325,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,32,route_balanced_random,32,0.4375,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5542433670312679,0.18038736824883825,0.1958841066452419,0.5463072189804513,0.57966004873755,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,32,high_score,32,0.84375,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5547320824500924,0.18038736824883825,0.38915474584160614,0.5463072189804513,1.0636735532841675,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,64,random,64,0.484375,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.555003621952505,0.18038736824883825,0.1875672859171921,0.5463072189804513,0.5614291063916186,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,64,uncertainty,64,0.375,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5544106567250994,0.18038736824883825,0.2381803752150986,0.5463072189804513,0.6678735677593923,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,64,top2_margin,64,0.765625,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5548548811490224,0.18038736824883825,0.280869259179636,0.5463072189804513,0.7578595006188252,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,64,route_balanced_random,64,0.484375,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5548304930167149,0.18038736824883825,0.20873538820613685,0.5463072189804513,0.6090780532520874,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,64,high_score,64,0.78125,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5547715403319736,0.18038736824883825,0.34395214644041217,0.5463072189804513,0.9151081086022718,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,128,random,128,0.53125,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5556249833995792,0.18038736824883825,0.18870471706610392,0.5463072189804513,0.5636678316488719,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,128,uncertainty,128,0.4765625,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5547800408353953,0.18038736824883825,0.20238368128506132,0.5463072189804513,0.5952989741761296,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,128,top2_margin,128,0.6328125,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5553396504935728,0.18038736824883825,0.21732056704049574,0.5463072189804513,0.6252409714858418,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,128,route_balanced_random,128,0.4921875,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5547961668415873,0.18038736824883825,0.18790612193957218,0.5463072189804513,0.5621281321540632,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,global,128,high_score,128,0.6796875,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5550555744964774,0.18038736824883825,0.25124725378852636,0.5463072189804513,0.6943412890117162,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,raw,0,none,0,nan,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5547192688903999,0.18038736824883825,0.18038736824883825,0.5463072189804513,0.5463072189804513,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,16,random,16,0.375,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.553884910907155,0.18038736824883825,0.22102354864562704,0.5463072189804513,0.6310646366845594,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,16,uncertainty,16,0.3125,-0.1351351351351351,-9.999999999999934,0.8211375488917861,0.17886245110821383,0.5547192688903999,-0.5547731054734262,0.18038736824883825,0.2760607066349432,0.5463072189804513,0.7504279504515917,0.527027027027027,0.3918918918918919,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,16,top2_margin,16,1.0,-0.08108108108108103,-5.999999999999959,0.8211375488917861,0.5,0.5547192688903999,1.0322616220336586e-16,0.18038736824883825,0.5011300227563203,0.5463072189804513,1.8883569823075406,0.527027027027027,0.44594594594594594,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,16,route_balanced_random,16,0.625,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5551922623171655,0.18038736824883825,0.2343336466581447,0.5463072189804513,0.6595259963621127,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,16,high_score,16,0.875,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5547324309002011,0.18038736824883825,0.4135417371753263,0.5463072189804513,1.1645090182877256,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,32,random,32,0.40625,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5543317746504487,0.18038736824883825,0.22636775776341872,0.5463072189804513,0.6437258721314248,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,32,uncertainty,32,0.21875,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5547040637088485,0.18038736824883825,0.31093067114697065,0.5463072189804513,0.8419347867161551,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,32,top2_margin,32,0.84375,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5549131165589818,0.18038736824883825,0.3672162592126495,0.5463072189804513,0.9877179338921325,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,32,route_balanced_random,32,0.5625,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.555554037974683,0.18038736824883825,0.20164336384081674,0.5463072189804513,0.592530661266021,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,32,high_score,32,0.84375,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5547320824500924,0.18038736824883825,0.38915474584160614,0.5463072189804513,1.0636735532841675,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,64,random,64,0.5625,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5553767239729386,0.18038736824883825,0.20177506497643893,0.5463072189804513,0.5934322890445907,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,64,uncertainty,64,0.375,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5544106567250994,0.18038736824883825,0.2381803752150986,0.5463072189804513,0.6678735677593923,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,64,top2_margin,64,0.765625,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5548548811490224,0.18038736824883825,0.280869259179636,0.5463072189804513,0.7578595006188252,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,64,route_balanced_random,64,0.515625,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5548509460517858,0.18038736824883825,0.19754532770890054,0.5463072189804513,0.5846510178838914,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,64,high_score,64,0.78125,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5547715403319736,0.18038736824883825,0.34395214644041217,0.5463072189804513,0.9151081086022718,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,128,random,128,0.515625,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5552802241376439,0.18038736824883825,0.19386920611910044,0.5463072189804513,0.5762355479328518,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,128,uncertainty,128,0.4765625,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5547800408353953,0.18038736824883825,0.20238368128506132,0.5463072189804513,0.5952989741761296,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,128,top2_margin,128,0.6328125,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5553396504935728,0.18038736824883825,0.21732056704049574,0.5463072189804513,0.6252409714858418,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,128,route_balanced_random,128,0.484375,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.554933592083977,0.18038736824883825,0.19027114204556342,0.5463072189804513,0.5679206232223193,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,1,74,74,route_intercept,128,high_score,128,0.6796875,0.0,0.0,0.8211375488917861,0.8211375488917861,0.5547192688903999,0.5550555744964774,0.18038736824883825,0.25124725378852636,0.5463072189804513,0.6943412890117162,0.527027027027027,0.527027027027027,0.5405405405405406,0.009224795837837836
20b_x3,2,74,74,raw,0,none,0,nan,0.0,0.0,0.8265993265993266,0.8265993265993266,0.5478306927771729,0.5478306927771729,0.18444482513623972,0.18444482513623972,0.55258096668346,0.55258096668346,0.4594594594594595,0.4594594594594595,0.47297297297297297,0.00975150522972973
20b_x3,2,74,74,global,16,random,16,0.4375,0.0,0.0,0.8265993265993266,0.8265993265993266,0.5478306927771729,0.5486979821230706,0.18444482513623972,0.21759332276133841,0.55258096668346,0.6266066576513173,0.4594594594594595,0.4594594594594595,0.47297297297297297,0.00975150522972973
20b_x3,2,74,74,global,16,uncertainty,16,0.25,-0.10810810810810811,-8.000000000000016,0.8265993265993266,0.1734006734006734,0.5478306927771729,-0.5477494085917056,0.18444482513623972,0.2658364922431204,0.55258096668346,0.7347571935009304,0.4594594594594595,0.35135135135135137,0.47297297297297297,0.00975150522972973
20b_x3,2,74,74,global,16,top2_margin,16,0.875,-0.10810810810810811,-8.000000000000016,0.8265993265993266,0.1734006734006734,0.5478306927771729,-0.5488923455395304,0.18444482513623972,0.4702443905590713,0.55258096668346,1.3319418552840339,0.4594594594594595,0.35135135135135137,0.47297297297297297,0.00975150522972973
20b_x3,2,74,74,global,16,route_balanced_random,16,0.5625,0.0,0.0,0.8265993265993266,0.8265993265993266,0.5478306927771729,0.5474974609637431,0.18444482513623972,0.22260507610270924,0.55258096668346,0.6376189450225699,0.4594594594594595,0.4594594594594595,0.47297297297297297,0.00975150522972973
20b_x3,2,74,74,global,16,high_score,16,0.875,0.0,0.0,0.8265993265993266,0.8265993265993266,0.5478306927771729,0.5477786857657603,0.18444482513623972,0.46070175272429187,0.55258096668346,1.2865989630781265,0.4594594594594595,0.4594594594594595,0.47297297297297297,0.00975150522972973
20b_x3,2,74,74,global,32,random,32,0.4375,0.0,0.0,0.8265993265993266,0.8265993265993266,0.5478306927771729,0.5489303846802817,0.18444482513623972,0.20734980649724288,0.55258096668346,0.6054991387013017,0.4594594594594595,0.4594594594594595,0.47297297297297297,0.00975150522972973
20b_x3,2,74,74,global,32,uncertainty,32,0.375,0.0,0.0,0.8265993265993266,0.8265993265993266,0.5478306927771729,0.5480590475207973,0.18444482513623972,0.23759510883971988,0.55258096668346,0.6677581985409333,0.4594594594594595,0.4594594594594595,0.47297297297297297,0.00975150522972973
20b_x3,2,74,74,global,32,top2_margin,32,0.8125,-0.10810810810810811,-8.000000000000016,0.8265993265993266,0.1734006734006734,0.5478306927771729,-0.5489570829203914,0.18444482513623972,0.4220847718399624,0.55258096668346,1.1322353307702584,0.4594594594594595,0.35135135135135137,0.47297297297297297,0.00975150522972973
