portfolio,calibration,budget,strategy,n_splits,patch_auc_calibrated_mean,patch_auc_calibrated_std,brier_calibrated_mean,brier_calibrated_std,nll_calibrated_mean,nll_calibrated_std,best_of_n_pass_rate_calibrated_mean,best_of_n_pass_rate_calibrated_std,best_of_n_pass_rate_raw_mean,best_of_n_pass_rate_raw_std,oracle_best_of_n_pass_rate_mean,oracle_best_of_n_pass_rate_std,best_of_n_lift_vs_raw_mean,best_of_n_lift_vs_raw_std,best_of_n_oracle_gap_recovered_mean,best_of_n_oracle_gap_recovered_std
20b_120b_x3,global_len,32,random,30,0.800775045261198,0.024119557692116347,0.2151463975536245,0.01018182927893553,0.6209587505997173,0.020517713814247735,0.5459459459459458,0.043941435669395304,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.0018018018018017981,0.004593711273507004,0.03166666666666661,0.08112062349091954
20b_120b_x3,global_len,32,route_balanced_random,30,0.7995702973256933,0.02469264774707294,0.21901606147040714,0.01542031566504859,0.6286958005400304,0.03175761151188346,0.5445945945945945,0.043320595232159094,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.00045045045045044954,0.0024257499131236453,0.01111111111111108,0.05983516452371656
20b_120b_x3,global_len,32,top2_margin,30,0.46426668794560916,0.2816907362115416,0.34580050834448917,0.053764486213517954,0.9904818637348431,0.27530406143957653,0.4653153153153153,0.07977043802212508,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.07882882882882881,0.0734455280936035,-1.572777777777777,1.6498119047296418
20b_120b_x3,global_len,32,uncertainty,30,0.7428338470478724,0.06019336897749037,0.2600561847512084,0.017564086783882975,0.7141557336552214,0.0378257820664646,0.5112612612612613,0.05292553186065818,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.03288288288288287,0.038960709128231914,-0.6772222222222212,0.7741600386432359
20b_120b_x3,global_len,64,high_score,30,0.5029325724566335,0.303995282582304,0.33609295539123385,0.04189789287330912,0.9163511614557436,0.12493055583211153,0.4711711711711713,0.06000297587512328,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.07297297297297294,0.05589217069998595,-1.4566666666666657,1.1434159348198705
20b_120b_x3,global_len,64,random,30,0.8015945128042143,0.024878983321980633,0.20540312764983634,0.010803407080772359,0.6001043054636865,0.02216094184250579,0.5468468468468468,0.043821212637893,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.0027027027027027046,0.005405405405405408,0.04944444444444445,0.10087426472570002
20b_120b_x3,global_len,64,route_balanced_random,30,0.8005900285426811,0.022594896415557193,0.21033002128452127,0.02400911258064006,0.610124875664097,0.050352792673018294,0.5459459459459458,0.04407974710891917,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.0018018018018018092,0.005768580394083659,0.03388888888888901,0.13027629707758417
20b_120b_x3,global_len,64,top2_margin,30,0.6052729293922561,0.2751828797921651,0.3154294959841195,0.05217432985193896,0.8598633833669951,0.1417917612045664,0.5031531531531531,0.07316319329316383,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.04099099099099098,0.06982563184179105,-0.8322222222222215,1.5600387776123752
20b_120b_x3,global_len,64,uncertainty,30,0.7983582797532534,0.055443124256859655,0.25373886703308735,0.015138315340944479,0.7009112160457927,0.03127712879074224,0.5243243243243243,0.046341697836438496,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.01981981981981982,0.025813601408818734,-0.4044444444444439,0.47706536032779673
20b_120b_x3,global_len,128,high_score,30,0.7301473250844552,0.18121953244649303,0.32526920758728045,0.03354998635602166,0.8757684599311215,0.08371685166323876,0.5220720720720722,0.06419353549375807,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.02207207207207207,0.04106023257917828,-0.3699999999999999,0.6668110954663526
20b_120b_x3,global_len,128,random,30,0.8024813537494031,0.024013845590176212,0.19671553905653377,0.007794831453930453,0.5809064606163833,0.01622369846500102,0.5481981981981981,0.04422909641544221,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.004054054054054057,0.0061926698580484375,0.08111111111111116,0.13338424953753497
20b_120b_x3,global_len,128,route_balanced_random,30,0.8023932285760164,0.02407701087606506,0.1962094287265016,0.008475751513406515,0.5794145410000974,0.01768164481116718,0.5481981981981983,0.044229096415442225,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.004054054054054057,0.006192669858048437,0.07944444444444448,0.13156348512138155
20b_120b_x3,global_len,128,top2_margin,30,0.7795622566927229,0.11115530932588512,0.2444646085867839,0.04067935067526518,0.684081622505218,0.08924347460542884,0.5441441441441441,0.05007096660032523,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-1.8503717077085942e-18,0.02587640831773887,0.012777777777777706,0.3906709170543654
20b_120b_x3,global_len,128,uncertainty,30,0.8131213135185174,0.023335468821073922,0.2407354136854958,0.01762559138137207,0.6742112265908397,0.03621606424797107,0.5459459459459459,0.04324324324324324,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.0018018018018017964,0.010885627003238366,0.025555555555555422,0.20270089866842653
20b_120b_x3,raw,0,none,120,0.7907436562135598,0.024361193321074726,0.19082709681454074,0.011072302349985618,0.584308579326237,0.03425553484444474,0.5441441441441442,0.0431492973507317,0.5441441441441442,0.0431492973507317,0.5981981981981981,0.041568547729943534,0.0,0.0,0.0,0.0
20b_120b_x3,route_intercept,16,high_score,30,0.570275694042539,0.09159370894153016,0.3153718480843361,0.04669177260749047,0.873308693048082,0.1819919754446918,0.5135135135135135,0.04329951293945194,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.030630630630630637,0.020622564220287562,-0.7438888888888878,0.9276062715730846
20b_120b_x3,route_intercept,16,random,30,0.72729162664935,0.08748082928545053,0.24213738723094574,0.02814871329248125,0.6779366646665839,0.060574398221530296,0.5454954954954956,0.047262964802220676,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.0013513513513513542,0.02243677370344554,0.05444444444444447,0.39851421586552416
20b_120b_x3,route_intercept,16,route_balanced_random,30,0.717694343138918,0.08731026229223127,0.24393175545346946,0.02313219192399679,0.6813367665297501,0.04882255956760928,0.5527027027027028,0.04133603908923841,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.008558558558558553,0.025035483300162618,0.04222222222222292,0.7081500852290223
20b_120b_x3,route_intercept,16,top2_margin,30,0.42498886398985586,0.17044083131276047,0.40398658067079507,0.08157602073958274,1.3347097513274897,0.4353755548263097,0.4599099099099099,0.059570262579170474,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.0842342342342342,0.05761717328693325,-1.7311111111111102,1.4260326559383076
20b_120b_x3,route_intercept,16,uncertainty,30,0.559573712027576,0.15166542763438892,0.277574718606562,0.033445322966191265,0.7556880819858874,0.08041872988582414,0.5243243243243243,0.06418563290290766,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.019819819819819822,0.053911222704061915,-0.3711111111111108,1.0209920133664234
20b_120b_x3,route_intercept,32,high_score,30,0.6066601077311286,0.06666685492185234,0.3224091152505361,0.04316200581497495,0.8848947102954522,0.13170794299185665,0.5211711711711711,0.04598346816203703,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.022972972972972974,0.020089282090970946,-0.5633333333333326,0.6634422021212937
20b_120b_x3,route_intercept,32,random,30,0.7526715352542132,0.049827692284891784,0.22698025490583565,0.02239719834702746,0.6458417084973143,0.048635497781991784,0.554954954954955,0.048086508630927983,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.010810810810810813,0.022450334764643448,0.17611111111111108,0.38671655169907676
20b_120b_x3,route_intercept,32,route_balanced_random,30,0.7485991429884999,0.04665555055392541,0.2256103290680956,0.02133900028938459,0.6429533921287216,0.045904674961883545,0.5495495495495496,0.047243641809466275,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.0054054054054054005,0.020523938288098224,0.06722222222222206,0.4133755205471828
20b_120b_x3,route_intercept,32,top2_margin,30,0.46702930960449013,0.19292184026154824,0.3464339470923107,0.05515739770357657,0.9980897557100257,0.28021175597996417,0.4734234234234234,0.07281291533483931,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.0707207207207207,0.06248285212370044,-1.3983333333333323,1.1362328106510553
20b_120b_x3,route_intercept,32,uncertainty,30,0.3884824255916114,0.08093547956481721,0.2672272732066393,0.01846790102122421,0.7300452431222408,0.041264408041873146,0.486036036036036,0.04433906222424434,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.05810810810810811,0.04303864888993664,-1.257222222222221,1.1898621405777392
20b_120b_x3,route_intercept,64,high_score,30,0.5784011108678674,0.096004468204878,0.33500485295959187,0.04074803623268943,0.9174691993385805,0.12450259619569358,0.5112612612612613,0.047596650268611,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.03288288288288288,0.03413035448561191,-0.7705555555555545,0.9211173099912016
20b_120b_x3,route_intercept,64,random,30,0.7786346687332151,0.02950364963149959,0.2130631244243194,0.013646812296905174,0.6161542909082871,0.028179113449721616,0.5486486486486485,0.04310224761767814,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.004504504504504499,0.013662838637930722,0.08055555555555544,0.24502771322222622
20b_120b_x3,route_intercept,64,route_balanced_random,30,0.7814597076256455,0.02396404656866046,0.212556976324052,0.011353013708172426,0.6155397071685872,0.024329604281471226,0.5504504504504504,0.04467414871429707,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.006306306306306303,0.016636202984341788,0.09166666666666665,0.28221183270465194
20b_120b_x3,route_intercept,64,top2_margin,30,0.5766592796154684,0.22913087392144582,0.31657506288338116,0.05134759431562183,0.8631287819457637,0.14139571059409695,0.5013513513513513,0.07607279970290577,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.042792792792792786,0.06556336867541832,-0.9027777777777765,1.4515769415652555
20b_120b_x3,route_intercept,64,uncertainty,30,0.45775242395446897,0.14682713724374363,0.26303407044354754,0.015675325918747995,0.7206686230120369,0.03367482523587464,0.5135135135135135,0.04509006759006197,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.03063063063063063,0.03931067428697554,-0.5327777777777774,0.8054270012366026
20b_120b_x3,route_intercept,128,high_score,30,0.5887464298137746,0.16506908038646118,0.3319982900497288,0.03364406874421667,0.8967923852643082,0.08620279916543466,0.5382882882882883,0.06775499529951044,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.005855855855855859,0.04381426662892465,-0.07722222222222233,0.7556268348730389
20b_120b_x3,route_intercept,128,random,30,0.7874122522869434,0.025178575668159682,0.20180951370545436,0.007104962889342943,0.5921461294874624,0.014965329303171035,0.55,0.04456728620587652,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.005855855855855857,0.0154800362859816,0.10277777777777779,0.285970839400898
20b_120b_x3,route_intercept,128,route_balanced_random,30,0.7873394750018344,0.023770920236660734,0.20209261899581846,0.007773952066508017,0.5928016934719118,0.016272738295697753,0.5418918918918918,0.04445788490872664,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.0022522522522522457,0.008605843772316569,-0.04666666666666649,0.17290545479046107
20b_120b_x3,route_intercept,128,top2_margin,30,0.7644827626882622,0.09619462303641879,0.2531227510493528,0.03961212274298532,0.702886663129455,0.08744371881723634,0.5387387387387387,0.04505405315333329,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.005405405405405402,0.01286743860998712,-0.10222222222222208,0.21320887573306607
20b_120b_x3,route_intercept,128,uncertainty,30,0.7520652344150689,0.04891043026732296,0.24887583902595975,0.017590499826427842,0.691056890043614,0.036748921597568596,0.5585585585585585,0.04633294007431996,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.01441441441441441,0.018768168158558238,0.2672222222222221,0.3408997716646163
20b_120b_x3,route_intercept_len,16,high_score,30,0.4710709696667444,0.1022931980861989,0.317026912784199,0.04675335527905525,0.8779285220777072,0.18163972885692256,0.5009009009009008,0.041860396956716894,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.04324324324324324,0.023509888920179963,-0.9022222222222216,0.6285747153994543
20b_120b_x3,route_intercept_len,16,random,30,0.7318207010705018,0.059798353521618865,0.24581101240147993,0.023010345895667843,0.6851095485702824,0.04909700360423018,0.5477477477477477,0.04856516025925605,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.0036036036036036076,0.019405999304989208,0.08222222222222218,0.39623069723596477
20b_120b_x3,route_intercept_len,16,route_balanced_random,30,0.7054161239362937,0.06957052207477421,0.2437937394739568,0.024968073228561066,0.6809921321326523,0.053310560332215845,0.540990990990991,0.05308630702762877,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.003153153153153158,0.02650011906321211,-0.09000000000000008,0.47886053022504094
20b_120b_x3,route_intercept_len,16,top2_margin,30,0.44183014371834667,0.15526120272323346,0.4039596058017747,0.08085275418583472,1.3331520597609923,0.434926246015629,0.46216216216216216,0.05543286509158615,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.08198198198198196,0.05449519688229409,-1.687222222222221,1.3736790512352084
20b_120b_x3,route_intercept_len,16,uncertainty,30,0.6609303131390868,0.056246876705056535,0.275828892048084,0.03336698771516863,0.7517496796166889,0.07969417000626244,0.5252252252252252,0.05148552094497134,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.018918918918918923,0.04210205926323574,-0.39222222222222164,0.7747249611520836
20b_120b_x3,route_intercept_len,32,high_score,30,0.5776583081998472,0.09165312525818889,0.3226675128657914,0.04392908088494209,0.8862221312046442,0.13423096592863837,0.5130630630630632,0.04392527096591924,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.031081081081081076,0.0191587119983214,-0.7183333333333324,0.6514137048104003
20b_120b_x3,route_intercept_len,32,random,30,0.7674950756175924,0.04876542127844803,0.22371239983987398,0.021432444536911847,0.638517144261839,0.04508998923094868,0.5518018018018017,0.04496614712001965,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.007657657657657653,0.021418907077421154,0.11722222222222217,0.3780427991969842
20b_120b_x3,route_intercept_len,32,route_balanced_random,30,0.7675233179648498,0.03715679638608762,0.22108921062983095,0.018250899712748517,0.6328933932451906,0.037844519210742125,0.5472972972972973,0.04856724921812573,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.003153153153153145,0.019947378221157226,0.028888888888888926,0.39681447604020337
20b_120b_x3,route_intercept_len,32,top2_margin,30,0.4597178288171057,0.19548813216475203,0.34683901072248347,0.053707806782394764,0.9973392050591533,0.276571537413016,0.472072072072072,0.07158620009123941,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.07207207207207204,0.06254614399174697,-1.4355555555555546,1.1570135033410704
20b_120b_x3,route_intercept_len,32,uncertainty,30,0.6268482092714028,0.05018935519413329,0.2626830180522376,0.018525416886038978,0.7203952639750627,0.040918584792467676,0.518918918918919,0.03863384079710191,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.025225225225225235,0.030762830772907878,-0.5294444444444442,0.6465962638270202
20b_120b_x3,route_intercept_len,64,high_score,30,0.5359291160665582,0.14306984594424452,0.335705844959172,0.04104540921287609,0.919748497487524,0.12589363307382012,0.4936936936936937,0.056124029287108176,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.05045045045045045,0.043430525380879104,-1.0766666666666656,0.9991904130252046
20b_120b_x3,route_intercept_len,64,random,30,0.7889723125777456,0.026381142234980417,0.20364007040461546,0.006468776684749613,0.5962815265072983,0.013882649811858792,0.5509009009009008,0.04558460633495798,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.0067567567567567545,0.01664230018190195,0.10999999999999988,0.28250204850125843
20b_120b_x3,route_intercept_len,64,route_balanced_random,30,0.7912758233027897,0.030598174756484863,0.2051552573080328,0.014664935344592706,0.5989379019025115,0.030391738933307568,0.5518018018018018,0.045370446287371184,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.007657657657657661,0.014251614432032761,0.14111111111111116,0.2520557453529518
20b_120b_x3,route_intercept_len,64,top2_margin,30,0.5730684843961694,0.2322956829852257,0.3157527965344131,0.05218678520776267,0.861067540330067,0.1419867221888591,0.5009009009009009,0.07691499149005944,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.04324324324324324,0.06742326934078434,-0.9266666666666653,1.5305929618336822
20b_120b_x3,route_intercept_len,64,uncertainty,30,0.6817167271477842,0.05778606717605985,0.2563475265012737,0.015985176613310143,0.7067284743707023,0.03387817249912204,0.55,0.04174633241116273,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.005855855855855844,0.02556479932191479,0.08222222222222213,0.5520321604515799
20b_120b_x3,route_intercept_len,128,high_score,30,0.648122940566185,0.13914410300654217,0.3266081828560284,0.03361615476830619,0.8809464768448365,0.08464563886516542,0.5405405405405405,0.062998680133503,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.003603603603603602,0.04068043929684913,-0.02944444444444445,0.7133733547097734
20b_120b_x3,route_intercept_len,128,random,30,0.7980753798705442,0.023480664007696855,0.19857586520081025,0.00918489347238218,0.584582491421722,0.01911833193660072,0.545045045045045,0.04263841285116841,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.0009009009009009066,0.012053232576810492,0.03444444444444452,0.27981254748205087
20b_120b_x3,route_intercept_len,128,route_balanced_random,30,0.7999597383875389,0.023151605684625275,0.19988667342342048,0.007962110571103216,0.5873753423112015,0.016763191616593075,0.549099099099099,0.04336740807835748,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.004954954954954952,0.014165932606771505,0.0733333333333333,0.2338723931897396
20b_120b_x3,route_intercept_len,128,top2_margin,30,0.7753516930499293,0.09970011862048794,0.24483730301388681,0.040689355562677575,0.6850078397129878,0.08941494376794674,0.5400900900900899,0.0446127909003991,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,-0.004054054054054052,0.01444956300211301,-0.08611111111111105,0.246271580491994
20b_120b_x3,route_intercept_len,128,uncertainty,30,0.7853399208134582,0.04143446959821931,0.24148012797419358,0.01796175812204155,0.6757202055913056,0.03708342197330278,0.5621621621621621,0.04941833568253144,0.5441441441441441,0.0431492973507317,0.5981981981981982,0.041568547729943534,0.018018018018018018,0.023232066591401104,0.2983333333333333,0.3926017207184794
