run_name,route_idx,route_label,bucket_idx,bucket_low,bucket_high,n,mean_pred,mean_true,bias,mae,rmse
vector,1,expert_0:openai/gpt-oss-120b,5,0.25,0.30000000000000004,35,0.26171428571428573,0.2930054102625166,-0.031291124548230846,0.1804449544634138,0.21774981032508528
vector,1,expert_0:openai/gpt-oss-120b,6,0.30000000000000004,0.35000000000000003,15,0.328,0.2627540210882823,0.06524597891171774,0.1676544021765391,0.20159894074300835
vector,1,expert_0:openai/gpt-oss-120b,7,0.35000000000000003,0.4,0,,,,,
vector,1,expert_0:openai/gpt-oss-120b,8,0.4,0.45,23,0.42695652173913035,0.38925031345823535,0.03770620828089506,0.20541979494302173,0.2430565203329326
vector,1,expert_0:openai/gpt-oss-120b,9,0.45,0.5,1,0.45,0.5327510833740234,-0.08275108337402343,0.08275108337402343,0.08275108337402343
vector,1,expert_0:openai/gpt-oss-120b,10,0.5,0.55,0,,,,,
vector,1,expert_0:openai/gpt-oss-120b,11,0.55,0.6000000000000001,2,0.555,0.5184530019760132,0.036546998023986865,0.1640469980239868,0.16806873779869722
vector,1,expert_0:openai/gpt-oss-120b,12,0.6000000000000001,0.65,0,,,,,
vector,1,expert_0:openai/gpt-oss-120b,13,0.65,0.7000000000000001,0,,,,,
vector,1,expert_0:openai/gpt-oss-120b,14,0.7000000000000001,0.75,0,,,,,
vector,1,expert_0:openai/gpt-oss-120b,15,0.75,0.8,0,,,,,
vector,1,expert_0:openai/gpt-oss-120b,16,0.8,0.8500000000000001,0,,,,,
vector,1,expert_0:openai/gpt-oss-120b,17,0.8500000000000001,0.9,0,,,,,
vector,1,expert_0:openai/gpt-oss-120b,18,0.9,0.9500000000000001,0,,,,,
vector,1,expert_0:openai/gpt-oss-120b,19,0.9500000000000001,1.0,0,,,,,
scalar,0,primary_model,0,0.0,0.05,48,0.0,0.11495928807804982,-0.11495928807804982,0.11495928807804982,0.24070105093739194
scalar,0,primary_model,1,0.05,0.1,0,,,,,
scalar,0,primary_model,2,0.1,0.15000000000000002,0,,,,,
scalar,0,primary_model,3,0.15000000000000002,0.2,0,,,,,
scalar,0,primary_model,4,0.2,0.25,1,0.225,0.0,0.225,0.225,0.225
scalar,0,primary_model,5,0.25,0.30000000000000004,3,0.28833333333333333,0.26706765095392865,0.0212656823794047,0.0813799254099528,0.09628671098092946
scalar,0,primary_model,6,0.30000000000000004,0.35000000000000003,2,0.324,0.530186116695404,-0.20618611669540404,0.20618611669540404,0.2096868927479081
scalar,0,primary_model,7,0.35000000000000003,0.4,0,,,,,
scalar,0,primary_model,8,0.4,0.45,12,0.4236666666666667,0.39095001729826134,0.03271664936840533,0.1472507671068112,0.17480331296599685
scalar,0,primary_model,9,0.45,0.5,4,0.4605,0.40062275528907776,0.05987724471092226,0.19999952602386473,0.20764437936600966
scalar,0,primary_model,10,0.5,0.55,3,0.5,0.18670557687679926,0.3132944231232007,0.3132944231232007,0.3203588626569534
scalar,0,primary_model,11,0.55,0.6000000000000001,34,0.5911764705882353,0.49106890138457804,0.10010756920365725,0.231839267688639,0.2732680016121588
scalar,0,primary_model,12,0.6000000000000001,0.65,59,0.6260677966101695,0.5363859394091671,0.0896818572010024,0.1869989199830314,0.23105123543778985
scalar,0,primary_model,13,0.65,0.7000000000000001,79,0.6594810126582281,0.6205103768955303,0.03897063576269757,0.18273586252520355,0.23979809867106672
scalar,0,primary_model,14,0.7000000000000001,0.75,29,0.728896551724138,0.5767272217520352,0.15216932997210272,0.18118666895504654,0.23756417952982872
scalar,0,primary_model,15,0.75,0.8,59,0.7818813559322034,0.6986696240255388,0.0832117319066646,0.1373325810472844,0.17384178216587426
scalar,0,primary_model,16,0.8,0.8500000000000001,69,0.8233623188405796,0.74417526372101,0.07918705511956971,0.17412183214443316,0.23976402839021177
scalar,0,primary_model,17,0.8500000000000001,0.9,7,0.8778571428571428,0.7668458351067134,0.11101130775042943,0.1604024016857147,0.1956801091564132
scalar,0,primary_model,18,0.9,0.9500000000000001,53,0.9231698113207547,0.8332592406362858,0.089910570684469,0.14736593304040296,0.22796417471253863
scalar,0,primary_model,19,0.9500000000000001,1.0,38,0.9591578947368419,0.8826879964847314,0.07646989825211072,0.1104340920228707,0.19773110146756
scalar,1,expert_0:openai/gpt-oss-120b,0,0.0,0.05,299,0.0,0.2969690970889601,-0.2969690970889601,0.2969690970889601,0.3711615973486083
scalar,1,expert_0:openai/gpt-oss-120b,1,0.05,0.1,0,,,,,
scalar,1,expert_0:openai/gpt-oss-120b,2,0.1,0.15000000000000002,0,,,,,
scalar,1,expert_0:openai/gpt-oss-120b,3,0.15000000000000002,0.2,0,,,,,
scalar,1,expert_0:openai/gpt-oss-120b,4,0.2,0.25,15,0.2193333333333334,0.2720068102081617,-0.05267347687482835,0.12479261668125788,0.15828294898057813
scalar,1,expert_0:openai/gpt-oss-120b,5,0.25,0.30000000000000004,39,0.29228205128205137,0.24079962762502524,0.05148242365702602,0.164305773964295,0.19495662985968107
scalar,1,expert_0:openai/gpt-oss-120b,6,0.30000000000000004,0.35000000000000003,24,0.32808333333333334,0.30133820154393715,0.026745131789396203,0.1499386391825974,0.1867582669856376
scalar,1,expert_0:openai/gpt-oss-120b,7,0.35000000000000003,0.4,16,0.379625,0.3897477053105831,-0.01012270531058311,0.2123589054942131,0.24958019364432682
scalar,1,expert_0:openai/gpt-oss-120b,8,0.4,0.45,61,0.42229508196721316,0.3694743616659133,0.052820720301299785,0.18894116026065386,0.23104725232989184
scalar,1,expert_0:openai/gpt-oss-120b,9,0.45,0.5,33,0.45742424242424246,0.41142500801519916,0.045999234409043285,0.27219529993606334,0.31627359156895546
scalar,1,expert_0:openai/gpt-oss-120b,10,0.5,0.55,1,0.5,0.222660094499588,0.277339905500412,0.277339905500412,0.277339905500412
scalar,1,expert_0:openai/gpt-oss-120b,11,0.55,0.6000000000000001,9,0.5887777777777777,0.31493475536505383,0.27384302241272396,0.27384302241272396,0.31601303500000005
scalar,1,expert_0:openai/gpt-oss-120b,12,0.6000000000000001,0.65,3,0.622,0.43064770102500916,0.19135229897499084,0.19135229897499084,0.2312148045614568
scalar,1,expert_0:openai/gpt-oss-120b,13,0.65,0.7000000000000001,0,,,,,
scalar,1,expert_0:openai/gpt-oss-120b,14,0.7000000000000001,0.75,0,,,,,
scalar,1,expert_0:openai/gpt-oss-120b,15,0.75,0.8,0,,,,,
scalar,1,expert_0:openai/gpt-oss-120b,16,0.8,0.8500000000000001,0,,,,,
scalar,1,expert_0:openai/gpt-oss-120b,17,0.8500000000000001,0.9,0,,,,,
scalar,1,expert_0:openai/gpt-oss-120b,18,0.9,0.9500000000000001,0,,,,,
scalar,1,expert_0:openai/gpt-oss-120b,19,0.9500000000000001,1.0,0,,,,,
bin,0,primary_model,0,0.0,0.05,0,,,,,
bin,0,primary_model,1,0.05,0.1,0,,,,,
bin,0,primary_model,2,0.1,0.15000000000000002,6,0.13841382041573524,0.0,0.13841382041573524,0.13841382041573524,0.1389447862891047
bin,0,primary_model,3,0.15000000000000002,0.2,14,0.17359119866575515,0.0,0.17359119866575515,0.17359119866575515,0.17423663350886986
bin,0,primary_model,4,0.2,0.25,10,0.2229941725730896,0.10303514450788498,0.11995902806520461,0.19830030351877212,0.21602522032417243
bin,0,primary_model,5,0.25,0.30000000000000004,16,0.2744818162173033,0.2323234612122178,0.04215835500508547,0.17145696748048067,0.1988630155348642
bin,0,primary_model,6,0.30000000000000004,0.35000000000000003,23,0.32825157046318054,0.401382292094438,-0.07313072163125743,0.24018245676289435,0.2810249380657114
bin,0,primary_model,7,0.35000000000000003,0.4,28,0.3747635302799089,0.4706095571496657,-0.09584602686975684,0.22836600483528205,0.2661627584338088
bin,0,primary_model,8,0.4,0.45,38,0.42158689153821843,0.5325347543939164,-0.11094786285569794,0.23770606066835553,0.27990702249945887
bin,0,primary_model,9,0.45,0.5,58,0.47635923377398787,0.5630139010990488,-0.08665466732506094,0.22793331832207483,0.2718211589872063
bin,0,primary_model,10,0.5,0.55,80,0.5263119719922542,0.64568353574723,-0.11937156375497579,0.2162206495180726,0.26103928539600696
bin,0,primary_model,11,0.55,0.6000000000000001,86,0.5770488984363024,0.73848412532446,-0.1614352268881576,0.2032604829169983,0.24341852679427967
bin,0,primary_model,12,0.6000000000000001,0.65,83,0.6241062549223383,0.7491327698331282,-0.12502651491078987,0.21526568463767867,0.2522312703236597
bin,0,primary_model,13,0.65,0.7000000000000001,49,0.6713633512964055,0.8111803221459292,-0.13981697084952374,0.21875506213733129,0.2421838880021159
bin,0,primary_model,14,0.7000000000000001,0.75,9,0.7118744651476542,0.7585410376389822,-0.04666657249132792,0.19588247603840298,0.21653608000641186
bin,0,primary_model,15,0.75,0.8,0,,,,,
bin,0,primary_model,16,0.8,0.8500000000000001,0,,,,,
bin,0,primary_model,17,0.8500000000000001,0.9,0,,,,,
bin,0,primary_model,18,0.9,0.9500000000000001,0,,,,,
bin,0,primary_model,19,0.9500000000000001,1.0,0,,,,,
bin,1,expert_0:openai/gpt-oss-120b,0,0.0,0.05,0,,,,,
bin,1,expert_0:openai/gpt-oss-120b,1,0.05,0.1,10,0.0893053188920021,0.3293596178293228,-0.24005429893732072,0.2590511903166771,0.33757628530370337
bin,1,expert_0:openai/gpt-oss-120b,2,0.1,0.15000000000000002,50,0.12413399621844291,0.27471516698598863,-0.1505811707675457,0.18801123157143593,0.24036858132664463
bin,1,expert_0:openai/gpt-oss-120b,3,0.15000000000000002,0.2,96,0.1782042528502643,0.296034208072039,-0.11782995522177468,0.20372761192265898,0.2566333660410868
bin,1,expert_0:openai/gpt-oss-120b,4,0.2,0.25,153,0.22772886979034523,0.2751735005089465,-0.0474446307186013,0.17328396572250557,0.21511827464840746
bin,1,expert_0:openai/gpt-oss-120b,5,0.25,0.30000000000000004,96,0.27493228670209646,0.3475792510434985,-0.07264696434140205,0.21223594496647516,0.2604219589964702
bin,1,expert_0:openai/gpt-oss-120b,6,0.30000000000000004,0.35000000000000003,65,0.32047251829734213,0.38611365946439596,-0.06564114116705382,0.17534960577121148,0.2216953972920561
bin,1,expert_0:openai/gpt-oss-120b,7,0.35000000000000003,0.4,19,0.3685497139629565,0.3980073724922381,-0.029457658529281616,0.2268151531093999,0.2682228604682324
bin,1,expert_0:openai/gpt-oss-120b,8,0.4,0.45,10,0.4125362694263458,0.2410513460636139,0.17148492336273194,0.2737306892871857,0.32068967321993197
bin,1,expert_0:openai/gpt-oss-120b,9,0.45,0.5,1,0.4632425606250763,0.20927152037620544,0.25397104024887085,0.25397104024887085,0.25397104024887085
bin,1,expert_0:openai/gpt-oss-120b,10,0.5,0.55,0,,,,,
bin,1,expert_0:openai/gpt-oss-120b,11,0.55,0.6000000000000001,0,,,,,
bin,1,expert_0:openai/gpt-oss-120b,12,0.6000000000000001,0.65,0,,,,,
bin,1,expert_0:openai/gpt-oss-120b,13,0.65,0.7000000000000001,0,,,,,
bin,1,expert_0:openai/gpt-oss-120b,14,0.7000000000000001,0.75,0,,,,,
bin,1,expert_0:openai/gpt-oss-120b,15,0.75,0.8,0,,,,,
bin,1,expert_0:openai/gpt-oss-120b,16,0.8,0.8500000000000001,0,,,,,
bin,1,expert_0:openai/gpt-oss-120b,17,0.8500000000000001,0.9,0,,,,,
bin,1,expert_0:openai/gpt-oss-120b,18,0.9,0.9500000000000001,0,,,,,
bin,1,expert_0:openai/gpt-oss-120b,19,0.9500000000000001,1.0,0,,,,,
