split_idx,level,model,route_idx,route,n,positive_rate,auc,pearson,brier,nll,ece,mean_pred
2,attempt_by_route,global,3,OSS-120B,74,0.5405405405405406,0.7455882352941177,0.4122084720705852,0.20883000696034257,0.6080984779969343,0.04773759709058378,0.5186192321845784
2,attempt,global_len,,,296,0.48986486486486486,0.7997716373601279,0.509079064958266,0.19072330385851466,0.5686101032883032,0.0957056723881249,0.4922245326982625
2,attempt_by_route,global_len,1,OSS-20B,222,0.47297297297297297,0.8158730158730159,0.5304887041507177,0.18606062489812208,0.5583501567415791,0.10691286832989913,0.4839260708119221
2,attempt_by_route,global_len,3,OSS-120B,74,0.5405405405405406,0.7485294117647059,0.43160671566443964,0.2047113407396925,0.5993899429284754,0.09979434811067456,0.5171199183572841
2,attempt,route_intercept,,,296,0.48986486486486486,0.7879881251427266,0.49143551262356483,0.19569017203530067,0.5799394789238924,0.09745977933982067,0.49886359786648976
2,attempt_by_route,route_intercept,1,OSS-20B,222,0.47297297297297297,0.8033374033374033,0.5131418134929744,0.1913639632945741,0.5706678563642293,0.11738354369357211,0.49086449291022255
2,attempt_by_route,route_intercept,3,OSS-120B,74,0.5405405405405406,0.7455882352941177,0.4123841234881478,0.20866879825748044,0.6077543466028819,0.07015576222455307,0.5228609127352916
2,attempt,route_intercept_len,,,296,0.48986486486486486,0.8000456725279744,0.5093846528064219,0.19064406901911266,0.5684024159231295,0.09266377205566428,0.49222615135394715
2,attempt_by_route,route_intercept_len,1,OSS-20B,222,0.47297297297297297,0.8158730158730159,0.5302550626969745,0.18607472054816535,0.5583083769881193,0.10755285952351262,0.4811219478035354
2,attempt_by_route,route_intercept_len,3,OSS-120B,74,0.5405405405405406,0.7485294117647059,0.4322267479356979,0.20435211443195456,0.5986845327281596,0.0651583943111156,0.5255387620051826
2,best_seen_state,raw_state_score,,,222,0.5,0.790439087736385,0.5082471298807294,0.19281228469431103,0.6016029568574021,0.12408959954507182,0.4555240061201222
2,best_seen_state,state_score,,,222,0.5,0.790439087736385,0.5119563706381962,0.19525623833371344,0.5792925841048355,0.10928859753646945,0.5246346649457149
2,best_seen_state,state_score_n,,,222,0.5,0.7938479019560101,0.5134403345839196,0.19473719150965169,0.5782038870305846,0.11505514430547699,0.5239527526126657
2,best_seen_state,state_full,,,222,0.5,0.8155182209236264,0.5374518882940897,0.1813320094532424,0.5475889593331229,0.10843940516847783,0.5151936058616823
3,attempt,raw_score,,,296,0.5135135135135135,0.7943165204678363,0.4972305643424331,0.20599813205459983,0.6298843318813314,0.1506238811951433,0.3921948044460166
3,attempt_by_route,raw_score,1,OSS-20B,222,0.509009009009009,0.8133474060241942,0.5243354471059458,0.20104750330525895,0.6166847040999589,0.15743442092862753,0.377042737244083
3,attempt_by_route,raw_score,3,OSS-120B,74,0.527027027027027,0.7428571428571429,0.41152379306696096,0.22085001830262235,0.6694832152254492,0.1363542868277511,0.43765100605181745
3,attempt,global,,,296,0.5135135135135135,0.7943165204678363,0.4982748451247879,0.20030343922197333,0.5892807501549492,0.10022133629297035,0.4562449834221913
3,attempt_by_route,global,1,OSS-20B,222,0.509009009009009,0.8133474060241942,0.5248135419220888,0.19604620977242368,0.5801259230467326,0.11468394057830368,0.44874828400082756
3,attempt_by_route,global,3,OSS-120B,74,0.527027027027027,0.7428571428571429,0.4144651944661451,0.21307512757062239,0.6167452314795988,0.10571817524367397,0.4787350816862824
3,attempt,global_len,,,296,0.5135135135135135,0.8061951754385965,0.511640371681215,0.1970407175171969,0.5809541781703573,0.1293545154124917,0.4458668181637511
3,attempt_by_route,global_len,1,OSS-20B,222,0.509009009009009,0.8284484858325891,0.54045026505788,0.19228844276004106,0.5704464298426826,0.14590079956980434,0.4366812312119513
3,attempt_by_route,global_len,3,OSS-120B,74,0.527027027027027,0.7450549450549451,0.42141259478103904,0.21129754178866417,0.6124774231533815,0.09839687205232026,0.47342357901915033
3,attempt,route_intercept,,,296,0.5135135135135135,0.7885599415204678,0.48879284130393397,0.20128083065991148,0.591146982686631,0.10361111512289164,0.45700200038264943
3,attempt_by_route,route_intercept,1,OSS-20B,222,0.509009009009009,0.8133474060241942,0.5237697171124496,0.19802592725000728,0.584152858441535,0.13502453438499915,0.4367839439467131
3,attempt_by_route,route_intercept,3,OSS-120B,74,0.527027027027027,0.7428571428571429,0.4148912131009952,0.211045540889624,0.6121293554219187,0.06671824550410778,0.5176561696904582
3,attempt,route_intercept_len,,,296,0.5135135135135135,0.7973775584795322,0.5005802861252419,0.19831213804704118,0.5833620162508618,0.11514262216695062,0.44660490590376734
3,attempt_by_route,route_intercept_len,1,OSS-20B,222,0.509009009009009,0.8288544288381912,0.5391570625462935,0.1948765761549337,0.5756383839247224,0.13956488231228664,0.4231414189885679
3,attempt_by_route,route_intercept_len,3,OSS-120B,74,0.527027027027027,0.7450549450549451,0.4226004416719902,0.20861882372336352,0.6065329132292793,0.0730565513514503,0.5169953666493655
3,best_seen_state,raw_state_score,,,222,0.5585585585585585,0.787936142198815,0.4863798499337274,0.20362872035363994,0.6206430679505001,0.1430774058072685,0.4480046924405001
3,best_seen_state,state_score,,,222,0.5585585585585585,0.787936142198815,0.4874731210133549,0.20575060412715915,0.6010448451094086,0.10877802742887166,0.45872089771990604
3,best_seen_state,state_score_n,,,222,0.5585585585585585,0.7885121790651745,0.48632942066714185,0.20590266461983991,0.6013611767995958,0.11770147998180278,0.4573389820901386
3,best_seen_state,state_full,,,222,0.5585585585585585,0.8058755760368663,0.5034598614314383,0.20040941506435384,0.5866606509884847,0.12999162503900058,0.4391552959559408
4,attempt,raw_score,,,296,0.47635135135135137,0.837657286662091,0.5848737267096349,0.17275177020152388,0.5394726641859167,0.1049590940662735,0.38774539729127205
4,attempt_by_route,raw_score,1,OSS-20B,222,0.4594594594594595,0.8406862745098039,0.5929791527906961,0.16966994554930162,0.5315562201873258,0.09538339191695325,0.37136542240812165
4,attempt_by_route,raw_score,3,OSS-120B,74,0.527027027027027,0.8219780219780219,0.552022523327892,0.1819972441581906,0.563221996181689,0.17466508247260307,0.4368853219407233
4,attempt,global,,,296,0.47635135135135137,0.837657286662091,0.5863725432078194,0.19064470923611399,0.5706550827974456,0.1547611084771958,0.4932820699075938
4,attempt_by_route,global,1,OSS-20B,222,0.4594594594594595,0.8406862745098039,0.5939159724136583,0.18855837818225737,0.5661905945321282,0.16918249386314743,0.48651686438309305
4,attempt_by_route,global,3,OSS-120B,74,0.527027027027027,0.8219780219780219,0.5553226915384988,0.19690370239768396,0.5840485475933979,0.12824983329223477,0.5135776864810963
4,attempt,global_len,,,296,0.47635135135135137,0.8497826584305651,0.6083555922788773,0.18402376810719803,0.5560858057848094,0.1445409941646913,0.4873376346957222
4,attempt_by_route,global_len,1,OSS-20B,222,0.4594594594594595,0.8548202614379085,0.616448210781346,0.1815145146842388,0.5506584372280674,0.1536501713219471,0.4790428204928069
4,attempt_by_route,global_len,3,OSS-120B,74,0.527027027027027,0.8300366300366301,0.576220221627004,0.1915515283760757,0.5723679114550353,0.12181663932512966,0.5122220773044678
4,attempt,route_intercept,,,296,0.47635135135135137,0.8350491878288722,0.5859214155985455,0.19056986157709002,0.570495252355575,0.15765757259033938,0.4935108715281955
4,attempt_by_route,route_intercept,1,OSS-20B,222,0.4594594594594595,0.8406862745098039,0.5938280187578795,0.18846173538803462,0.5660355460218448,0.16855481589970986,0.4829405507751276
4,attempt_by_route,route_intercept,3,OSS-120B,74,0.527027027027027,0.8219780219780219,0.5557369652663328,0.1968942401442562,0.5838743713567648,0.13551215518292006,0.5252218337873994
4,attempt,route_intercept_len,,,296,0.47635135135135137,0.8485014870738962,0.6071142420997229,0.1839434585797178,0.555886435443863,0.14710358121738193,0.48752462447940154
4,attempt_by_route,route_intercept_len,1,OSS-20B,222,0.4594594594594595,0.8550653594771241,0.6164769141231428,0.18141911979551087,0.5504897816925066,0.14816216543207109,0.4741867569547554
4,attempt_by_route,route_intercept_len,3,OSS-120B,74,0.527027027027027,0.8293040293040294,0.5768819130055662,0.19151647493233862,0.5720763966979323,0.15009079075685414,0.5275382270533397
4,best_seen_state,raw_state_score,,,222,0.5,0.8425452479506533,0.5877490614981206,0.16917730811444368,0.5143075942858846,0.09542136515180269,0.4274555467874617
4,best_seen_state,state_score,,,222,0.5,0.8425452479506533,0.589517381566035,0.1918394408066393,0.573032305137438,0.17013899043162767,0.5028340474356532
4,best_seen_state,state_score_n,,,222,0.5,0.8427075724373022,0.5882254599180814,0.19138357433144298,0.5720885685919597,0.16307340687584038,0.5011990756613086
4,best_seen_state,state_full,,,222,0.5,0.8560993425858291,0.6003545183762748,0.17553543177876932,0.5349571483560366,0.11978483357650357,0.48828195870767643
5,attempt,raw_score,,,296,0.46959459459459457,0.8650506346515144,0.6290437884977774,0.1545471091096583,0.4747182284533335,0.0721846671359664,0.4062211789958481
5,attempt_by_route,raw_score,1,OSS-20B,222,0.4594594594594595,0.8665849673202615,0.6291933601000437,0.15524333477084307,0.4738454619217799,0.09366505046853343,0.3876047311854121
5,attempt_by_route,raw_score,3,OSS-120B,74,0.5,0.8721694667640614,0.6296692085549812,0.15245843212610397,0.4773365280479939,0.10531326630026906,0.4620705224271562
5,attempt,global,,,296,0.46959459459459457,0.8650506346515144,0.6299833951580781,0.19159897953867125,0.5728612462233914,0.1926871442263859,0.5149322182992899
5,attempt_by_route,global,1,OSS-20B,222,0.4594594594594595,0.8665849673202615,0.6295021394523783,0.1909557028409063,0.5714623732336795,0.1805867458767536,0.5080641915025853
5,attempt_by_route,global,3,OSS-120B,74,0.5,0.8721694667640614,0.6328137420021241,0.19352880963196606,0.5770578651925273,0.22898833927528248,0.5355362986894037
5,attempt,global_len,,,296,0.46959459459459457,0.8779269577968198,0.6528071971851678,0.18450437920586987,0.5578028985702023,0.19761453748400623,0.508842668612869
5,attempt_by_route,global_len,1,OSS-20B,222,0.4594594594594595,0.8808823529411764,0.6544781825817777,0.18339967603102658,0.5553946473069976,0.19436625802001783,0.5005622850285402
5,attempt_by_route,global_len,3,OSS-120B,74,0.5,0.8758217677136596,0.651363454405228,0.18781848873039986,0.565027652359817,0.20900552637646375,0.5336838193658554
5,attempt,route_intercept,,,296,0.46959459459459457,0.8572148650506346,0.6175469605358188,0.19214384003927373,0.5738463057278633,0.1668896216350294,0.5152302455431987
5,attempt_by_route,route_intercept,1,OSS-20B,222,0.4594594594594595,0.8665849673202615,0.6292898698098083,0.19025064794859645,0.5701951159574602,0.1843608743697486,0.4976788878634816
5,attempt_by_route,route_intercept,3,OSS-120B,74,0.5,0.8721694667640614,0.6337369593044763,0.1978234163113056,0.5847998750390724,0.20569291725451141,0.5678843185823501
5,attempt,route_intercept_len,,,296,0.46959459459459457,0.8688081382028136,0.6387600695789172,0.18510258827278742,0.5588228408532178,0.1684112924128553,0.5090320538616597
5,attempt_by_route,route_intercept_len,1,OSS-20B,222,0.4594594594594595,0.8813725490196078,0.6546751240240423,0.1826713459313412,0.5540108211843631,0.1751015672133508,0.4889952752325149
5,attempt_by_route,route_intercept_len,3,OSS-120B,74,0.5,0.8765522279035792,0.653162597435988,0.19239631529712597,0.5732588998597822,0.2100946813855922,0.5691423897490941
5,best_seen_state,raw_state_score,,,222,0.481981981981982,0.8541243396993092,0.6130945136560039,0.15809738743160964,0.4789224218944254,0.09746932353287398,0.43452388772254325
5,best_seen_state,state_score,,,222,0.481981981981982,0.8541243396993092,0.613955519631153,0.1941719244677943,0.5777171431838435,0.17306701999654925,0.5281705083076196
5,best_seen_state,state_score_n,,,222,0.481981981981982,0.851523770824868,0.6122333845023809,0.19359987824401034,0.5764507389941771,0.17586171190250588,0.5268256935251977
5,best_seen_state,state_full,,,222,0.481981981981982,0.8748476229175132,0.642018350182847,0.17456188310610424,0.5340889051140735,0.15480748445349693,0.5156404799496541
6,attempt,raw_score,,,296,0.5135135135135135,0.7973318713450293,0.501806057664418,0.20371161270247698,0.6310993749451862,0.14490865031886543,0.4041121619992663
6,attempt_by_route,raw_score,1,OSS-20B,222,0.4864864864864865,0.8087231968810916,0.5272613482138987,0.19310722889289922,0.6015697930710652,0.13236925995967408,0.39038648318734254
6,attempt_by_route,raw_score,3,OSS-120B,74,0.5945945945945946,0.7492424242424243,0.4066116784460259,0.23552476413121032,0.7196881205675493,0.21494086789017594,0.4452891984350375
6,attempt,global,,,296,0.5135135135135135,0.7973318713450293,0.5028975207005901,0.19736238269111644,0.5833614630257924,0.09254947808132624,0.4690440993246671
6,attempt_by_route,global,1,OSS-20B,222,0.4864864864864865,0.8087231968810916,0.5277320547788183,0.19181409163232888,0.5714759601146687,0.11413685419270994,0.46233987212984984
6,attempt_by_route,global,3,OSS-120B,74,0.5945945945945946,0.7492424242424243,0.41003866524934673,0.21400725586747912,0.6190179717591638,0.14449391973326595,0.4891567809091189
6,attempt,global_len,,,296,0.5135135135135135,0.8061038011695907,0.521483668686181,0.19263204517252736,0.5724451326188643,0.10544155498238031,0.4649096327275286
6,attempt_by_route,global_len,1,OSS-20B,222,0.4864864864864865,0.8189571150097466,0.5449706548535708,0.18686421008514784,0.559866353479326,0.12351014224745156,0.45676688615714295
6,attempt_by_route,global_len,3,OSS-120B,74,0.5945945945945946,0.7522727272727273,0.43032616375868954,0.20993555043466622,0.6101814700374796,0.13382799222271616,0.4893378724386858
6,attempt,route_intercept,,,296,0.5135135135135135,0.7902503654970761,0.4973847938970677,0.19820032572672194,0.5851788634856334,0.09805482971794487,0.4689512317402556
6,attempt_by_route,route_intercept,1,OSS-20B,222,0.4864864864864865,0.8087231968810916,0.528032277029473,0.19135790654997636,0.5705317845622778,0.11087885443148572,0.4689023992411834
6,attempt_by_route,route_intercept,3,OSS-120B,74,0.5945945945945946,0.7492424242424243,0.4090266199476507,0.21872758325695868,0.6291201002557001,0.12922996804460143,0.4690977292374722
6,attempt,route_intercept_len,,,296,0.5135135135135135,0.804093567251462,0.5178105244753866,0.19328656322471907,0.573904987910524,0.11667231047677151,0.4647009599478937
6,attempt_by_route,route_intercept_len,1,OSS-20B,222,0.4864864864864865,0.8188758934372969,0.5452052070572131,0.18645844618168472,0.5590794948966732,0.11179396508415462,0.46189477602498713
6,attempt_by_route,route_intercept_len,3,OSS-120B,74,0.5945945945945946,0.7522727272727273,0.4290295225598323,0.21377091435382226,0.6183814669520762,0.14178735989340097,0.47311951171661354
6,best_seen_state,raw_state_score,,,222,0.527027027027027,0.7971509971509971,0.5116723474223863,0.19143242296305737,0.5845252937073261,0.11398123463129137,0.4579065826360707
6,best_seen_state,state_score,,,222,0.527027027027027,0.7971509971509971,0.5131405056539194,0.19590216197941077,0.5805053901116142,0.1163219586018729,0.5010994480985901
6,best_seen_state,state_score_n,,,222,0.527027027027027,0.7987789987789988,0.5127585324899508,0.19567664682716984,0.5800171028695474,0.11068130015148717,0.500187454935714
6,best_seen_state,state_full,,,222,0.527027027027027,0.8106634106634106,0.5237818017002465,0.18558178373454748,0.5554805676367891,0.08759370958261756,0.4945311652168095
7,attempt,raw_score,,,296,0.5202702702702703,0.8371593195536857,0.5753982901521811,0.17878110611123904,0.5443951778627056,0.10371037324059854,0.4167628983677541
7,attempt_by_route,raw_score,1,OSS-20B,222,0.5,0.8490382274166058,0.596462132553257,0.1700215616964499,0.515842613707105,0.09028622142232218,0.4097137785776778
7,attempt_by_route,raw_score,3,OSS-120B,74,0.581081081081081,0.8064516129032258,0.5033833733041111,0.20505973935560634,0.6300528703295071,0.1726375611096218,0.4379102577379829
7,attempt,global,,,296,0.5202702702702703,0.8371593195536857,0.5751274301187292,0.1926637618205682,0.5741951426207532,0.14823536006280735,0.47277769016418264
7,attempt_by_route,global,1,OSS-20B,222,0.5,0.8490382274166058,0.5955241681584831,0.18811025465719236,0.5645972013852041,0.16034596890472758,0.469894013639587
7,attempt_by_route,global,3,OSS-120B,74,0.581081081081081,0.8064516129032258,0.5054678406421642,0.2063242833106956,0.6029889663274005,0.13491775375305048,0.48142871973796947
7,attempt,global_len,,,296,0.5202702702702703,0.8465337479421986,0.5912916678607942,0.18711100477550316,0.5616770042976087,0.1343972409235716,0.46774545334534373
7,attempt_by_route,global_len,1,OSS-20B,222,0.5,0.8591835078321565,0.61084670605987,0.18213666090822983,0.5509823405708026,0.13855648648560132,0.4635125074803466
7,attempt_by_route,global_len,3,OSS-120B,74,0.581081081081081,0.8102025506376594,0.5215992463677491,0.20203403637732317,0.5937609954780266,0.12191950423748255,0.4804442909403353
7,attempt,route_intercept,,,296,0.5202702702702703,0.8347814157673312,0.5738229976701651,0.19280077133509405,0.5744846454439834,0.14841834829643347,0.47270695370868143
7,attempt_by_route,route_intercept,1,OSS-20B,222,0.5,0.8490382274166058,0.5955799723222596,0.187925943752235,0.5642080933750757,0.15983130817410846,0.4716552611427493
7,attempt_by_route,route_intercept,3,OSS-120B,74,0.581081081081081,0.8064516129032258,0.5053409925706034,0.20742525408367113,0.6053143016507062,0.13339778777205202,0.47586203140647765
7,attempt,route_intercept_len,,,296,0.5202702702702703,0.8467623925370404,0.5909229668198441,0.18718864036026642,0.5618475223798601,0.13854664665363176,0.4676233343583642
7,attempt_by_route,route_intercept_len,1,OSS-20B,222,0.5,0.8591835078321565,0.6108488021441725,0.182091530378151,0.5508936791332598,0.1438593003892909,0.4640680219099097
7,attempt_by_route,route_intercept_len,3,OSS-120B,74,0.581081081081081,0.8102025506376594,0.5214912224055349,0.2024799703066128,0.5947090521196614,0.12351602565392143,0.4782892717037273
7,best_seen_state,raw_state_score,,,222,0.545045045045045,0.8257916700760985,0.5520761288580892,0.17862400229509126,0.5326218169769521,0.0839137974035767,0.4722810878191848
7,best_seen_state,state_score,,,222,0.545045045045045,0.8257916700760985,0.5516007445775148,0.19411446973207366,0.5767771271399125,0.14964452556808922,0.4948821259120605
7,best_seen_state,state_score_n,,,222,0.545045045045045,0.8275100237296457,0.5533992897611542,0.1936927351611013,0.5758676917960773,0.14922589131517994,0.49465321819113106
7,best_seen_state,state_full,,,222,0.545045045045045,0.8367564029130186,0.5719560292966761,0.17979592674190775,0.5423511059405642,0.12467432356656029,0.48997328120829725
8,attempt,raw_score,,,296,0.4797297297297297,0.8025425278946405,0.5132347467423695,0.19629320452214202,0.598960108654597,0.11934612976462654,0.3801790344642123
8,attempt_by_route,raw_score,1,OSS-20B,222,0.46396396396396394,0.8099045443420086,0.5250980321721955,0.19221393357318106,0.5785832080172153,0.11253503262828866,0.3607893248952858
8,attempt_by_route,raw_score,3,OSS-120B,74,0.527027027027027,0.7824175824175824,0.4724564693640282,0.20853101736902477,0.6600908105667422,0.1666910463591685,0.43834816317099173
8,attempt,global,,,296,0.4797297297297297,0.8025425278946405,0.5137725779762874,0.19587306743173774,0.5799548942165873,0.12495453776323556,0.4798867095283028
8,attempt_by_route,global,1,OSS-20B,222,0.46396396396396394,0.8099045443420086,0.5244996256875557,0.194329745296838,0.5764901270720566,0.13915231128594344,0.4707106944480322
8,attempt_by_route,global,3,OSS-120B,74,0.527027027027027,0.7824175824175824,0.4759396949335887,0.20050303383643703,0.59034919565018,0.08688624767315092,0.5074147547691145
8,attempt,global_len,,,296,0.4797297297297297,0.8186391073715017,0.5378569532037306,0.1899816513208991,0.566729004971329,0.11356693692712157,0.4715312376401507
8,attempt_by_route,global_len,1,OSS-20B,222,0.46396396396396394,0.8281798156155666,0.5515564072259727,0.18774432759400972,0.5617255931160083,0.12169003434271672,0.46098444002986805
8,attempt_by_route,global_len,3,OSS-120B,74,0.527027027027027,0.7897435897435897,0.49165072872867804,0.19669362250156705,0.5817392405372914,0.11065811388548395,0.5031716304709982
8,attempt,route_intercept,,,296,0.4797297297297297,0.800027437351381,0.5129894531424941,0.19585029191126296,0.5798607494479097,0.108168251334278,0.4800751432766586
8,attempt_by_route,route_intercept,1,OSS-20B,222,0.46396396396396394,0.8099045443420086,0.5243247797698835,0.19437281351568458,0.576578505484439,0.12221995571969464,0.46633170240537863
8,attempt_by_route,route_intercept,3,OSS-120B,74,0.527027027027027,0.7824175824175824,0.4762340229112482,0.2002827270979982,0.5897074813383213,0.07590369379545424,0.5213054658904984
8,attempt,route_intercept_len,,,296,0.4797297297297297,0.8169014084507042,0.53650283257317,0.18997729230769542,0.5666266266074724,0.10319867266599256,0.4715696347530501
8,attempt_by_route,route_intercept_len,1,OSS-20B,222,0.46396396396396394,0.8283429876805091,0.5514116898692742,0.18788838836797075,0.5619530975960894,0.11370606959298685,0.45533361660050614
8,attempt_by_route,route_intercept_len,3,OSS-120B,74,0.527027027027027,0.7897435897435897,0.49247546137424897,0.19624400412686918,0.5806472136416212,0.07167648188500975,0.5202776892106821
