split_idx,level,model,bucket_idx,bucket_low,bucket_high,n,mean_pred,mean_true,abs_gap
0,best_seen_state,state_score,2,0.2,0.30000000000000004,36,0.26220113903315934,0.19444444444444445,0.06775669458871489
0,best_seen_state,state_score,3,0.30000000000000004,0.4,59,0.3464932228432457,0.3389830508474576,0.007510171995788073
0,best_seen_state,state_score,4,0.4,0.5,39,0.4515599264970309,0.7435897435897436,0.2920298170927127
0,best_seen_state,state_score,5,0.5,0.6000000000000001,28,0.5488550326419721,0.75,0.2011449673580279
0,best_seen_state,state_score,6,0.6000000000000001,0.7000000000000001,14,0.6395223190200846,0.7142857142857143,0.0747633952656297
0,best_seen_state,state_score,7,0.7000000000000001,0.8,46,0.7385354565428028,0.8043478260869565,0.0658123695441537
0,best_seen_state,state_score,8,0.8,0.9,0,,,
0,best_seen_state,state_score,9,0.9,1.0,0,,,
0,best_seen_state,state_score_n,0,0.0,0.1,0,,,
0,best_seen_state,state_score_n,1,0.1,0.2,0,,,
0,best_seen_state,state_score_n,2,0.2,0.30000000000000004,36,0.26062551143918083,0.19444444444444445,0.06618106699473639
0,best_seen_state,state_score_n,3,0.30000000000000004,0.4,63,0.3473689252361479,0.36507936507936506,0.017710439843217185
0,best_seen_state,state_score_n,4,0.4,0.5,34,0.44873282824189487,0.7058823529411765,0.25714952469928165
0,best_seen_state,state_score_n,5,0.5,0.6000000000000001,28,0.5478965878664653,0.7857142857142857,0.23781769784782036
0,best_seen_state,state_score_n,6,0.6000000000000001,0.7000000000000001,16,0.6407309291369702,0.75,0.10926907086302984
0,best_seen_state,state_score_n,7,0.7000000000000001,0.8,45,0.7420287656474385,0.8,0.057971234352561574
0,best_seen_state,state_score_n,8,0.8,0.9,0,,,
0,best_seen_state,state_score_n,9,0.9,1.0,0,,,
0,best_seen_state,state_full,0,0.0,0.1,0,,,
0,best_seen_state,state_full,1,0.1,0.2,21,0.18491716593913646,0.09523809523809523,0.08967907070104122
0,best_seen_state,state_full,2,0.2,0.30000000000000004,47,0.24787609701585636,0.2978723404255319,0.04999624340967554
0,best_seen_state,state_full,3,0.30000000000000004,0.4,44,0.3443224325530834,0.45454545454545453,0.1102230219923711
0,best_seen_state,state_full,4,0.4,0.5,20,0.4550475967521127,0.65,0.19495240324788732
0,best_seen_state,state_full,5,0.5,0.6000000000000001,24,0.5514060562423707,0.9166666666666666,0.3652606104242959
0,best_seen_state,state_full,6,0.6000000000000001,0.7000000000000001,14,0.6401052754639697,0.7857142857142857,0.14560901025031603
0,best_seen_state,state_full,7,0.7000000000000001,0.8,12,0.749598090897265,0.9166666666666666,0.1670685757694016
0,best_seen_state,state_full,8,0.8,0.9,40,0.8362237229607932,0.775,0.06122372296079315
0,best_seen_state,state_full,9,0.9,1.0,0,,,
1,attempt,raw_score,0,0.0,0.1,71,0.04560402809629138,0.16901408450704225,0.12341005641075087
1,attempt,raw_score,1,0.1,0.2,27,0.1505107738905483,0.2962962962962963,0.145785522405748
1,attempt,raw_score,2,0.2,0.30000000000000004,34,0.25345508841907277,0.47058823529411764,0.21713314687504487
1,attempt,raw_score,3,0.30000000000000004,0.4,34,0.34978361515437856,0.5882352941176471,0.23845167896326852
1,attempt,raw_score,4,0.4,0.5,28,0.4456450811454228,0.5,0.05435491885457722
1,attempt,raw_score,5,0.5,0.6000000000000001,18,0.5381175213389926,0.7222222222222222,0.1841047008832296
1,attempt,raw_score,6,0.6000000000000001,0.7000000000000001,24,0.6449805125594139,0.6666666666666666,0.02168615410725272
1,attempt,raw_score,7,0.7000000000000001,0.8,15,0.7606258074442546,0.8666666666666667,0.10604085922241213
1,attempt,raw_score,8,0.8,0.9,19,0.8494162998701397,0.8947368421052632,0.045320542235123495
1,attempt,raw_score,9,0.9,1.0,26,0.9443385142546433,0.7692307692307693,0.17510774502387405
1,attempt,global,0,0.0,0.1,0,,,
1,attempt,global,1,0.1,0.2,0,,,
1,attempt,global,2,0.2,0.30000000000000004,61,0.2814303951907599,0.18032786885245902,0.10110252633830089
1,attempt,global,3,0.30000000000000004,0.4,59,0.34806924762650016,0.3389830508474576,0.009086196779042544
1,attempt,global,4,0.4,0.5,60,0.44555119572571183,0.5333333333333333,0.08778213760762149
1,attempt,global,5,0.5,0.6000000000000001,38,0.5448457386168176,0.6578947368421053,0.11304899822528769
1,attempt,global,6,0.6000000000000001,0.7000000000000001,36,0.6464091248257637,0.75,0.10359087517423626
1,attempt,global,7,0.7000000000000001,0.8,42,0.7420156723129312,0.8095238095238095,0.06750813721087834
1,attempt,global,8,0.8,0.9,0,,,
1,attempt,global,9,0.9,1.0,0,,,
1,attempt,global_len,0,0.0,0.1,0,,,
1,attempt,global_len,1,0.1,0.2,0,,,
1,attempt,global_len,2,0.2,0.30000000000000004,70,0.265653117716177,0.14285714285714285,0.12279597485903415
1,attempt,global_len,3,0.30000000000000004,0.4,57,0.3476080215751895,0.40350877192982454,0.05590075035463504
1,attempt,global_len,4,0.4,0.5,61,0.44859836134597925,0.5409836065573771,0.09238524521139785
1,attempt,global_len,5,0.5,0.6000000000000001,29,0.5484288746059423,0.7586206896551724,0.21019181504923012
1,attempt,global_len,6,0.6000000000000001,0.7000000000000001,35,0.6453017333313299,0.6857142857142857,0.040412552382955824
1,attempt,global_len,7,0.7000000000000001,0.8,44,0.7475852917837517,0.8409090909090909,0.09332379912533928
1,attempt,global_len,8,0.8,0.9,0,,,
1,attempt,global_len,9,0.9,1.0,0,,,
1,attempt,route_intercept,0,0.0,0.1,0,,,
1,attempt,route_intercept,1,0.1,0.2,0,,,
1,attempt,route_intercept,2,0.2,0.30000000000000004,52,0.27674753917765643,0.17307692307692307,0.10367061610073336
1,attempt,route_intercept,3,0.30000000000000004,0.4,69,0.3418438018130907,0.34782608695652173,0.005982285143431021
1,attempt,route_intercept,4,0.4,0.5,58,0.4483520062236395,0.5517241379310345,0.10337213170739495
1,attempt,route_intercept,5,0.5,0.6000000000000001,40,0.5447127663924813,0.525,0.019712766392481318
1,attempt,route_intercept,6,0.6000000000000001,0.7000000000000001,38,0.6501521379355766,0.7894736842105263,0.13932154627494975
1,attempt,route_intercept,7,0.7000000000000001,0.8,39,0.7473960002372301,0.8461538461538461,0.09875784591661607
1,attempt,route_intercept,8,0.8,0.9,0,,,
1,attempt,route_intercept,9,0.9,1.0,0,,,
1,attempt,route_intercept_len,0,0.0,0.1,0,,,
1,attempt,route_intercept_len,1,0.1,0.2,0,,,
1,attempt,route_intercept_len,2,0.2,0.30000000000000004,71,0.26454917813359113,0.15492957746478872,0.10961960066880241
1,attempt,route_intercept_len,3,0.30000000000000004,0.4,58,0.34842839853081253,0.39655172413793105,0.04812332560711852
1,attempt,route_intercept_len,4,0.4,0.5,55,0.45022675296208814,0.6,0.14977324703791184
1,attempt,route_intercept_len,5,0.5,0.6000000000000001,37,0.5480862435046694,0.5945945945945946,0.04650835108992524
1,attempt,route_intercept_len,6,0.6000000000000001,0.7000000000000001,33,0.6526953660111373,0.7575757575757576,0.10488039156462026
1,attempt,route_intercept_len,7,0.7000000000000001,0.8,42,0.7521512878988096,0.8333333333333334,0.08118204543452379
1,attempt,route_intercept_len,8,0.8,0.9,0,,,
1,attempt,route_intercept_len,9,0.9,1.0,0,,,
1,best_seen_state,raw_state_score,0,0.0,0.1,28,0.06423491804993578,0.10714285714285714,0.04290793909292136
1,best_seen_state,raw_state_score,1,0.1,0.2,21,0.14644242042586916,0.23809523809523808,0.09165281766936892
1,best_seen_state,raw_state_score,2,0.2,0.30000000000000004,38,0.25248905310505315,0.4473684210526316,0.19487936794757843
1,best_seen_state,raw_state_score,3,0.30000000000000004,0.4,16,0.35461055114865303,0.375,0.02038944885134697
1,best_seen_state,raw_state_score,4,0.4,0.5,24,0.4476461373269558,0.6666666666666666,0.21902052933971083
1,best_seen_state,raw_state_score,5,0.5,0.6000000000000001,26,0.539283057818046,0.6153846153846154,0.07610155756656944
1,best_seen_state,raw_state_score,6,0.6000000000000001,0.7000000000000001,21,0.6585428061939421,0.6666666666666666,0.008123860472724509
1,best_seen_state,raw_state_score,7,0.7000000000000001,0.8,13,0.775925677556258,0.9230769230769231,0.14715124552066516
1,best_seen_state,raw_state_score,8,0.8,0.9,12,0.8518066704273224,0.8333333333333334,0.018473337093989017
1,best_seen_state,raw_state_score,9,0.9,1.0,23,0.9468466665433801,0.782608695652174,0.16423797089120618
1,best_seen_state,state_score,0,0.0,0.1,0,,,
1,best_seen_state,state_score,1,0.1,0.2,0,,,
1,best_seen_state,state_score,2,0.2,0.30000000000000004,22,0.28188426220987584,0.13636363636363635,0.14552062584623948
1,best_seen_state,state_score,3,0.30000000000000004,0.4,55,0.34943624729453365,0.32727272727272727,0.022163520021806382
1,best_seen_state,state_score,4,0.4,0.5,41,0.4476578030468126,0.4634146341463415,0.015756831099528912
1,best_seen_state,state_score,5,0.5,0.6000000000000001,37,0.5419383223751136,0.6756756756756757,0.13373735330056202
1,best_seen_state,state_score,6,0.6000000000000001,0.7000000000000001,34,0.6452758340002357,0.7647058823529411,0.11943004835270543
1,best_seen_state,state_score,7,0.7000000000000001,0.8,33,0.7463004946444228,0.7878787878787878,0.041578293234365016
1,best_seen_state,state_score,8,0.8,0.9,0,,,
1,best_seen_state,state_score,9,0.9,1.0,0,,,
1,best_seen_state,state_score_n,0,0.0,0.1,0,,,
1,best_seen_state,state_score_n,1,0.1,0.2,0,,,
1,best_seen_state,state_score_n,2,0.2,0.30000000000000004,24,0.2835173824200034,0.125,0.1585173824200034
1,best_seen_state,state_score_n,3,0.30000000000000004,0.4,57,0.3544355476733946,0.3333333333333333,0.021102214340061265
1,best_seen_state,state_score_n,4,0.4,0.5,39,0.4497177398304224,0.48717948717948717,0.03746174734906477
1,best_seen_state,state_score_n,5,0.5,0.6000000000000001,37,0.5478001590545284,0.7027027027027027,0.15490254364817435
1,best_seen_state,state_score_n,6,0.6000000000000001,0.7000000000000001,31,0.6486989659028387,0.7096774193548387,0.060978453452000037
1,best_seen_state,state_score_n,7,0.7000000000000001,0.8,34,0.7446079124366908,0.8235294117647058,0.07892149932801507
1,best_seen_state,state_score_n,8,0.8,0.9,0,,,
1,best_seen_state,state_score_n,9,0.9,1.0,0,,,
1,best_seen_state,state_full,0,0.0,0.1,0,,,
1,best_seen_state,state_full,1,0.1,0.2,0,,,
1,best_seen_state,state_full,2,0.2,0.30000000000000004,51,0.24698482754159146,0.21568627450980393,0.031298553031787524
1,best_seen_state,state_full,3,0.30000000000000004,0.4,48,0.3451762492639765,0.3541666666666667,0.008990417402690187
1,best_seen_state,state_full,4,0.4,0.5,28,0.44217246680689604,0.5357142857142857,0.09354181890738966
1,best_seen_state,state_full,5,0.5,0.6000000000000001,30,0.5483053759200964,0.7666666666666667,0.2183612907465703
1,best_seen_state,state_full,6,0.6000000000000001,0.7000000000000001,22,0.6654973104660402,0.6818181818181818,0.016320871352141553
1,best_seen_state,state_full,7,0.7000000000000001,0.8,23,0.7418781026627674,0.8695652173913043,0.1276871147285369
1,best_seen_state,state_full,8,0.8,0.9,20,0.8308620412963934,0.8,0.03086204129639336
1,best_seen_state,state_full,9,0.9,1.0,0,,,
2,attempt,raw_score,0,0.0,0.1,81,0.04199231779317797,0.1728395061728395,0.13084718837966153
2,attempt,raw_score,1,0.1,0.2,27,0.15103634308885644,0.25925925925925924,0.1082229161704028
2,attempt,raw_score,2,0.2,0.30000000000000004,27,0.24545142827210603,0.3333333333333333,0.08788190506122728
2,attempt,raw_score,3,0.30000000000000004,0.4,30,0.3550855795542399,0.6333333333333333,0.2782477537790934
2,attempt,raw_score,4,0.4,0.5,26,0.43993596044870525,0.6538461538461539,0.2139101933974486
2,attempt,raw_score,5,0.5,0.6000000000000001,18,0.5392827424738142,0.5,0.03928274247381425
2,attempt,raw_score,6,0.6000000000000001,0.7000000000000001,6,0.6294643382231394,0.8333333333333334,0.20386899511019396
2,attempt,raw_score,7,0.7000000000000001,0.8,14,0.7612524330615997,0.8571428571428571,0.09589042408125736
2,attempt,raw_score,8,0.8,0.9,20,0.8464560508728027,0.85,0.0035439491271972434
2,attempt,raw_score,9,0.9,1.0,47,0.9475131098260271,0.7659574468085106,0.18155566301751647
2,attempt,global,0,0.0,0.1,0,,,
2,attempt,global,1,0.1,0.2,0,,,
2,attempt,global,2,0.2,0.30000000000000004,0,,,
2,attempt,global,3,0.30000000000000004,0.4,111,0.3286202346197844,0.1891891891891892,0.1394310454305952
2,attempt,global,4,0.4,0.5,58,0.45065802386793924,0.5172413793103449,0.06658335544240562
2,attempt,global,5,0.5,0.6000000000000001,39,0.5411519102874155,0.5897435897435898,0.048591679456174264
2,attempt,global,6,0.6000000000000001,0.7000000000000001,21,0.6582029379625968,0.8571428571428571,0.19893991918026033
2,attempt,global,7,0.7000000000000001,0.8,67,0.7478161969444481,0.7910447761194029,0.04322857917495482
2,attempt,global,8,0.8,0.9,0,,,
2,attempt,global,9,0.9,1.0,0,,,
2,attempt,global_len,0,0.0,0.1,0,,,
2,attempt,global_len,1,0.1,0.2,0,,,
2,attempt,global_len,2,0.2,0.30000000000000004,53,0.2837604603112812,0.09433962264150944,0.18942083766977177
2,attempt,global_len,3,0.30000000000000004,0.4,66,0.34052069630738563,0.2727272727272727,0.06779342358011292
2,attempt,global_len,4,0.4,0.5,53,0.45173563406453515,0.5660377358490566,0.11430210178452144
2,attempt,global_len,5,0.5,0.6000000000000001,37,0.5420917338514685,0.5675675675675675,0.025475833716099072
2,attempt,global_len,6,0.6000000000000001,0.7000000000000001,16,0.6582601480479499,0.875,0.21673985195205014
2,attempt,global_len,7,0.7000000000000001,0.8,71,0.755679523932514,0.8028169014084507,0.047137377475936715
2,attempt,global_len,8,0.8,0.9,0,,,
2,attempt,global_len,9,0.9,1.0,0,,,
2,attempt,route_intercept,0,0.0,0.1,0,,,
2,attempt,route_intercept,1,0.1,0.2,0,,,
2,attempt,route_intercept,2,0.2,0.30000000000000004,0,,,
2,attempt,route_intercept,3,0.30000000000000004,0.4,114,0.3303001308027261,0.19298245614035087,0.1373176746623752
2,attempt,route_intercept,4,0.4,0.5,57,0.45563977008611284,0.5614035087719298,0.10576373868581695
2,attempt,route_intercept,5,0.5,0.6000000000000001,37,0.543287700406032,0.5405405405405406,0.0027471598654914553
2,attempt,route_intercept,6,0.6000000000000001,0.7000000000000001,21,0.6591544310579776,0.8571428571428571,0.19798842608487954
2,attempt,route_intercept,7,0.7000000000000001,0.8,67,0.7476724655943444,0.7910447761194029,0.04337231052505852
2,attempt,route_intercept,8,0.8,0.9,0,,,
2,attempt,route_intercept,9,0.9,1.0,0,,,
2,attempt,route_intercept_len,0,0.0,0.1,0,,,
2,attempt,route_intercept_len,1,0.1,0.2,0,,,
2,attempt,route_intercept_len,2,0.2,0.30000000000000004,52,0.2823767535928118,0.07692307692307693,0.20545367666973485
2,attempt,route_intercept_len,3,0.30000000000000004,0.4,66,0.33909268905751944,0.2878787878787879,0.051213901178731536
2,attempt,route_intercept_len,4,0.4,0.5,53,0.4505529473700899,0.5471698113207547,0.09661686395066482
2,attempt,route_intercept_len,5,0.5,0.6000000000000001,37,0.539601237440434,0.5945945945945946,0.05499335715416065
2,attempt,route_intercept_len,6,0.6000000000000001,0.7000000000000001,16,0.6533573812105954,0.8125,0.1591426187894046
2,attempt,route_intercept_len,7,0.7000000000000001,0.8,72,0.7546800283453545,0.8055555555555556,0.050875527210201055
2,attempt,route_intercept_len,8,0.8,0.9,0,,,
2,attempt,route_intercept_len,9,0.9,1.0,0,,,
2,best_seen_state,raw_state_score,0,0.0,0.1,39,0.04729864469323403,0.15384615384615385,0.10654750915291983
2,best_seen_state,raw_state_score,1,0.1,0.2,26,0.15034680670270553,0.11538461538461539,0.03496219131809014
2,best_seen_state,raw_state_score,2,0.2,0.30000000000000004,26,0.2477696302991647,0.3076923076923077,0.059922677393143
2,best_seen_state,raw_state_score,3,0.30000000000000004,0.4,17,0.3569161628975588,0.5882352941176471,0.2313191312200883
2,best_seen_state,raw_state_score,4,0.4,0.5,25,0.4452896022796631,0.76,0.31471039772033693
2,best_seen_state,raw_state_score,5,0.5,0.6000000000000001,21,0.527750279222216,0.47619047619047616,0.05155980303173979
2,best_seen_state,raw_state_score,6,0.6000000000000001,0.7000000000000001,2,0.6855610609054565,1.0,0.31443893909454346
2,best_seen_state,raw_state_score,7,0.7000000000000001,0.8,13,0.7694444610522344,0.7692307692307693,0.000213691821465134
2,best_seen_state,raw_state_score,8,0.8,0.9,10,0.8431624650955201,0.9,0.05683753490447996
2,best_seen_state,raw_state_score,9,0.9,1.0,43,0.9498269627260607,0.7906976744186046,0.1591292883074561
2,best_seen_state,state_score,0,0.0,0.1,0,,,
2,best_seen_state,state_score,1,0.1,0.2,0,,,
2,best_seen_state,state_score,2,0.2,0.30000000000000004,0,,,
2,best_seen_state,state_score,3,0.30000000000000004,0.4,65,0.3488309304517245,0.13846153846153847,0.210369391990186
2,best_seen_state,state_score,4,0.4,0.5,43,0.4463132943293109,0.4186046511627907,0.027708643166520164
2,best_seen_state,state_score,5,0.5,0.6000000000000001,46,0.5428896013521901,0.6304347826086957,0.08754518125650557
2,best_seen_state,state_score,6,0.6000000000000001,0.7000000000000001,18,0.6786285064127414,0.7777777777777778,0.09914927136503637
2,best_seen_state,state_score,7,0.7000000000000001,0.8,50,0.748303574095923,0.82,0.07169642590407699
2,best_seen_state,state_score,8,0.8,0.9,0,,,
2,best_seen_state,state_score,9,0.9,1.0,0,,,
2,best_seen_state,state_score_n,0,0.0,0.1,0,,,
2,best_seen_state,state_score_n,1,0.1,0.2,0,,,
2,best_seen_state,state_score_n,2,0.2,0.30000000000000004,0,,,
2,best_seen_state,state_score_n,3,0.30000000000000004,0.4,67,0.34969965011811704,0.11940298507462686,0.23029666504349017
2,best_seen_state,state_score_n,4,0.4,0.5,41,0.44458833156861344,0.4634146341463415,0.01882630257772805
2,best_seen_state,state_score_n,5,0.5,0.6000000000000001,46,0.5419153126478156,0.6304347826086957,0.08851946996088011
2,best_seen_state,state_score_n,6,0.6000000000000001,0.7000000000000001,15,0.674509054240959,0.7333333333333333,0.05882427909237431
2,best_seen_state,state_score_n,7,0.7000000000000001,0.8,53,0.7474296741956774,0.8301886792452831,0.08275900504960565
2,best_seen_state,state_score_n,8,0.8,0.9,0,,,
2,best_seen_state,state_score_n,9,0.9,1.0,0,,,
2,best_seen_state,state_full,0,0.0,0.1,0,,,
2,best_seen_state,state_full,1,0.1,0.2,0,,,
2,best_seen_state,state_full,2,0.2,0.30000000000000004,45,0.26156550226603187,0.06666666666666667,0.19489883559936522
2,best_seen_state,state_full,3,0.30000000000000004,0.4,37,0.3435988140882389,0.2702702702702703,0.0733285438179686
2,best_seen_state,state_full,4,0.4,0.5,36,0.44090727303160654,0.5277777777777778,0.08687050474617125
2,best_seen_state,state_full,5,0.5,0.6000000000000001,34,0.549970800780399,0.6470588235294118,0.09708802274901285
2,best_seen_state,state_full,6,0.6000000000000001,0.7000000000000001,8,0.6545548315129028,0.625,0.029554831512902835
2,best_seen_state,state_full,7,0.7000000000000001,0.8,20,0.7539023610637151,0.95,0.19609763893628485
2,best_seen_state,state_full,8,0.8,0.9,42,0.8334100440240066,0.7857142857142857,0.04769575830972095
2,best_seen_state,state_full,9,0.9,1.0,0,,,
3,attempt,raw_score,0,0.0,0.1,68,0.04632441463935025,0.16176470588235295,0.1154402912430027
3,attempt,raw_score,1,0.1,0.2,35,0.14976376231227603,0.37142857142857144,0.2216648091162954
3,attempt,raw_score,2,0.2,0.30000000000000004,36,0.24867824589212736,0.4166666666666667,0.16798842077453932
3,attempt,raw_score,3,0.30000000000000004,0.4,29,0.34685275677976934,0.5172413793103449,0.17038862253057552
3,attempt,raw_score,4,0.4,0.5,29,0.44786471847830145,0.5862068965517241,0.13834217807342264
3,attempt,raw_score,5,0.5,0.6000000000000001,22,0.5471107580445029,0.6818181818181818,0.13470742377367884
3,attempt,raw_score,6,0.6000000000000001,0.7000000000000001,20,0.6417748212814331,0.8,0.1582251787185669
3,attempt,raw_score,7,0.7000000000000001,0.8,13,0.7612734757936918,0.9230769230769231,0.16180344728323137
3,attempt,raw_score,8,0.8,0.9,11,0.8720902583815835,1.0,0.1279097416184165
3,attempt,raw_score,9,0.9,1.0,33,0.949611074996717,0.8181818181818182,0.1314292568148988
3,attempt,global,0,0.0,0.1,0,,,
3,attempt,global,1,0.1,0.2,0,,,
3,attempt,global,2,0.2,0.30000000000000004,58,0.2820175054800677,0.1724137931034483,0.10960371237661942
3,attempt,global,3,0.30000000000000004,0.4,79,0.3488763313868436,0.35443037974683544,0.005554048359991848
3,attempt,global,4,0.4,0.5,53,0.4493056558514493,0.5094339622641509,0.060128306412701615
3,attempt,global,5,0.5,0.6000000000000001,46,0.548635423950205,0.7391304347826086,0.1904950108324036
3,attempt,global,6,0.6000000000000001,0.7000000000000001,21,0.6508418559100269,0.9523809523809523,0.30153909647092547
3,attempt,global,7,0.7000000000000001,0.8,39,0.7285169579389037,0.8461538461538461,0.11763688821494245
3,attempt,global,8,0.8,0.9,0,,,
3,attempt,global,9,0.9,1.0,0,,,
3,attempt,global_len,0,0.0,0.1,0,,,
3,attempt,global_len,1,0.1,0.2,0,,,
3,attempt,global_len,2,0.2,0.30000000000000004,76,0.26490470222742013,0.14473684210526316,0.12016786012215697
3,attempt,global_len,3,0.30000000000000004,0.4,67,0.3476771659503093,0.44776119402985076,0.10008402807954148
3,attempt,global_len,4,0.4,0.5,52,0.44712729164552106,0.5384615384615384,0.09133424681601737
3,attempt,global_len,5,0.5,0.6000000000000001,37,0.5432936060992227,0.7567567567567568,0.21346315065753407
3,attempt,global_len,6,0.6000000000000001,0.7000000000000001,24,0.6478019895171686,0.875,0.2271980104828314
3,attempt,global_len,7,0.7000000000000001,0.8,40,0.741243008721632,0.85,0.10875699127836802
3,attempt,global_len,8,0.8,0.9,0,,,
3,attempt,global_len,9,0.9,1.0,0,,,
3,attempt,route_intercept,0,0.0,0.1,0,,,
3,attempt,route_intercept,1,0.1,0.2,0,,,
